"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","LTi cells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"PIP4K2A",30,11,36,38,12,6,13,4,25,6,3,0,2,6,132,45,55,1,23,68,2,8,1,0,11,1,3,171,3,14,45,5,30,6
"MSRB2",61,36,2,17,0,0,1,4,147,2,1,1,0,3,19,6,3,6,3,11,1,2,0,2,8,2,3,31,1,0,7,143,62,20
"C10orf67",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0
"RP11-371A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTUD1",8,2,5,3,0,0,0,1,13,1,0,0,1,0,9,3,2,0,6,6,0,0,0,0,1,2,2,18,0,0,3,10,19,1
"KIAA1217",4,25,0,0,0,0,0,16,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,29,35,2
"ARHGAP21",18,7,1,4,0,0,3,3,75,2,3,1,4,1,4,2,1,1,0,0,0,1,0,0,6,0,1,1,0,0,2,37,21,3
"PRTFDC1",2,9,0,0,1,0,0,1,47,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,8,3,2
"RP11-165A20.3",0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"ENKUR",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THNSL1",2,2,1,0,0,0,0,0,2,0,0,0,0,1,5,1,0,0,1,2,0,1,0,0,0,0,0,0,0,3,2,8,2,1
"LINC01516",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPR158",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYO3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"APBB1IP",76,1,38,44,13,11,9,1,29,47,2,3,0,0,152,76,35,0,46,97,2,6,1,3,0,3,4,117,9,8,91,7,3,0
"LINC00264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP13-16H11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PDSS1",3,0,1,3,0,0,0,0,4,2,1,0,0,0,1,4,1,1,6,3,0,0,0,0,1,0,4,22,0,2,4,29,9,0
"ABI1",58,8,20,24,10,6,4,5,55,22,1,1,2,5,88,31,16,4,35,37,3,1,0,3,4,2,1,211,7,6,53,60,50,7
"LINC00202-1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKRD26",10,7,4,5,2,0,0,4,22,2,0,0,0,0,11,13,3,1,6,17,0,0,0,0,5,2,1,41,1,4,22,20,31,0
"YME1L1",78,20,29,45,1,3,8,6,106,29,9,3,3,7,122,100,44,4,43,166,13,10,0,8,6,5,7,110,12,6,82,95,95,15
"MASTL",4,0,1,1,1,1,0,1,8,1,0,0,0,0,8,5,0,0,1,3,0,0,0,0,0,0,0,24,2,3,3,4,5,0
"ACBD5",17,3,8,3,0,1,0,0,15,5,1,1,2,3,19,9,6,0,6,7,0,0,0,0,1,0,0,11,1,0,13,47,21,3
"PTCHD3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAB18",64,47,11,19,12,4,4,10,112,8,1,1,4,6,58,40,14,2,28,41,2,3,0,3,10,1,6,88,4,8,46,94,77,16
"MKX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARMC4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPP7",1,0,2,1,0,0,0,0,3,0,0,0,8,0,1,4,2,0,1,7,0,0,0,0,0,0,0,1,1,0,1,37,0,3
"RP11-351M16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-351M16.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WAC-AS1",15,15,9,13,1,3,5,3,57,16,1,0,4,1,41,32,12,3,23,39,1,1,0,1,3,1,1,52,3,5,25,36,51,7
"WAC",47,14,16,20,6,3,6,8,98,16,1,2,5,9,81,44,21,5,37,49,3,2,0,4,11,3,5,97,3,12,49,67,83,16
"BAMBI",3,31,0,0,0,0,0,0,19,0,1,0,0,1,2,0,0,1,3,3,0,0,0,0,0,0,0,2,0,0,0,11,7,2
"SVIL-AS1",13,3,0,0,2,0,1,2,20,1,0,1,3,0,11,4,2,0,0,1,0,0,0,0,0,4,0,6,1,1,3,4,18,8
"SVIL",2,56,4,2,0,0,1,0,148,0,1,2,4,0,17,12,4,27,0,19,1,2,0,0,5,0,1,4,0,0,0,34,79,35
"KIAA1462",3,12,1,0,0,0,0,0,14,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,86,0
"MTPAP",16,4,4,6,0,1,0,0,15,5,1,1,1,0,22,8,5,3,6,9,0,0,0,1,0,0,2,21,2,3,10,27,16,1
"MAP3K8",48,8,10,51,3,0,2,0,16,5,5,2,2,1,54,5,9,1,30,1,0,3,0,3,3,0,7,70,3,2,3,15,59,3
"RP11-14C22.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
"ZNF438",11,1,0,0,1,0,1,1,12,3,0,0,2,0,2,2,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,11,1
"ZEB1-AS1",2,3,1,1,0,0,0,0,14,3,0,1,4,0,9,2,2,3,4,1,0,0,0,0,2,2,0,23,2,3,5,5,16,2
"ZEB1",0,28,5,3,5,1,3,1,101,9,1,0,6,0,36,17,10,7,11,16,0,1,1,2,9,1,0,37,3,2,32,0,140,11
"RP11-472N13.3",17,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"ARHGAP12",15,17,4,1,0,1,0,14,68,1,0,0,1,0,17,7,4,2,9,4,1,0,0,0,3,0,2,2,0,0,7,33,42,3
"KIF5B",124,68,25,61,12,5,12,12,150,40,5,3,9,7,94,70,42,13,34,83,5,6,0,6,8,7,7,169,8,11,88,249,169,42
"EPC1",42,20,23,17,10,4,9,13,85,60,5,0,3,6,126,76,36,5,55,101,3,5,3,5,8,9,4,147,9,8,103,40,85,9
"RP11-135A24.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC7",2,0,1,3,0,0,0,0,3,1,1,0,0,0,4,4,1,0,1,0,1,1,0,0,0,0,0,11,0,0,3,1,5,1
"CCDC7.1",1,1,1,0,0,0,0,0,6,0,0,0,2,0,3,1,0,1,1,10,0,0,0,0,2,0,0,0,0,0,0,0,4,1
"RP11-479G22.8",0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"ITGB1",185,227,21,44,19,7,4,51,593,46,4,4,33,8,302,118,58,71,24,173,6,5,2,2,88,0,6,96,13,13,132,176,655,123
"RP11-342D11.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"NRP1",121,24,0,4,0,0,0,2,127,1,0,1,0,0,2,0,1,2,0,1,0,0,0,1,13,0,0,1,0,0,0,2,180,10
"RP11-342D11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"PARD3",0,3,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,1,24,10,2
"RP11-297A16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CUL2",15,6,5,7,3,0,2,2,32,4,2,0,2,1,19,14,6,1,8,20,2,0,1,0,4,0,1,18,3,1,21,20,20,3
"RP11-297A16.2",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CREM",71,11,19,23,44,5,1,1,40,26,4,0,4,7,20,59,28,2,8,59,1,5,0,1,7,2,4,63,22,11,169,18,76,7
"CCNY",14,11,4,15,0,0,0,1,44,7,0,0,5,0,16,9,5,1,9,11,1,0,0,2,3,0,3,21,3,2,16,33,71,5
"RP11-324I22.4",0,1,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0
"RP11-425A6.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FZD8",0,19,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,8,3,0
"PCAT5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-258F22.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ZNF248",4,4,2,1,1,0,1,1,18,4,1,0,0,0,12,4,5,0,2,7,0,0,0,0,2,1,0,5,0,0,4,10,5,1
"RP11-162G10.5",2,0,0,1,0,1,1,0,2,0,0,0,0,0,6,3,0,0,2,7,0,0,0,0,1,0,0,2,1,1,4,1,3,0
"ZNF25",3,2,1,1,2,0,0,3,20,2,1,0,0,0,8,4,2,2,4,7,0,0,0,0,0,0,0,1,0,1,5,2,18,3
"ZNF33A",13,7,9,4,6,0,3,4,26,10,3,1,4,5,51,17,12,2,27,26,1,2,0,2,1,3,1,45,2,0,24,36,45,5
"ZNF37A",18,14,6,7,4,1,5,2,51,9,1,0,1,1,39,16,6,3,12,18,0,2,0,0,6,1,0,25,2,1,11,17,38,6
"RP11-508N22.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LINC00839",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"ZNF33B",6,2,3,6,1,0,3,0,14,6,0,1,2,1,38,9,5,1,5,11,0,0,0,0,2,1,1,12,0,2,11,31,19,1
"AL022344.7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BMS1",19,6,8,12,2,6,2,0,33,7,1,0,2,2,55,6,3,2,14,18,0,0,0,0,5,3,4,57,2,7,13,38,34,6
"LINC01264",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RET",1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"RP11-351D16.3",3,1,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
"CSGALNACT2",27,28,5,15,3,1,0,0,27,5,0,1,0,1,11,10,12,0,4,12,1,0,1,0,1,0,4,15,0,8,6,3,15,3
"RASGEF1A",3,0,3,0,2,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0
"FXYD4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"HNRNPF",233,49,76,84,39,19,13,11,239,95,13,1,18,9,331,155,109,7,127,203,11,11,4,3,19,6,9,797,56,71,201,276,244,28
"RP11-517P14.2",3,0,1,1,0,0,1,0,6,0,0,0,1,1,5,1,0,0,2,0,0,0,0,0,1,0,0,3,0,0,2,1,2,0
"ZNF487",4,1,0,4,0,1,0,0,7,3,0,0,0,0,7,0,0,0,4,6,0,0,0,0,1,0,1,2,0,1,2,8,7,2
"ZNF239",1,1,1,0,0,0,0,0,4,0,0,0,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,4,1,0
"ZNF485",0,0,1,2,0,0,0,0,0,0,0,1,0,0,6,1,0,0,1,2,0,0,0,0,0,0,0,4,1,0,0,4,2,0
"RP11-402L1.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF32",27,19,12,15,1,2,1,3,77,15,1,0,2,2,40,19,10,1,21,41,2,2,1,0,7,2,2,24,2,4,17,33,49,7
"LINC00619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"LINC00840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-20J15.3",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"CXCL12",52,8,1,2,0,0,1,2,1391,1,0,0,1,0,6,0,1,0,1,4,1,1,0,0,14,0,0,3,0,1,5,3,550,17
"TMEM72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"RASSF4",167,3,1,37,0,0,0,24,36,4,0,0,0,0,4,1,0,2,2,1,2,5,0,0,3,0,3,4,0,0,1,6,3,3
"C10orf10",5,81,2,4,0,0,1,79,977,3,0,0,34,0,8,3,3,0,2,3,1,0,0,1,49,0,2,9,0,1,5,26,880,77
"C10orf25",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0
"ZNF22",60,44,21,19,9,4,4,12,116,15,3,0,13,1,83,15,23,4,27,41,2,1,2,1,13,1,0,102,4,11,21,44,125,12
"RP11-445N18.5",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR13A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ALOX5",133,0,0,44,0,0,0,0,6,1,0,0,1,29,82,2,0,0,18,2,0,0,0,0,0,2,8,145,1,1,1,9,3,1
"MARCH8",6,0,4,4,0,1,0,0,6,0,0,0,2,1,13,9,3,0,12,5,0,0,0,0,1,0,0,5,0,0,3,13,12,1
"ZFAND4",2,1,3,6,1,0,0,0,5,2,0,0,0,0,6,3,2,0,0,4,0,0,0,0,0,3,1,41,0,0,0,4,2,0
"FAM21C",17,7,0,6,0,1,1,2,24,9,0,1,0,0,13,7,6,1,9,10,0,2,0,0,2,0,0,16,2,3,14,10,18,1
"AGAP4",4,0,2,0,0,0,1,0,7,0,0,0,0,0,1,1,2,1,3,4,0,0,0,0,0,0,0,2,0,0,3,5,4,1
"TIMM23",24,7,1,6,1,0,0,3,23,5,0,0,3,0,12,10,4,1,6,14,0,0,0,0,3,5,1,41,6,5,9,34,24,5
"NCOA4",139,20,9,47,7,2,4,3,62,15,1,0,7,17,63,26,7,4,16,39,1,1,3,3,12,1,6,89,11,3,31,93,69,8
"ANXA8L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"GPRIN2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
"SYT15",3,6,1,1,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,63,1
"RP11-38L15.3",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-38L15.2",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTPN20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GDF10",0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF488",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"ANXA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AGAP9",2,3,1,2,0,0,0,0,4,1,0,0,0,0,4,2,3,0,1,1,0,0,0,0,0,0,0,1,0,0,1,6,3,2
"ABC7-42404400C24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CH17-360D5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
"FRMPD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MAPK8",12,3,5,7,2,0,0,0,15,2,1,0,1,0,13,5,5,3,8,10,1,2,1,0,0,2,0,22,2,0,13,12,30,2
"ARHGAP22",15,0,0,13,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
"WDFY4",21,0,0,14,0,0,0,0,5,0,0,0,0,0,62,0,0,0,22,0,0,0,0,3,0,0,1,40,0,0,0,0,1,0
"VSTM4",3,16,1,1,1,0,0,0,46,1,0,0,2,0,7,1,1,4,4,0,0,0,0,0,9,0,0,5,0,1,2,2,13,7
"FAM170B",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"C10orf128",43,0,0,30,9,0,0,0,1,0,1,0,1,16,76,20,5,0,6,7,0,0,0,0,1,2,2,3,3,6,24,1,163,0
"ERCC6",3,1,0,1,0,0,0,0,5,0,1,0,0,0,4,1,1,0,3,1,0,0,0,0,1,0,0,4,0,0,2,1,3,0
"PGBD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"ERCC6-PGBD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"C10orf53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PARG",12,4,1,5,1,1,2,2,5,2,0,0,1,2,16,4,4,0,4,4,0,1,0,1,1,0,0,14,0,0,2,11,8,4
"TIMM23B",6,1,2,0,2,0,0,0,8,4,1,1,0,0,6,3,2,0,2,4,0,0,0,0,1,0,0,26,0,0,7,2,4,1
"LINC00843",0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"AGAP6",1,1,0,1,2,0,0,0,2,0,1,0,0,1,7,1,1,0,1,2,0,0,0,2,1,0,0,1,1,0,1,4,6,0
"FAM21A",26,8,4,1,2,1,1,2,37,3,0,0,2,1,13,3,5,2,7,12,0,1,1,0,1,0,0,21,1,2,5,20,15,5
"ASAH2",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,2,0
"SGMS1",21,5,1,3,1,1,2,5,22,10,0,0,1,0,10,6,6,0,1,5,0,1,0,0,1,0,2,95,2,4,20,17,22,5
"SGMS1-AS1",1,0,0,1,0,0,1,0,2,0,0,0,0,0,8,1,0,0,3,1,0,0,1,0,0,1,0,4,0,0,2,2,4,1
"ASAH2B",0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,6,2,0,0,3,0,0,0,0,2,0,0,4,0,0,0,4,0,1
"A1CF",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,0,0
"PRKG1",0,17,0,0,0,0,0,0,16,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,11
"RP11-96B5.3",0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSTF2T",10,5,12,6,10,1,2,1,39,6,0,1,0,2,33,15,8,1,10,31,1,2,1,0,2,1,0,22,0,5,17,11,38,1
"DKK1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-556E13.1",31,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWINT",36,2,3,1,0,0,1,0,11,2,0,0,0,0,10,4,1,0,2,3,0,0,0,1,0,1,0,258,22,22,3,39,8,0
"IPMK",19,4,0,4,0,0,0,0,8,0,1,0,1,0,7,2,1,0,2,3,0,0,0,0,1,1,0,6,0,1,0,10,7,0
"CISD1",39,127,10,27,10,2,2,5,180,13,0,0,28,1,42,23,12,17,11,23,0,2,1,0,7,2,5,127,6,16,29,132,88,15
"UBE2D1",123,17,7,61,5,1,1,6,71,7,1,0,2,4,41,16,12,4,14,26,0,4,0,1,4,1,7,43,4,4,25,46,40,8
"TFAM",40,8,12,16,2,1,1,2,50,17,3,1,2,6,57,21,19,3,25,27,0,2,0,2,7,5,1,109,5,8,22,89,47,4
"BICC1",1,32,0,1,0,0,0,1,145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"LINC00844",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"PHYHIPL",0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"FAM13C",0,2,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,1,0,0,0,0,45,10
"RP11-135D11.2",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC16A9",1,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,8,0,0
"CCDC6",16,6,4,17,3,2,1,1,32,21,0,0,4,0,39,7,3,4,21,7,1,0,0,2,4,1,0,87,2,1,30,61,32,8
"LINC01553",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANK3",1,6,8,0,0,1,6,36,6,0,2,0,0,0,16,12,5,0,1,20,0,0,0,0,0,0,0,4,0,0,1,10,0,0
"RP11-131N11.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDK1",47,1,2,3,1,0,0,0,13,0,0,0,0,0,8,0,0,2,0,1,0,0,0,0,0,6,0,374,17,30,1,25,16,0
"RHOBTB1",5,5,0,0,0,0,0,3,13,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,10,1
"TMEM26",4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1
"ARID5B",23,124,22,6,14,4,7,10,403,86,3,0,42,1,239,76,33,10,79,111,2,1,0,1,32,12,3,180,15,4,235,56,177,50
"RTKN2",1,2,7,1,2,1,0,0,4,3,0,0,0,0,2,6,8,0,1,48,0,0,0,0,0,2,0,29,2,1,107,0,0,1
"ZNF365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADO",6,1,2,5,0,0,0,0,13,1,0,0,0,0,9,4,4,1,1,7,1,2,0,0,2,0,1,15,1,0,3,7,8,1
"EGR2",20,11,4,2,1,3,0,0,7,9,0,0,0,0,10,6,7,0,4,4,0,0,0,0,0,0,0,27,1,4,10,0,6,2
"NRBF2",45,21,10,15,5,1,2,2,48,5,1,1,3,1,42,14,8,0,15,19,0,3,0,0,4,3,0,66,1,2,15,39,43,2
"JMJD1C",50,30,23,46,7,2,8,4,130,27,4,1,12,4,171,44,27,4,65,66,2,3,2,1,5,5,9,244,7,3,48,43,107,9
"JMJD1C-AS1",1,0,0,1,0,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,5,0
"REEP3",72,41,12,21,7,1,3,18,147,14,3,0,21,0,41,17,4,15,18,36,2,1,1,0,14,2,4,65,4,8,33,85,119,36
"RP11-170M17.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-174J11.1",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01515",0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"CTNNA3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1
"DNAJC12",3,2,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,24,6,0
"RP11-57G10.8",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0
