"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Enteric glia cells","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","Pericytes","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"ALG9",2,16,0,0,0,0,0,1,0,0,0,3,0,0,0,16,0
"FDXACB1",3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,7,1
"C11orf1",8,80,0,2,3,4,1,1,1,2,0,6,1,0,3,455,4
"CRYAB",5,616,1,0,68,0,0,0,165,0,0,97,0,0,1,16,1
"HSPB2",1,209,0,0,3,0,0,0,4,0,0,42,0,0,0,4,0
"C11orf52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"DIXDC1",4,53,1,0,1,0,0,1,11,0,0,9,0,0,0,14,8
"DLAT",6,31,0,2,0,1,2,0,3,0,0,5,1,3,0,108,7
"PIH1D2",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"C11orf57",12,99,1,1,0,3,3,1,3,0,0,4,1,1,2,184,5
"TIMM8B",170,536,1,11,4,20,10,8,22,1,1,56,14,20,15,1179,77
"SDHD",114,253,1,8,0,15,8,5,13,6,1,31,8,8,8,525,25
"IL18",71,50,1,24,0,12,1,0,0,0,1,1,7,0,2,497,5
"TEX12",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"BCO2",2,10,0,3,0,2,0,0,1,1,0,0,0,0,0,23,0
"PTS",16,318,0,5,2,3,2,0,15,3,0,23,1,3,5,226,19
"RP11-356J5.13",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-356J5.12",4,30,0,0,0,3,1,0,2,0,0,0,0,0,0,36,0
"RP11-629G13.1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"NCAM1",0,11,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
"RP11-839D17.3",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TTC12",0,8,0,1,0,0,0,0,1,0,0,0,0,1,1,43,0
"ANKK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"DRD2",0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0
"TMPRSS5",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0
"ZW10",5,18,0,2,0,1,1,1,2,1,0,6,1,2,0,47,3
"USP28",3,24,0,0,0,0,0,0,1,0,1,2,1,1,0,41,7
"HTR3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ZBTB16",3,26,1,0,1,3,5,2,4,1,2,8,1,0,1,0,9
"NNMT",19,5176,0,4,12,1,1,1,122,2,0,316,3,0,2,236,126
"RP11-64D24.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C11orf71",16,34,0,0,0,1,2,0,1,0,0,3,1,1,2,67,4
"RBM7",28,202,2,2,0,10,8,3,17,3,0,16,0,5,4,152,11
"REXO2",53,762,1,1,3,6,7,4,56,2,0,62,3,3,14,558,60
"NXPE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CADM1",21,57,0,0,7,0,0,0,1,0,0,6,0,1,1,6,0
"LINC00900",9,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"BUD13",4,27,0,0,1,2,1,1,1,0,0,3,2,5,2,43,4
"AP006216.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZPR1",19,76,0,1,0,6,1,0,5,2,0,16,2,4,8,123,14
"APOC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"APOA1",0,16,0,0,0,1,0,0,1,0,0,0,0,0,0,20,1
"SIK3",7,33,0,1,0,0,0,1,0,0,0,5,1,0,1,66,10
"AP000936.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PAFAH1B2",39,196,1,3,1,4,2,1,9,0,0,25,7,4,5,351,33
"SIDT2",13,50,0,1,0,3,1,0,0,0,0,4,1,0,4,82,4
"TAGLN",40,17909,1,2,0,5,6,3,2387,3,1,1841,1,5,9,320,26
"PCSK7",37,388,2,14,2,1,26,13,27,13,3,39,1,10,10,764,30
"RNF214",5,33,1,0,0,1,3,1,0,1,0,2,0,0,1,23,3
"BACE1",7,115,0,1,0,0,0,0,2,0,0,8,0,0,0,18,6
"BACE1-AS",2,11,0,0,0,0,0,0,1,0,0,0,0,0,0,20,3
"CEP164",12,81,0,1,1,2,7,3,4,0,1,5,1,1,1,110,8
"DSCAML1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FXYD2",9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,2
"RP11-728F11.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FXYD6",23,259,0,0,0,0,1,0,80,0,0,31,2,0,0,9,11
"TMPRSS13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"IL10RA",41,4,1,4,0,1,4,8,0,7,1,0,2,4,16,5,0
"TMPRSS4",6,18,0,0,0,1,1,0,1,0,0,1,0,2,1,917,3
"SCN4B",0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"SCN2B",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"JAML",30,8,2,64,0,0,30,10,0,5,0,1,6,1,20,6,1
"MPZL3",1,1,1,1,0,0,3,2,0,1,0,0,0,1,2,69,2
"MPZL2",2,3,1,2,0,0,2,0,0,0,0,1,2,0,1,250,43
"CD3E",0,8,8,1,0,2,110,48,3,32,6,0,0,19,108,11,2
"CD3D",6,15,17,1,0,3,205,91,6,59,3,2,0,82,251,36,3
"CD3G",0,1,2,0,0,0,37,16,0,9,0,0,0,22,39,6,3
"UBE4A",17,94,0,1,0,0,0,0,4,1,0,10,0,0,0,182,9
"RP11-770J1.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ATP5L",696,2044,10,100,20,105,145,65,97,27,4,221,57,100,170,3950,243
"RP11-770J1.4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KMT2A",15,138,1,1,1,3,1,5,7,4,0,20,1,4,7,280,22
"RP11-770J1.3",1,3,0,0,0,0,0,0,1,0,0,1,0,0,1,7,0
"TTC36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"TMEM25",1,21,0,0,0,0,0,0,3,0,1,1,0,0,0,36,1
"IFT46",5,63,0,0,0,2,0,1,1,0,0,3,0,0,0,74,2
"ARCN1",25,202,0,2,0,2,3,1,7,0,1,11,7,2,1,273,18
"PHLDB1",1,246,0,0,0,1,0,0,7,0,0,22,0,0,0,77,19
"AP002954.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"TREH",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DDX6",43,148,0,6,0,3,7,2,6,1,0,15,1,1,8,344,20
"RP11-158I9.8",3,11,0,0,0,2,0,0,1,1,0,2,0,2,3,69,2
"CXCR5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BCL9L",2,74,0,0,1,0,2,0,2,0,0,8,0,0,0,129,5
"UPK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"RP11-110I1.12",0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
"CCDC84",7,37,0,0,0,3,1,1,2,0,0,5,0,4,5,73,4
"RP11-110I1.11",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"RPS25",1646,9816,78,273,66,446,637,207,302,263,46,641,147,227,620,12367,809
"TRAPPC4",31,177,0,1,1,6,9,3,13,4,0,39,0,14,10,178,23
"SLC37A4",7,22,1,0,1,3,0,0,0,0,0,5,0,3,1,94,7
"RP11-110I1.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HYOU1",14,53,0,1,0,5,0,2,0,0,0,6,2,1,4,132,13
"RP11-110I1.13",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"VPS11",12,23,0,3,0,2,2,1,1,0,0,3,0,2,3,55,4
"HMBS",7,38,0,2,0,0,0,0,1,0,0,9,0,1,0,72,3
"H2AFX",14,89,0,3,0,2,3,3,1,0,0,10,2,11,8,188,19
"DPAGT1",18,70,0,3,0,3,1,0,0,1,1,9,0,1,2,112,13
"C2CD2L",3,8,0,0,0,1,0,0,0,1,0,2,0,0,2,66,4
"HINFP",6,20,0,0,0,1,0,1,1,0,0,5,0,1,3,80,3
"ABCG4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLRX1",2,22,0,0,0,0,0,0,2,0,0,3,0,1,1,35,3
"PDZD3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,0
"CCDC153",5,12,0,0,0,1,0,0,0,0,0,3,0,0,0,60,1
"CBL",19,34,0,3,1,1,3,0,0,0,0,5,0,0,1,58,17
"MCAM",0,14,0,1,0,0,2,0,5,0,0,160,0,1,2,4,157
"RNF26",6,90,0,3,1,1,1,0,2,0,0,8,1,3,1,116,3
"C1QTNF5",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USP2",1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0
"USP2-AS1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"THY1",9,2510,0,2,1,1,3,0,20,1,0,621,0,0,2,58,53
"RP11-196E1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PVRL1",0,9,0,0,0,0,0,0,1,0,0,6,0,0,0,40,3
"TRIM29",7,28,0,0,0,0,1,0,0,0,0,2,0,0,1,788,3
"AP000679.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0
"OAF",6,72,0,2,1,2,0,0,0,0,0,7,1,0,0,95,30
"POU2F3",0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,99,0
"TMEM136",1,77,0,0,0,0,0,0,4,1,0,7,0,1,0,30,3
"ARHGEF12",11,184,0,0,2,6,3,0,3,0,0,25,0,0,6,405,45
"RP11-640N11.2",0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"TBCEL",6,32,0,1,1,0,1,0,1,0,0,2,0,0,0,18,4
"TECTA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SC5D",15,73,2,1,0,2,2,1,2,2,0,3,0,0,4,131,4
"RP11-730K11.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SORL1",78,14,2,2,0,1,7,1,0,7,0,2,5,0,9,463,0
"BLID",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR100HG",1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"UBASH3B",15,7,0,1,0,3,1,1,2,0,0,3,1,1,2,33,1
"CRTAM",10,1,4,1,0,0,0,5,0,0,1,0,1,0,0,2,3
"C11orf63",2,21,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"HSPA8",331,1575,11,64,14,44,152,27,79,35,5,233,29,120,159,1737,232
"CLMP",0,374,0,0,0,0,1,0,7,0,0,0,0,0,0,6,0
"GRAMD1B",5,3,0,0,0,0,2,0,0,0,0,0,0,1,0,165,0
"SCN3B",0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0
"ZNF202",2,13,0,0,0,0,1,0,1,1,0,1,1,0,0,23,3
"VWA5A",12,33,0,2,2,157,0,0,0,0,1,3,0,0,2,64,7
"TBRG1",51,116,1,4,1,8,4,4,5,6,0,14,4,2,8,130,13
"SIAE",3,20,0,0,0,0,0,0,3,0,0,5,0,1,0,60,6
"SPA17",4,9,0,0,0,0,0,0,0,0,0,5,0,1,0,46,0
"NRGN",3,6,0,1,0,0,0,0,0,0,0,3,3,1,0,2,17
"RP11-677M14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"VSIG2",0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,118,6
"ESAM",0,0,0,0,0,0,0,0,0,0,0,54,0,1,0,11,146
"RP11-677M14.3",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,2
"MSANTD2",2,33,0,0,0,0,0,0,0,0,0,4,0,1,1,26,5
"AP000866.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-677M14.7",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"ROBO3",6,64,0,2,0,4,0,0,0,0,0,1,0,0,0,7,6
"ROBO4",0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,49
"CCDC15",1,9,0,0,0,0,0,0,1,0,0,0,0,0,1,12,1
"SLC37A2",22,2,0,2,0,0,0,0,0,0,0,0,1,0,0,6,0
"TMEM218",26,76,0,2,0,2,3,0,3,0,0,11,2,2,1,83,7
"PKNOX2",0,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FEZ1",1,129,0,0,2,0,0,0,5,0,0,34,0,0,0,2,1
"AP000708.1",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"EI24",55,407,0,2,3,3,8,2,16,1,0,41,2,4,5,698,57
"STT3A",24,121,0,0,0,5,3,0,5,0,0,9,0,1,0,205,9
"CHEK1",6,44,0,1,0,2,2,1,1,0,0,11,0,14,1,77,3
"RP11-680F20.10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HYLS1",1,12,0,0,0,0,1,0,0,1,0,3,0,0,1,31,1
"PUS3",4,23,0,1,0,1,0,0,5,0,0,5,1,0,1,19,2
"DDX25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-680F20.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-680F20.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDON",0,80,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0
"RPUSD4",6,52,0,1,0,0,1,0,0,0,0,4,0,3,3,80,5
"FAM118B",7,49,0,1,0,0,1,0,4,0,0,3,1,0,0,52,4
"SRPRA",13,133,0,2,1,6,5,2,7,0,0,8,2,3,5,150,17
"FOXRED1",6,21,0,1,0,0,1,0,0,0,0,2,0,4,0,42,3
"TIRAP",2,7,0,0,0,0,1,0,0,0,0,2,1,0,1,9,1
"RP11-712L6.5",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0
"DCPS",9,55,2,5,0,4,7,5,4,2,0,5,0,4,8,106,4
"ST3GAL4-AS1",0,28,0,0,0,2,1,1,0,0,0,4,0,2,1,8,6
"ST3GAL4",5,152,0,3,0,12,0,0,7,0,1,14,1,0,0,95,10
"KIRREL3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-115C10.1",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-688I9.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-702B10.2",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ETS1",6,108,4,0,0,0,21,9,2,9,2,43,1,8,33,134,129
"RP11-264E20.1",0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"FLI1",23,18,0,3,0,7,4,5,0,0,1,4,0,3,6,7,23
"SENCR",3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"KCNJ5",4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0
"C11orf45",7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"TP53AIP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ARHGAP32",5,49,0,0,0,1,0,0,1,0,0,4,1,1,0,322,1
"BARX2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0
"TMEM45B",4,6,0,0,0,1,0,1,0,0,0,2,0,0,0,571,1
"NFRKB",3,22,0,2,0,2,2,0,1,1,0,1,0,0,1,73,11
"PRDM10",1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,21,1
"LINC00167",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
"APLP2",417,438,0,6,3,10,2,4,25,1,0,36,23,7,18,2255,186
"ST14",74,15,0,6,0,1,0,2,0,0,0,1,3,0,0,809,2
"ZBTB44",18,89,0,2,3,3,4,0,1,2,0,5,1,3,4,372,11
"RP11-121M22.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
"ADAMTS8",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"ADAMTS15",0,23,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
"C11orf44",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-890B15.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-890B15.3",1,9,0,0,0,0,0,0,1,0,0,1,0,0,0,10,0
"SNX19",12,45,0,0,0,1,0,0,5,0,0,3,2,1,1,91,5
"NTM",1,265,0,0,2,4,0,0,2,0,0,7,0,0,0,4,0
"OPCML",0,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"IGSF9B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"RP11-713P17.3",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0
"JAM3",1,83,0,0,1,0,1,0,7,0,0,12,0,0,0,2,17
"NCAPD3",9,12,0,0,0,1,0,0,1,0,0,2,0,2,2,47,5
"VPS26B",9,70,0,1,0,1,1,0,3,1,0,6,0,2,3,107,12
"THYN1",23,123,0,10,2,6,12,5,8,0,0,19,1,9,19,193,12
"ACAD8",8,28,0,2,1,1,3,0,3,1,0,2,0,0,3,59,6
"GLB1L2",1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0
"B3GAT1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"RP11-469N6.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZMYND11",16,121,0,0,0,3,0,0,4,1,0,6,0,0,2,194,15
"DIP2C",4,101,0,1,1,0,0,0,9,0,0,3,0,0,0,83,1
"PRR26",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,27,1
"LARP4B",12,54,0,2,0,1,0,2,2,2,1,7,1,2,0,287,5
"GTPBP4",25,95,3,1,2,5,2,3,2,1,1,12,2,8,6,244,16
"IDI1",29,78,0,1,2,16,6,11,2,4,1,13,3,11,19,252,5
"WDR37",4,23,0,0,0,1,2,1,0,0,0,2,1,0,0,43,4
"ADARB2",0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0
"RP11-118K6.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PFKP",13,85,0,4,1,10,2,1,13,1,0,9,2,9,8,464,16
"PITRM1",4,38,0,0,0,1,1,0,2,0,0,4,0,1,2,140,3
"PITRM1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-184A2.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"KLF6",248,3842,18,42,2,28,116,46,62,36,11,120,38,26,91,1329,393
"RP11-464C19.3",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00702",0,21,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0
"LINC00704",0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,73,5
"AKR1E2",0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,22,1
"AKR1C2",0,7,0,0,1,0,0,0,0,0,0,3,0,0,0,11,1
"AKR1C1",0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,40,2
"AKR1C3",24,26,0,0,0,0,1,0,0,0,0,6,0,0,3,525,6
"AKR1C4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"UCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TUBAL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NET1",18,126,0,7,0,3,0,0,11,0,0,14,2,1,2,1050,6
"RP13-463N16.6",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"RP11-336A10.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASB13",2,26,0,0,1,0,0,0,0,0,0,3,0,0,0,74,0
"FAM208B",6,105,0,1,0,1,4,1,3,2,1,9,0,0,3,176,7
"GDI2",180,909,2,72,5,31,17,9,26,4,2,76,19,23,27,939,69
"RP11-318E3.9",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"ANKRD16",1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,33,2
"FBXO18",5,98,0,1,0,2,0,1,4,0,0,7,0,4,6,152,9
"RP11-536K7.3",8,31,0,0,0,0,0,0,0,0,0,6,0,1,0,5,7
"IL15RA",7,20,0,0,0,0,2,3,0,0,0,5,1,3,1,61,9
"IL2RA",35,0,0,0,0,2,3,0,0,1,0,0,0,19,88,5,0
"RBM17",60,261,0,3,1,7,8,6,2,2,1,39,7,17,13,586,48
"PFKFB3",75,60,0,2,0,2,5,1,1,0,0,10,10,0,5,148,22
"RP11-414H17.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-563J2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"RP11-563J2.3",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRKCQ",0,1,0,0,0,0,1,1,0,3,0,0,0,3,2,2,0
"SFMBT2",14,14,0,0,0,0,0,1,2,0,0,0,0,0,2,1,2
"ITIH5",0,29,0,0,1,1,0,0,3,1,0,0,0,0,1,4,23
"ITIH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KIN",18,65,0,2,0,2,1,1,2,0,0,7,0,2,3,146,6
"ATP5C1",201,702,1,37,8,47,17,10,28,10,3,84,11,34,33,1357,87
"TAF3",13,56,0,0,2,2,5,3,2,3,0,14,0,3,2,119,11
"GATA3-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,29,0
"RP11-379F12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GATA3",3,6,2,0,0,0,5,3,1,2,1,1,0,6,26,103,0
"SFTA1P",0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,36,0
"RP1-251M9.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CELF2",107,100,3,19,1,25,28,13,2,13,6,1,9,11,24,81,3
"RP3-323N1.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"USP6NL",5,13,0,3,0,0,0,0,0,0,0,1,0,0,0,85,6
"ECHDC3",3,4,0,2,0,0,0,0,0,0,0,1,0,0,0,10,0
"PROSER2",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
"PROSER2-AS1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"UPF2",52,166,0,6,2,15,13,6,12,1,0,11,11,3,19,541,20
"DHTKD1",3,21,0,1,1,1,0,0,2,0,0,0,0,1,0,93,1
"SEC61A2",1,9,0,0,0,0,0,1,0,0,0,2,0,0,0,42,3
"NUDT5",42,197,3,5,0,5,11,6,5,1,1,31,0,14,22,403,30
"CDC123",29,126,1,2,1,9,10,3,5,0,0,28,0,14,8,292,20
"RP11-186N15.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CAMK1D",19,38,0,0,0,1,3,1,1,1,0,0,0,0,0,74,5
"CCDC3",0,16,0,0,0,0,0,0,0,0,0,13,0,0,0,2,6
"OPTN",23,315,1,0,1,4,11,5,12,2,0,43,0,5,13,465,25
"MCM10",2,6,0,0,0,0,0,0,0,0,0,2,0,5,0,18,1
"PHYH",23,94,0,2,1,4,4,5,6,1,1,12,2,6,5,232,3
"SEPHS1",10,64,0,0,0,1,3,1,2,0,0,4,1,2,2,138,8
"BEND7",1,8,0,1,0,0,0,0,0,0,0,1,0,0,1,126,8
"PRPF18",20,84,0,8,0,4,3,3,1,3,0,3,2,1,3,104,8
"RP11-295P9.13",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3
"FRMD4A",32,44,0,0,2,0,0,0,0,0,0,30,0,0,0,35,23
"RP11-295P9.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"FAM107B",70,58,0,1,1,2,13,2,1,1,1,8,9,7,13,291,6
"CDNF",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"HSPA14",10,35,0,2,2,1,1,1,1,0,0,6,2,4,3,81,9
"RP11-398C13.6",0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,13,1
"SUV39H2",3,12,0,0,0,0,1,1,1,0,0,2,0,2,0,27,0
"DCLRE1C",9,27,0,2,0,1,2,1,2,1,0,1,1,1,4,134,3
"MEIG1",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
"OLAH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ACBD7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"C10orf111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
"RPP38",9,50,1,3,0,0,1,2,0,1,0,3,2,0,3,158,4
"NMT2",1,76,0,0,0,13,7,2,3,3,0,4,0,1,12,175,5
"FAM171A1",1,38,0,0,1,0,0,0,2,0,0,3,0,0,0,59,22
"RP11-25G10.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITGA8",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"FAM188A",12,49,0,1,0,1,1,0,2,1,0,5,2,0,1,49,2
"PTER",13,24,0,0,2,2,1,0,1,0,0,2,0,1,3,98,1
"RSU1",74,305,1,11,2,8,7,4,18,1,0,62,0,3,4,208,42
"CUBN",0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
"RP11-406H21.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRDMT1",3,12,0,0,0,1,0,0,1,0,0,3,1,0,0,8,1
"VIM-AS1",14,11,0,2,0,2,1,0,1,0,0,1,0,4,4,5,1
"VIM",2784,17496,11,332,163,401,240,68,232,35,5,1750,151,172,176,302,1642
"RP11-124N14.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ST8SIA6",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ST8SIA6-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"HACD1",8,43,0,2,0,4,0,0,12,2,0,9,0,1,10,119,0
"STAM-AS1",1,4,1,0,0,0,1,0,0,1,0,1,0,0,1,7,2
"STAM",9,50,0,2,0,2,2,0,2,2,0,3,0,1,8,104,1
"TMEM236",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"MRC1",220,4,0,17,0,0,1,0,0,0,0,1,6,0,0,6,0
"SLC39A12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CACNB2",0,8,0,0,0,0,0,0,1,1,0,2,0,0,0,6,0
"RP11-499P20.2",1,12,0,0,0,0,0,0,1,0,0,3,0,0,0,14,0
"NSUN6",13,31,0,3,0,2,4,1,3,0,0,3,1,3,5,130,7
"ARL5B",7,80,1,3,0,1,2,0,3,0,0,6,1,2,1,156,13
"MALRD1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"RP11-354E11.2",1,3,0,0,0,73,0,0,0,0,0,0,0,0,0,0,2
"PLXDC2",118,492,0,6,1,6,0,0,3,0,0,0,8,0,0,131,14
"NEBL",1,13,0,1,0,1,0,0,0,0,0,0,0,0,1,233,3
"NEBL-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"CASC10",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
