"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"IER5L",12,169,0,0,0,0,1,1,2,0,1,15,2,3,0,1,715,17
"RP11-247A12.8",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
"RP11-247A12.2",0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,74,0
"RP11-344B5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"RP11-344B5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"C9orf106",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"LINC01503",16,192,0,0,0,0,0,0,1,1,0,8,3,5,1,1,203,1
"RP11-65J3.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-65J3.14",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP11-492E3.51",0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,0
"RP11-492E3.2",2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2,151,0
"NTMT1",36,434,0,0,2,1,7,1,4,3,0,66,12,14,4,5,551,48
"C9orf50",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASB6",4,58,0,2,0,0,1,0,1,0,0,4,2,0,1,1,125,9
"PRRX2",0,131,0,0,0,0,0,0,0,0,0,4,0,0,0,0,65,2
"PTGES",1,646,0,0,0,0,0,0,0,0,0,3,0,0,0,0,145,2
"TOR1B",10,72,0,0,3,0,3,0,0,1,1,9,2,4,1,1,70,6
"TOR1A",18,251,0,0,0,0,2,2,0,2,1,24,9,4,5,6,83,16
"C9orf78",57,353,1,5,3,0,16,2,10,11,0,29,8,13,10,21,479,36
"USP20",1,37,0,0,2,0,0,0,1,0,0,1,2,0,0,1,50,4
"FNBP1",42,191,3,7,0,5,22,2,13,8,1,25,5,11,14,21,196,26
"RP11-138E2.1",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GPR107",9,119,0,0,1,0,0,0,0,1,1,9,1,2,0,0,159,18
"NCS1",1,129,0,0,1,0,0,0,3,0,0,8,0,0,0,0,19,0
"HMCN2",0,10,0,0,0,1,0,0,4,0,0,1,0,0,0,1,0,3
"ASS1",2,300,0,0,0,0,0,1,1,0,0,2,5,1,0,0,394,38
"FUBP3",18,171,2,2,1,0,1,0,3,0,0,11,2,0,1,0,200,27
"PRDM12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"EXOSC2",3,64,1,0,1,2,3,0,1,2,0,8,2,1,2,1,127,7
"ABL1",3,187,0,0,0,0,1,0,0,0,0,8,1,0,2,1,83,18
"FIBCD1",1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"RP11-83J21.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LAMC3",0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0
"AIF1L",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,7
"NUP214",55,72,2,3,0,0,0,0,1,0,0,4,0,19,2,2,140,18
"RP11-544A12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-544A12.8",1,17,0,1,1,0,1,0,2,0,0,3,0,0,0,3,44,6
"FAM78A",9,5,0,0,2,1,1,0,0,1,2,1,0,1,2,1,5,1
"PLPP7",1,14,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,2
"PRRC2B",2,252,0,2,1,0,3,0,3,2,0,19,2,6,3,4,347,50
"RP11-334J6.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"POMT1",7,67,1,0,0,0,1,0,0,0,1,1,0,1,0,0,102,9
"UCK1",9,139,0,0,1,0,2,2,5,1,1,8,4,0,3,5,75,16
"RAPGEF1",18,66,0,2,0,0,2,1,0,2,0,4,2,3,4,2,101,31
"MED27",5,158,1,0,0,0,2,0,1,1,1,16,0,0,1,0,71,9
"NTNG2",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SETX",15,175,2,0,2,0,6,1,4,1,1,13,3,4,1,4,206,31
"TTF1",10,115,1,0,3,0,6,0,1,2,0,10,2,0,3,2,158,29
"DDX31",1,17,0,0,0,0,0,0,0,0,0,4,1,0,0,1,53,1
"GTF3C4",2,70,0,0,0,1,0,0,0,0,0,6,4,0,0,0,120,12
"AK8",1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,32,3
"C9orf9",1,54,0,0,0,0,0,0,1,0,0,5,0,0,0,0,144,4
"TSC1",6,60,0,0,0,0,1,1,0,1,0,3,4,0,1,1,62,2
"GFI1B",0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"GTF3C5",9,138,0,1,2,0,2,0,1,2,1,9,2,0,3,2,181,10
"CEL",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"RALGDS",11,77,0,0,1,0,0,0,0,7,1,4,0,1,0,1,203,32
"GBGT1",21,42,0,3,1,1,0,0,0,0,0,6,0,5,0,1,12,0
"OBP2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"ABO",0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,181,7
"SURF6",11,130,0,1,3,0,1,0,6,2,0,16,4,3,1,5,369,21
"MED22",3,41,0,0,0,0,0,0,5,0,0,1,0,0,0,0,60,5
"RPL7A",928,19436,42,143,163,84,338,88,312,240,52,990,616,303,233,349,23837,1835
"SURF1",46,361,0,3,3,3,3,2,5,5,1,29,24,6,2,5,571,20
"SURF2",15,110,0,0,1,0,2,3,3,2,0,12,2,5,3,3,247,21
"SURF4",23,1002,0,1,4,0,8,5,5,6,1,59,32,5,8,17,625,69
"STKLD1",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"REXO4",12,165,0,0,3,1,5,2,4,1,2,8,3,0,4,5,191,15
"ADAMTS13",2,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,2
"CACFD1",1,47,0,0,0,0,1,0,1,0,0,1,2,1,0,0,106,6
"SLC2A6",2,32,0,0,1,0,1,0,0,0,0,13,3,1,0,0,59,9
"ADAMTSL2",0,18,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,19
"DBH-AS1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SARDH",0,20,0,0,0,0,1,2,0,0,0,2,1,0,1,1,0,0
"VAV2",2,50,0,0,0,0,1,0,1,0,0,7,1,3,1,0,240,9
"LINC00094",1,77,0,0,0,0,0,0,1,0,0,3,2,0,1,0,73,3
"BRD3",13,245,1,0,1,0,5,3,5,2,0,19,3,4,0,2,320,22
"LL09NC01-251B2.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"WDR5",4,78,0,0,1,0,0,3,0,0,0,9,3,1,0,1,184,7
"LL09NC01-139C3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RXRA",18,118,0,0,0,1,0,0,0,0,0,9,1,4,0,0,162,16
"RP11-473E2.2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-473E2.4",0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"COL5A1",18,7270,0,1,4,2,5,0,3,2,0,213,9,3,0,2,218,41
"FCN1",58,10,0,9,0,0,0,0,0,0,1,0,0,175,0,0,3,1
"OLFM1",2,32,0,1,0,0,0,0,2,0,0,23,0,0,0,1,6,35
"PPP1R26-AS1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
"PPP1R26",2,17,0,0,1,0,0,0,0,0,0,3,0,0,0,0,91,3
"C9orf116",0,38,0,0,0,0,1,0,1,0,0,3,0,0,0,0,212,1
"MRPS2",14,233,0,2,0,1,3,0,3,0,0,25,15,3,4,3,367,25
"LCN1",1,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,1
"OBP2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PAEP",0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,82,28
"LINC01502",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SOHLH1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"KCNT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CAMSAP1",10,58,0,1,0,0,1,1,1,0,0,4,2,2,0,1,118,5
"RP11-432J22.2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
"UBAC1",20,104,0,2,1,0,1,0,1,2,0,4,2,2,4,0,179,15
"NACC2",3,73,0,0,0,0,0,0,1,0,0,12,1,2,0,1,31,20
"RP11-83N9.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"C9orf69",2,89,0,0,1,0,1,0,1,0,1,1,1,0,1,1,191,12
"RP11-83N9.6",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"QSOX2",0,33,0,1,0,0,0,0,0,0,0,3,0,0,0,0,57,1
"WI2-1959D15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CCDC187",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DKFZP434A062",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GPSM1",0,60,0,0,0,0,0,0,0,0,0,3,1,1,0,1,36,6
"DNLZ",1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"CARD9",14,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,6,0
"SNAPC4",3,34,0,0,0,1,0,0,0,0,0,2,1,2,0,1,74,4
"SDCCAG3",11,66,0,0,0,0,0,1,1,1,1,5,2,2,1,1,151,14
"PMPCA",14,204,0,0,2,0,1,0,6,1,1,15,9,4,3,7,208,25
"INPP5E",1,20,0,0,0,0,1,0,0,1,1,3,0,0,0,0,60,6
"SEC16A",9,176,0,0,1,0,0,1,2,0,0,10,3,2,0,1,226,31
"C9orf163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"NOTCH1",3,70,0,1,1,0,1,0,1,0,1,16,1,3,2,0,56,49
"RP11-413M3.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"NALT1",0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,1
"LINC01451",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-251M1.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
"EGFL7",12,78,0,0,3,0,1,0,0,0,0,12,3,2,1,1,31,426
"AGPAT2",64,390,0,2,5,1,1,1,3,4,1,30,6,8,4,5,1672,43
"FAM69B",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16
"SNHG7",18,545,1,1,20,3,13,5,26,13,5,36,12,6,2,10,970,135
"LCN6",0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,72
"TMEM141",43,615,0,1,3,0,7,0,2,0,0,38,14,5,6,5,1797,58
"CCDC183",0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
"RABL6",11,167,0,0,3,0,4,0,3,2,0,14,5,3,4,2,427,28
"C9orf172",0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,1
"PHPT1",149,2673,0,4,10,3,20,6,30,6,1,173,70,27,12,32,1845,153
"MAMDC4",1,61,0,0,0,0,0,0,0,0,0,4,2,2,1,1,98,1
"EDF1",330,3891,8,31,39,7,72,9,82,27,8,315,140,63,44,96,4501,444
"TRAF2",6,93,0,1,1,0,2,0,2,1,0,5,5,1,4,2,112,9
"FBXW5",34,498,0,2,0,3,9,2,9,6,1,45,12,8,6,14,677,43
"C8G",1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0
"LCN12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"PTGDS",6,3832,0,0,1,0,1,0,2,2,0,7,4,1,1,3,248,68
"LCNL1",0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"C9orf142",42,340,6,7,7,3,29,7,7,8,4,41,18,16,11,23,750,94
"CLIC3",11,236,0,2,1,3,10,0,0,1,7,7,7,3,0,3,1752,18
"ABCA2",3,52,0,0,0,0,0,0,0,0,0,5,1,0,3,3,200,17
"C9orf139",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1
"FUT7",1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,4,0
"NPDC1",5,327,0,1,1,1,4,0,4,2,0,13,2,5,5,5,1153,543
"ENTPD2",0,9,0,0,0,0,0,0,0,0,0,1,0,1,1,1,294,0
"SAPCD2",2,6,0,1,0,0,0,0,0,1,0,0,0,0,1,1,174,1
"UAP1L1",4,30,0,0,0,0,0,0,0,0,0,3,0,0,1,0,21,3
"MAN1B1-AS1",1,25,0,0,0,0,0,0,0,1,0,3,4,0,2,0,41,2
"MAN1B1",18,412,0,1,3,1,2,0,1,2,1,37,13,2,0,8,294,35
"DPP7",191,702,2,8,13,2,21,4,7,10,3,35,34,18,12,25,883,71
"GRIN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LRRC26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"TMEM210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ANAPC2",6,77,1,0,0,0,1,1,2,0,0,8,0,0,1,2,97,12
"SSNA1",55,593,0,3,5,3,14,2,13,5,1,59,27,12,26,22,959,88
"TPRN",2,25,0,0,0,0,0,0,0,0,0,0,0,1,1,0,176,3
"TMEM203",9,156,0,2,1,0,3,0,1,0,0,11,1,1,0,8,159,9
"NDOR1",1,9,0,0,0,0,1,0,0,0,0,3,0,0,0,0,22,0
"RNF208",0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,104,1
"CYSRT1",1,7,0,0,0,0,0,0,0,0,0,1,0,2,0,0,223,0
"RNF224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"SLC34A3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0
"TUBB4B",65,884,2,3,3,2,14,8,16,4,0,177,19,14,44,14,1857,150
"FAM166A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"C9orf173-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"NELFB",13,143,1,1,1,0,3,0,1,1,1,12,1,0,3,3,255,18
"TOR4A",6,45,0,0,1,0,0,0,0,0,0,1,1,0,0,0,155,11
"NRARP",0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,19,7
"EXD3",3,57,0,1,3,1,0,0,1,1,1,7,0,0,0,0,140,13
"NOXA1",7,17,0,1,1,0,1,0,0,0,0,0,1,0,0,1,212,3
"ENTPD8",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"NSMF",4,105,0,0,0,0,0,0,0,0,0,3,3,4,0,0,242,17
"PNPLA7",1,14,0,0,1,0,0,0,0,0,0,1,0,1,0,0,35,0
"MRPL41",107,1208,5,11,5,3,16,8,18,7,1,107,43,18,20,20,1661,131
"DPH7",5,72,0,1,2,0,2,1,0,1,0,8,4,2,0,5,117,22
"ZMYND19",1,29,0,0,0,0,0,0,0,0,0,2,1,0,0,1,70,8
"ARRDC1",26,94,2,1,3,1,8,1,2,2,0,9,9,4,3,4,588,17
"ARRDC1-AS1",6,72,0,0,1,1,2,0,2,0,0,2,5,0,2,3,62,12
"EHMT1",7,124,0,0,0,2,2,0,3,1,1,12,15,0,3,3,242,16
"RP11-885N19.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LINC01001",3,14,0,0,0,0,0,0,0,0,0,0,1,1,1,0,40,1
"BET1L",11,182,0,0,3,1,1,1,5,0,0,15,8,3,0,4,178,9
"RP11-304M2.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RIC8A",14,346,0,0,3,0,6,0,4,0,0,29,5,0,3,2,255,31
"SIRT3",1,61,0,0,1,0,0,0,1,0,1,4,1,0,2,0,82,5
"PSMD13",36,498,1,4,3,1,12,4,7,4,0,63,15,10,16,16,568,79
"RP11-326C3.2",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,11,0
"ATHL1",16,134,3,0,2,0,4,1,1,0,0,11,5,4,1,2,785,22
"IFITM2",163,3696,8,25,86,10,79,13,23,38,25,390,15,94,18,69,1692,760
"IFITM1",2,335,1,0,3,4,10,3,0,12,3,58,3,1,5,8,537,87
"RP11-326C3.11",0,17,0,0,0,0,1,0,0,0,1,0,0,0,0,1,19,0
"IFITM3",303,13942,0,32,36,3,7,7,239,8,3,1427,28,138,5,9,5202,1625
"RP11-326C3.12",0,4,0,0,1,0,1,0,0,0,1,0,0,3,0,0,4,5
"RP11-326C3.15",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B4GALNT4",1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,0
"PKP3",6,50,0,0,1,0,0,0,1,0,0,3,5,3,0,1,1033,2
"SIGIRR",51,410,1,2,5,1,15,3,15,11,1,32,12,12,7,11,989,105
"ANO9",2,30,0,0,1,0,1,1,1,0,0,5,3,1,3,3,359,10
"PTDSS2",3,88,0,0,2,1,0,0,0,0,0,4,2,0,0,1,70,16
"RP13-317D12.3",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
"RNH1",117,1046,1,6,11,3,11,2,20,6,3,86,13,13,14,9,604,91
"HRAS",8,89,0,0,1,0,1,0,0,2,0,6,4,1,0,0,192,26
"LRRC56",1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,29,1
"LMNTD2",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59,0
"RP11-496I9.1",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,2
"RASSF7",22,89,1,0,2,3,6,3,3,3,0,2,6,5,3,2,772,13
"MIR210HG",10,91,0,1,2,0,1,0,1,1,0,1,0,0,0,0,207,4
"PHRF1",4,73,0,0,0,0,1,0,0,0,1,4,1,1,1,1,122,8
"IRF7",30,169,0,3,2,2,2,1,5,1,0,14,19,13,1,6,421,13
"CDHR5",2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,196,0
"SCT",0,276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"DRD4",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"DEAF1",4,96,0,0,1,1,1,0,1,0,0,6,1,0,2,1,112,14
"EPS8L2",8,104,1,0,1,0,1,0,0,0,1,5,5,0,3,2,748,7
"TMEM80",11,83,0,3,1,0,8,1,4,3,0,9,2,1,0,3,96,14
"TALDO1",168,895,0,7,18,2,8,6,14,6,0,84,28,23,28,21,1336,106
"PDDC1",7,79,0,0,1,1,2,0,5,1,1,5,4,2,0,5,174,16
"AP006621.5",0,47,0,0,0,1,1,0,5,0,0,1,0,1,2,0,120,6
"CEND1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A22",1,47,0,0,1,0,1,2,0,0,0,2,1,0,0,1,68,3
"PANO1",0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
"PIDD1",3,20,0,0,0,0,1,0,0,0,0,5,0,0,1,1,78,0
"RPLP2",2855,33028,142,321,340,399,1323,241,587,840,134,1773,923,942,440,822,43519,3561
"PNPLA2",14,211,1,0,1,0,1,0,9,2,0,16,9,7,3,3,590,30
"CRACR2B",5,38,0,0,0,0,1,1,0,2,0,2,10,1,0,1,759,9
"CD151",113,3278,0,6,11,0,3,4,96,6,0,237,15,10,5,9,2873,233
"POLR2L",348,3704,5,22,22,2,38,17,49,25,10,377,123,86,25,50,4390,483
"TSPAN4",99,1204,0,0,6,0,0,0,17,1,1,86,5,3,0,2,56,99
"RP11-1391J7.1",3,32,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5
"CHID1",42,747,0,2,5,0,7,0,1,2,0,45,26,2,4,7,475,42
"AP2A2",51,196,0,0,2,1,4,0,3,2,0,16,4,2,3,4,264,32
"RP13-870H17.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"MUC5AC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"MUC5B",7,87,0,0,0,0,0,0,1,3,0,8,8,0,0,2,1671,7
"RP11-532E4.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TOLLIP",26,239,1,2,4,0,1,0,5,3,0,11,4,4,4,3,325,25
"TOLLIP-AS1",0,15,0,0,0,0,0,0,1,0,0,1,0,0,0,2,28,3
"BRSK2",0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0
"MOB2",17,217,0,2,4,1,5,0,15,2,2,24,5,3,2,7,300,68
"DUSP8",0,20,0,0,0,0,1,0,0,0,0,4,0,0,0,0,48,0
"KRTAP5-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AP006285.2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
"IFITM10",16,179,0,0,5,0,0,1,0,0,0,4,0,0,0,0,172,2
"CTSD",4393,2385,2,11,102,2,27,11,15,8,11,134,45,124,16,25,2966,131
"AC068580.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYT8",2,8,0,0,1,0,0,0,0,0,0,2,1,0,2,0,142,1
"TNNI2",23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,0
"LSP1",349,113,8,17,0,13,50,7,0,30,7,5,84,42,43,71,43,1
"TNNT3",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"MRPL23",64,525,0,4,6,1,7,1,8,4,0,37,36,14,16,17,1227,34
"IGF2",1,591,0,0,1,0,0,0,0,0,0,4,2,0,0,1,20,284
"IGF2-AS",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TH",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ASCL2",9,2,0,0,0,0,0,0,0,0,1,0,0,4,0,0,99,0
"C11orf21",0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0
"TSPAN32",1,5,0,1,2,0,0,0,0,0,1,0,0,2,0,0,1,0
"CD81-AS1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CD81",169,983,3,4,1,1,3,3,11,2,3,66,5,16,2,4,1297,262
"TSSC4",23,285,2,2,2,0,5,0,4,1,0,26,13,4,7,3,268,24
"TRPM5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"KCNQ1",1,6,1,0,3,0,1,0,0,0,0,0,0,1,0,0,84,4
"KCNQ1OT1",8,660,1,1,7,2,4,1,3,4,1,16,14,8,0,4,540,18
"KCNQ1-AS1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CDKN1C",3,293,0,2,0,0,1,0,3,0,0,7,0,2,0,1,165,9
"SLC22A18AS",13,9,0,0,2,0,1,0,0,0,0,0,0,1,0,0,194,4
"SLC22A18",18,141,0,2,2,0,4,1,0,1,2,8,4,5,2,1,690,4
"PHLDA2",18,404,0,1,1,0,2,0,1,3,0,166,5,9,0,13,2098,16
"NAP1L4",20,396,0,1,7,1,17,2,6,9,2,31,16,2,12,15,455,35
"CTC-343N3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CARS",6,146,1,0,0,1,2,1,3,1,0,11,6,2,3,2,134,22
"OSBPL5",0,127,0,0,0,0,0,0,3,0,0,14,1,1,0,0,80,8
"ZNF195",2,61,0,0,0,1,2,0,1,0,0,6,5,0,3,1,69,10
"RP13-726E6.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ART5",0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"CHRNA10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"NUP98",12,109,0,0,0,1,2,0,2,3,0,6,3,4,3,2,165,8
"PGAP2",6,52,0,0,0,0,1,0,0,1,0,1,4,2,1,4,138,5
"RHOG",195,428,2,22,14,1,10,1,5,11,4,44,9,45,30,35,372,58
"AC090587.5",0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12,0
"STIM1",7,87,1,0,1,0,2,0,0,0,0,3,1,2,0,8,166,13
"RRM1",3,134,0,1,0,0,0,1,3,3,1,8,2,1,7,3,151,11
"RP11-23F23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
"TRIM21",5,16,0,1,0,0,1,0,0,0,0,6,0,1,0,1,55,2
"TRIM68",2,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40,4
"OR51E1",0,1,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0
"OR51E2",0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"HBB",2,24,0,0,0,0,0,0,1,0,56,1,0,124,1,0,25,1
"HBD",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"HBG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HBE1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBQLNL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"AC015691.13",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TRIM6",0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TRIM34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIM5",4,77,0,0,2,0,2,0,0,0,0,6,2,1,0,0,48,8
"TRIM22",25,192,1,7,1,1,10,5,3,3,0,11,0,10,2,10,11,21
"RP11-290F24.6",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
"FAM160A2",5,99,0,0,0,0,3,1,0,2,0,6,4,0,1,1,277,17
"PRKCDBP",11,2449,1,0,3,1,1,0,34,0,0,299,3,3,3,4,805,275
"SMPD1",12,433,1,3,5,0,5,0,2,4,1,20,12,1,3,6,39,14
"APBB1",1,129,1,0,0,0,4,2,5,2,1,6,0,0,1,12,42,17
"HPX",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"TRIM3",0,52,0,0,0,0,0,0,2,0,0,6,1,0,0,0,68,9
"ARFIP2",8,258,0,2,1,1,1,0,3,0,1,14,10,1,3,2,241,20
"TIMM10B",14,147,0,2,0,0,2,0,4,1,0,8,7,3,1,2,160,17
"DNHD1",0,10,0,0,0,1,0,0,0,1,1,1,0,0,0,0,18,1
"RRP8",5,114,0,1,0,2,2,1,4,2,0,5,4,1,2,2,91,16
"ILK",54,1333,0,5,6,1,7,1,61,2,1,147,7,6,6,7,421,83
"TAF10",17,91,0,2,0,0,2,1,2,0,1,5,2,1,5,3,209,17
"TPP1",216,603,0,13,12,2,3,2,7,0,2,16,3,45,0,21,337,53
"RP11-732A19.9",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DCHS1",2,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,45
"MRPL17",40,485,0,2,1,1,2,0,3,3,1,27,14,2,7,4,443,82
"ZNF215",0,13,0,0,0,0,0,0,1,0,0,1,1,0,0,0,14,1
"ZNF214",0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,1
