"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"OAS3",113,14,0,3,3,3,1,1,11,24,9,1,6,1,0,0,0,6,48,22,220,25
"OAS2",138,4,3,4,0,3,0,1,5,10,4,1,5,0,0,1,10,9,75,15,220,24
"DTX1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"RASAL1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,29,0
"CFAP73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"DDX54",34,9,1,5,0,1,3,0,9,8,2,3,1,1,2,1,6,10,15,15,178,22
"RITA1",12,6,0,0,1,1,0,0,2,1,1,1,2,1,0,0,1,2,3,2,45,11
"IQCD",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"TPCN1",27,5,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,3,12,0,79,5
"SLC8B1",44,6,0,2,1,0,0,0,1,3,1,0,2,0,0,0,2,3,34,7,34,10
"PLBD2",84,9,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,6,52,6,26,4
"SDS",1161,2,0,61,0,0,0,0,0,1,0,0,0,0,0,0,1,0,507,0,13,2
"SDSL",189,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,7,89,1,29,6
"LINC01234",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RBM19",14,4,0,2,0,1,1,1,0,2,0,0,2,0,0,0,1,3,5,6,54,5
"TBX3",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,78,5
"MED13L",27,6,0,8,1,0,1,0,8,0,0,0,0,0,0,0,17,7,42,3,116,22
"MAP1LC3B2",6,3,0,1,0,0,0,1,2,1,1,0,1,1,0,0,1,1,12,4,22,3
"C12orf49",58,9,2,1,2,2,4,1,9,7,3,1,2,0,1,0,6,2,31,18,256,13
"RNFT2",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,1
"HRK",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FBXW8",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1
"RP11-240G22.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-231I16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"TESC",11,0,0,7,5,5,5,1,23,7,6,1,4,1,1,1,0,11,39,27,858,19
"FBXO21",12,8,1,2,1,1,1,0,9,13,1,1,6,0,0,0,3,5,7,11,134,15
"KSR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RFC5",4,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,4,1,27,3
"WSB2",52,12,1,6,1,0,0,0,0,4,3,0,0,0,2,1,1,3,44,3,168,22
"VSIG10",12,2,0,2,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,3,124,9
"RP11-136L23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"PEBP1",294,88,1,30,6,7,5,6,41,77,13,3,44,5,5,3,35,66,74,109,1496,96
"TAOK3",146,13,1,10,3,3,3,1,20,20,7,3,11,0,3,0,13,13,122,48,152,24
"SUDS3",24,13,0,5,1,1,2,1,9,5,4,1,3,1,0,0,4,11,25,9,199,17
"RP11-131L12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"RP11-131L12.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPB8",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,14
"CCDC60",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-768F21.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"TMEM233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"PRKAB1",12,6,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,4,7,57,6
"CIT",2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16,8
"CCDC64",1,0,4,0,3,4,5,1,1,15,3,0,14,2,0,0,0,0,1,15,29,1
"RAB35",49,8,1,5,2,5,2,1,6,11,2,2,5,0,2,3,0,5,25,16,115,27
"RP1-267D11.6",5,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,4,3,14,1
"GCN1",9,4,0,1,0,0,0,0,2,3,0,0,2,0,0,0,7,2,6,4,90,12
"RPLP0",1620,824,49,265,68,123,116,29,752,831,128,112,750,61,47,34,331,441,1693,935,13807,1439
"PXN-AS1",5,3,1,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,2,2,7,6
"PXN",21,10,1,1,0,0,1,0,0,3,1,0,9,0,0,0,0,5,41,5,185,65
"SIRT4",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"PLA2G1B",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSI1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"COX6A1",733,169,6,85,20,29,24,8,86,116,40,9,63,5,5,7,61,130,595,238,2589,294
"TRIAP1",42,16,0,5,3,2,1,0,8,16,5,0,9,0,4,4,5,14,16,29,165,35
"GATC",15,5,0,0,3,0,1,0,3,3,0,0,1,0,0,0,0,0,7,4,84,16
"SRSF9",222,87,6,40,3,13,9,3,30,40,10,4,21,5,2,5,23,55,286,55,739,123
"DYNLL1",1136,367,19,76,38,30,27,11,100,163,39,8,99,8,15,10,78,243,835,251,3712,673
"NRAV",2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,26,1
"COQ5",26,11,1,2,0,0,0,0,2,2,1,1,2,0,0,0,3,9,6,11,63,13
"RNF10",63,17,4,7,5,3,4,0,12,12,4,0,7,1,1,1,7,10,43,34,170,50
"POP5",56,28,1,3,2,5,3,0,8,12,1,1,1,0,0,1,12,11,30,26,124,21
"RP11-728G15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CABP1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,6
"MLEC",178,44,1,24,2,4,1,2,6,12,3,0,13,0,3,1,26,36,106,26,609,110
"RP11-173P15.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-173P15.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"UNC119B",2,6,0,0,1,0,1,0,0,2,0,0,1,0,0,0,2,2,3,1,35,10
"ACADS",19,6,0,4,1,0,0,0,1,4,0,0,3,1,0,0,1,3,9,4,43,6
"SPPL3",36,12,0,1,0,2,0,0,5,8,1,1,4,0,0,0,5,6,16,11,139,23
"HNF1A",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
"C12orf43",6,7,0,0,0,0,1,0,2,3,1,0,3,0,0,0,1,2,4,3,38,18
"OASL",114,0,9,2,6,33,10,1,6,43,15,1,0,1,1,3,0,6,190,33,115,6
"P2RX7",26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,2,1
"RP11-340F14.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"P2RX4",94,8,0,3,0,0,2,0,2,1,2,0,1,0,0,0,1,3,125,7,72,4
"CAMKK2",14,6,0,0,4,0,1,0,1,2,1,0,1,0,0,1,2,4,23,3,71,23
"ANAPC5",72,28,2,6,4,2,5,3,11,18,6,2,13,1,3,0,11,24,32,28,263,48
"RNF34",16,10,3,2,2,0,1,2,4,6,3,1,6,0,1,0,4,3,12,16,73,14
"KDM2B",30,6,1,6,0,4,1,0,12,5,4,0,5,0,1,1,3,2,29,18,47,7
"RP13-941N14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ORAI1",69,7,4,8,3,6,6,2,8,21,6,0,11,1,4,1,1,4,29,29,126,57
"MORN3",3,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2,4,2,0
"TMEM120B",10,4,0,2,0,1,0,0,2,1,2,0,3,0,0,2,0,1,8,21,41,2
"RHOF",35,3,6,20,2,8,10,0,22,40,16,2,22,2,7,3,4,0,59,98,171,3
"LINC01089",5,2,0,0,0,0,0,0,1,1,3,1,4,0,0,0,4,2,12,11,25,4
"RP11-347I19.7",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,1
"SETD1B",8,4,0,6,0,3,1,0,2,4,1,0,8,0,0,0,1,4,11,30,38,8
"HPD",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSMD9",31,15,2,5,3,2,1,1,8,11,5,0,5,0,1,2,3,13,32,11,147,23
"RP11-87C12.2",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,1
"WDR66",1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,11,2
"BCL7A",3,3,0,2,0,0,0,0,1,0,0,2,0,0,0,0,1,1,2,0,74,3
"MLXIP",33,40,0,2,0,1,3,0,4,8,4,0,7,0,0,1,2,13,25,14,363,51
"B3GNT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"DIABLO",2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,12,2
"VPS33A",13,2,0,0,2,2,2,1,1,6,0,1,2,0,0,0,3,1,10,5,45,7
"CLIP1",48,9,0,3,2,1,1,0,4,8,1,0,8,1,1,0,5,8,56,21,125,24
"CLIP1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZCCHC8",25,4,1,4,2,1,1,1,0,6,1,0,9,1,0,1,7,4,23,16,45,21
"RP11-15J22.8",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1
"RSRC2",97,60,5,11,8,8,8,5,23,22,13,6,23,0,5,6,20,32,106,70,389,93
"KNTC1",3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,12,0
"RP11-324E6.10",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"HCAR2",26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,3,0
"HCAR3",38,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,6,0
"HCAR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"DENR",69,27,5,7,7,5,1,1,10,17,3,2,9,0,0,1,9,11,58,31,286,50
"CCDC62",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"HIP1R",4,1,1,0,0,1,0,0,6,2,3,1,3,0,0,1,0,0,2,3,148,16
"VPS37B",67,10,2,10,6,12,1,0,28,16,14,2,13,1,4,2,2,7,88,53,299,27
"ABCB9",1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,3,2,0,6,0
"OGFOD2",11,8,0,0,0,0,1,1,3,4,1,0,0,0,0,0,0,1,7,1,31,8
"ARL6IP4",423,147,5,45,12,19,11,5,57,73,19,4,41,2,0,7,23,78,246,141,958,254
"PITPNM2",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,20,7
"MPHOSPH9",7,0,0,1,0,2,0,0,2,1,0,0,0,0,1,0,0,3,4,7,7,9
"C12orf65",13,4,1,1,2,0,1,2,6,4,4,0,8,0,0,0,1,3,3,9,43,9
"RP11-282O18.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"CDK2AP1",2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,11,7
"SBNO1",29,8,2,5,2,5,4,3,13,15,1,4,9,0,0,1,8,12,42,28,150,31
"RP13-942N8.1",3,0,0,0,0,2,1,0,1,6,0,0,0,0,0,0,0,1,3,5,16,0
"KMT5A",15,8,0,0,0,0,1,0,2,4,1,1,0,0,1,0,1,3,13,3,101,15
"RILPL2",246,18,2,57,2,7,9,2,54,50,5,5,31,1,2,1,20,16,504,66,81,35
"SNRNP35",16,4,2,2,0,1,4,2,6,13,1,0,6,5,0,0,1,6,24,44,66,16
"RILPL1",2,6,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,8,6
"RP11-486O12.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2
"TMED2",283,106,6,47,10,12,8,2,32,36,10,5,28,3,1,3,23,53,217,76,817,104
"DDX55",10,7,0,1,0,0,0,0,5,5,0,1,0,2,1,0,2,4,5,12,71,8
"EIF2B1",32,11,0,1,3,1,1,0,6,6,3,0,2,1,2,0,1,8,17,16,103,15
"GTF2H3",18,8,0,0,0,0,1,0,2,3,1,0,0,0,0,0,1,1,7,7,50,6
"TCTN2",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0
"RP11-338K17.8",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP6V0A2",14,4,0,0,1,1,1,0,4,1,0,0,1,0,0,1,2,2,4,7,47,9
"DNAH10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CCDC92",15,4,0,2,0,1,0,0,3,3,0,0,4,1,0,0,1,2,4,3,45,13
"DNAH10OS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ZNF664",19,4,0,2,0,1,0,0,4,1,1,0,2,1,0,0,0,2,15,5,250,12
"FAM101A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
"RP11-214K3.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-214K3.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NCOR2",57,30,1,11,2,1,1,1,1,4,0,0,4,0,0,0,4,5,84,8,126,23
"RP11-83B20.1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"SCARB1",24,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,127,1
"UBC",1759,320,64,114,135,110,82,47,366,433,156,32,207,10,31,36,161,226,2009,1216,4732,597
"DHX37",10,3,0,0,0,0,2,0,6,1,0,0,0,0,0,1,0,0,5,4,68,8
"BRI3BP",16,5,0,3,0,1,1,0,7,1,2,1,1,0,1,0,0,1,15,4,102,1
"AACS",5,5,0,1,0,1,0,1,2,2,0,0,0,0,0,0,2,1,6,1,56,3
"TMEM132B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP3-446N13.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LINC00944",0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-575F12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-955H22.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"RP11-349K16.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"SLC15A4",42,4,1,1,0,0,0,0,3,1,1,2,0,0,3,1,44,3,17,2,68,6
"RP11-21K12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"GLT1D1",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,16,0,0,0
"RP11-669N7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-474D1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FZD10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"PIWIL1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2
"STX2",18,10,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,3,2,0,35,18
"RAN",543,165,12,52,20,29,28,7,91,112,42,10,89,7,10,12,49,122,444,187,2804,257
"ADGRD1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"SFSWAP",15,9,2,3,2,0,1,1,2,10,2,1,4,0,1,1,4,4,15,5,149,23
"MMP17",1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"RP11-417L19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ULK1",6,6,1,0,0,0,0,0,1,4,0,0,1,0,0,0,4,1,8,5,68,18
"RP11-417L19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PUS1",20,7,1,1,0,1,0,0,3,2,2,0,1,0,1,0,0,4,8,7,194,12
"EP400",8,5,0,0,0,1,0,2,3,3,0,1,2,0,2,1,1,2,11,9,79,12
"EP400NL",5,5,0,0,0,0,0,0,1,3,0,0,2,0,0,0,6,5,7,5,26,10
"DDX51",4,0,0,1,0,1,1,0,0,2,1,0,2,0,0,0,2,0,3,6,57,10
"NOC4L",29,9,1,3,2,3,3,1,6,8,2,1,1,0,1,1,5,13,10,5,141,21
"RP13-977J11.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
"RP13-714J12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"FBRSL1",12,2,0,2,0,0,2,0,0,5,3,0,1,0,0,1,6,0,14,2,155,11
"RP13-554M15.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"LRCOL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"P2RX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"POLE",4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,2,32,3
"PXMP2",8,8,0,1,0,0,0,0,2,1,2,0,2,0,1,0,1,4,2,6,179,15
"PGAM5",10,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,1,7,2,115,7
"ANKLE2",43,20,0,9,0,0,0,2,5,3,2,1,3,1,0,0,10,7,64,17,182,33
"GOLGA3",21,17,0,4,1,1,0,0,1,2,2,1,3,0,0,1,2,12,29,6,241,20
"CHFR",19,10,1,4,0,3,1,0,5,7,0,0,3,0,0,1,6,2,20,10,56,14
"RP11-46H11.12",3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,4,1
"RP11-46H11.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ZNF605",6,2,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,0,1,4,43,5
"ZNF26",5,4,0,1,1,2,0,0,3,6,2,0,3,0,2,0,4,1,1,4,65,5
"RP11-386I8.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ZNF84",5,9,0,0,1,0,1,0,1,2,1,0,5,0,0,0,0,3,7,5,55,7
"ZNF140",13,2,0,0,2,2,1,0,4,6,0,0,2,0,0,0,1,1,11,4,76,10
"ZNF891",1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,2,1,1,1,20,0
"CTD-2140B24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF10",9,0,1,0,0,3,0,0,2,3,0,0,4,1,0,0,4,2,4,3,23,4
"ZNF268",7,1,0,1,0,0,0,0,3,5,0,2,0,0,0,1,1,0,3,2,44,7
"AL356585.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
"MPHOSPH8",75,43,1,7,4,10,12,0,20,24,7,4,28,3,1,1,5,20,42,57,697,52
"PSPC1",27,13,1,2,3,1,2,1,8,15,4,2,4,0,2,2,4,4,38,20,153,13
"ZMYM5",10,5,2,0,1,1,3,0,6,8,2,1,5,1,0,0,1,5,24,11,166,17
"RP11-61K9.3",3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,2,1,105,7
"ZMYM2",33,13,0,2,0,1,3,0,11,11,2,0,5,0,0,1,20,6,21,35,236,17
"GJA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"GJB2",3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,13,0
"GJB6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CRYL1",43,9,2,2,1,0,0,0,2,5,0,0,5,0,0,0,2,0,24,4,437,7
"RP11-476H16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
"IFT88",6,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,15,1,61,7
"RP11-172H24.4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,82,0
"IL17D",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"N6AMT2",10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,55,11
"XPO4",8,6,0,1,2,0,2,0,2,1,4,0,4,0,0,0,0,2,4,6,105,10
"LATS2",30,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,7,36,0,87,31
"SAP18",556,137,12,55,18,24,19,7,85,100,33,9,81,5,5,4,51,100,432,200,3050,224
"SKA3",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,7
"MRPL57",180,79,2,12,3,6,9,1,8,30,5,2,22,0,2,2,9,32,86,61,1634,105
"LINC00539",1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
"ZDHHC20",40,11,1,2,0,1,2,1,5,7,1,1,2,0,1,0,3,5,81,8,194,32
"MICU2",38,6,0,6,2,1,3,1,5,12,4,3,8,1,0,0,1,7,21,14,171,11
"FGF9",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"LINC00540",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"SACS",3,3,1,2,0,0,0,0,1,2,0,1,2,0,0,0,1,0,8,1,4,4
"LINC00327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"TNFRSF19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MIPEP",8,0,0,0,0,1,0,0,3,0,0,0,3,1,0,0,0,1,4,1,93,5
"C1QTNF9B-AS1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,2
"C1QTNF9B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-307N16.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"SPATA13",43,4,1,3,0,1,0,2,5,12,2,0,2,1,0,0,4,0,65,10,126,12
"SPATA13.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPATA13-AS1",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C1QTNF9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13
"PARP4",30,2,0,2,0,0,4,1,3,2,0,0,1,1,0,0,2,3,17,7,323,15
"ATP12A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"CENPJ",1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,4,39,6
"PABPC3",2,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,9,0
"MTMR6",47,4,0,9,0,1,1,1,7,12,1,0,5,0,0,0,5,2,22,23,60,15
"RP11-271M24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NUP58",60,10,2,4,2,1,2,2,7,7,1,0,3,0,0,1,2,0,81,20,184,21
"ATP8A2",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"SHISA2",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"RNF6",21,7,2,4,2,1,4,0,4,9,3,1,3,0,0,1,2,2,31,21,194,19
"RP11-380N8.7",3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,31,0
"CDK8",15,2,0,0,1,0,1,0,3,3,1,0,1,0,0,0,0,3,7,1,142,5
"WASF3",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4
"USP12",94,7,2,7,0,1,1,0,6,2,1,0,3,0,1,1,6,4,208,16,243,24
"RP11-428O18.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RPL21",3795,1363,141,759,201,240,271,82,2261,2091,467,319,2036,176,161,134,770,790,6559,2145,36273,2815
"RASL11A",3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4,2,0,34,0
"GTF3A",266,48,5,30,9,14,17,4,54,70,19,1,44,3,8,3,24,31,142,100,1149,75
"MTIF3",78,18,0,6,1,0,2,2,15,11,3,1,8,0,1,1,6,23,51,26,729,61
"LNX2",3,3,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,3,2,123,4
"POLR1D",178,52,4,20,8,10,6,1,36,48,18,6,33,5,2,3,28,28,186,89,2104,117
"PDX1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PDX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"ATP5EP2",51,10,1,3,2,0,0,0,4,5,1,1,4,0,0,0,0,3,31,11,108,18
"LINC00543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0
"CDX2",3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,0,672,0
"URAD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"FLT3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"PAN3-AS1",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
"PAN3",16,3,0,2,2,1,0,0,6,4,3,0,1,0,1,0,1,1,16,17,129,16
"FLT1",30,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,102,2,5,159
"POMP",1367,259,7,129,16,28,13,11,71,79,44,9,44,5,12,6,57,150,1185,217,4210,464
"SLC46A3",20,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,4,4,32,7
"MTUS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
