"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"MCPH1-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AGPAT5",13,1,2,3,2,1,8,0,4,3,52,6,5,0,1,3,0,6,4,2,23,203,1
"GS1-24F4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DEFB1",11,3,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,8,0,1,160,0
"DEFA6",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
"FAM66B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM85B",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"SGK223",5,9,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,1,0,1,87,2
"CTA-398F10.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CLDN23",8,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,103,0
"MFHAS1",28,17,1,1,0,7,21,1,3,7,37,3,10,1,1,0,0,1,9,0,33,181,6
"ERI1",8,10,0,0,2,0,1,1,0,0,7,2,1,3,2,0,0,2,9,0,6,52,1
"PPP1R3B",15,8,2,1,2,0,2,0,0,1,5,1,1,0,0,1,2,0,9,1,7,124,4
"RP11-10A14.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"RP11-10A14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-10A14.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-375N15.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"TNKS",9,23,1,1,2,4,0,0,0,2,6,2,2,2,0,0,1,0,5,0,1,55,1
"RP11-1E4.1",6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0
"MSRA",45,26,3,1,3,0,4,0,5,17,9,1,2,2,1,0,2,7,17,0,9,133,7
"RP11-981G7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PRSS55",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP1L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SOX7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,36
"CTD-2135J3.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PINX1",12,13,3,0,2,3,2,0,0,7,8,5,3,0,0,0,2,3,4,0,5,155,3
"RP11-177H2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"XKR6",1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,0
"AF131215.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"AF131216.1",0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0
"MTMR9",12,24,3,2,6,3,3,1,2,22,20,10,4,0,1,1,2,5,4,2,21,54,8
"AF131216.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SLC35G5",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"FAM167A",0,12,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0
"BLK",0,0,0,0,0,0,1,0,0,85,2,0,0,0,0,0,0,1,0,0,1,1,0
"NEIL2",10,25,1,2,0,1,0,0,1,5,2,1,1,2,0,2,0,2,2,0,3,149,3
"FDFT1",44,63,11,11,10,9,6,2,10,30,53,23,7,9,3,1,5,8,17,0,32,1249,9
"RP11-297N6.4",2,1,0,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,3,31,0
"CTSB",5713,582,8,8,16,10,15,0,19,27,81,23,10,0,4,34,29,14,752,6,55,1507,47
"FAM86B1",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,1
"AC145124.2",0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0
"RP11-351I21.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"FAM86B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LONRF1",8,10,0,0,1,0,1,0,0,3,2,2,0,0,0,0,2,2,5,0,1,44,0
"KIAA1456",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,1
"DLC1",2,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,3,39
"C8orf48",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TUSC3",0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3
"MSR1",201,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0
"FGF20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MICU3",1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"ZDHHC2",16,1,3,2,2,1,0,0,0,8,4,6,0,0,0,0,0,2,1,0,3,1,0
"CNOT7",45,61,14,4,12,11,9,2,7,41,33,22,13,2,3,4,8,5,14,0,32,241,16
"VPS37A",31,31,2,1,2,4,1,0,1,3,7,1,0,0,0,1,1,0,4,1,6,67,10
"SLC7A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"PDGFRL",1,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"MTUS1",4,12,0,2,0,0,0,0,0,0,4,0,1,0,0,0,4,0,0,0,0,62,27
"RP11-156K13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-156K13.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCM1",42,42,22,3,27,11,10,1,6,37,48,22,9,3,3,0,2,3,5,2,35,123,17
"ASAH1",974,100,9,4,7,7,5,0,3,35,24,5,8,4,2,1,12,20,170,0,16,350,8
"CTD-2547L16.1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"NAT1",8,3,3,1,2,1,1,0,2,9,7,0,1,0,1,0,0,3,6,0,4,52,1
"NAT2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0
"PSD3",8,72,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,1,0,1,12,1
"RP11-161I2.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SH2D4A",1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1
"CSGALNACT1",1,44,1,1,4,2,3,0,1,0,5,0,5,0,3,0,1,0,3,0,11,1,19
"INTS10",38,33,5,0,10,4,5,1,3,25,35,4,8,1,3,0,4,9,15,0,25,180,3
"LPL",47,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,3,0,0,0,0
"SLC18A1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ATP6V1B2",326,46,9,10,7,3,4,1,4,21,29,16,9,2,5,2,4,2,109,0,16,103,7
"LZTS1",0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0
"GFRA2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DOK2",213,15,82,59,79,56,26,9,50,12,341,98,53,26,41,3,0,3,46,1,214,15,2
"XPO7",16,16,1,1,1,0,0,0,2,5,5,1,0,0,0,0,1,3,1,0,3,37,2
"NPM2",1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,0
"DMTN",1,2,2,0,0,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,1,48,1
"FAM160B2",13,17,1,0,2,0,0,0,0,5,3,2,0,1,1,0,1,1,0,1,5,24,1
"NUDT18",13,19,7,0,1,0,0,0,0,5,14,2,2,1,0,0,1,3,3,1,10,37,3
"HR",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"REEP4",57,10,0,3,1,2,1,0,0,2,15,3,5,0,1,0,0,2,9,0,3,88,4
"BMP1",2,177,1,0,1,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,35,8
"PHYHIP",1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"POLR3D",11,39,2,0,9,1,1,0,1,4,6,2,0,0,0,0,3,1,3,0,10,56,4
"PIWIL2",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0
"SLC39A14",4,138,1,0,1,1,0,0,0,1,1,2,0,1,0,0,5,0,2,0,2,130,7
"PPP3CC",34,27,8,5,10,2,6,1,3,33,23,7,8,3,6,0,2,13,12,3,17,38,4
"RP11-582J16.4",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"SORBS3",29,92,2,0,1,1,0,0,0,0,4,2,2,0,0,0,12,0,3,0,1,99,8
"PDLIM2",27,471,16,8,21,14,4,3,5,22,50,19,4,4,3,0,21,4,6,2,35,136,19
"C8orf58",7,20,2,0,2,0,1,0,0,2,1,1,0,0,0,0,0,0,2,0,1,7,0
"CCAR2",13,19,4,3,1,2,1,0,1,7,12,1,1,0,1,0,0,2,6,1,2,40,1
"RP11-582J16.5",0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,1
"BIN3",15,27,5,1,6,3,0,1,0,13,21,5,0,4,1,0,3,2,6,0,15,86,5
"EGR3",27,192,1,0,2,1,0,0,0,19,1,1,1,0,0,0,0,1,14,0,2,32,3
"PEBP4",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"RP11-875O11.1",1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RHOBTB2",1,6,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,1,1
"TNFRSF10B",36,45,4,2,2,5,1,1,2,7,14,9,3,2,0,1,1,0,22,0,8,118,20
"RP11-875O11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TNFRSF10C",2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"TNFRSF10D",15,9,0,0,0,0,1,1,0,1,3,0,0,1,0,0,0,0,18,0,0,22,19
"TNFRSF10A",11,1,0,0,0,1,0,0,0,8,2,1,2,0,0,0,0,0,0,0,1,39,2
"RP11-1149O23.4",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"CHMP7",16,14,3,2,1,2,4,0,2,10,12,4,4,1,3,1,1,4,7,0,20,48,5
"R3HCC1",21,41,6,1,8,6,1,0,1,5,17,3,5,0,3,1,2,8,1,0,8,85,2
"LOXL2",0,227,0,0,0,0,0,0,0,1,0,0,0,0,0,0,61,0,0,0,0,3,15
"ENTPD4",14,19,3,2,6,6,1,0,1,12,14,7,3,0,1,1,0,1,6,0,13,38,3
"SLC25A37",131,141,7,0,7,0,6,0,2,17,17,4,3,0,0,0,4,4,190,0,10,121,18
"NKX3-1",1,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,11,0
"STC1",1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36
"ADAM28",40,1,3,1,0,0,0,1,0,95,0,3,0,0,1,0,1,3,5,0,1,1,0
"ADAMDEC1",336,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,3,1
"NEFM",1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOCK5",26,11,1,0,1,0,1,0,0,0,5,4,0,1,0,2,0,0,6,0,0,41,1
"GNRH1",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
"KCTD9",2,20,1,3,2,1,3,0,0,5,12,3,1,1,0,1,1,2,3,1,9,23,7
"CDCA2",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,0
"EBF2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PPP2R2A",39,52,13,8,15,2,2,0,7,23,34,16,3,5,4,5,3,9,9,4,27,264,10
"BNIP3L",307,203,4,10,14,8,12,1,7,24,66,12,7,4,3,3,13,7,242,2,39,153,12
"PNMA2",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DPYSL2",117,68,2,0,0,1,1,0,0,9,7,1,1,1,0,6,6,1,23,0,5,113,26
"TRIM35",6,5,0,0,1,1,0,0,0,0,4,0,0,1,0,0,0,0,1,0,4,15,2
"PTK2B",50,5,14,5,22,6,2,4,2,20,26,16,4,7,3,0,0,3,11,1,14,44,1
"EPHX2",3,9,0,1,0,1,1,0,0,0,9,2,3,0,0,0,1,0,0,1,16,167,1
"CLU",59,92,6,0,6,0,2,0,0,0,16,7,3,2,3,0,0,0,1,2,5,238,1
"SCARA3",0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"CCDC25",30,63,3,2,6,4,3,0,5,14,35,9,7,1,2,0,5,4,7,0,23,199,8
"ESCO2",2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,8,1
"PBK",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,40,0
"SCARA5",0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NUGGC",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,1,0
"ELP3",11,6,1,0,1,0,2,0,1,6,8,2,2,0,0,0,3,2,3,0,2,51,3
"PNOC",0,1,0,0,0,0,0,0,0,39,0,0,0,0,0,2,0,21,0,0,0,4,0
"ZNF395",4,12,1,0,0,0,1,0,0,3,4,0,0,0,0,0,0,2,3,0,4,68,1
"FBXO16",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"FZD3",1,10,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,54,0
"EXTL3",2,5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,28,6
"EXTL3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"INTS9",9,2,0,0,1,1,0,0,0,1,6,3,0,0,0,0,0,1,0,0,1,22,0
"RP11-662B19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"HMBOX1",25,23,5,0,3,5,2,0,2,8,19,3,6,0,5,0,1,5,7,0,8,56,7
"KIF13B",16,11,8,1,3,2,1,2,0,5,6,5,0,0,3,0,1,4,4,0,7,46,3
"DUSP4",150,27,161,131,163,100,118,9,55,210,325,167,29,27,11,18,0,139,86,27,414,74,12
"RP11-486M23.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00589",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC145110.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
"RP11-94H18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SARAF",516,337,275,146,375,206,261,30,110,401,1450,398,460,50,87,32,19,70,107,23,931,588,34
"RP11-489E7.4",15,8,22,5,9,10,8,1,4,22,47,11,7,11,8,1,0,6,0,1,36,22,3
"LEPROTL1",122,97,112,58,190,94,76,6,32,32,562,184,134,20,32,2,5,13,39,5,315,233,22
"RP11-51J9.5",13,10,5,3,6,0,4,0,2,2,29,12,8,1,5,0,0,0,3,1,21,22,5
"DCTN6",59,101,34,13,27,5,20,2,12,12,54,27,16,10,8,4,10,5,20,3,62,174,12
"RBPMS-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"RBPMS",0,105,0,0,0,0,0,0,0,3,0,2,0,0,0,0,14,0,1,0,0,104,19
"GTF2E2",31,47,5,3,8,6,2,0,3,23,19,11,5,1,4,1,2,5,14,1,22,198,13
"GSR",14,11,0,0,1,0,1,0,0,3,4,2,2,0,1,0,1,0,3,0,4,57,2
"UBXN8",10,13,0,2,1,0,0,0,1,3,3,0,0,1,0,0,0,0,2,0,2,64,2
"PPP2CB",56,73,1,1,2,2,5,0,2,4,10,4,2,0,0,2,3,3,13,0,13,155,14
"PURG",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WRN",5,5,1,0,2,1,2,0,0,1,4,2,0,0,0,1,0,2,0,0,3,28,0
"NRG1",10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
"RP11-11N9.4",25,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,5,0,0,53,2
"RP11-722E23.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FUT10",3,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,26,1
"TTI2",3,9,1,0,3,0,0,0,0,2,5,2,1,0,0,0,1,0,1,0,2,28,0
"MAK16",5,12,0,0,3,0,1,0,2,0,5,1,1,2,1,0,0,2,1,0,5,54,0
"RNF122",3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,4
"DUSP26",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-150O12.3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101,0
"RP11-346L1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ZNF703",32,68,1,0,2,0,0,1,0,0,5,2,1,0,1,0,10,0,5,0,1,1016,4
"ERLIN2",16,15,0,0,0,0,0,1,0,1,3,2,1,0,0,0,2,2,4,0,6,88,3
"PROSC",38,36,3,4,4,3,3,1,3,14,19,4,4,1,2,0,1,2,7,0,13,321,4
"ADGRA2",0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,2
"BRF2",5,11,1,0,3,3,0,0,0,1,8,5,2,1,2,2,0,2,0,0,8,115,1
"RAB11FIP1",48,9,6,9,3,5,17,2,13,55,92,11,7,4,7,13,0,9,14,1,55,970,1
"EIF4EBP1",176,97,18,4,20,9,2,0,1,11,17,20,1,1,4,1,13,11,56,1,13,681,30
"ASH2L",19,21,8,4,5,1,2,1,2,3,12,5,1,0,0,1,0,1,3,1,4,80,5
"RP11-90P5.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"LSM1",92,133,28,14,23,18,19,3,15,50,98,39,17,5,5,3,7,23,23,2,72,623,32
"BAG4",6,12,1,1,3,3,1,0,2,3,10,3,1,0,1,0,1,3,1,0,7,97,2
"DDHD2",7,24,1,0,8,3,5,0,0,1,13,5,2,1,0,0,0,5,2,0,6,44,5
"PLPP5",29,64,4,5,9,2,6,0,1,18,19,7,4,3,2,1,2,51,9,0,21,265,3
"WHSC1L1",43,108,32,15,45,20,23,3,21,78,132,29,22,6,8,3,10,43,15,6,141,343,23
"RP11-350N15.5",3,5,0,1,2,1,0,0,1,2,1,0,0,0,0,0,0,2,0,0,0,9,0
"LETM2",3,3,6,1,5,0,0,2,0,4,6,4,1,0,1,0,0,0,1,0,4,7,0
"RP11-350N15.6",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FGFR1",23,197,5,1,2,2,5,0,0,1,7,8,1,0,0,0,3,0,5,0,5,5,12
"TACC1",152,87,20,8,29,18,6,0,4,33,72,28,16,1,8,4,6,6,35,5,57,526,31
"PLEKHA2",57,15,14,6,17,4,2,1,3,20,45,18,14,6,4,2,2,4,12,0,22,134,0
"CTD-2544N14.3",0,0,0,0,3,0,0,0,1,1,2,1,1,1,0,0,0,0,2,0,1,1,0
"HTRA4",17,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,1,0,0
"TM2D2",63,65,7,1,4,4,2,0,3,7,30,11,7,0,2,1,2,3,19,1,13,296,7
"ADAM9",126,46,1,0,0,1,1,0,0,0,3,0,1,1,0,0,6,2,21,0,2,142,6
"ADAM32",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1
"IDO1",45,20,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,101,0,0,3,0
"IDO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"C8orf4",3,53,2,0,3,2,1,0,0,4,1,0,0,0,1,0,3,1,4,0,3,602,74
"SFRP1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"GOLGA7",58,79,17,7,19,12,16,2,8,12,47,21,10,3,4,4,3,7,14,1,40,283,15
"GINS4",1,3,2,0,0,0,2,0,2,1,6,0,1,0,0,0,0,0,1,0,2,22,0
"RP11-360L9.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GPAT4",28,21,7,7,4,0,3,0,0,10,13,4,3,1,1,0,3,3,19,0,8,101,4
"ANK1",0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-930P14.2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"KAT6A",24,37,13,3,12,7,8,0,6,26,43,13,9,1,4,3,2,3,12,0,17,98,6
"RP11-589C21.6",0,0,1,1,1,2,1,0,0,4,4,2,2,0,1,0,0,0,0,0,2,1,0
"RP11-589C21.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"AP3M2",2,8,1,3,6,5,8,0,1,7,23,7,8,1,1,0,1,0,3,0,19,16,1
"PLAT",0,226,0,0,0,0,0,0,1,0,2,0,2,0,0,0,4,0,0,1,2,2,10
"RP11-231D20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
"IKBKB",20,13,2,1,5,0,4,1,2,12,22,2,1,2,4,0,0,0,2,0,15,58,9
"POLB",8,8,2,3,4,0,1,0,1,4,13,5,3,2,1,7,0,3,3,0,9,73,1
"DKK4",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
"VDAC3",90,109,20,11,19,10,9,2,8,35,51,18,12,4,4,5,7,10,15,2,28,737,14
"SLC20A2",13,13,5,1,4,3,2,1,2,6,15,5,3,0,1,0,0,1,5,0,7,149,1
"RP11-503E24.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"SMIM19",67,66,4,3,3,4,10,1,5,22,36,8,5,2,3,3,3,8,9,1,24,395,5
"CHRNA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"THAP1",14,17,4,6,6,4,3,0,3,16,18,8,0,1,3,0,0,6,2,0,22,83,3
"RNF170",17,22,3,0,4,1,1,0,0,4,4,2,0,1,0,1,1,0,5,0,12,182,2
"HOOK3",64,72,7,2,7,5,2,0,4,25,30,7,6,0,2,1,8,6,11,1,21,70,8
"FNTA",51,75,9,3,8,8,6,1,6,28,36,4,2,3,5,0,4,3,19,0,31,442,5
"POMK",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"HGSNAT",46,55,12,6,11,10,5,0,2,21,39,26,11,4,7,8,3,2,19,0,25,25,9
"SPIDR",8,18,0,0,2,2,0,0,3,4,5,1,2,0,0,0,1,2,3,1,0,29,1
"CEBPD",340,243,6,14,12,3,3,7,7,1,78,15,7,3,2,4,20,0,44,1,14,647,24
"PRKDC",24,32,2,2,6,3,3,0,3,12,18,5,4,1,1,1,0,5,7,1,17,118,16
"MCM4",10,12,2,0,0,1,1,0,1,0,5,1,1,0,0,0,0,3,1,3,2,36,3
"UBE2V2",65,93,5,3,15,1,4,0,3,25,39,10,5,1,1,1,4,10,29,3,31,249,18
"RP11-567J20.3",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-567J20.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-770E5.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EFCAB1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAI2",1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1
"PCMTD1",34,82,7,1,3,5,4,1,2,22,31,9,4,4,0,1,2,9,6,0,20,156,18
"RP11-110G21.1",1,5,0,0,1,0,0,0,0,5,3,0,1,0,0,0,0,1,0,0,1,31,0
"RP11-546K22.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ST18",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"FAM150A",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RB1CC1",38,60,13,5,16,2,6,0,3,17,37,7,6,1,2,0,6,2,23,1,26,234,15
"RP11-400K9.4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP6V1H",163,41,9,2,13,8,6,6,6,19,34,24,6,3,3,3,4,6,53,1,35,240,6
"TCEA1",66,86,19,11,12,12,18,3,10,98,69,18,14,1,5,2,7,39,22,2,68,443,18
"RP11-30L15.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LYPLA1",73,78,11,0,6,10,7,0,5,41,24,9,2,5,1,1,2,23,22,0,43,714,21
"MRPL15",57,43,5,3,5,3,3,1,1,20,18,6,2,2,3,3,3,10,13,0,16,543,16
"SOX17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"RP11-53M11.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"RP1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XKR4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"TMEM68",8,17,2,0,1,3,2,0,2,5,9,5,2,0,1,0,0,2,2,0,7,150,2
