"","CD8aa IELs","cDCs","Double-Negative Tcells","Fibroblasts","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs"
"ZNF143",0,0,0,5,0,4,5,6,3,3,0,0,0,0,0,0,0,1
"WEE1",0,0,0,11,0,6,5,2,2,2,0,0,0,6,0,0,0,2
"SWAP70",0,2,0,6,0,37,3,1,16,1,0,0,0,1,1,0,0,74
"RP11-540A21.2",0,0,0,4,0,6,2,0,4,2,0,0,0,1,0,0,0,0
"SBF2-AS1",0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0
"SBF2",1,1,0,20,3,6,36,13,3,18,0,1,7,1,2,0,5,13
"ADM",0,0,0,329,2,1,7,2,1,1,1,0,1,20,1,3,1,19
"AMPD3",0,0,0,6,0,2,3,1,3,4,0,1,0,0,0,1,0,0
"MTRNR2L8",2,2,0,52,0,8,20,8,4,11,2,0,6,13,1,1,2,22
"RNF141",0,2,0,9,0,3,6,2,2,4,0,0,0,1,1,0,0,4
"MRVI1-AS1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"MRVI1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"CTR9",3,2,0,10,3,10,55,23,10,18,3,2,3,2,1,0,5,4
"EIF4G2",42,28,11,90,26,97,300,112,61,177,32,18,55,36,8,10,46,79
"RP11-685M7.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ZBED5",1,0,0,5,0,2,7,0,5,5,0,0,1,2,0,0,0,3
"ZBED5-AS1",0,0,0,6,0,1,3,1,1,1,1,0,1,2,0,1,1,0
"GALNT18",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"CSNK2A3",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RP11-483L5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"USP47",2,2,1,12,10,8,23,17,4,12,6,0,9,3,2,0,5,6
"DKK3",1,0,0,91,2,0,6,0,0,0,0,0,2,0,0,0,0,0
"MICAL2",2,0,1,4,1,0,5,2,0,0,0,1,0,2,0,0,0,2
"MICALCL",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"PARVA",0,0,0,35,1,0,0,0,0,0,0,0,0,1,0,0,0,5
"TEAD1",0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"ARNTL",3,0,1,0,1,0,34,12,3,8,2,1,2,0,0,0,4,1
"BTBD10",2,1,1,5,0,1,10,4,2,5,1,1,3,0,0,0,1,2
"FAR1",1,4,1,5,1,2,16,7,1,3,0,1,3,1,1,1,1,1
"SPON1",1,0,0,29,0,1,17,3,2,6,3,0,1,0,0,0,0,2
"RRAS2",4,0,1,8,3,15,33,11,12,18,3,9,3,5,1,0,1,1
"COPB1",5,2,1,18,4,9,46,29,6,19,3,4,7,12,3,0,7,12
"RP11-140L24.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSMA1",22,8,4,59,28,27,162,75,9,75,15,14,35,19,13,2,17,35
"PDE3B",9,0,1,7,23,4,96,77,7,71,15,4,34,1,1,2,3,1
"CYP2R1",1,0,0,1,2,1,6,1,0,1,1,0,0,0,0,0,0,2
"CALCB",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CALCA",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"INSC",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOX6",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf58",23,19,2,79,18,77,172,113,40,131,19,18,41,10,5,2,20,45
"PLEKHA7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RPS13",404,477,89,941,288,1393,4810,1699,790,3407,651,232,566,335,127,102,379,388
"PIK3C2A",2,0,0,10,1,3,9,3,4,8,0,1,4,3,0,0,0,24
"NUCB2",17,1,0,49,15,2,67,53,3,61,11,7,12,5,12,0,3,22
"NCR3LG1",1,6,0,1,1,0,1,4,1,3,0,1,0,2,0,3,0,3
"RP1-239B22.5",0,2,0,1,1,0,3,0,0,0,0,0,0,2,0,0,1,1
"ABCC8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USH1C",0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,0,0,0
"SERGEF",0,0,0,5,0,1,9,4,0,3,0,2,0,0,0,0,6,4
"TPH1",0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"SAAL1",1,0,0,2,2,3,6,4,1,5,0,0,1,2,1,0,2,0
"SAA1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"HPS5",0,0,4,4,1,7,12,4,4,2,0,1,3,1,0,0,1,6
"GTF2H1",3,3,0,8,1,8,15,9,5,16,2,2,5,0,0,0,3,4
"LDHA",144,81,33,256,126,84,972,504,54,463,90,58,140,59,36,6,108,123
"LDHC",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"TSG101",3,3,3,15,6,12,25,21,6,9,1,3,7,1,0,3,5,17
"UEVLD",0,0,0,1,0,0,7,1,0,1,0,0,0,2,0,0,2,2
"SPTY2D1-AS1",0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"SPTY2D1",7,4,1,9,3,3,77,31,3,18,7,3,9,2,7,2,5,10
"TMEM86A",0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2
"IGSF22",0,0,0,0,0,1,4,2,0,7,1,1,1,1,0,1,1,2
"ZDHHC13",1,0,0,2,0,3,8,4,4,4,0,0,1,2,1,0,0,1
"E2F8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"NAV2",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"RP11-359E10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"HTATIP2",5,0,0,6,2,7,28,21,1,9,1,1,3,11,1,2,6,12
"PRMT3",0,0,0,5,0,4,2,0,0,2,1,0,1,1,0,0,0,1
"NELL1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANO5",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"FANCF",2,0,0,0,0,4,7,1,0,1,1,0,1,0,0,0,2,0
"SVIP",14,2,3,7,16,24,145,41,9,77,13,2,17,5,1,1,17,11
"RP11-17A1.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LUZP2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"CTD-2507G9.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"FIBIN",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BBOX1-AS1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC34",0,0,0,2,0,3,1,2,1,2,0,0,1,2,0,0,1,2
"LGR4",0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1
"LIN7C",0,0,0,7,1,3,17,5,2,9,3,3,2,7,1,0,0,2
"BDNF-AS",1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KIF18A",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"METTL15",5,1,0,10,0,1,38,18,7,9,1,2,5,2,0,0,4,1
"ARL14EP",2,1,1,7,2,7,31,11,1,23,3,0,10,0,3,1,0,4
"MPPED2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"DNAJC24",1,0,0,1,0,5,7,4,1,5,0,1,3,0,0,0,1,0
"IMMP1L",2,0,0,5,0,3,5,3,3,7,0,0,2,1,2,0,1,2
"ELP4",0,1,0,2,1,2,1,2,0,0,0,0,0,1,1,0,0,2
"PAX6",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RCN1",1,3,3,78,1,2,17,4,3,6,0,1,3,8,1,0,0,41
"EIF3M",11,10,5,48,11,37,119,54,18,81,21,4,23,21,10,1,16,19
"PRRG4",1,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,0,5
"QSER1",0,0,0,4,0,3,4,0,1,4,0,1,1,0,0,0,1,2
"DEPDC7",0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0
"TCP11L1",1,0,0,1,0,0,4,4,0,1,0,0,1,1,0,0,0,2
"AC131263.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LINC00294",0,0,0,1,0,0,1,2,0,1,1,1,0,0,0,1,0,2
"CSTF3",2,1,0,8,2,3,6,7,1,9,1,0,1,5,2,0,2,2
"HIPK3",4,1,0,11,1,1,12,6,3,6,1,1,2,1,0,0,2,19
"C11orf91",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD59",8,7,2,139,2,11,81,19,9,49,6,6,6,18,13,2,19,260
"FBXO3",2,1,0,9,3,5,12,5,2,12,2,0,4,2,1,0,2,5
"LMO2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
"CAPRIN1",0,3,1,8,0,8,17,7,2,7,3,2,9,8,2,0,5,8
"NAT10",1,1,0,4,1,1,8,6,1,5,1,0,1,2,3,0,2,1
"ABTB2",1,0,0,1,1,0,1,11,0,3,1,1,9,0,0,0,0,0
"CAT",6,6,0,23,2,10,22,15,5,12,2,3,5,7,2,0,1,5
"EHF",0,1,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"APIP",5,2,1,7,0,6,12,6,3,6,2,0,2,6,0,0,4,3
"PDHX",1,0,0,1,0,6,2,5,4,1,1,1,1,2,0,1,0,1
"RP4-607I7.1",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CD44",44,73,19,153,27,84,514,210,48,237,32,32,48,10,23,46,63,8
"PAMR1",0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FJX1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"TRIM44",3,4,2,12,2,11,45,10,18,32,5,1,3,7,2,1,1,11
"LDLRAD3",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"COMMD9",2,6,0,11,1,6,7,7,6,5,2,0,4,4,0,1,4,4
"PRR5L",2,0,0,0,2,0,4,2,0,0,0,2,2,2,0,0,0,1
"TRAF6",1,0,0,1,1,0,3,0,2,3,1,1,1,2,0,0,1,1
"RAG1",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"C11orf74",0,0,0,9,1,0,2,0,0,1,0,0,0,1,0,1,0,6
"LRRC4C",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"API5",4,3,1,14,0,5,27,10,3,17,5,2,6,0,1,0,0,10
"TTC17",3,2,1,19,1,12,27,12,8,13,4,5,4,3,3,0,6,12
"HSD17B12",2,6,0,27,0,5,37,12,5,13,5,4,4,9,2,0,1,33
"ALKBH3",0,0,0,3,1,1,6,3,1,4,1,0,3,3,1,0,2,1
"C11orf96",0,5,0,599,0,0,19,1,0,4,0,0,1,0,0,0,1,125
"ACCS",1,0,0,3,1,1,0,3,1,3,0,2,4,0,1,0,0,1
"EXT2",2,0,0,11,2,2,9,6,1,3,2,1,3,0,1,0,2,6
"CD82",4,6,0,13,1,46,56,6,20,18,0,1,0,5,0,0,11,3
"TSPAN18",0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,3
"TP53I11",1,0,0,8,0,0,2,3,0,1,0,0,0,6,0,0,1,3
"PRDM11",0,1,0,2,0,3,0,1,0,0,0,0,2,0,0,0,0,1
"SYT13",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP11-430H10.1",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"CHST1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"DKFZp779M0652",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC35C1",1,1,0,2,0,2,4,1,1,0,0,1,0,5,0,0,3,2
"CRY2",0,1,1,7,1,2,5,2,3,7,4,0,1,2,0,0,1,1
"MAPK8IP1",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"PEX16",2,1,0,6,4,8,32,11,4,22,5,3,6,1,1,0,8,6
"GYLTL1B",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"PHF21A",1,0,0,5,0,3,4,6,3,1,0,1,0,1,0,0,4,3
"CREB3L1",0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"DGKZ",4,2,2,8,4,4,22,11,1,13,5,2,9,4,1,0,4,2
"MDK",0,0,0,100,0,0,2,1,0,1,0,1,0,15,1,1,1,11
"AMBRA1",0,0,0,2,0,1,4,3,1,1,0,0,0,0,0,0,0,1
"HARBI1",2,0,0,0,0,2,5,2,1,1,2,0,0,0,0,0,0,0
"ATG13",0,2,0,5,2,3,24,9,4,5,1,3,2,2,2,1,2,1
"ARHGAP1",1,0,0,5,2,1,9,4,3,6,1,0,1,3,0,0,2,6
"ZNF408",1,1,0,2,0,1,7,4,4,2,1,0,1,1,0,0,1,2
"F2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CKAP5",1,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0
"LRP4",0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"C11orf49",0,1,0,4,1,3,5,3,0,0,1,1,0,1,0,0,2,1
"RP11-390K5.3",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ARFGAP2",9,4,1,7,10,18,64,39,14,43,12,4,16,2,2,2,3,6
"PACSIN3",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DDB2",2,0,1,3,1,1,36,12,3,12,5,2,4,1,0,0,4,4
"ACP2",2,2,0,9,2,1,11,5,1,5,1,1,1,0,1,0,0,3
"NR1H3",0,0,0,8,0,1,0,1,0,0,0,0,0,3,0,0,0,1
"MADD",0,1,0,0,1,2,14,6,2,10,0,2,5,0,2,0,2,2
"SPI1",0,33,0,0,0,12,0,0,6,2,0,0,0,0,1,7,0,0
"SLC39A13",0,0,0,12,0,0,6,5,2,2,0,0,0,0,1,0,1,4
"PSMC3",9,7,2,46,7,10,70,39,12,39,10,2,21,7,7,3,12,17
"CELF1",6,4,0,13,9,17,69,28,6,35,4,5,13,7,5,3,12,6
"NDUFS3",8,3,0,23,8,6,57,23,7,24,12,8,10,15,4,1,6,8
"PTPMT1",6,4,1,7,6,5,29,20,3,12,3,4,8,4,2,0,1,4
"KBTBD4",1,0,1,1,1,3,14,10,3,9,0,2,3,0,0,0,2,6
"RP11-76I23.7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"FAM180B",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QTNF4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCH2",2,6,0,10,1,9,24,18,4,21,4,2,12,24,2,1,6,8
"AGBL2",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FNBP4",10,5,6,25,11,34,78,37,19,54,11,10,25,13,9,3,11,14
"NUP160",3,0,1,7,1,6,37,16,10,21,1,4,6,3,3,0,4,1
"PTPRJ",7,0,2,2,2,1,13,6,0,2,1,1,3,1,0,0,3,0
"FOLH1",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APLNR",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24
"TNKS1BP1",0,0,0,10,0,1,2,0,1,2,0,0,0,5,0,0,0,3
"SSRP1",2,4,1,25,4,21,43,19,7,29,2,4,7,13,6,0,5,8
"SLC43A3",0,0,0,10,0,1,8,4,1,5,0,0,0,0,1,1,1,9
"RTN4RL2",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"SLC43A1",0,0,0,2,0,0,1,1,0,2,1,0,2,0,1,0,0,2
"TIMM10",3,8,3,11,5,17,38,18,8,18,6,2,8,13,3,0,1,13
"UBE2L6",18,7,5,48,13,15,93,41,12,37,2,12,21,1,8,2,8,32
"SERPING1",0,1,0,216,0,0,2,1,2,1,0,0,0,0,0,0,0,55
"YPEL4",2,0,0,1,1,0,1,0,0,1,1,0,2,0,0,1,0,3
"CLP1",0,1,0,8,0,1,8,8,1,8,0,0,1,0,0,0,4,2
"ZDHHC5",1,0,0,1,1,6,18,3,0,6,1,4,3,2,0,0,2,2
"MED19",3,5,2,26,9,26,58,25,8,29,7,5,18,5,2,0,2,8
"TMX2",5,3,1,28,2,8,34,27,11,16,3,5,4,13,1,1,5,10
"C11orf31",11,13,4,56,4,40,79,27,38,47,11,10,16,28,11,4,12,45
"CTNND1",0,1,0,11,2,1,3,0,1,3,0,0,0,13,1,1,0,22
"LPXN",3,15,2,0,10,16,58,32,8,22,1,6,13,0,0,4,8,3
"ZFP91",2,4,0,7,3,10,21,10,3,10,2,5,2,2,4,1,0,4
"GLYATL2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM111B",0,0,0,0,0,3,0,0,5,0,0,0,0,0,1,0,0,0
"AP001258.4",0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0
"FAM111A",1,0,1,12,1,2,10,9,2,5,1,4,3,1,3,0,1,2
"DTX4",0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0
"MPEG1",0,6,0,1,0,7,0,0,7,0,0,0,0,0,0,5,0,0
"OSBP",2,1,2,2,0,5,16,5,1,2,2,1,2,2,1,0,3,4
"AP000442.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"PATL1",2,0,1,2,2,3,13,1,4,9,3,3,4,0,1,0,1,4
"STX3",0,2,0,7,1,3,3,8,2,1,0,0,1,3,1,0,2,6
"MRPL16",2,2,0,14,1,5,18,8,2,12,1,1,5,6,5,0,2,4
"MS4A2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MS4A6A",0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0
"MS4A4A",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"MS4A7",0,17,0,1,0,2,0,0,0,0,0,0,0,0,0,8,0,0
"MS4A1",1,0,0,0,0,95,2,1,70,1,0,1,0,0,0,0,0,0
"MS4A12",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"MS4A8",0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CCDC86",2,0,0,4,0,2,19,3,1,5,1,0,2,1,0,0,0,1
"PTGDR2",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZP1",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRPF19",6,2,1,13,2,9,39,8,2,14,5,3,6,10,0,1,6,6
"TMEM109",6,3,1,31,2,17,49,23,8,25,3,3,9,3,1,1,5,25
"TMEM132A",0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"SLC15A3",0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,2
"CD6",16,1,2,1,6,2,175,66,4,112,19,1,4,0,0,0,21,0
"CD5",17,0,2,1,0,1,90,19,1,60,3,0,2,0,0,1,11,0
"VPS37C",1,0,0,9,0,1,1,0,0,1,0,0,0,1,0,1,0,4
"VWCE",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"DDB1",7,1,0,20,7,9,63,26,15,30,5,2,7,5,13,0,8,9
"TKFC",1,0,0,2,1,2,4,4,2,3,0,1,0,6,2,0,0,5
"CYB561A3",2,2,0,4,2,9,17,9,13,12,3,1,3,2,0,2,2,5
"TMEM138",2,0,0,8,2,4,31,11,1,14,3,0,4,1,0,0,5,1
"TMEM216",1,0,0,10,1,8,15,6,3,10,2,2,5,0,0,0,3,3
"CPSF7",2,2,0,7,3,6,23,10,6,8,3,2,5,1,1,0,2,2
"RP11-286N22.8",1,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,1,0
"SDHAF2",8,1,1,18,9,16,50,31,7,37,6,4,11,0,3,0,7,8
"PPP1R32",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"SYT7",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"DAGLA",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MYRF",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"TMEM258",18,13,4,101,9,38,174,65,22,78,13,10,21,35,64,6,29,46
"FEN1",1,0,0,1,2,4,10,6,3,13,3,0,4,1,3,0,5,1
"FADS2",0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FADS1",0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,2
"FADS3",1,0,0,21,0,14,9,6,9,5,2,0,4,0,0,0,0,15
"RAB3IL1",0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BEST1",0,2,1,7,2,1,11,5,3,5,1,0,3,0,0,0,3,0
"FTH1",892,2430,312,6379,790,1789,10513,4054,1807,6522,1272,385,1447,944,78,1178,818,891
"RP11-810P12.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"INCENP",0,0,0,0,0,1,2,0,0,1,0,0,0,0,2,0,0,0
"SCGB2A1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASRGL1",0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,32
"AHNAK",14,19,3,74,5,19,120,48,5,37,5,4,7,19,11,4,12,40
"RP11-864I4.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"EEF1G",2,2,0,0,4,8,18,6,0,21,3,2,5,4,1,1,2,1
"TUT1",1,0,0,3,0,0,2,0,1,1,0,0,3,0,2,0,0,5
"MTA2",0,0,1,7,0,8,4,2,0,0,0,0,2,0,1,0,1,1
"EML3",1,0,0,10,2,8,28,5,2,10,1,0,6,1,0,0,2,5
"ROM1",0,0,0,4,0,1,2,1,0,0,0,0,0,0,0,0,1,4
"B3GAT3",1,1,0,19,5,7,36,14,3,15,5,3,10,5,4,2,3,3
"GANAB",3,4,0,23,5,7,21,8,3,13,2,3,4,13,7,1,1,11
"INTS5",1,2,0,1,1,3,9,1,3,6,2,1,4,0,2,0,1,0
"LBHD1",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"METTL12",9,2,1,9,5,9,56,13,9,34,4,2,9,5,0,2,5,1
"UQCC3",0,0,0,6,3,3,12,9,3,14,2,3,0,19,0,1,2,6
"UBXN1",18,17,5,83,18,78,188,94,38,121,19,11,38,12,4,5,32,53
"LRRN4CL",0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BSCL2",0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"HNRNPUL2",5,2,0,11,4,3,16,7,6,14,4,2,3,5,2,0,0,8
"TTC9C",0,1,0,5,3,1,6,5,5,4,3,0,1,0,0,0,3,1
"ZBTB3",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"POLR2G",7,7,1,37,1,18,42,26,13,28,5,5,19,6,5,2,5,10
"RP11-727F15.11",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAF6L",0,0,0,7,0,1,4,0,1,2,0,1,0,1,0,0,0,2
"TMEM223",1,1,0,13,1,3,13,5,2,6,0,0,2,8,2,0,0,4
"RP11-727F15.12",0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
"TMEM179B",4,5,1,39,7,6,41,24,4,17,5,6,6,5,8,2,13,26
"NXF1",10,1,1,41,4,35,71,34,12,50,6,3,7,5,5,3,7,23
"STX5",9,5,6,31,12,34,81,34,29,66,12,9,11,1,2,1,16,8
"RP11-727F15.9",2,0,0,7,0,1,4,2,3,3,1,0,1,0,4,1,1,0
"WDR74",3,5,1,17,6,37,61,22,43,67,7,2,10,9,10,0,12,5
"SLC3A2",20,11,4,71,8,19,209,101,12,106,23,11,30,15,14,3,31,42
"HRASLS5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RARRES3",60,10,15,112,59,33,334,202,11,147,30,35,102,8,5,5,25,15
"HRASLS2",0,0,0,0,0,0,0,1,0,0,0,1,0,3,6,0,0,0
"PLA2G16",6,2,2,26,8,8,21,27,1,4,1,8,21,0,6,1,0,33
"ATL3",1,2,0,10,1,2,19,11,1,2,2,1,3,0,1,2,2,5
"RTN3",3,0,3,32,1,7,44,20,6,25,1,1,5,10,5,2,6,12
"C11orf95",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"C11orf84",1,0,0,0,0,0,2,0,0,2,0,1,4,1,0,1,0,1
"MARK2",1,3,1,3,2,1,18,12,4,4,1,2,7,5,1,0,3,3
"RCOR2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAA40",1,0,0,2,1,1,4,1,1,0,0,0,1,0,1,0,1,0
"COX8A",30,56,6,107,20,66,335,139,23,127,23,22,49,137,24,14,61,62
"OTUB1",10,6,1,10,4,18,74,34,15,27,9,5,16,4,3,2,14,8
"MACROD1",0,0,0,6,0,1,4,3,1,3,1,1,0,3,1,0,1,3
"FLRT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STIP1",0,3,0,14,5,10,28,17,9,14,1,1,6,8,2,0,3,7
"FERMT3",4,12,1,0,4,6,50,21,5,15,2,1,6,0,1,2,5,0
"TRPT1",1,2,1,13,6,7,15,8,2,5,3,1,5,5,1,0,2,1
"NUDT22",3,2,1,10,1,3,16,5,5,8,0,1,5,4,8,0,4,6
"DNAJC4",6,4,0,16,2,14,32,6,7,13,4,0,6,5,5,0,4,7
"VEGFB",2,2,0,4,0,4,8,5,2,4,1,1,3,1,0,0,0,0
"FKBP2",15,23,4,87,10,19,145,65,13,54,9,9,11,31,89,4,11,41
"PPP1R14B",2,8,1,5,0,11,21,8,8,4,3,0,2,19,2,0,2,7
"RP11-783K16.5",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"PLCB3",0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0
"BAD",7,4,1,26,2,10,43,19,2,11,0,0,5,9,0,0,4,8
"GPR137",0,4,0,10,1,2,26,9,1,11,0,2,6,1,1,0,3,7
"TEX40",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESRRA",0,2,0,3,0,5,8,2,2,7,1,1,2,10,1,1,2,5
"TRMT112",50,16,8,113,26,74,264,133,39,173,25,22,50,24,31,6,46,63
"PRDX5",14,20,2,116,11,41,156,65,36,55,19,13,27,136,33,4,22,45
"AP003774.1",2,0,0,0,1,4,10,7,1,5,1,2,3,3,0,0,4,0
"CCDC88B",3,3,1,2,1,3,20,16,3,13,0,2,4,5,2,0,6,1
"RPS6KA4",0,2,1,8,0,2,9,5,1,2,1,1,3,0,1,0,0,1
"AP003774.6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"NRXN2",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RASGRP2",3,3,2,4,1,27,38,9,26,51,12,2,1,0,2,2,1,3
"PYGM",0,0,0,1,0,1,2,0,0,3,1,1,0,0,0,0,0,1
"SF1",33,14,7,44,23,73,250,138,55,193,38,11,35,11,12,2,24,27
