"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells"
"UBE2V2",45,68,2,1,4,6,7,5,7,3,6,4,20,3,9,3,10,3,47,284
"RP11-567J20.3",0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0
"EFCAB1",0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SNAI2",2,151,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"PCMTD1",14,46,4,1,2,1,3,4,9,5,4,2,12,3,5,0,5,3,57,87
"RP11-110G21.1",1,7,0,0,1,0,0,1,3,1,0,0,2,0,1,0,0,1,9,24
"RP11-546K22.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-546K22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ST18",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"RB1CC1",14,33,1,1,0,1,7,1,3,2,3,2,10,3,8,0,5,0,45,72
"ATP6V1H",84,55,5,9,10,0,5,6,5,5,10,2,24,3,8,1,20,2,85,97
"RGS20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"TCEA1",58,71,1,3,11,2,9,8,7,4,13,1,34,6,11,3,15,4,103,353
"RP11-30L15.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LYPLA1",46,46,3,7,4,1,4,4,7,1,3,2,15,2,8,1,8,3,76,206
"MRPL15",43,33,1,5,2,0,4,3,2,1,5,0,9,1,10,0,5,1,29,250
"SOX17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM68",4,8,1,0,1,2,4,1,1,1,3,0,1,0,1,0,1,0,25,73
"TGS1",12,23,3,3,4,3,6,7,0,3,6,1,14,5,4,0,8,0,51,136
"LYN",114,12,0,2,0,0,1,1,10,0,0,0,17,6,1,0,32,0,1,60
"RPS20",2510,3052,273,113,313,185,419,296,457,223,628,410,1013,389,361,65,1070,175,4684,12905
"PLAG1",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"CHCHD7",72,34,5,6,4,6,11,6,11,3,8,5,27,4,6,2,14,6,79,312
"RP11-140I16.3",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
"SDR16C5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"PENK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-17A4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00968",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMPAD1",18,40,1,0,0,0,1,0,0,2,5,1,3,0,7,3,6,0,10,93
"LINC01606",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"FAM110B",6,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0
"UBXN2B",14,4,0,0,1,0,0,1,0,1,2,1,4,0,1,0,12,2,7,50
"SDCBP",420,163,19,10,14,5,38,7,8,7,29,12,52,15,18,0,131,8,231,319
"NSMAF",26,9,1,2,1,0,1,1,2,0,3,1,4,1,1,0,14,0,16,29
"TOX",0,0,1,1,1,1,9,1,1,0,9,2,16,2,0,0,0,5,41,0
"RP11-25K19.1",0,1,4,3,4,1,10,4,3,1,5,1,14,4,0,0,0,2,38,2
"CA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"LINC01301",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"RAB2A",76,248,10,11,10,6,12,11,2,2,14,2,48,14,33,4,27,3,157,601
"RP11-91I20.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHD7",10,7,2,1,0,1,5,0,6,2,5,2,5,0,2,0,1,1,37,147
"AC022182.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC022182.3",1,0,0,1,3,0,4,2,11,1,1,5,15,1,0,0,1,0,41,21
"CLVS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASPH",42,121,0,1,0,0,1,0,1,0,1,0,4,0,13,0,17,0,3,308
"RP11-280G9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"UG0898H09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-659E9.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GGH",10,16,0,2,0,0,1,0,1,0,1,0,1,0,10,1,0,10,2,312
"TTPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"YTHDF3-AS1",5,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,3,17
"YTHDF3",22,18,3,3,2,3,3,3,1,2,3,1,11,2,1,1,10,0,31,68
"RP11-16E18.3",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"LINC01289",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-21C4.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BHLHE22",0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
"CYP7B1",0,19,0,0,0,1,2,0,0,0,0,1,0,0,3,0,0,0,10,1
"LINC01299",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CTD-3025N20.3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ARMC1",7,16,2,1,2,0,5,2,1,1,2,0,5,2,8,1,4,1,35,52
"MTFR1",5,11,0,1,0,0,0,0,3,0,0,0,1,0,1,0,2,0,2,95
"RP11-707M3.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"PDE7A",10,15,7,2,4,1,5,2,7,0,12,1,17,4,1,1,7,3,36,21
"CTD-2532N20.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"DNAJC5B",21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AC084082.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RRS1-AS1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,4,2
"RRS1",12,18,2,1,6,1,1,2,1,1,9,4,13,5,0,1,12,2,72,125
"ADHFE1",0,1,1,0,0,0,1,0,0,0,0,1,2,1,2,0,0,0,4,0
"MYBL1",1,2,0,0,0,1,0,0,0,0,1,0,6,1,0,0,0,0,7,3
"VCPIP1",10,6,1,0,1,1,0,0,2,1,1,1,6,0,3,0,1,1,35,22
"C8orf44",2,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,15
"AC090154.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SGK3",11,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,4,24
"MCMDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"TCF24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"COPS5",34,47,2,5,2,2,8,4,2,1,12,0,17,5,4,1,20,0,76,250
"CSPP1",4,8,3,1,0,2,1,0,1,0,2,2,6,2,1,2,1,0,18,46
"ARFGEF1",11,9,0,1,1,0,3,3,1,0,2,1,7,3,4,0,4,0,18,60
"RP11-7F18.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PREX2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C8orf34",0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"SULF1",1,373,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,3
"SLCO5A1",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,27
"RP11-159H10.3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11
"NCOA2",14,5,2,3,2,1,5,2,4,0,9,0,5,3,1,0,3,0,16,31
"RP11-333A23.4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"TRAM1",80,131,3,4,8,5,22,9,7,10,19,4,24,17,12,3,17,6,127,318
"LACTB2-AS1",1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,11,3
"LACTB2",22,12,0,0,0,0,0,2,2,0,3,0,2,1,3,0,3,2,26,129
"XKR9",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"RP11-1102P16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MSC-AS1",4,16,0,2,1,1,1,1,0,0,3,0,1,0,5,0,1,0,4,0
"MSC",13,80,1,4,5,0,2,3,1,0,9,0,13,10,20,0,6,1,36,4
"TRPA1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TERF1",35,58,12,3,11,4,10,6,7,0,6,6,28,7,6,2,6,7,94,195
"SBSPON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
"C8orf89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RPL7",2061,3462,198,100,244,132,412,294,484,277,516,420,928,379,423,50,1348,99,4778,19097
"RDH10",3,8,0,3,1,0,5,1,0,0,1,0,6,0,1,0,2,0,10,64
"STAU2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"STAU2",8,4,2,0,1,0,2,2,1,0,1,1,6,3,3,0,2,0,20,34
"RP11-463D19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"UBE2W",25,15,0,1,1,0,2,0,2,3,2,1,5,1,3,0,6,0,21,38
"TCEB1",202,181,14,4,11,6,25,16,17,8,28,9,43,9,28,9,74,5,231,572
"TMEM70",71,46,4,3,5,4,14,6,5,3,16,3,21,3,8,2,21,0,108,228
"LY96",246,52,3,1,0,0,4,2,5,1,1,0,2,0,8,3,53,0,52,3
"RP11-6I2.3",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"JPH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"GDAP1",1,1,1,0,1,0,0,1,0,0,0,0,2,2,1,0,0,0,8,22
"PI15",0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"CRISPLD1",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-697M17.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CASC9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"HNF4G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"ZFHX4",0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEX2",20,40,2,4,1,1,4,3,2,0,3,1,13,3,9,0,6,2,55,91
"PKIA",3,1,1,2,1,0,2,1,0,0,1,2,1,0,0,0,1,0,15,2
"ZC2HC1A",5,32,1,0,0,0,2,0,3,2,0,0,3,0,2,0,3,0,55,18
"IL7",0,3,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,16,28
"RP11-79H23.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"STMN2",0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"HEY1",7,50,0,0,1,0,6,0,0,1,0,0,1,2,7,0,0,0,9,15
"LINC01607",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-26J3.1",1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MRPS28",24,19,1,4,3,3,1,3,0,1,0,0,9,2,5,1,6,0,29,163
"RP11-92K15.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
"TPD52",16,2,2,1,1,0,3,4,9,0,5,0,10,2,0,3,1,0,31,557
"RP11-92K15.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"RP11-48B3.5",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"ZBTB10",13,13,0,0,1,1,1,0,1,0,1,3,1,0,3,0,5,0,6,24
"RP11-48B3.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-48B3.4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ZNF704",0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30
"PAG1",25,18,3,6,4,2,8,5,3,4,7,4,10,1,5,0,11,1,66,50
"RP11-1149M10.2",6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
"RP11-363E6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"FABP5",1385,48,24,20,66,20,87,28,10,4,90,2,127,21,37,6,125,25,213,1566
"FABP4",25,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1
"IMPA1",14,8,2,2,1,0,2,3,3,0,3,0,6,0,3,0,1,2,24,42
"SLC10A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"ZFAND1",10,36,2,0,2,1,3,1,6,3,6,2,13,0,3,1,6,1,43,232
"CHMP4C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,105
"SNX16",3,7,1,0,0,0,0,1,1,0,3,0,3,1,1,0,1,0,15,8
"LRRCC1",5,16,0,0,0,0,1,0,0,0,1,0,3,0,3,0,1,0,8,61
"RP11-219B4.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E2F5",0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,32
"C8orf59",113,198,12,4,16,2,15,10,17,16,26,5,49,17,25,3,42,10,160,681
"CA13",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8
"RP11-219B4.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CA3-AS1",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CA2",63,5,0,1,0,0,7,0,4,6,0,0,1,0,20,2,29,0,9,46
"ATP6V0D2",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WWP1",15,7,1,1,2,1,1,2,0,0,3,1,2,1,2,0,1,0,17,54
"RMDN1",21,12,2,3,0,1,3,1,1,1,4,1,9,2,6,2,2,0,27,70
"CPNE3",26,32,2,1,1,1,4,5,3,1,4,2,9,3,9,0,6,0,38,197
"AF121898.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MMP16",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-37B2.1",7,4,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,5
"RIPK2",48,37,0,1,2,2,3,2,4,0,4,3,12,5,6,2,47,0,33,87
"OSGIN2",8,4,0,0,3,1,1,0,1,0,1,0,3,1,0,0,7,2,11,17
"NBN",20,23,1,1,1,0,4,3,2,0,3,1,8,3,3,0,16,3,14,93
"DECR1",52,74,0,3,2,7,16,6,7,3,15,0,18,6,14,3,17,5,112,519
"CALB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"TMEM64",3,14,4,1,1,0,1,0,3,0,3,1,3,1,1,0,1,0,20,35
"RP11-68L18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"C8orf88",1,2,0,0,2,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0
"TMEM55A",13,27,2,0,0,0,0,0,0,1,0,1,3,0,9,0,1,0,23,12
"OTUD6B-AS1",35,45,9,9,8,4,8,11,8,3,18,6,35,18,8,3,9,3,110,186
"OTUD6B",13,5,0,1,0,0,0,0,0,0,0,1,0,3,2,0,0,0,5,33
"LRRC69",1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2
"RUNX1T1",0,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TRIQK",5,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,4,49
"FAM92A1",6,50,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,36
"CTD-2006H14.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RBM12B",1,6,0,1,0,0,1,2,0,0,3,1,1,0,1,0,1,0,3,26
"RP11-10N23.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM67",0,2,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,19
"PDP1",12,14,0,2,0,1,2,1,0,0,1,0,2,1,3,2,1,0,8,38
"RP3-388N13.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"CDH17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241
"GEM",49,210,4,16,0,5,39,1,2,2,17,0,24,1,33,0,24,3,207,127
"RAD54B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,14
"KIAA1429",8,10,1,1,2,1,3,1,0,1,4,0,7,2,2,1,2,1,24,54
"RP11-267M23.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"RP11-22C11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"ESRP1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,74
"DPY19L4",6,12,0,0,0,0,1,1,2,0,1,0,3,0,0,0,1,0,1,41
"INTS8",5,9,1,0,3,1,6,1,1,0,1,0,5,5,1,0,3,0,17,45
"CCNE2",4,2,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,0,5,20
"RP11-347C18.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NDUFAF6",10,11,1,0,0,1,2,1,1,0,2,0,2,1,2,0,4,1,27,93
"TP53INP1",5,5,0,1,4,0,2,1,1,2,1,0,3,0,2,1,0,0,21,6
"RP11-320N21.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PLEKHF2",18,7,5,3,1,5,5,0,7,2,12,1,11,1,2,0,19,4,50,36
"C8orf37-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C8orf37",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
"RP11-90D11.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GDF6",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UQCRB",735,707,79,49,76,36,105,68,77,48,175,72,248,78,119,31,250,37,1476,2754
"KB-1043D8.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MTERF3",4,13,2,0,1,0,2,2,0,0,3,0,3,1,5,0,2,0,22,50
"PTDSS1",21,28,2,1,2,0,14,4,4,3,8,4,17,3,1,0,8,3,49,192
"SDC2",62,305,0,0,0,0,0,0,0,0,0,0,0,0,69,0,16,0,2,5
"CPQ",35,84,2,0,1,1,0,3,1,2,2,2,6,5,15,0,9,1,11,2
"TSPYL5",3,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"MTDH",176,262,22,6,11,9,40,20,30,5,34,20,71,16,26,9,53,12,323,1369
"LAPTM4B",4,34,0,0,0,0,1,1,0,0,0,0,0,0,9,0,0,0,31,369
"MATN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"RPL30",2032,2700,368,149,346,188,554,391,586,281,747,544,1392,507,329,69,1246,129,6034,14167
"KB-1208A12.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"ERICH5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"HRSP12",21,25,0,0,0,0,1,2,0,0,2,0,1,0,1,0,5,2,15,112
"POP1",0,1,0,2,1,0,1,0,1,0,0,0,3,0,1,0,0,0,4,22
"NIPAL2",5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,26
"STK3",4,21,0,1,0,0,1,0,0,0,2,0,4,0,3,0,1,0,7,48
"KCNS2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-44N12.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OSR2",0,20,0,0,1,0,10,0,2,0,0,0,1,1,2,0,2,6,8,82
"RP11-410L14.2",1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,3,11
"VPS13B",2,9,0,0,0,1,1,0,1,1,3,1,0,1,0,2,1,0,11,19
"COX6C",459,427,32,26,37,15,54,37,22,13,73,30,118,52,80,14,138,26,493,2945
"FBXO43",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
"POLR2K",92,109,13,8,11,8,21,11,10,5,23,7,50,17,24,2,18,5,172,309
"SPAG1",2,3,1,0,0,0,1,1,1,0,2,0,1,1,0,1,0,2,3,43
"RNF19A",9,18,6,5,1,5,19,6,4,2,4,3,13,6,1,2,5,1,49,23
"KB-1615E4.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKRD46",5,7,0,0,0,0,0,1,0,2,0,0,1,1,2,1,2,0,8,57
"SNX31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"PABPC1",531,544,29,13,35,14,116,66,103,55,115,84,235,51,50,11,271,29,1051,3689
"YWHAZ",215,165,15,7,16,13,26,16,13,13,50,15,84,20,22,6,64,12,277,680
"FLJ42969",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"KB-1460A1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"KB-1460A1.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF706",177,146,5,14,8,5,20,25,16,3,25,10,37,11,21,16,52,4,256,466
"KB-1410C5.5",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"GRHL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"NCALD",0,17,1,1,1,0,5,1,1,2,2,0,5,2,3,0,0,0,11,5
"RRM2B",11,10,0,0,0,1,0,0,2,0,2,0,4,0,1,2,1,0,8,19
"UBR5-AS1",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,7
"UBR5",13,15,4,0,0,0,1,1,1,0,5,2,4,3,5,1,3,1,52,71
"KB-1980E6.3",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0
"KLF10",37,52,3,2,5,2,18,1,7,3,7,1,18,3,7,4,29,12,73,69
"KB-1732A1.1",3,6,0,0,2,0,0,1,1,0,0,0,4,0,2,0,3,0,4,14
"AZIN1",55,48,12,9,12,0,21,13,5,1,7,5,42,6,8,3,26,7,169,205
"KB-1254G8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AZIN1-AS1",4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,11
"KB-1507C5.4",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ATP6V1C1",51,25,0,2,4,0,2,1,0,0,0,0,5,1,5,0,15,0,23,51
"BAALC",0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0
"FZD6",0,6,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,20
"CTHRC1",0,1930,0,0,0,0,2,1,0,0,1,0,1,1,4,0,1,0,2,23
"SLC25A32",10,21,0,4,1,0,1,1,4,1,3,1,13,2,3,0,1,1,25,45
"DCAF13",25,41,3,6,4,0,7,2,1,1,1,3,13,2,0,2,9,0,41,196
"RIMS2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"DPYS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DCSTAMP",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRP12",7,13,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,10,18
"ZFPM2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-395G23.3",0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,19
"OXR1",12,15,2,0,1,0,2,0,2,1,3,0,2,1,1,3,3,0,12,30
"ANGPT1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
"EIF3E",225,481,28,13,26,7,64,37,56,34,72,55,108,35,57,2,124,14,681,2758
"EMC2",10,41,1,1,1,1,0,0,1,1,1,1,4,2,11,2,2,2,30,94
"RP11-1084E5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"NUDCD1",10,16,1,0,0,0,0,2,1,0,1,0,3,3,1,0,2,0,10,51
"ENY2",212,236,19,9,16,8,26,9,14,6,51,6,73,21,34,6,59,13,169,660
"PKHD1L1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"EBAG9",20,22,4,3,4,0,5,5,2,1,8,1,16,5,2,3,3,3,36,155
"SYBU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53
"KCNV1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"TRPS1",9,15,1,1,1,1,2,1,0,0,1,0,1,1,1,0,5,0,28,0
"AF178030.2",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"LINC00536",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EIF3H",206,301,27,15,29,18,46,22,45,17,72,35,109,36,28,4,118,16,547,1668
"UTP23",7,19,1,4,0,4,4,3,3,1,4,1,17,3,3,1,5,1,40,87
"RAD21",30,71,9,3,4,1,13,2,6,4,11,4,17,5,15,0,10,9,100,327
"RAD21-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AARD",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MED30",15,26,3,4,4,3,5,4,3,1,11,1,19,10,1,1,9,3,62,132
"EXT1",3,23,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,3,37
"SAMD12",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,17
"AC023590.1",5,2,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,7,1
"TNFRSF11B",0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
"MAL2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,248
