"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"IDO1",6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0
"IDO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C8orf4",10,1052,0,0,2,46,0,1,0,0,0,0,12,0,0,0,0,68,0,3,1,3,42,242,5
"ZMAT4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SFRP1",0,8,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0
"GOLGA7",154,295,1,3,2,46,1,2,4,2,24,4,2,4,6,3,2,34,1,25,5,35,387,81,18
"GINS4",2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,35,0,0
"RP11-360L9.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"RP11-360L9.7",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0
"GPAT4",51,109,0,1,1,7,0,1,6,1,4,1,0,1,1,0,0,7,0,19,2,8,253,47,3
"RP11-360L9.8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANK1",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0
"RP11-930P14.2",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"KAT6A",38,95,0,5,1,12,1,0,7,1,10,4,1,3,4,0,0,12,0,14,3,14,184,43,7
"RP11-589C21.6",0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,3,1,0
"RP11-589C21.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AP3M2",13,48,1,0,0,7,0,1,3,0,8,0,1,4,0,1,0,8,0,0,1,8,115,21,2
"PLAT",4,941,0,0,9,41,0,0,4,9,7,0,0,1,0,0,1,39,0,0,0,2,38,60,0
"RP11-231D20.2",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,5,0,0
"IKBKB",34,56,0,0,1,8,0,0,4,1,2,3,3,2,4,0,1,6,0,4,0,13,208,26,3
"POLB",14,22,0,0,0,6,0,0,2,1,2,0,1,0,0,0,0,5,0,3,0,4,56,5,1
"DKK4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
"VDAC3",105,386,0,5,1,46,1,4,12,0,28,4,3,1,5,0,1,56,0,21,22,54,878,78,31
"SLC20A2",11,60,1,0,1,4,0,0,2,0,5,1,1,1,1,0,0,8,0,5,0,6,247,25,5
"RP11-503E24.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SMIM19",99,165,1,2,3,25,0,2,3,5,13,2,2,2,5,1,6,27,1,17,4,36,785,29,17
"CHRNA6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THAP1",13,84,0,0,1,14,2,0,2,0,4,0,1,0,1,1,0,13,1,6,2,9,136,9,4
"RNF170",23,66,0,0,1,15,0,0,2,1,3,0,1,0,2,0,0,6,0,4,2,11,263,13,6
"HOOK3",95,230,2,3,1,27,0,1,5,1,14,0,2,0,4,0,0,40,1,17,2,25,281,42,11
"FNTA",83,263,1,4,9,29,1,4,12,4,27,1,1,1,5,0,0,34,1,13,5,27,490,75,19
"POMK",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
"HGSNAT",62,156,1,3,2,20,0,0,0,2,4,2,2,2,1,0,0,9,1,13,2,7,157,52,6
"RP11-1134I14.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPIDR",15,67,0,3,0,6,0,0,2,1,4,1,0,1,0,0,0,1,0,4,1,4,84,13,2
"CEBPD",287,450,0,8,3,92,1,1,8,0,8,0,9,0,1,0,1,44,1,73,0,1,196,24,30
"PRKDC",51,191,2,3,1,23,2,2,2,1,14,5,3,4,3,0,0,25,1,17,6,28,449,74,14
"MCM4",8,30,0,1,0,2,0,1,0,1,2,1,0,0,0,0,0,3,0,0,3,3,187,6,2
"UBE2V2",101,413,0,5,1,35,2,2,10,5,24,4,6,3,4,0,0,54,4,28,5,41,737,53,22
"RP11-567J20.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-567J20.2",0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AC026904.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-770E5.3",0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EFCAB1",1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"SNAI2",4,618,0,1,0,105,0,1,4,0,0,0,0,0,0,0,0,84,0,1,0,2,18,11,20
"SNTG1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"PXDNL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-11C20.3",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCMTD1",63,229,0,0,0,35,0,0,8,1,8,1,3,2,1,0,1,29,3,10,1,21,249,66,16
"RP11-110G21.1",3,9,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,35,6,1
"RP11-546K22.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-546K22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"ST18",12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"FAM150A",0,140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"RB1CC1",58,236,1,1,2,17,1,4,5,2,12,5,6,3,3,0,1,33,2,10,0,14,303,72,17
"RP11-400K9.4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"ATP6V1H",73,119,0,3,0,21,0,2,4,1,15,0,4,3,1,1,1,21,0,14,2,19,298,35,22
"RGS20",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"TCEA1",192,452,1,5,1,48,2,10,5,11,46,8,3,6,10,2,2,80,11,33,17,79,966,90,33
"LYPLA1",134,241,1,6,0,15,0,2,10,2,23,3,0,3,5,2,4,28,4,33,3,40,823,89,11
"MRPL15",70,201,1,3,2,19,0,1,12,1,15,0,2,0,5,0,5,26,3,15,1,18,671,58,13
"SOX17",0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,138,1
"RP11-53M11.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"RP1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0
"XKR4",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TMEM68",23,64,0,1,1,3,0,0,4,0,6,1,0,0,2,0,0,12,0,5,0,8,210,10,2
"TGS1",41,121,1,0,0,9,0,1,5,1,12,3,0,3,2,0,0,11,1,8,4,15,262,21,1
"LYN",236,35,0,8,0,3,0,1,7,3,1,0,1,1,1,0,2,1,1,49,0,2,397,38,0
"RPS20",3496,10884,75,180,45,1591,70,124,219,254,1101,198,110,331,216,38,179,996,62,891,168,1341,23372,2255,528
"PLAG1",1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
"CHCHD7",143,144,4,7,0,22,2,5,4,2,26,5,1,4,4,0,2,12,1,26,2,34,700,33,10
"RP11-140I16.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
"SDR16C5",14,23,1,0,1,2,0,0,0,0,1,0,0,0,0,0,2,3,0,2,1,4,1424,6,2
"PENK",3,100,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"LINC00968",1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMPAD1",68,172,0,0,1,11,0,0,2,1,2,0,0,0,1,1,1,30,0,12,1,7,278,41,8
"FAM110B",8,88,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,4,5,7
"UBXN2B",57,31,0,3,1,1,1,1,1,0,5,2,0,0,1,0,2,10,0,20,1,6,145,4,2
"SDCBP",1062,840,0,22,1,144,1,8,55,16,37,10,2,12,9,0,8,56,1,247,7,43,1354,157,29
"NSMAF",47,62,1,1,1,10,0,1,1,1,10,3,2,1,0,0,0,5,1,8,3,3,114,12,5
"TOX",3,4,7,0,1,0,0,1,0,0,9,1,1,0,0,0,0,0,1,0,0,8,9,0,0
"RP11-25K19.1",2,6,1,0,2,0,0,2,0,1,9,2,1,1,1,0,0,0,0,1,2,10,13,0,0
"CA8",3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,13,0
"LINC01301",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,1
"RAB2A",257,1242,2,7,7,117,1,3,20,7,38,7,2,4,11,0,8,169,7,58,7,95,2184,220,68
"RP11-91I20.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-91I20.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CHD7",20,12,0,0,1,2,0,0,3,1,2,0,0,1,0,0,1,3,1,3,0,1,311,36,2
"AC022182.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"AC022182.3",1,0,0,0,0,0,1,0,1,3,2,0,0,1,4,0,1,0,0,0,0,0,46,5,1
"CLVS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASPH",129,542,0,3,5,45,0,0,4,1,1,1,2,3,2,1,11,53,1,20,1,5,2269,157,18
"RP11-280G9.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NKAIN3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UG0898H09",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGH",18,105,0,0,0,9,0,1,2,0,0,0,1,0,1,0,2,10,2,1,6,3,372,37,3
"YTHDF3-AS1",2,14,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,1,43,5,1
"YTHDF3",57,103,0,0,2,12,0,1,4,0,1,1,2,1,0,0,0,9,0,12,1,7,271,18,9
"RP11-16E18.3",0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2,0
"RP11-21C4.1",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BHLHE22",1,58,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1
"CYP7B1",1,34,0,0,1,13,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,4,1,1,4
"LINC01299",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-3025N20.3",1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0
"ARMC1",43,149,0,5,0,14,1,2,4,3,11,0,0,1,3,1,0,17,3,4,1,15,213,30,7
"MTFR1",20,66,0,2,0,4,1,0,1,0,1,2,2,0,0,0,0,8,0,1,1,3,205,16,8
"RP11-707M3.3",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0
"PDE7A",27,25,0,1,0,4,2,3,0,1,8,2,0,0,2,1,0,3,0,17,2,18,29,7,0
"CTD-2532N20.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"DNAJC5B",25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIM55",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RRS1-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RRS1",28,84,0,0,0,7,1,1,1,1,5,2,1,0,0,0,0,10,1,7,1,14,147,26,9
"ADHFE1",3,4,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,3,0,2,0,1,3,2,0
"C8orf46",6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"MYBL1",1,2,0,0,0,0,1,1,0,0,9,0,0,1,1,1,0,0,0,0,1,0,1,0,1
"VCPIP1",42,40,0,4,0,8,0,1,2,1,6,1,0,1,1,1,0,13,0,8,0,6,108,11,0
"C8orf44-SGK3",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0
"C8orf44",5,10,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,3,0,1,0,2,61,9,1
"AC090154.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SGK3",77,17,0,3,0,2,1,1,3,1,2,1,1,1,0,0,0,4,0,9,0,6,46,17,1
"MCMDC2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCF24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"PPP1R42",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COPS5",80,267,1,11,1,38,2,1,11,1,11,5,4,3,5,4,1,40,1,24,3,26,669,64,15
"CSPP1",8,46,1,1,1,9,0,0,5,0,6,1,1,2,1,0,0,11,0,2,0,7,85,15,3
"ARFGEF1",35,80,1,1,0,7,0,1,2,1,6,3,0,3,3,1,0,12,1,11,1,16,242,24,0
"RP11-7F18.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"CPA6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PREX2",0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,0
"C8orf34",1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-865I6.2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SULF1",13,2589,0,2,0,94,0,1,0,1,0,0,4,1,1,0,0,112,1,3,1,3,53,20,12
"SLCO5A1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,4
"RP11-159H10.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0
"NCOA2",29,32,0,2,2,5,1,1,1,1,8,0,1,0,3,0,0,5,0,7,0,13,169,10,2
"TRAM1",277,772,1,9,4,92,1,10,15,1,35,8,4,7,5,1,4,76,11,61,12,49,1324,158,28
"LACTB2-AS1",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,7,0,0
"LACTB2",43,105,0,4,0,14,0,2,3,0,3,0,1,0,1,0,4,15,1,10,2,13,1296,16,8
"XKR9",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,1,0
"RP11-326E22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EYA1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSC-AS1",11,115,0,0,0,4,0,0,0,0,6,1,0,0,0,0,0,11,0,8,1,0,2,1,8
"MSC",10,305,0,0,1,9,0,0,0,0,5,1,2,0,0,0,0,16,0,6,0,2,6,8,2
"TRPA1",0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
"RP11-142A23.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TERF1",33,190,0,4,5,30,1,3,9,1,16,5,0,3,4,3,1,22,1,12,3,26,292,42,18
"RP11-531A24.5",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"SBSPON",1,7,0,0,2,0,0,0,15,0,0,0,3,0,0,0,0,1,0,0,0,0,21,0,28
"C8orf89",0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPL7",2395,12339,65,154,112,1884,65,102,302,242,938,153,111,270,206,37,262,1252,85,801,138,1364,26868,2359,706
"RDH10",17,66,0,0,4,21,0,1,2,0,1,0,0,0,0,0,1,5,0,0,0,3,380,11,0
"RDH10-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"RP11-434I12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"STAU2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"STAU2",35,45,0,0,2,4,1,1,2,0,8,2,0,0,3,0,0,2,0,4,0,6,110,22,5
"RP11-463D19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"UBE2W",82,64,0,2,0,11,0,1,3,1,7,2,0,0,2,0,2,24,2,10,2,13,177,22,11
"TCEB1",351,902,3,6,5,89,0,8,15,3,50,10,1,6,12,0,30,86,6,85,14,74,2339,210,50
"TMEM70",213,236,1,6,2,43,0,1,14,3,15,1,3,2,0,0,7,12,1,32,4,17,817,60,7
"LY96",641,328,0,20,0,22,0,1,20,0,4,1,1,1,1,0,2,15,13,125,1,19,25,49,5
"RP11-6I2.3",5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"RP1-16A9.1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"JPH1",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,1,0
"GDAP1",5,5,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,2,72,6,0
"MIR2052HG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-758M4.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PI15",0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,1
"CRISPLD1",0,40,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0
"CASC9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66,0,0
"HNF4G",2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,237,0,0
"ZFHX4-AS1",0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ZFHX4",0,106,0,0,0,28,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0
"PEX2",60,176,0,3,1,25,1,0,12,5,15,3,1,3,5,2,2,15,1,5,2,21,324,15,8
"PKIA-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"PKIA",4,8,0,0,1,1,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,8,1,8,0
"ZC2HC1A",14,117,0,0,3,29,0,1,6,0,2,0,2,1,0,0,0,4,0,1,1,11,61,9,10
"IL7",10,19,0,3,0,5,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,3,95,2,2
"RP11-79H23.3",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0
"STMN2",1,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HEY1",2,13,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,3,0,6,0,0,3,52,1
"LINC01607",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"RP11-26J3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
"MRPS28",49,158,0,2,1,13,0,2,3,6,7,0,2,3,1,0,3,29,0,15,4,18,369,32,11
"RP11-26J3.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-92K15.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"TPD52",35,35,1,2,1,2,3,2,1,1,7,3,0,1,6,1,13,4,7,9,1,23,2136,17,2
"RP11-48B3.5",3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1
"ZBTB10",19,34,0,0,0,7,0,0,3,1,1,0,0,0,2,0,0,7,0,1,0,0,11,19,10
"RP11-48B3.3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0
"RP11-48B3.4",0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,2
"ZNF704",5,34,0,0,0,7,0,0,3,1,0,0,0,0,0,0,0,6,0,2,0,1,45,10,15
"PAG1",99,127,1,1,1,10,0,2,0,2,19,6,1,6,0,0,0,33,1,28,4,25,314,3,3
"RP11-1149M10.2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"RP11-363E6.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-363E6.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FABP5",1641,135,1,62,0,6,0,1,251,3,21,11,0,2,5,1,5,63,2,114,5,31,1172,559,16
"PMP2",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FABP4",4,20,1,0,0,1,0,0,231,0,0,0,0,0,0,0,0,36,1,1,1,0,18,204,44
"IMPA1",33,64,0,0,0,12,2,4,1,4,9,2,0,3,1,0,0,7,1,6,3,15,226,17,5
"SLC10A5",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
"ZFAND1",36,163,4,3,0,31,0,0,5,3,7,5,2,4,2,1,4,32,3,9,4,18,510,33,24
"CHMP4C",2,7,0,0,1,1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,2,420,0,3
"SNX16",19,37,0,1,0,4,0,0,1,0,1,0,0,0,0,0,0,6,0,2,1,1,71,6,0
"LRRCC1",13,50,1,1,3,11,0,0,0,1,2,0,4,1,0,0,0,11,0,0,0,2,75,6,9
"RP11-219B4.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E2F5",3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0
"C8orf59",257,814,7,13,6,90,2,4,24,7,47,9,9,4,8,1,9,87,8,63,7,62,1947,138,38
"CA13",3,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,5,0
"CA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"CA3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,31,0,0
"CA3-AS1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CA2",50,8,0,4,1,3,0,4,1,0,5,0,0,0,0,0,0,4,0,7,1,0,24,164,0
"ATP6V0D2",23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"WWP1",52,57,0,1,2,11,0,0,3,1,3,1,0,3,1,1,0,2,0,3,2,10,270,24,5
"RMDN1",44,107,1,2,2,5,1,0,4,1,5,0,0,2,3,0,2,15,1,8,2,11,314,22,6
"CPNE3",73,220,0,5,2,37,1,0,12,0,15,4,1,0,0,1,0,31,3,24,0,20,423,38,25
"CNGB3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AF121898.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"MMP16",2,16,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,1
"RP11-37B2.1",6,30,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,21,0,1
"RIPK2",67,164,0,4,1,21,1,1,1,2,10,0,0,1,1,0,1,5,0,42,0,1,93,19,4
"OSGIN2",30,24,0,0,0,5,1,0,0,0,4,0,1,0,0,0,1,0,0,7,0,2,51,7,2
"NBN",68,135,0,1,0,21,1,4,2,1,8,2,1,0,0,2,0,16,0,23,1,17,171,16,7
"DECR1",92,287,0,6,3,54,1,3,20,6,21,2,1,4,3,0,6,37,3,36,12,47,717,68,16
"CALB1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"TMEM64",9,43,0,0,0,10,0,0,2,0,6,0,1,0,1,2,0,3,0,1,1,6,44,10,2
"RP11-68L18.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NECAB1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C8orf88",0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,3
"TMEM55A",65,140,0,3,0,25,0,0,2,3,2,0,1,2,0,0,0,26,2,12,0,11,90,5,6
"OTUD6B-AS1",55,194,1,1,1,29,3,2,6,4,30,4,2,5,8,1,1,34,8,15,1,34,575,41,21
"OTUD6B",13,27,0,0,0,3,0,0,1,1,4,1,0,1,0,0,0,6,2,1,0,3,93,8,3
"LRRC69",2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,2,19,3,0
"SLC26A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"RUNX1T1",1,184,0,0,1,61,0,0,3,0,0,0,0,0,0,0,0,18,0,0,0,0,5,12,9
