"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"FBXO25",19,3,4,3,2,4,1,3,6,7,1,1,8,28,4,4,10,2,1,2,4,3,7,7,3,2,1,1,24,287,18
"RP11-91J19.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"TDRP",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,12
"ERICH1",35,13,12,11,6,8,7,4,7,10,0,1,19,42,16,6,21,1,3,2,4,4,9,9,6,4,3,4,23,362,32
"CLN8",138,9,16,23,1,4,7,5,10,8,0,2,9,57,19,2,40,0,3,8,0,11,12,3,6,0,6,2,40,136,13
"CTD-2336O2.3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"CTD-2336O2.1",49,8,4,7,1,3,2,5,8,1,0,0,2,30,8,0,18,1,1,0,1,0,7,6,6,1,3,1,23,146,10
"ARHGEF10",3,10,2,0,0,0,1,3,0,0,0,0,2,4,3,0,8,1,0,0,0,0,4,0,0,0,2,0,3,36,9
"KBTBD11-OT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"KBTBD11",2,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,27,2
"RP11-439C15.5",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
"MYOM2",2,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,0,4,0,0,1,0,0,0,2,13,1
"RP11-378A12.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-134O21.1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,26,2
"GS1-57L11.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CSMD1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RP11-115C21.2",4,1,0,0,1,0,2,0,0,1,0,1,0,6,0,0,3,0,1,1,1,1,3,1,1,1,0,1,2,97,4
"MCPH1",3,3,0,1,1,1,0,1,1,5,0,0,6,7,2,4,3,0,0,0,0,0,2,2,0,1,1,2,6,47,4
"ANGPT2",3,2,2,0,0,1,0,0,1,3,0,0,2,5,5,2,9,0,1,0,2,0,100,1,1,0,0,0,6,114,152
"AGPAT5",22,3,2,3,6,1,2,2,12,2,0,4,3,43,5,6,10,0,1,4,0,11,10,5,0,1,0,2,25,222,6
"GS1-24F4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DEFB1",4,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,62,1
"DEFA6",1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,377,0
"DEFA5",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,104,0
"FAM66B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DEFB4A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM85B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"SGK223",6,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,2,0,0,1,1,0,0,122,7
"CTA-398F10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CLDN23",10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,1,1,0,0,0,131,2
"MFHAS1",12,0,0,0,2,0,4,0,16,2,0,0,6,65,3,1,25,2,2,1,3,1,1,6,2,9,4,1,32,201,13
"ERI1",19,6,4,3,1,1,0,0,1,3,0,0,4,9,0,0,4,0,3,0,0,0,3,0,2,2,0,1,10,76,3
"PPP1R3B",5,0,0,4,0,0,1,0,0,0,0,0,0,3,2,1,3,0,0,0,1,1,3,0,2,0,0,1,0,84,8
"RP11-10A14.4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"RP11-10A14.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-10A14.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"RP11-375N15.2",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0
"TNKS",7,2,3,2,1,0,1,1,2,0,0,0,1,11,4,0,6,1,1,0,1,2,5,2,3,0,0,1,2,75,12
"RP11-1E4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"MSRA",55,14,4,17,2,0,0,1,5,3,1,1,12,23,4,0,12,1,3,1,0,4,9,10,5,2,1,0,12,97,28
"SOX7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,70
"PINX1",14,2,3,2,0,1,1,0,0,1,0,0,4,13,7,2,4,1,0,0,1,1,10,4,2,0,0,0,9,189,16
"RP11-177H2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"XKR6",1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,2,0,0,0,0,0,1,4,0,1,0,0,0,2,0
"AF131216.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MTMR9",8,5,6,5,4,1,1,0,0,8,1,1,15,26,7,2,12,0,4,3,0,4,5,4,3,5,1,2,14,76,30
"AF131216.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC35G5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FAM167A",0,0,0,1,0,0,0,0,0,3,0,2,2,3,1,0,0,0,1,2,0,2,1,0,0,1,0,0,2,4,2
"BLK",0,0,0,0,0,0,0,0,0,0,0,0,45,8,2,23,0,5,0,0,0,7,0,5,0,19,0,0,0,0,1
"C8orf49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NEIL2",9,4,1,1,1,2,1,0,0,0,0,0,4,4,1,1,4,1,0,1,0,0,4,0,1,1,0,1,1,60,5
"FDFT1",38,7,7,5,6,2,2,1,6,11,1,0,15,38,10,5,24,2,2,1,5,4,27,8,11,11,2,5,37,1414,39
"RP11-297N6.4",0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,29,0
"CTSB",4434,157,4,236,3,1,2,25,12,8,1,1,14,73,11,2,36,0,3,6,8,83,73,32,297,2,6,4,60,1492,167
"FAM86B1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
"AC145124.2",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,23,2
"RP11-351I21.11",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"LONRF1",1,0,3,5,0,1,0,1,0,1,0,0,2,4,0,0,0,0,0,0,0,0,2,1,0,1,1,0,3,37,3
"KIAA1456",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2
"DLC1",1,33,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,5,114
"C8orf48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"TUSC3",0,27,0,0,0,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,5,37
"MSR1",203,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,4,0,0,0,0,4,0
"FGF20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"MICU3",0,8,1,0,0,0,1,1,0,0,0,1,1,0,0,0,3,1,1,0,0,0,4,0,0,0,0,0,0,0,5
"ZDHHC2",7,2,2,3,0,0,3,1,1,5,0,0,2,11,2,0,3,2,3,0,0,0,1,3,1,0,0,0,1,19,5
"CNOT7",27,9,18,12,6,10,6,1,5,17,0,0,38,81,17,6,44,2,6,5,3,9,21,11,9,9,1,3,40,519,53
"VPS37A",35,6,5,3,1,1,1,2,1,6,0,0,5,15,3,1,9,0,2,3,1,0,9,6,3,0,2,1,13,157,20
"SLC7A2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,6
"PDGFRL",3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,4
"MTUS1",4,4,0,0,1,1,0,4,1,1,0,0,1,2,1,0,4,0,0,1,0,1,10,0,0,0,0,0,0,168,99
"RP11-156K13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FGL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-156K13.3",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PCM1",46,18,21,10,9,5,5,9,8,24,0,1,31,67,24,9,46,5,3,6,5,9,14,4,7,7,3,4,42,277,40
"ASAH1",1001,42,11,99,2,1,4,12,4,12,0,1,26,48,14,9,25,3,6,2,4,6,106,25,111,3,0,2,21,809,85
"CTD-2547L16.1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0
"NAT1",6,1,0,2,3,1,0,0,1,3,0,0,2,6,2,2,4,0,0,0,0,0,0,1,1,0,1,0,5,67,0
"NAT2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0
"PSD3",12,33,0,0,0,0,0,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,28,4
"SH2D4A",0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,162,2
"CSGALNACT1",2,3,0,5,3,0,1,0,2,0,0,0,1,6,3,1,6,0,0,0,0,0,4,3,0,0,1,0,7,23,42
"INTS10",38,13,6,4,5,3,4,1,1,8,2,0,13,32,17,5,19,0,1,2,3,7,12,13,2,2,5,7,21,444,26
"LPL",5,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,1,8
"SLC18A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ATP6V1B2",265,9,8,32,3,8,2,2,0,9,1,0,8,34,11,3,15,0,3,2,1,1,9,5,35,1,0,3,36,187,13
"LZTS1",1,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,5
"GFRA2",8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DOK2",144,0,27,35,13,17,4,0,9,30,4,0,1,54,28,0,40,0,6,12,0,4,0,0,15,1,6,8,73,9,0
"XPO7",13,2,2,3,0,0,0,0,0,2,1,1,4,7,3,2,4,0,0,0,0,0,1,0,1,0,1,1,2,96,8
"NPM2",1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,26,0
"FGF17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"DMTN",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,114,9
"FAM160B2",7,4,1,0,0,0,0,2,0,1,0,0,4,8,2,0,6,0,0,2,1,0,1,2,1,0,0,0,3,51,12
"NUDT18",24,3,2,2,1,0,0,1,2,1,0,0,3,10,3,1,8,0,2,0,1,1,1,3,2,1,0,1,9,77,2
"HR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
"REEP4",49,3,0,2,0,2,2,0,0,3,0,0,2,16,2,1,2,0,0,1,0,0,1,4,3,1,1,2,7,202,11
"BMP1",9,40,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,0,0,0,0,0,40,0,1,0,0,1,1,42,22
"PHYHIP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1
"POLR3D",17,9,3,3,4,1,2,1,0,4,0,0,2,18,1,1,8,0,0,0,2,1,9,7,3,0,0,0,8,159,16
"PIWIL2",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,86,0
"SLC39A14",1,11,3,0,0,0,0,0,1,3,1,0,2,2,1,0,0,0,1,1,0,0,7,3,0,1,0,0,3,278,20
"PPP3CC",13,6,3,4,2,1,2,0,2,8,1,0,17,21,7,4,13,0,4,3,0,1,14,5,1,6,2,3,21,100,21
"RP11-582J16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SORBS3",21,19,3,0,0,0,2,0,0,1,0,0,0,5,2,1,3,0,0,0,0,0,31,1,1,0,0,0,0,207,54
"PDLIM2",35,107,6,13,6,4,4,1,4,11,0,1,9,39,15,6,20,0,1,3,1,2,108,1,1,2,0,3,24,267,98
"C8orf58",1,2,0,0,0,0,2,0,0,2,1,0,1,3,1,0,3,1,1,0,1,0,1,0,0,0,0,0,1,33,4
"CCAR2",13,6,1,4,2,4,1,2,1,3,0,1,8,13,2,1,5,2,0,1,0,0,3,2,2,1,2,1,11,129,7
"RP11-582J16.5",0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,10,5
"BIN3",15,9,8,2,4,4,2,0,1,4,0,1,8,32,6,4,8,0,1,1,0,4,3,8,4,0,0,2,14,151,23
"EGR3",21,12,0,6,0,0,1,2,0,3,0,0,14,3,0,2,1,0,1,1,4,0,11,0,0,1,0,0,3,269,20
"PEBP4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-875O11.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"RHOBTB2",2,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,25,7
"TNFRSF10B",18,10,1,10,2,2,2,4,0,7,1,0,4,15,2,1,6,0,1,1,5,1,7,2,9,0,0,0,7,344,35
"RP11-875O11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TNFRSF10C",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5,4
"TNFRSF10D",9,3,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,3,36,47
"TNFRSF10A",14,6,0,2,1,0,0,1,1,0,0,0,3,4,0,1,1,0,0,0,0,0,1,2,0,0,0,0,2,109,10
"RP11-1149O23.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CHMP7",18,4,2,4,0,5,2,3,2,5,1,1,5,16,7,0,12,0,1,1,1,4,8,8,1,2,3,1,13,118,14
"R3HCC1",24,17,3,5,0,2,1,2,1,3,0,0,3,12,8,0,10,0,1,1,2,0,24,16,1,2,0,3,8,217,28
"LOXL2",4,103,0,0,0,0,0,10,0,0,0,0,1,0,0,0,3,0,0,0,0,0,126,0,0,0,0,0,0,6,68
"ENTPD4",9,4,3,5,1,0,2,2,3,5,1,1,6,11,7,2,11,2,1,1,0,1,2,5,3,2,1,1,8,78,12
"SLC25A37",24,27,3,18,1,1,2,8,1,3,0,0,3,18,5,1,12,0,3,4,3,0,13,3,42,1,1,2,15,193,53
"NKX3-1",1,1,0,0,0,0,1,1,1,1,0,0,3,2,1,1,6,0,0,0,0,0,1,0,0,2,0,0,0,2,2
"STC1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,2,120
"ADAM28",44,28,0,15,1,0,1,13,0,8,0,1,81,4,0,17,0,0,0,2,0,0,0,13,3,4,0,0,2,6,3
"RP11-624C23.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"ADAMDEC1",234,125,1,2,0,0,0,155,0,0,0,0,2,2,1,0,1,0,0,0,0,0,50,0,1,0,0,0,1,6,10
"NEFM",0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"NEFL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-2168K21.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOCK5",24,8,2,13,4,0,0,1,0,9,0,0,0,6,3,0,1,0,2,0,0,0,4,0,6,0,0,0,0,90,0
"GNRH1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0
"KCTD9",7,17,4,2,3,1,1,4,2,9,0,1,4,7,2,2,5,3,2,4,1,0,6,0,0,2,1,2,10,102,8
"CDCA2",3,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,6,1,46,1
"EBF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,2,7
"PPP2R2A",26,13,14,5,8,3,4,2,4,17,2,2,25,52,24,4,36,2,2,11,3,8,17,13,7,3,1,3,27,551,50
"BNIP3L",178,21,11,41,6,7,2,14,11,14,2,1,17,48,13,7,31,1,4,7,0,5,42,14,32,3,1,2,53,320,51
"DPYSL2",104,25,1,22,1,0,0,3,3,2,0,0,2,4,3,1,2,0,2,1,0,19,19,1,9,0,1,3,9,142,108
"STMN4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TRIM35",3,3,0,0,0,0,1,0,0,0,1,1,1,6,0,0,1,0,0,0,2,1,4,1,0,0,1,0,2,44,2
"PTK2B",34,0,7,5,3,3,1,0,4,10,0,1,17,19,11,6,13,0,5,1,0,0,0,8,3,2,1,3,18,103,3
"EPHX2",1,1,2,0,0,0,0,0,1,2,0,0,0,9,0,1,10,0,0,0,1,0,2,1,0,0,0,0,20,233,5
"CLU",2,5,3,1,0,0,1,114,2,2,0,0,2,7,7,0,9,0,2,0,3,1,3,1,0,1,0,0,4,185,104
"SCARA3",0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
"CCDC25",52,11,4,8,1,2,3,5,3,10,0,1,13,56,9,6,13,1,2,3,3,4,15,18,3,4,6,4,36,642,36
"RP11-16P20.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ESCO2",8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,2,1,2,0,60,3
"PBK",2,2,2,0,1,1,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,5,0,1,4,4,2,244,15
"SCARA5",0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"NUGGC",1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0
"ELP3",9,1,2,0,0,0,2,2,2,1,1,1,5,10,2,0,3,0,1,0,0,0,5,7,0,0,1,0,8,73,5
"PNOC",5,0,0,0,0,0,0,0,0,1,0,0,13,0,0,8,0,0,1,0,0,9,0,40,0,5,0,0,0,3,1
"ZNF395",0,1,0,1,0,0,0,1,0,2,0,0,5,6,0,4,3,0,0,1,1,0,2,1,0,0,0,0,1,98,2
"FBXO16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,36,0
"FZD3",3,2,1,0,0,0,0,0,2,1,0,0,7,3,2,0,3,0,0,0,1,3,0,0,0,0,0,0,1,184,1
"EXTL3",4,5,0,1,0,1,0,0,0,0,0,0,1,5,1,0,1,0,0,1,0,0,5,0,2,0,0,0,3,56,7
"EXTL3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"INTS9",4,2,1,3,0,1,1,0,0,0,1,0,1,3,0,1,2,0,0,0,1,1,2,1,2,0,0,0,1,48,5
"HMBOX1",9,4,5,1,2,2,1,0,3,1,1,1,4,8,4,5,10,0,1,1,0,4,6,2,1,1,1,1,5,57,16
"KIF13B",11,3,4,3,0,1,0,1,0,5,0,1,1,10,7,2,4,0,2,0,1,2,3,4,3,0,0,1,7,117,5
"DUSP4",128,5,150,87,134,86,68,2,99,67,14,5,74,328,162,10,53,4,22,24,2,15,3,39,42,15,48,74,462,349,27
"RP11-486M23.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AC145110.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"RP11-94H18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"SARAF",475,102,416,142,119,175,187,34,179,360,34,17,323,2375,615,153,2154,97,97,148,10,78,104,191,98,19,51,52,1134,1733,154
"RP11-489E7.4",19,5,17,5,11,7,7,1,8,32,0,4,30,76,48,7,49,6,11,13,2,2,7,11,0,2,2,0,37,72,11
"LEPROTL1",156,30,182,29,45,70,74,8,59,175,13,4,22,908,273,10,613,36,50,54,1,13,29,20,21,4,13,22,410,635,55
"MBOAT4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP11-51J9.5",6,3,10,2,2,4,2,1,4,16,0,2,4,38,11,0,46,2,1,6,1,1,0,5,1,1,0,1,12,43,6
"DCTN6",63,31,29,7,9,8,8,11,9,32,1,1,13,107,45,4,74,4,7,9,0,3,47,12,15,3,6,7,62,617,61
"RP11-51J9.6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0
"RBPMS-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,1
"RBPMS",0,41,0,0,0,0,0,14,0,2,0,0,0,0,0,0,1,0,0,0,2,1,62,0,0,0,0,0,1,264,73
"GTF2E2",36,18,7,4,0,2,2,3,4,2,1,1,8,27,8,9,20,1,0,2,3,4,19,12,4,4,1,1,20,470,32
"GSR",13,1,4,2,0,1,0,0,0,1,0,0,1,7,1,0,3,0,0,0,1,1,1,1,4,0,0,1,7,172,3
"UBXN8",9,8,0,4,0,0,0,1,0,1,0,0,0,3,1,0,2,0,0,0,0,0,5,5,1,0,1,1,7,115,18
"PPP2CB",33,21,2,3,2,1,3,3,2,0,1,0,5,10,5,1,7,0,0,1,6,3,21,6,4,0,1,1,4,311,47
"WRN",5,0,1,0,1,1,0,1,0,4,0,0,1,6,1,2,5,0,0,1,0,1,4,2,1,1,2,0,4,50,5
"NRG1",74,6,0,30,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0
"RP11-11N9.4",34,2,0,3,1,1,0,0,0,0,0,0,3,3,3,0,9,0,0,0,0,4,0,0,3,2,0,0,3,181,2
"FUT10",4,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,28,0
"TTI2",5,2,2,0,3,1,1,1,0,0,0,0,4,4,2,3,8,0,4,0,1,3,4,1,1,0,1,0,3,53,3
"MAK16",7,4,3,0,0,0,0,2,0,3,0,0,4,4,2,0,7,0,1,0,0,0,1,5,0,0,0,0,5,111,7
"RNF122",3,1,0,1,1,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,3,5
"DUSP26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
"UNC5D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RP11-962G15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-150O12.3",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1
"ZNF703",3,20,2,5,0,0,0,2,1,3,0,0,1,6,3,4,3,0,2,2,6,0,25,3,3,0,0,1,1,964,9
"ERLIN2",23,4,0,0,1,0,0,0,0,0,0,1,1,5,2,0,2,0,1,1,3,3,3,3,1,0,0,0,5,119,6
