"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","Lymphatic ECs","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs","VSMCs"
"WASH1",0,2,0,0,6,59,5,2,9,14,4,5,4,7,1,1,1,17,0,1,1,2,37,8
"PGM5P3-AS1",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"FOXD4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CBWD1",0,3,1,2,2,33,6,5,15,17,12,0,7,8,0,0,5,33,0,1,2,1,25,3
"C9orf66",0,0,0,0,0,2,2,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0
"DOCK8",0,8,3,2,0,4,31,2,38,60,42,0,22,26,1,1,12,4,1,0,2,17,2,1
"KANK1",1,0,1,0,2,50,0,2,1,2,0,2,1,2,0,0,1,18,1,3,2,0,27,6
"RP11-130C19.3",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMRT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"SMARCA2",0,6,0,1,4,77,11,5,18,24,9,3,8,9,0,0,1,25,3,1,1,4,91,3
"VLDLR-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"VLDLR",0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,2
"PUM3",0,0,1,0,4,50,11,5,26,16,5,1,9,11,0,4,1,36,1,0,4,2,26,5
"RFX3",1,0,0,0,2,10,3,0,4,7,1,0,1,5,0,0,0,4,0,0,0,0,22,0
"RFX3-AS1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"RP11-509J21.2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GLIS3",0,0,0,0,8,15,0,6,0,2,0,0,0,0,0,0,0,5,0,0,0,0,10,1
"SLC1A1",0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0
"SPATA6L",1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
"PLPP6",0,0,0,0,0,8,1,2,2,1,0,1,2,0,0,0,0,4,0,1,1,0,4,0
"CDC37L1-AS1",0,0,0,0,2,5,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,4,1
"CDC37L1",0,5,1,1,5,42,8,6,6,25,9,1,6,11,2,0,7,14,0,1,2,4,36,3
"AK3",0,6,0,0,33,173,10,8,8,14,6,9,5,7,1,0,3,105,3,1,1,4,90,9
"RCL1",0,0,0,0,2,19,3,1,4,10,3,1,5,3,0,1,1,15,0,1,0,0,15,1
"JAK2",0,0,1,0,2,14,0,0,2,4,1,0,0,2,0,1,0,7,0,0,0,0,7,1
"IGHEP2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"RLN2",0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RLN1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PLGRKT",9,3,1,3,10,86,13,12,5,36,10,5,1,9,0,1,5,90,0,3,2,4,42,4
"CD274",1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"PDCD1LG2",2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RIC1",1,0,1,0,2,4,1,0,3,4,1,0,2,1,0,1,0,6,0,1,0,2,11,0
"RP11-207C16.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERMP1",1,1,0,0,0,8,0,2,0,2,0,0,0,0,0,0,0,11,0,0,0,0,4,0
"KIAA2026",1,9,1,0,14,62,16,5,27,36,14,7,13,17,1,1,3,27,1,1,3,4,76,3
"RANBP6",0,1,0,0,0,13,1,0,3,10,1,2,5,3,1,0,1,4,0,0,2,0,17,0
"IL33",0,0,0,0,0,61,0,4,0,1,0,0,1,0,0,0,0,5,0,0,0,0,125,0
"UHRF2",1,3,0,0,3,20,3,5,13,20,6,0,12,9,0,0,3,9,0,2,2,6,13,1
"GLDC",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP11-390F4.3",0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0
"KDM4C",1,1,0,0,3,13,6,0,13,18,8,0,6,5,0,1,1,10,0,0,0,0,10,0
"TMEM261",2,1,5,1,15,186,10,19,23,42,9,4,17,18,0,0,5,215,1,2,3,8,150,19
"PTPRD",1,0,0,0,1,60,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,1,4
"PTPRD-AS1",0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
"TYRP1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LURAP1L",0,0,1,0,5,46,1,0,0,1,0,0,0,1,0,0,0,97,3,1,0,0,22,4
"MPDZ",0,0,0,0,4,24,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,6
"LINC01235",0,0,0,0,0,4,0,43,2,0,3,0,0,0,0,0,0,1,1,0,0,0,172,0
"RP11-536O18.1",0,0,0,0,1,2,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0
"NFIB",0,0,0,0,26,214,0,38,1,2,0,2,0,0,0,0,0,51,4,0,0,0,749,25
"RP11-408A13.4",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZDHHC21",0,0,0,0,1,12,2,5,11,2,0,2,2,1,0,1,1,6,0,0,0,1,9,0
"CER1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FREM1",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TTC39B",0,1,0,0,0,19,3,0,1,16,3,1,0,8,2,1,0,17,0,0,0,1,11,0
"SNAPC3",0,0,0,1,2,29,0,3,2,7,3,1,5,3,0,0,0,15,0,1,1,2,33,4
"PSIP1",0,8,1,3,26,177,32,14,54,104,30,6,24,41,2,4,8,46,3,4,22,10,167,22
"CCDC171",0,1,0,0,0,3,0,0,1,3,0,0,3,0,0,0,0,4,0,0,0,0,5,0
"BNC2",0,0,0,0,0,63,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,1
"RP11-62F24.2",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNTLN",1,0,0,0,4,57,1,4,0,0,0,2,0,0,0,0,0,7,1,0,0,0,40,3
"SH3GL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ADAMTSL1",0,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"SAXO1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RRAGA",1,8,0,1,11,223,21,17,12,33,22,7,5,17,2,4,7,33,3,0,2,7,117,11
"HAUS6",0,0,0,0,1,9,2,0,3,6,5,0,6,1,0,1,3,10,0,0,1,1,19,1
"PLIN2",25,10,3,1,1,145,34,19,12,96,35,4,16,33,0,3,7,43,0,2,12,12,70,5
"DENND4C",0,1,1,0,2,26,2,2,4,5,5,3,0,3,0,1,1,19,0,0,0,0,27,2
"RP11-513M16.7",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"RP11-513M16.8",0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1
"RPS6",130,697,247,287,318,6224,2161,984,4871,8107,2371,239,2337,4782,365,223,659,7284,65,241,367,654,4157,414
"ACER2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MLLT3",1,1,0,0,1,36,19,1,0,33,8,0,0,25,0,3,2,39,0,3,0,2,18,5
"FOCAD",0,2,0,0,1,10,2,3,2,5,1,1,0,0,0,0,0,13,0,1,0,0,6,1
"HACD4",3,5,6,2,0,61,7,0,12,17,5,2,2,9,2,1,3,2,0,0,3,1,19,3
"KLHL9",0,0,0,0,6,19,4,5,4,11,1,1,0,8,0,0,0,11,1,0,0,1,19,2
"MTAP",1,0,0,0,4,36,3,3,1,5,2,0,1,2,0,0,2,22,0,0,0,1,25,0
"CDKN2A",0,3,0,1,13,22,3,3,1,11,3,0,2,1,0,0,0,0,0,2,2,2,3,0
"CDKN2B-AS1",0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,21,0,0,0,0,5,0
"CDKN2B",0,1,0,0,3,47,4,1,0,2,2,0,0,0,0,0,1,24,0,0,0,0,9,0
"DMRTA1",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"LINC01239",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ELAVL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0
"TUSC1",0,0,0,0,5,32,0,2,1,1,0,2,0,1,0,0,0,16,0,0,0,0,30,1
"CAAP1",0,2,0,1,0,17,3,0,8,12,1,0,7,4,1,0,1,24,0,0,0,2,21,1
"PLAA",0,2,0,0,2,23,3,2,3,6,3,0,1,1,0,3,0,19,1,1,0,2,19,1
"IFT74",1,0,0,0,4,24,1,3,2,4,1,1,1,1,0,0,0,19,0,0,0,0,18,2
"IFT74-AS1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LRRC19",1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,18,0,0,0,0,1,0
"TEK",0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,116,0
"MOB3B",0,0,1,0,0,29,1,5,5,2,0,0,6,1,0,0,0,22,0,0,0,0,13,3
"C9orf72",1,0,9,1,1,11,2,1,21,25,3,1,17,23,0,1,0,8,0,1,1,1,5,0
"ACO1",0,0,2,0,2,54,2,6,2,4,2,1,1,1,0,0,0,26,0,0,0,0,23,2
"DDX58",0,1,0,0,3,32,3,1,3,7,4,1,1,3,0,0,0,1,1,0,0,1,56,0
"TOPORS",2,14,1,6,25,107,26,14,35,78,33,5,15,34,1,7,14,33,8,1,4,11,169,8
"TOPORS-AS1",0,5,1,1,3,27,19,7,13,42,19,0,5,15,0,3,1,17,0,1,5,2,20,6
"NDUFB6",7,7,3,3,36,234,29,20,30,55,22,4,19,26,5,2,4,193,1,1,3,7,122,22
"GVQW1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"TMEM215",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"APTX",0,0,0,0,3,31,2,1,6,10,4,1,4,2,1,0,1,16,0,0,0,0,28,4
"DNAJA1",22,44,9,17,260,1653,110,145,124,393,163,27,118,143,22,16,45,309,21,25,11,38,1462,45
"SMU1",2,3,0,0,6,43,7,4,24,42,21,2,9,19,2,3,5,40,2,0,1,5,58,9
"B4GALT1",5,17,19,7,5,130,62,8,71,99,64,0,29,42,9,11,8,42,0,1,1,5,57,5
"B4GALT1-AS1",0,0,0,0,0,14,1,1,0,1,0,0,1,1,0,1,0,2,0,0,0,0,2,2
"SPINK4",0,0,0,0,1,7,1,0,4,3,0,0,1,1,0,1,0,275,1,1,0,0,3,1
"BAG1",1,7,3,1,22,173,23,33,43,44,31,7,28,11,3,5,4,256,4,8,3,6,219,14
"CHMP5",2,5,7,3,28,255,11,41,20,48,16,12,12,19,0,3,2,111,5,2,3,2,413,22
"NFX1",0,0,0,1,3,23,2,3,17,13,2,0,10,4,0,1,1,7,0,1,3,1,19,1
"AQP7",0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,13,0
"AQP3",0,3,1,3,1,30,2,0,5,80,4,0,0,22,1,1,5,18,0,6,0,7,33,0
"NOL6",0,0,0,0,1,4,0,0,4,9,0,0,4,1,0,0,1,8,0,1,0,0,8,0
"PTENP1-AS",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01251",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRSS3",1,1,0,0,6,10,1,1,6,8,6,1,3,1,0,0,1,324,0,1,0,1,22,2
"UBE2R2",2,1,2,0,12,116,13,6,18,25,9,5,9,5,0,2,1,66,1,0,6,1,100,4
"UBAP2",2,3,2,1,5,25,16,9,12,33,19,0,2,10,2,0,5,36,0,0,2,3,35,5
"DCAF12",0,2,0,0,4,23,2,3,0,6,3,0,0,4,0,0,0,27,0,2,6,1,13,0
"UBAP1",0,3,1,0,4,65,6,7,9,22,6,2,5,7,0,3,2,33,0,0,2,2,40,3
"NUDT2",0,0,3,1,6,50,3,5,3,7,2,2,0,1,0,0,1,25,0,1,1,1,26,2
"KIAA1161",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0
"C9orf24",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,0,0,0,0,0
"FAM219A",0,0,0,0,0,8,0,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,28,3
"DNAI1",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENHO",0,0,1,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"CNTFR",0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"RPP25L",0,0,1,1,2,48,5,7,7,10,1,0,3,2,1,0,1,44,0,0,0,3,34,2
"DCTN3",3,9,2,2,33,291,34,23,34,87,38,10,12,33,3,7,11,72,2,4,3,9,174,19
"SIGMAR1",0,1,0,1,2,61,2,4,6,11,4,3,0,5,0,1,2,44,2,1,0,1,26,1
"GALT",0,0,3,1,7,33,9,6,4,16,9,4,5,16,0,1,3,12,0,0,1,1,24,3
"IL11RA",0,0,0,0,43,111,0,0,1,4,1,4,1,1,1,1,0,3,1,0,0,0,24,0
"CCL27",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-195F19.5",0,0,0,0,0,8,0,0,2,4,1,0,1,0,0,0,0,3,0,0,0,0,3,4
"RP11-195F19.9",0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0
"CCL19",0,0,0,0,0,1667,0,0,0,7,0,0,1,2,0,0,0,2,4,0,1,1,5,3
"CCL21",0,4,0,1,1,1413,7,4239,13,11,6,1,1,9,0,0,1,14,8,1,1,2,26,14
"PHF24",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJB5",0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
"VCP",2,6,2,3,22,200,31,17,41,92,40,6,24,27,4,6,11,78,1,6,8,13,163,9
"FANCG",1,0,0,0,0,10,0,0,2,2,0,0,0,3,0,0,0,6,0,0,0,0,11,0
"PIGO",0,0,1,0,3,15,3,3,2,6,5,0,3,0,0,0,1,14,0,0,0,1,13,3
"STOML2",4,5,3,1,16,153,23,23,31,39,15,9,16,18,3,4,1,166,2,0,5,12,116,10
"FAM214B",0,0,0,0,3,8,0,1,2,2,0,0,0,0,0,0,0,14,0,0,0,0,2,1
"UNC13B",0,0,1,0,1,4,2,0,0,1,0,0,0,0,0,0,0,18,0,0,1,0,13,0
"RUSC2",0,0,0,0,1,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0
"TESK1",0,2,0,1,1,24,4,2,1,3,4,3,4,1,0,0,1,7,0,0,0,0,15,1
"CD72",0,0,0,0,0,2,1,0,20,3,1,1,59,2,0,1,0,0,0,1,4,0,1,0
"SIT1",0,4,0,3,0,0,1,0,17,23,16,1,18,12,2,0,3,1,0,1,2,2,0,0
"RMRP",0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CCDC107",5,6,3,2,10,122,24,18,31,55,19,12,30,15,0,7,7,44,4,0,2,6,79,29
"ARHGEF39",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0
"CA9",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0
"TPM2",0,0,0,0,6,571,2,4,4,8,1,162,2,0,0,0,0,4,24,0,0,0,128,545
"TLN1",9,9,8,0,27,115,32,15,38,40,29,7,15,12,1,2,7,27,5,2,2,6,118,31
"CREB3",0,0,0,1,6,59,9,4,4,21,7,3,9,5,0,0,0,22,1,2,0,1,54,4
"GBA2",1,1,0,0,0,14,0,2,2,2,2,0,4,1,0,0,2,26,1,3,0,0,11,2
"RGP1",0,0,1,1,4,12,2,5,6,9,3,2,3,6,2,0,0,19,0,2,2,2,24,3
"MSMP",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-112J3.16",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"NPR2",0,0,0,0,1,13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0
"SPAG8",0,1,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"HINT2",1,1,4,1,20,126,15,7,13,54,20,5,6,10,1,3,2,109,0,8,4,6,98,17
"TMEM8B",0,0,2,0,2,11,0,2,0,1,1,0,1,2,0,0,0,4,0,0,0,0,6,0
"LINC00950",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HRCT1",0,0,0,0,0,21,0,2,2,3,0,1,2,1,0,0,0,54,1,0,0,0,16,1
"LINC00961",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RP11-327L3.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RECK",1,1,0,0,3,69,6,7,1,6,9,0,1,3,0,1,0,0,0,1,1,2,19,1
"GLIPR2",0,7,4,1,30,138,19,2,18,52,35,5,5,8,2,5,7,45,1,3,1,2,9,4
"CLTA",14,4,8,2,41,636,40,66,35,55,26,17,12,21,1,1,8,325,11,3,13,11,352,32
"GNE",0,0,0,0,0,14,1,0,1,0,0,0,1,0,0,0,2,43,0,0,0,0,5,1
"RNF38",0,1,0,0,8,22,7,3,5,10,0,1,0,4,0,1,0,10,1,1,0,0,28,1
"MELK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0
"PAX5",0,0,0,0,0,0,0,0,28,0,0,0,22,0,0,0,0,0,0,0,5,0,0,0
"RP11-297B17.3",0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"RP11-220I1.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"EBLN3",0,1,0,2,7,58,17,10,37,42,21,2,30,16,3,2,3,31,0,2,8,4,33,4
"ZCCHC7",0,1,1,0,7,51,10,3,10,23,13,1,22,7,0,1,3,16,1,1,12,1,31,1
"GRHPR",1,2,2,1,27,156,13,18,15,18,4,7,7,18,0,1,2,59,4,1,6,2,80,7
"ZBTB5",0,0,0,0,0,8,0,1,1,1,0,1,1,1,0,0,0,6,0,0,0,0,4,1
"POLR1E",0,0,0,0,0,34,5,1,14,19,7,2,1,9,1,0,1,7,1,0,1,3,9,4
"FBXO10",0,0,1,0,1,3,0,1,3,3,0,0,1,1,0,0,0,0,1,0,0,0,1,0
"TOMM5",3,2,2,0,4,38,20,4,13,31,16,0,9,8,2,0,6,37,1,0,4,3,29,3
"FRMPD1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TRMT10B",0,1,0,0,6,25,2,2,7,8,2,0,1,6,0,1,2,3,1,0,0,2,12,4
"EXOSC3",1,6,1,2,6,46,15,4,9,19,4,1,6,9,1,2,4,18,0,0,6,8,14,2
"DCAF10",0,3,0,0,3,42,4,2,11,11,3,4,5,1,1,1,0,29,2,0,1,1,37,3
"SLC25A51",0,1,0,1,0,8,3,1,2,8,3,0,3,2,0,1,1,2,1,0,0,1,8,0
"SHB",0,0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,28,0
"ALDH1B1",0,0,0,0,0,11,2,2,1,2,0,2,1,0,0,0,0,25,0,0,0,1,3,0
"FAM95C",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"ANKRD18A",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"FAM201A",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"CNTNAP3",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"GLIDR",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"FAM95B1",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AC129778.2",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"BMS1P14",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"PGM5P2",0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"PGM5-AS1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CBWD7",0,0,0,0,1,2,0,0,2,2,1,0,0,0,0,0,0,4,0,0,0,0,2,0
"RP11-4L24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CNTNAP3B",0,0,0,0,0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0
"RP11-475I24.3",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FP325317.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-160N1.10",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FAM27C",0,1,0,0,2,10,5,1,0,6,4,0,0,1,0,0,2,10,0,2,0,0,10,0
"RP11-374M1.5",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-111F5.4",0,0,0,0,1,8,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0
"RP11-211N8.2",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
"LINC01410",0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-262H14.3",0,1,1,0,6,28,3,12,4,17,11,2,7,7,0,1,0,5,0,1,1,1,25,3
"RP11-262H14.4",0,0,0,0,5,19,1,2,1,0,1,0,2,0,0,0,0,3,1,4,0,0,10,0
"ANKRD20A4",0,0,1,0,0,1,1,0,0,0,2,0,0,1,0,0,1,1,0,0,1,0,3,0
"FOXD4L5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CBWD5",0,1,0,0,3,8,2,4,12,13,3,0,12,4,1,0,4,20,2,0,0,2,8,0
"RP11-15E1.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKRD20A3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF658",0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
"RP11-395E19.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-561O23.8",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CBWD3",0,1,0,0,0,7,3,0,14,5,2,0,7,1,0,0,6,10,0,0,1,0,1,1
"PGM5",0,0,0,0,3,19,0,29,0,0,0,2,0,1,0,0,1,0,0,0,0,0,70,9
"PGM5-AS1.1",0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4
"RP11-88I18.2",0,0,1,0,0,4,0,0,4,4,0,1,0,0,0,0,0,1,0,0,0,0,5,0
"LINC01506",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PIP5K1B",1,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,34,3,0,2,1,14,11
"FAM122A",1,3,0,0,5,30,8,0,12,10,10,3,5,7,1,1,1,41,2,1,1,1,35,7
"FXN",2,0,2,0,1,23,3,1,6,8,1,1,0,5,0,0,1,28,0,0,0,0,24,2
"TJP2",0,0,1,0,0,12,0,0,1,0,0,0,0,0,0,0,0,34,1,1,0,1,98,0
"BANCR",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM189A2",0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1
"APBA1",0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"PTAR1",0,3,1,0,5,19,7,1,8,16,8,2,3,10,1,2,3,11,1,0,2,6,13,3
"MAMDC2-AS1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAMDC2",3,0,0,0,12,86,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,9,3
"SMC5-AS1",0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,4,0
"SMC5",1,4,2,0,10,63,8,3,21,31,17,2,21,28,1,1,3,31,0,1,3,5,61,8
"KLF9",2,2,2,1,46,318,2,12,8,24,9,10,6,11,0,1,2,33,7,1,1,4,352,34
"TRPM3",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TMEM2",0,13,0,6,0,20,49,7,15,46,30,0,19,32,0,10,10,59,1,0,0,6,107,0
"ABHD17B",0,6,1,1,2,18,19,9,16,33,18,1,13,12,0,1,1,40,0,1,1,4,29,4
"C9orf85",0,0,0,0,3,33,1,2,2,3,0,0,3,0,0,0,0,27,0,0,0,0,11,2
"GDA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0
"LINC01504",0,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0
"ZFAND5",5,20,15,6,58,389,39,27,54,137,61,13,42,56,3,6,9,162,4,8,4,17,355,30
"TMC1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
