"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"RP1L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SOX7",0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,8,49
"CTD-2135J3.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PINX1",2,4,1,0,2,2,1,0,1,2,1,0,1,4,2,0,0,1,0,1,2,0,3,0,1,10,288,2
"XKR6",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,50,0
"AF131215.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"AF131216.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MTMR9",1,7,1,0,13,4,1,0,9,3,1,1,5,5,8,2,4,2,1,3,4,1,2,1,1,12,87,3
"SLC35G5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"FAM167A",0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"BLK",0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0
"NEIL2",5,14,1,1,3,0,0,1,2,2,0,0,1,2,1,1,3,3,0,0,3,1,0,0,0,11,235,4
"FDFT1",14,36,13,3,32,6,1,1,12,11,8,0,14,29,14,4,13,5,4,4,7,5,9,3,13,58,5892,11
"RP11-297N6.4",0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,110,1
"CTSB",2286,235,6,72,24,5,5,9,28,5,11,3,6,54,6,0,12,1,1,60,32,4,364,4,7,86,3734,81
"FAM86B1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
"AC145124.2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0
"FAM66A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LONRF1",3,3,0,1,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,1,5,0,3,0,1,1,181,1
"KIAA1456",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0
"DLC1",1,62,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,25,55
"C8orf48",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUSC3",0,43,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,4,14
"MSR1",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
"FGF20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
"MICU3",0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2
"ZDHHC2",4,1,2,1,3,1,0,0,0,0,0,0,0,8,2,0,2,1,0,3,0,1,3,0,0,4,182,4
"CNOT7",11,20,8,1,19,7,3,1,12,12,5,0,15,28,21,4,13,6,8,2,8,0,7,1,10,59,1582,16
"VPS37A",14,21,1,3,6,4,0,0,2,3,1,1,3,7,5,0,4,2,2,1,6,1,7,1,3,8,438,12
"SLC7A2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,23,2
"PDGFRL",0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1
"MTUS1",0,9,3,0,4,0,0,0,4,0,0,0,0,1,3,0,0,2,1,0,12,0,1,0,2,0,550,54
"RP11-156K13.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"PCM1",10,29,12,1,31,9,2,0,17,7,12,0,6,36,18,1,15,7,8,10,1,0,4,4,8,51,627,18
"ASAH1",379,68,4,23,8,3,3,9,11,3,5,0,22,18,9,9,4,5,3,3,55,4,97,2,5,25,2219,33
"CTD-2547L16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"NAT1",1,0,1,1,3,3,0,0,3,1,2,0,3,2,0,0,1,0,0,1,3,1,1,1,2,3,175,0
"NAT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,1
"PSD3",3,32,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,1,0,0,122,2
"SH2D4A",1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,0
"CSGALNACT1",0,19,1,1,20,0,0,0,4,0,4,0,1,6,2,0,0,0,0,0,7,0,0,2,2,2,49,20
"INTS10",7,18,4,1,14,1,1,1,8,3,2,1,7,20,8,1,12,3,1,8,9,1,3,3,3,19,1021,8
"LPL",3,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,0,0,11
"SLC18A1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"ATP6V1B2",101,19,5,14,14,2,0,1,10,1,2,2,4,10,6,0,5,4,0,3,6,0,62,1,5,28,429,7
"LZTS1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,1,1,9
"GFRA2",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOK2",79,4,32,19,91,50,6,0,60,17,26,9,5,88,77,1,49,36,17,8,0,0,27,9,10,239,35,3
"XPO7",9,8,0,1,7,2,0,2,5,0,0,0,1,4,0,1,0,0,1,2,1,0,1,2,1,7,194,5
"NPM2",3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0
"FGF17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"DMTN",0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,155,1
"FAM160B2",3,10,1,2,4,2,1,0,1,0,0,0,0,1,1,0,4,0,0,0,2,0,0,0,0,6,70,2
"NUDT18",6,7,2,0,3,1,0,0,4,0,1,0,0,3,3,0,1,1,1,0,0,0,0,1,0,5,103,2
"HR",0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0
"REEP4",15,13,1,0,1,4,0,0,6,2,0,0,0,2,4,0,2,0,2,4,3,0,2,2,7,8,542,3
"BMP1",0,55,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,29,0,1,0,0,0,58,13
"PHYHIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"POLR3D",3,14,0,2,4,1,1,0,3,1,1,0,0,3,2,0,3,0,1,1,11,1,0,0,1,9,413,8
"PIWIL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0
"SLC39A14",2,51,2,0,1,0,0,4,0,0,0,0,0,1,1,0,0,1,0,2,5,1,0,1,0,1,791,9
"PPP3CC",8,17,3,1,17,4,4,1,11,6,6,0,10,19,13,0,7,4,1,2,8,1,5,2,6,35,220,9
"RP11-582J16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SORBS3",17,58,0,0,1,0,1,2,0,0,0,0,1,0,1,0,4,0,0,0,17,1,4,1,0,2,434,20
"PDLIM2",12,188,7,3,10,6,2,9,7,2,1,2,3,21,10,0,6,3,1,1,42,0,3,1,1,22,378,39
"C8orf58",1,2,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,28,3
"CCAR2",4,9,0,0,4,0,1,0,2,1,0,0,1,5,4,1,0,0,0,1,4,0,1,0,1,10,207,2
"RP11-582J16.5",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0
"BIN3",0,9,1,1,9,1,0,0,5,2,2,0,2,6,6,2,2,2,2,3,3,0,3,2,1,11,365,15
"EGR3",10,42,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,5,1,10,0,0,1,467,12
"PEBP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-875O11.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
"RHOBTB2",5,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,23,1
"TNFRSF10B",12,28,2,2,3,1,1,5,2,1,0,1,2,10,3,1,2,2,1,0,2,0,13,0,0,9,816,18
"RP11-875O11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TNFRSF10C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3
"TNFRSF10D",2,7,0,1,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,3,63,19
"TNFRSF10A",0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,7,239,3
"CHMP7",5,14,5,1,9,2,1,4,9,2,5,2,2,8,3,0,2,1,1,0,2,1,2,2,6,17,289,8
"R3HCC1",7,20,5,1,7,4,0,2,6,1,1,2,0,5,8,0,1,4,0,0,7,4,2,3,4,14,467,10
"LOXL2",0,149,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,65,0,0,0,0,0,7,35
"ENTPD4",7,10,2,1,8,2,1,1,3,2,1,0,1,11,3,0,2,3,1,2,1,1,1,1,2,18,186,6
"SLC25A37",11,127,4,3,2,1,1,9,6,0,2,0,3,6,4,0,1,0,3,1,13,1,43,0,1,8,749,36
"NKX3-1",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0
"STC1",0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,168
"RP11-203E8.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ADAM28",16,18,0,1,1,2,0,9,1,5,0,0,34,0,1,5,0,3,0,1,0,3,5,0,0,1,27,0
"RP11-624C23.1",2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ADAMDEC1",87,189,0,0,1,0,0,430,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,13,3
"NEFM",0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOCK5",8,7,2,0,3,1,0,0,1,4,4,0,0,2,1,0,0,2,3,0,2,0,4,0,1,0,176,1
"GNRH1",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0
"KCTD9",2,13,2,0,10,4,0,0,0,1,1,1,1,7,5,1,1,0,2,2,1,0,1,1,5,9,210,3
"CDCA2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,111,1
"EBF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"PPP2R2A",11,27,5,2,26,8,2,1,13,4,4,0,4,22,8,1,8,4,5,2,5,2,7,2,11,51,1651,21
"BNIP3L",54,66,9,7,30,10,1,7,14,4,10,3,4,25,8,2,3,4,2,2,17,2,57,1,10,48,561,22
"PNMA2",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DPYSL2",27,39,1,2,3,1,0,6,2,0,0,0,2,4,4,0,1,0,0,16,18,0,17,0,2,5,63,42
"TRIM35",1,2,0,0,1,0,0,0,1,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,3,73,1
"PTK2B",10,0,5,3,15,8,2,0,9,10,0,2,9,5,14,1,4,5,2,2,0,3,2,1,1,23,232,1
"EPHX2",0,0,0,0,1,0,0,1,3,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,18,149,1
"CLU",1,45,0,0,0,1,1,2,2,1,2,0,0,1,6,0,0,1,1,0,0,0,1,0,0,1,136,13
"SCARA3",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"CCDC25",13,26,3,1,10,4,1,3,8,3,2,2,7,17,7,2,5,5,1,1,7,0,7,2,3,42,710,25
"ESCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,181,0
"PBK",0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,577,4
"SCARA5",0,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NUGGC",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ELP3",3,5,1,0,7,1,0,0,1,0,0,0,1,5,0,0,0,0,0,1,3,0,1,1,0,0,178,0
"PNOC",1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,5,1,0,0,0,8,0
"ZNF395",0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,132,1
"FBXO16",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58,0
"FZD3",0,1,0,0,2,0,0,0,1,2,0,0,1,1,3,0,1,0,0,2,0,1,1,0,0,1,239,0
"EXTL3",1,7,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0,2,2,0,0,0,1,1,74,2
"EXTL3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"INTS9",0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,1,55,0
"HMBOX1",5,14,0,2,6,5,0,2,3,3,0,1,5,6,3,0,4,1,1,4,5,0,4,0,0,14,225,11
"KIF13B",3,7,0,0,4,3,0,1,5,1,1,0,0,1,4,0,0,0,0,0,1,1,1,0,1,0,204,4
"DUSP4",26,29,89,14,571,90,20,6,364,69,79,10,34,210,197,10,22,42,47,34,3,24,35,53,138,738,717,20
"RP11-486M23.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"AC145110.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
"RP11-94H18.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"SARAF",154,200,162,25,529,177,67,12,391,147,106,33,72,811,320,35,362,91,64,56,50,20,81,51,106,1051,3302,95
"RP11-489E7.4",0,4,7,0,18,3,3,0,11,6,0,1,3,24,18,2,5,13,4,0,0,0,2,2,1,21,42,7
"LEPROTL1",39,57,98,4,261,87,32,5,137,67,69,6,13,321,174,3,107,33,23,6,19,1,23,22,48,455,1391,49
"RP11-51J9.5",0,3,5,0,13,1,3,1,2,1,4,0,1,11,5,0,3,3,2,0,1,0,4,1,0,16,118,4
"DCTN6",13,45,14,2,33,13,4,5,19,11,7,0,5,18,12,4,8,2,6,5,31,0,10,4,17,64,1616,21
"RP11-51J9.6",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RBPMS-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16,0
"RBPMS",0,86,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,28,1,0,0,0,1,212,53
"GTF2E2",10,26,10,1,21,4,0,0,9,1,3,1,2,20,4,1,5,3,1,4,8,6,5,3,4,30,1299,8
"GSR",5,4,2,0,0,2,1,0,3,0,0,0,2,3,0,1,1,1,0,0,2,0,0,1,1,7,438,1
"UBXN8",6,11,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,4,184,3
"PPP2CB",21,34,1,1,7,0,0,3,2,0,0,0,1,2,2,0,0,0,1,2,18,4,5,0,1,4,666,22
"WRN",2,5,1,0,2,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2,1,3,3,102,2
"NRG1",32,30,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"RP11-11N9.4",9,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,0,2,0,0,1,102,2
"RP11-722E23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
"FUT10",0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,91,1
"TTI2",2,3,2,0,3,0,0,0,2,1,1,0,0,5,0,0,0,0,1,0,0,0,0,1,3,5,158,2
"MAK16",1,5,1,0,3,0,0,1,2,2,0,0,2,2,0,0,2,0,0,1,3,0,1,2,1,2,315,3
"RNF122",0,6,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11,2
"UNC5D",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-150O12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,305,0
"ZNF703",2,47,1,1,1,1,0,2,2,0,2,0,1,3,1,0,1,0,0,1,3,1,2,0,0,1,1790,2
"RP11-863K10.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ERLIN2",6,4,1,0,2,2,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,2,0,0,0,265,5
"PROSC",6,11,2,2,8,5,2,1,8,2,1,0,1,6,5,0,3,1,0,4,5,0,4,0,1,23,561,6
"ADGRA2",0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,5,16
"BRF2",1,2,3,0,4,1,0,1,1,2,1,0,0,2,6,0,2,0,0,0,1,0,0,0,1,6,155,1
"RAB11FIP1",6,5,8,2,30,4,2,2,22,9,6,3,14,37,8,6,14,9,5,59,2,2,5,1,9,92,4184,4
"EIF4EBP1",58,71,16,7,13,9,2,5,4,4,1,1,10,10,25,1,4,5,4,5,19,1,17,1,8,17,3580,59
"ASH2L",2,1,1,0,6,1,1,1,1,0,2,1,3,5,1,0,2,1,0,1,3,0,1,0,3,17,177,0
"RP11-90P5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LSM1",34,85,19,2,26,21,0,5,20,10,8,2,9,37,24,1,13,4,3,11,24,5,12,4,6,95,1709,32
"BAG4",3,5,3,2,3,0,0,0,2,0,1,0,1,4,1,0,2,0,1,0,0,2,1,1,1,5,177,2
"DDHD2",3,7,1,0,6,1,0,0,1,0,0,1,1,5,4,1,4,1,1,0,2,0,0,0,0,5,80,4
"PLPP5",13,39,3,4,16,3,1,1,7,2,4,0,3,6,5,5,1,2,1,0,4,16,8,2,0,15,596,9
"WHSC1L1",7,41,14,4,69,23,4,2,46,8,21,4,14,65,44,6,31,6,4,14,12,10,7,6,20,176,820,22
"RP11-513D5.5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-350N15.5",0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,10,1
"LETM2",0,2,2,0,2,0,2,1,2,4,0,0,0,2,5,0,1,0,0,0,0,1,0,0,0,4,48,0
"RP11-350N15.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FGFR1",1,99,0,0,2,0,0,9,6,0,0,0,0,3,0,0,0,1,0,0,8,0,0,1,0,2,9,23
"TACC1",50,46,10,4,23,15,2,5,22,8,2,0,9,30,18,4,8,8,2,22,22,1,24,8,6,47,814,57
"PLEKHA2",17,9,11,0,21,4,1,0,13,8,9,0,3,16,17,3,11,9,3,3,7,1,6,4,4,18,188,3
"CTD-2544N14.3",0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,0,0
"HTRA4",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TM2D2",25,43,1,2,4,3,0,1,5,5,2,1,4,7,9,2,3,2,3,0,8,1,6,1,5,21,946,16
"ADAM9",47,42,0,2,2,1,0,3,0,1,0,0,1,3,3,1,1,1,0,1,13,0,7,0,0,3,1243,16
"ADAM32",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"IDO1",14,38,0,7,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,6,0,112,1,0,0,414,16
"IDO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"C8orf4",9,386,3,1,2,2,2,64,4,3,4,1,3,9,3,0,0,1,1,2,92,1,8,0,2,9,5430,149
"ZMAT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"SFRP1",0,2,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"GOLGA7",18,36,7,5,48,9,4,3,34,14,13,2,2,47,22,0,16,5,3,1,13,3,15,3,7,64,943,19
"GINS4",0,1,0,1,3,0,1,0,3,0,0,0,1,1,1,1,1,0,0,0,0,0,2,0,3,3,70,1
"RP11-360L9.4",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-360L9.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"GPAT4",6,20,1,0,11,2,1,1,3,4,7,0,1,10,3,0,4,4,3,2,7,1,9,1,6,31,285,13
"ANK1",0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,4,1,0
"RP11-930P14.2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
"KAT6A",4,16,4,2,13,7,3,0,17,8,2,1,5,25,15,0,8,3,2,3,1,0,3,1,2,30,272,12
"RP11-589C21.6",0,0,0,0,1,1,0,0,1,0,0,0,0,5,4,0,4,0,0,0,0,0,0,0,0,1,1,1
"RP11-589C21.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"AP3M2",0,7,1,0,8,2,2,0,5,1,1,1,2,16,6,0,12,0,3,2,1,1,2,0,0,18,73,5
"PLAT",1,222,1,0,4,0,0,14,0,0,1,0,0,3,0,0,1,0,0,0,35,0,0,0,0,0,16,36
"RP11-231D20.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"IKBKB",7,7,1,0,11,1,0,3,10,1,0,1,4,12,5,2,3,0,0,4,1,0,1,2,2,13,151,7
"POLB",0,3,0,0,6,0,0,1,0,2,1,0,3,2,2,3,1,0,1,18,0,0,0,0,1,9,167,1
"DKK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
"VDAC3",28,48,2,6,28,14,4,5,19,9,11,1,3,40,12,3,5,8,3,10,15,1,10,4,20,54,2572,28
"SLC20A2",6,8,2,0,8,1,0,1,3,1,1,1,0,3,3,0,1,0,1,2,2,1,2,0,1,16,629,5
"RP11-503E24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"SMIM19",32,29,7,2,20,1,0,7,8,4,1,1,3,17,5,1,7,2,4,9,11,1,8,7,6,35,641,4
"CHRNA6",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"THAP1",3,8,7,1,6,2,0,2,4,5,3,0,1,9,3,1,5,0,0,0,3,0,4,0,5,33,232,7
"RNF170",9,8,2,0,1,0,0,1,2,0,0,0,0,2,0,0,0,1,1,1,2,0,1,1,0,5,418,3
"HOOK3",16,28,6,0,10,2,2,2,5,2,1,1,8,9,8,2,9,4,3,7,11,1,5,2,0,25,250,14
"FNTA",16,16,3,3,16,5,3,2,14,3,2,2,2,23,4,1,8,4,2,4,12,0,6,1,5,32,1248,15
"POMK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
"HGSNAT",19,40,2,2,12,7,1,2,5,2,0,1,0,9,4,0,5,1,1,9,5,2,10,0,2,19,151,8
"SPIDR",4,14,0,1,6,0,0,0,2,1,3,0,1,0,2,0,1,0,0,0,3,0,1,0,2,4,152,1
"CEBPD",56,312,2,28,20,5,4,60,5,5,3,6,0,16,15,0,2,3,5,6,61,3,26,1,8,14,4351,40
"PRKDC",11,24,3,4,6,1,0,2,14,5,2,0,2,6,6,1,2,2,1,1,8,1,5,2,3,15,774,13
"MCM4",8,2,4,0,7,1,0,0,3,2,0,1,0,4,1,0,0,0,0,0,2,0,1,0,6,3,500,4
"UBE2V2",31,54,5,4,14,5,0,2,9,1,2,0,4,13,3,1,6,8,1,7,22,3,14,4,7,51,1998,17
"RP11-567J20.3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-567J20.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EFCAB1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SNAI2",0,80,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,0,0,8,6
