"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Double-Negative Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells"
"GALNT18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"CSNK2A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"RP11-567I13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USP47",5,0,2,0,0,4,0,0,0,5,1,0,2,1,1,3,601
"DKK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP13-631K18.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"MICAL2",2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,513
"MICALCL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70
"PARVA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556
"TEAD1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,262
"RP11-47J17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"LINC00958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"RASSF10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
"ARNTL",1,0,1,0,0,0,1,0,0,5,0,0,0,0,0,7,64
"BTBD10",6,0,1,0,0,0,0,0,2,3,0,1,1,0,0,0,459
"FAR1",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,604
"SPON1",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,114
"RRAS2",1,2,0,1,0,0,0,0,1,2,0,1,0,1,0,0,615
"COPB1",6,2,1,1,0,1,0,1,1,14,1,0,3,1,1,5,944
"PSMA1",35,0,13,6,3,5,7,2,9,19,3,3,13,3,11,35,5396
"PDE3B",1,4,0,0,0,2,3,2,0,16,5,0,4,1,0,4,116
"CYP2R1",2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,230
"CALCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"SOX6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"C11orf58",16,4,11,9,6,3,5,4,4,36,5,2,16,2,9,21,3632
"PLEKHA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82
"RPS13",346,45,221,36,77,43,59,70,241,457,61,70,271,42,167,263,95239
"PIK3C2A",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,589
"NUCB2",9,1,2,2,1,1,0,2,0,9,1,0,2,0,0,1,301
"NCR3LG1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262
"RP1-239B22.5",4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,268
"KCNJ11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"ABCC8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"USH1C",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1889
"SERGEF",2,0,1,0,2,0,1,1,0,4,1,0,0,0,1,1,410
"TPH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"SAAL1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,310
"SAA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"SAA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
"HPS5",6,0,2,1,1,1,0,0,0,3,0,0,0,0,1,2,87
"GTF2H1",3,0,0,1,1,0,1,0,1,5,0,0,1,0,0,0,735
"LDHA",132,26,42,17,29,17,13,21,10,122,33,10,46,24,46,71,17070
"LDHC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
"TSG101",2,0,2,0,2,3,3,0,2,2,1,2,2,1,0,4,1637
"UEVLD",3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,220
"SPTY2D1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"SPTY2D1",9,1,1,1,1,0,2,3,1,3,0,1,2,1,0,7,423
"TMEM86A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"IGSF22",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47
"ZDHHC13",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,472
"E2F8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
"NAV2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,166
"RP11-359E10.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"NAV2-AS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"HTATIP2",13,2,5,0,0,0,0,2,0,3,1,0,3,0,5,5,2852
"PRMT3",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,349
"ANO5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"FANCF",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,519
"GAS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"SVIP",11,3,2,1,2,3,4,2,2,12,4,1,11,0,1,5,1448
"RP11-17A1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SLC5A12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BBOX1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CCDC34",2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1438
"LGR4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480
"RP11-159H22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LIN7C",2,0,1,0,0,0,0,2,0,1,0,0,0,0,3,2,674
"BDNF-AS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"KIF18A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"METTL15",3,1,0,1,0,1,0,1,0,4,1,0,0,0,3,1,396
"ARL14EP",3,0,1,0,0,0,0,1,0,3,0,0,0,1,0,1,390
"MPPED2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DCDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DNAJC24",1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,138
"IMMP1L",1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,681
"ELP4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,224
"PAX6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RCN1",1,0,0,1,0,1,0,1,0,3,0,0,1,0,4,1,3182
"WT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"EIF3M",22,4,12,1,3,5,5,5,5,27,4,0,8,2,5,17,6367
"PRRG4",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,447
"QSER1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281
"DEPDC7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
"TCP11L1",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,32
"AC131263.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"CSTF3",2,0,0,0,2,1,0,0,0,5,0,0,1,0,2,3,455
"CSTF3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HIPK3",6,1,1,0,0,0,0,0,1,2,0,0,1,0,0,1,352
"RP4-541C22.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"C11orf91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"CD59",37,1,8,1,3,0,3,0,1,3,2,1,4,1,0,11,2361
"FBXO3",0,0,0,2,0,1,0,0,1,3,1,0,2,0,0,4,333
"FBXO3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LMO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CAPRIN1",9,1,1,0,0,0,0,0,2,4,1,0,0,1,2,2,1742
"NAT10",1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,469
"ABTB2",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,196
"CAT",2,0,5,1,1,1,1,0,0,2,0,1,0,0,4,2,1085
"ELF5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65
"EHF",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1929
"APIP",8,0,1,0,1,1,1,0,3,3,2,2,1,0,3,2,1183
"PDHX",3,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,572
"RP4-607I7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CD44",129,15,41,6,20,5,14,3,9,61,9,10,41,2,106,67,2967
"FJX1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"TRIM44",10,0,1,0,3,0,0,0,0,4,0,0,1,0,1,0,1045
"LDLRAD3",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,49
"COMMD9",13,0,4,0,0,0,1,1,2,1,0,2,0,1,0,2,428
"PRR5L",3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,223
"TRAF6",2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,142
"RAG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"C11orf74",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,192
"API5",4,1,2,0,0,1,3,0,1,2,0,0,0,1,0,1,1034
"RP11-484D2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"TTC17",2,1,3,1,0,0,0,1,3,4,1,0,1,0,2,7,721
"HSD17B12",8,1,7,1,1,0,0,2,0,3,1,0,2,0,3,4,4167
"ALKBH3",5,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,779
"C11orf96",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82
"ACCS",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"EXT2",1,0,2,0,0,0,0,0,0,2,0,0,0,1,2,0,347
"CD82",18,0,4,0,1,0,6,1,4,15,1,0,5,0,4,16,690
"TSPAN18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"TP53I11",4,0,0,0,1,0,0,0,0,1,1,0,0,1,2,2,886
"PRDM11",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81
"SYT13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"RP11-430H10.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CHST1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DKFZp779M0652",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC35C1",2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,424
"CRY2",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,131
"MAPK8IP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"PEX16",4,0,7,0,1,1,0,1,2,6,0,1,0,0,3,4,639
"GYLTL1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
"PHF21A",0,0,0,0,0,0,2,1,0,1,1,2,0,0,0,1,74
"CTD-2589M5.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CREB3L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
"DGKZ",4,2,2,0,2,0,0,1,0,1,1,0,3,0,0,2,706
"MDK",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3527
"AMBRA1",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,157
"HARBI1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72
"ATG13",6,0,1,1,0,1,0,0,0,2,0,0,1,0,0,3,310
"ARHGAP1",0,1,1,0,0,0,1,1,1,3,0,0,4,0,0,2,293
"ZNF408",0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,1,201
"CKAP5",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,490
"LRP4-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"LRP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
"C11orf49",2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,501
"RP11-390K5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"ARFGAP2",3,0,2,0,0,0,0,0,2,5,2,0,7,1,1,8,754
"PACSIN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332
"DDB2",3,0,0,0,2,0,1,1,2,4,1,0,6,0,1,5,134
"ACP2",14,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,211
"NR1H3",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184
"MADD",4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,141
"MYBPC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPI1",61,0,30,0,0,0,0,0,6,0,0,1,0,0,23,0,1
"SLC39A13",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,150
"PSMC3",14,2,5,1,3,1,3,3,3,14,2,2,3,0,5,13,1806
"RAPSN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"CELF1",9,2,2,1,1,1,1,1,5,8,2,2,4,1,2,7,1399
"NDUFS3",9,0,1,5,1,0,2,1,0,6,2,2,1,1,0,5,3191
"PTPMT1",4,0,0,0,0,0,0,0,1,5,0,0,1,0,1,2,1009
"KBTBD4",2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,105
"RP11-76I23.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FAM180B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QTNF4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"MTCH2",19,1,5,0,1,0,1,1,1,6,0,0,2,0,2,5,5245
"AGBL2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
"FNBP4",6,1,3,0,4,0,1,1,5,11,2,3,3,1,1,9,1006
"NUP160",2,0,0,0,0,0,0,1,1,5,1,1,1,1,0,5,428
"PTPRJ",4,1,2,0,0,0,2,0,0,2,3,0,2,0,2,3,169
"APLNR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TNKS1BP1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,327
"RP11-872D17.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SSRP1",6,0,1,1,1,2,1,1,1,6,1,1,0,1,1,3,3105
"SLC43A3",19,0,4,0,0,0,0,1,0,0,0,0,0,0,5,1,4
"RTN4RL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"SLC43A1",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,356
"TIMM10",19,0,2,1,2,1,1,0,3,6,0,0,6,0,2,6,1810
"UBE2L6",19,3,4,1,2,0,3,4,6,10,4,2,1,1,2,14,53
"SERPING1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CLP1",0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,253
"ZDHHC5",2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,369
"MED19",4,1,1,1,1,0,1,0,3,6,5,1,0,1,2,5,670
"TMX2",3,2,1,2,1,0,1,0,1,1,1,0,5,1,2,4,1971
"C11orf31",46,2,21,1,3,3,5,0,13,26,7,7,7,0,17,16,9309
"CTNND1",11,0,1,0,0,0,0,0,0,2,0,0,0,0,2,1,1881
"LPXN",18,0,5,4,0,0,3,5,1,12,4,4,5,0,12,13,39
"ZFP91",6,0,2,0,0,0,1,0,1,3,1,1,2,1,2,1,450
"GLYATL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"RP11-142C4.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"FAM111B",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,138
"AP001258.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"FAM111A",4,0,1,1,0,0,0,0,0,1,0,1,1,0,0,2,175
"DTX4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287
"MPEG1",25,0,4,0,0,0,0,0,2,0,0,1,0,0,11,0,2
"OSBP",2,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,575
"AP000442.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"PATL1",5,1,1,0,1,0,0,0,0,4,2,0,1,0,1,0,473
"STX3",9,0,5,0,0,0,0,0,0,0,1,0,0,0,5,1,1912
"AP000640.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPL16",4,0,1,0,1,1,1,2,1,10,2,0,2,2,2,4,1913
"GIF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TCN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MS4A6A",106,0,37,2,0,0,0,0,0,0,0,0,0,0,23,0,2
"MS4A4A",30,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"MS4A7",115,0,13,0,0,0,0,0,1,0,0,0,0,0,47,0,4
"MS4A14",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MS4A1",0,1,0,0,0,0,0,0,32,0,0,10,0,0,0,0,4
"MS4A12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"MS4A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
"MS4A15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"RP11-804A23.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CCDC86",0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,594
"PTGDR2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
"ZP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PRPF19",0,0,0,2,0,0,1,1,3,3,0,0,4,0,1,4,1699
"TMEM109",11,1,4,0,4,0,2,2,0,7,1,0,3,2,5,8,1062
"RP11-881M11.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM132A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
"SLC15A3",23,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,3
"CD6",4,2,2,3,5,1,13,4,0,33,4,0,14,0,0,9,8
"CD5",0,0,0,0,0,0,2,1,0,13,3,0,11,1,0,9,15
"VPS37C",2,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,383
"VWCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"DDB1",7,1,3,2,3,0,0,0,1,6,0,1,1,2,3,3,1243
"TKFC",3,0,4,0,0,0,0,0,0,1,0,1,1,0,1,0,427
"CYB561A3",15,0,4,0,0,0,2,1,2,1,0,2,2,0,4,4,612
"TMEM138",11,1,4,0,0,1,1,0,0,7,0,0,1,0,5,4,348
"TMEM216",0,0,0,1,0,0,1,0,1,2,0,1,1,0,0,0,553
"CPSF7",3,0,0,0,0,1,0,1,2,2,0,0,3,0,2,3,414
"RP11-286N22.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"SDHAF2",2,0,2,2,2,2,3,0,4,7,1,0,2,1,1,8,959
"PPP1R32",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"LRRC10B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
"SYT7",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,723
"RP11-794G24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"DAGLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69
"MYRF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
"TMEM258",42,3,13,3,2,4,3,6,7,33,5,3,9,5,10,16,7767
"FEN1",3,0,0,0,0,0,1,2,0,2,0,1,0,0,2,5,535
"FADS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"FADS1",4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,10
"FADS3",0,0,1,0,1,0,0,0,0,2,0,1,2,0,0,0,230
"RAB3IL1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
"BEST1",6,0,2,0,0,0,0,0,1,1,1,0,0,0,1,2,385
"FTH1",5609,128,1979,116,180,84,316,136,336,2075,231,108,1079,79,4292,1348,292264
"RP11-810P12.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"INCENP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
"SCGB2A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"RP11-703H8.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASRGL1",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185
"AHNAK",16,2,5,0,3,0,1,1,4,5,4,1,6,0,4,7,2372
"RP11-864I4.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"EEF1G",1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,211
"TUT1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,126
"MTA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131
"EML3",5,1,2,1,2,0,0,0,0,5,0,0,4,0,2,3,348
"ROM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
"B3GAT3",5,0,2,1,4,0,2,0,1,14,2,2,0,1,2,3,955
"GANAB",12,0,2,0,1,2,0,0,0,5,0,0,1,1,2,2,1213
"INTS5",1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,201
"C11orf98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"LBHD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"METTL12",1,1,1,0,2,1,0,0,1,7,1,1,1,0,0,4,568
"UQCC3",3,1,1,0,0,1,2,0,0,3,1,0,3,0,1,2,2827
"UBXN1",35,4,14,3,4,5,4,6,6,45,7,5,22,2,14,33,3286
"BSCL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"HNRNPUL2-BSCL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPUL2",5,0,3,0,0,0,0,0,1,2,0,1,1,1,1,1,687
"TTC9C",1,0,0,1,0,2,0,0,1,2,0,0,0,1,0,2,292
"ZBTB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"POLR2G",15,1,5,4,1,0,4,3,1,15,3,3,5,3,7,6,2670
"RP11-727F15.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"TAF6L",0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,156
"TMEM223",2,0,0,0,0,1,3,0,0,2,0,0,1,0,0,0,930
"RP11-727F15.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26
"TMEM179B",13,1,4,3,1,1,0,3,4,9,1,2,7,1,2,7,3024
"NXF1",10,1,3,0,0,3,0,0,1,7,2,3,2,0,2,2,498
"STX5",7,2,2,1,2,1,2,2,4,9,1,2,3,0,2,5,637
"RP11-727F15.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
"WDR74",8,3,1,2,2,0,0,1,5,7,2,3,9,1,1,9,1240
"SLC3A2",23,5,5,4,1,1,1,0,1,25,4,2,10,0,14,23,5703
"CHRM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"AP000438.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"HRASLS5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RARRES3",7,10,4,6,15,12,8,17,6,77,15,1,15,5,5,15,40
"HRASLS2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68
"PLA2G16",3,1,0,0,3,2,1,0,1,13,2,0,0,4,0,6,2055
"ATL3",3,1,2,0,0,1,0,0,0,0,0,0,2,0,0,1,480
"RTN3",21,0,4,0,3,3,2,1,3,5,1,0,3,1,1,6,3402
"C11orf95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
"C11orf84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"MARK2",1,0,1,0,0,0,1,0,0,2,1,0,2,0,0,1,810
"RCOR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"NAA40",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,71
"COX8A",126,9,25,9,10,9,16,10,14,60,6,3,24,5,43,57,15114
"OTUB1",10,4,6,3,1,0,3,0,1,20,0,1,2,2,3,7,1255
"MACROD1",4,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,3413
"RP11-21A7A.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"STIP1",9,1,1,2,0,1,0,0,0,3,2,0,2,0,1,3,1328
"FERMT3",16,3,2,1,1,2,3,3,1,5,3,0,1,1,5,12,24
"TRPT1",0,0,1,0,0,0,1,0,1,1,0,0,1,0,3,2,881
"NUDT22",8,0,1,0,0,2,0,2,1,5,4,1,2,0,2,8,942
"RP11-783K16.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"DNAJC4",13,0,7,2,0,0,1,0,1,4,3,0,2,1,0,7,689
"VEGFB",5,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,212
"FKBP2",57,3,10,4,5,3,3,2,4,17,5,2,9,5,13,6,3368
"PPP1R14B",9,2,6,1,3,0,0,1,1,8,2,1,0,1,1,2,5219
"RP11-783K16.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
"RP11-783K16.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"PLCB3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,492
"BAD",6,0,2,1,1,1,2,1,2,12,1,0,2,1,0,3,1449
"GPR137",4,0,2,0,1,0,0,0,1,2,0,0,2,0,0,5,150
"TEX40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"ESRRA",3,0,1,0,0,0,0,1,1,1,0,0,1,0,2,5,2518
"TRMT112",37,8,21,10,8,5,13,1,9,37,11,2,15,8,10,31,9986
"PRDX5",64,6,18,6,5,2,11,11,4,40,5,4,10,9,16,27,24311
"AP003774.1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1044
"CCDC88B",3,2,0,0,0,1,1,0,3,1,1,1,3,0,0,3,313
"RPS6KA4",11,0,3,0,0,0,0,0,1,3,0,0,1,0,0,2,543
"SLC22A11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"NRXN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"RASGRP2",1,1,0,0,0,0,0,0,7,7,0,1,0,0,1,4,5
"PYGM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"SF1",14,9,5,2,15,3,6,4,18,70,15,2,29,1,3,36,3845
"AP001462.6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
"MAP4K2",2,0,0,1,0,0,0,0,0,4,0,1,2,0,2,3,167
"MEN1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,247
"CDC42BPG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
