"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"ATF7IP",2,8,0,2,2,3,1,8,2,1,16,34,11,10,9,1,2,3,2,2,9,83,2
"PLBD1",5,0,14,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,11,0,1,406,1
"PLBD1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"GUCY2C",0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,139,0
"HIST4H4",1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,11,0
"H2AFJ",40,9,10,1,7,5,3,13,1,1,20,48,10,4,30,3,3,5,18,3,26,1517,21
"WBP11",5,6,2,1,3,3,3,6,4,3,19,44,14,7,19,0,5,2,8,3,10,227,6
"C12orf60",0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,2,0
"ART4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MGP",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,10,312
"ERP27",0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,1,0,0,1,8,1
"ARHGDIB",100,57,62,13,52,46,19,117,28,22,99,524,86,60,258,18,40,16,41,28,252,98,38
"PDE6H",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTPRO",3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46,0
"EPS8",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,332,5
"RP11-6B19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"STRAP",32,11,15,5,10,6,8,14,6,8,55,108,29,23,72,13,6,11,21,8,39,777,10
"DERA",7,0,4,1,0,0,1,2,2,0,2,4,2,0,4,2,0,0,0,1,3,225,1
"MGST1",5,2,2,2,0,0,0,4,0,0,5,9,1,0,8,1,0,3,14,0,6,2426,4
"PLEKHA5",3,1,1,0,0,2,0,0,0,0,1,4,0,0,2,3,0,0,1,0,1,140,2
"AEBP2",2,1,0,0,1,1,0,3,0,1,6,9,1,1,6,0,1,0,0,1,10,83,4
"PDE3A",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,40,0
"SLCO1B3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"PYROXD1",0,4,1,0,0,1,0,3,0,0,2,7,3,0,2,2,1,1,3,0,5,63,2
"RECQL",9,3,1,1,0,1,1,5,1,1,4,9,2,3,4,1,4,2,0,0,5,89,4
"GOLT1B",7,5,6,0,5,0,1,2,3,1,9,28,9,1,10,3,2,5,2,2,17,146,4
"SPX",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LDHB",48,23,22,6,21,13,9,45,10,7,30,206,34,12,153,6,12,17,5,17,93,2045,29
"KCNJ8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABCC9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMAS",7,3,5,0,2,2,1,3,0,1,1,14,4,2,7,0,1,4,3,1,5,812,5
"ST8SIA1",0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0
"C2CD5",0,0,0,0,0,0,0,0,0,0,1,6,0,0,2,0,0,0,0,0,0,40,2
"RP11-359J14.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ETNK1",10,5,8,1,7,2,2,5,0,2,6,16,3,4,9,6,0,8,6,0,10,203,2
"SOX5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-444D3.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BCAT1",1,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,7,0,1,1,1
"RP11-625L16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"C12orf77",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LRMP",0,4,1,0,3,2,1,1,1,1,8,10,4,6,5,2,1,2,1,1,4,0,2
"LYRM5",8,3,2,1,3,2,0,1,3,2,10,15,6,5,14,7,1,5,2,0,7,84,3
"KRAS",4,3,5,1,1,6,1,7,1,2,17,30,14,5,25,5,2,6,3,2,13,313,5
"RP11-707G18.1",1,2,0,0,2,1,0,2,0,0,10,7,1,1,4,2,4,2,2,0,2,34,1
"LMNTD1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
"RASSF8-AS1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"RASSF8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"BHLHE41",4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,0,0,0,10,0
"SSPN",1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,11,0
"RP11-283G6.6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITPR2",13,2,2,0,0,1,0,1,0,0,3,11,2,0,4,0,0,3,1,1,5,28,4
"ASUN",0,0,0,0,0,0,0,3,0,0,4,3,0,0,4,2,0,1,1,1,5,75,3
"FGFR1OP2",9,11,9,3,10,4,4,18,8,3,23,60,14,11,31,5,4,4,2,3,38,158,12
"TM7SF3",4,2,1,1,1,1,2,2,1,1,3,7,1,1,3,0,3,3,2,0,9,124,3
"MED21",2,2,4,0,1,5,4,5,1,0,5,16,5,8,10,5,2,2,1,0,9,205,3
"RP11-582E3.6",0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,12,1
"STK38L",6,2,7,2,0,0,0,1,0,2,10,8,4,2,4,1,3,2,4,0,6,179,3
"ARNTL2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,15,4
"PPFIBP1",0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,78,2
"RP11-1060J15.4",0,0,0,1,0,0,0,1,0,0,1,2,1,0,2,0,0,0,0,0,1,33,0
"REP15",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"MRPS35",6,1,3,0,3,1,0,2,1,0,5,15,3,5,7,1,1,3,0,0,6,620,9
"KLHL42",5,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,1,1,0,1,48,3
"PTHLH",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
"RP11-993B23.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CCDC91",1,2,3,0,3,0,0,4,1,1,10,17,4,1,8,0,2,4,1,2,5,103,2
"RP11-967K21.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1
"RP11-946L16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"FAR2",0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,83,2
"RP11-996F15.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-996F15.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-996F15.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0
"RP11-996F15.6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"ERGIC2",7,2,2,0,3,4,1,9,1,1,19,36,6,3,18,2,2,8,0,4,20,199,5
"TMTC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"IPO8",0,2,0,0,0,0,0,2,0,1,5,7,0,2,3,0,0,1,1,0,3,80,0
"CAPRIN2",0,1,0,0,1,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,25,2
"DDX11-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"DDX11",2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,14,1
"OVOS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM60A",7,0,4,1,1,1,1,7,0,1,9,17,5,5,15,1,1,5,2,3,10,412,5
"FLJ13224",0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,7,0
"DENND5B",0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,17,5
"METTL20",1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,14,0
"AMN1",1,0,0,0,1,0,0,0,0,0,2,2,0,1,3,1,0,0,0,0,4,24,0
"RP11-467L13.7",1,1,3,0,0,1,0,1,0,0,1,7,0,0,3,0,0,1,3,0,4,69,1
"H3F3C",1,0,0,0,0,0,1,0,0,0,2,1,0,1,2,0,1,0,2,1,2,20,0
"RP11-428G5.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"KIAA1551",5,5,1,1,2,4,2,6,0,1,20,37,5,6,17,1,2,3,3,0,9,112,2
"RP11-50I19.2",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,0
"BICD1",2,0,1,0,0,0,0,1,0,0,2,3,2,2,1,0,0,1,0,1,0,11,0
"FGD4",3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,51,3
"DNM1L",2,1,1,3,1,2,1,3,3,1,2,11,2,2,4,2,2,3,1,0,7,139,3
"RP11-278C7.4",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0
"YARS2",0,1,0,0,0,0,2,0,0,0,2,6,1,2,4,0,0,0,0,1,6,91,1
"PKP2",0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,275,1
"RP11-847H18.2",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ALG10",1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,9,0
"ALG10B",0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,2,4,0
"CPNE8",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3
"RP11-396F22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"KIF21A",0,3,0,0,1,1,1,1,1,0,1,4,3,0,0,0,1,0,0,2,0,84,0
"ABCD2",0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0
"C12orf40",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SLC2A13",1,0,2,0,1,0,0,0,0,1,2,4,0,0,0,3,0,0,0,1,0,52,0
"AC079630.4",1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
"LRRK2",1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,3,0,0,0,0
"GXYLT1",1,2,0,1,3,1,1,2,0,1,3,7,4,1,9,1,2,0,1,0,7,35,1
"YAF2",4,7,1,2,3,3,1,19,4,5,7,55,5,1,18,5,1,0,5,1,15,225,9
"PPHLN1",6,13,5,1,6,3,4,9,1,7,23,42,13,8,28,4,9,5,7,3,26,336,3
"ZCRB1",6,4,6,1,3,0,2,11,1,2,8,52,7,2,11,2,3,6,2,2,21,468,10
"PRICKLE1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"PUS7L",2,2,0,0,0,1,4,5,0,2,5,16,0,3,4,2,0,4,0,0,7,175,2
"IRAK4",1,4,2,1,3,1,0,3,0,2,3,23,2,5,8,2,1,2,0,0,5,74,1
"TWF1",1,0,1,1,4,1,3,3,0,1,2,18,3,2,8,0,3,1,3,0,7,500,5
"TMEM117",0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,23,0
"NELL2",0,2,0,2,4,1,1,1,0,1,0,5,6,0,4,0,1,0,0,0,1,0,0
"ANO6",4,2,1,1,2,0,0,2,0,0,0,2,2,1,1,0,0,0,3,0,3,78,8
"RP11-352M15.2",2,0,2,0,1,0,1,4,0,2,1,12,2,3,4,0,2,0,2,1,8,38,1
"ARID2",1,1,0,0,5,0,0,5,0,0,5,15,6,1,10,2,2,1,1,1,4,63,6
"SCAF11",15,11,9,4,12,13,6,21,3,5,43,87,18,24,41,7,15,2,8,4,28,395,17
"SLC38A1",6,19,0,3,17,15,3,9,1,1,16,66,14,18,55,4,9,8,0,1,25,537,5
"SLC38A2",21,16,8,2,8,9,4,7,3,5,17,57,18,6,35,11,5,11,5,3,24,478,20
"RP11-96H19.1",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,11,1
"RP11-474P2.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-446N19.1",0,0,4,1,0,0,1,0,0,1,2,0,0,0,0,1,1,3,0,0,3,14,0
"SLC38A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"AMIGO2",0,0,0,0,0,1,0,0,0,1,1,3,0,0,1,0,0,0,0,0,1,5,0
"PCED1B",0,1,0,1,1,1,4,2,0,0,4,12,3,0,2,0,2,0,0,2,8,4,0
"RP11-493L12.4",0,0,0,0,0,2,0,1,0,0,1,0,0,0,3,1,0,0,0,0,3,1,0
"RP1-90J4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"RPAP3",4,1,1,1,1,1,0,1,0,0,3,6,2,1,5,0,1,1,0,0,1,100,0
"RP1-197B17.3",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,11,1
"ENDOU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP1-197B17.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"RAPGEF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"SLC48A1",3,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,3,1,0,0,45,5
"HDAC7",0,1,0,0,0,0,0,1,0,2,4,6,0,5,3,0,1,1,2,0,3,38,16
"RP5-1057I20.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"VDR",3,0,2,0,0,0,0,2,0,1,1,5,0,0,3,0,0,0,6,0,10,104,0
"RP11-89H19.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"RP11-89H19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"TMEM106C",4,3,0,1,0,2,2,5,1,0,1,17,2,1,5,0,1,4,1,5,5,576,2
"RP1-228P16.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SENP1",0,0,0,0,1,0,0,1,0,0,1,2,0,1,0,0,0,1,0,0,1,19,2
"PFKM",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,97,2
"ASB8",0,0,0,0,3,0,0,3,1,1,1,12,2,1,3,0,1,2,0,0,6,65,4
"CCDC184",0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,2,0,1
"RP11-370I10.12",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"ZNF641",0,0,1,0,0,0,0,0,0,0,0,4,1,1,1,2,0,0,1,0,2,14,0
"KANSL2",0,0,1,0,5,0,2,4,1,2,3,13,1,3,4,0,0,0,0,1,6,62,1
"CCNT1",5,6,7,1,3,0,3,2,1,1,7,14,5,8,7,1,1,0,2,2,8,56,1
"ADCY6",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0
"RP11-579D7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"CACNB3",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,34,5
"DDX23",1,1,1,0,1,0,2,1,1,0,3,6,4,0,8,0,0,1,2,2,5,93,2
"RND1",5,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,2,62,18
"RP11-302B13.5",0,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,10,1
"CCDC65",0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0
"FKBP11",4,5,2,4,2,2,1,24,10,6,4,92,16,12,24,2,5,88,1,4,6,195,10
"ARF3",15,1,10,0,1,1,0,9,3,4,6,34,3,2,8,0,5,2,7,2,16,292,18
"WNT10B",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-386G11.5",0,0,1,0,0,0,1,0,0,0,2,2,1,0,0,0,1,0,0,1,0,14,0
"PRKAG1",8,1,1,0,3,0,2,5,1,3,5,13,5,1,13,3,2,2,0,0,4,176,3
"KMT2D",1,1,1,0,3,0,1,1,0,0,3,1,2,2,2,1,0,0,1,0,4,67,3
"RHEBL1",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1
"DHH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LMBR1L",2,2,4,0,1,1,0,5,0,0,3,8,2,2,3,2,4,0,0,0,6,65,2
"TUBA1B",141,24,38,2,10,15,5,9,3,9,49,77,33,34,49,6,10,10,13,57,36,2119,63
"RP11-386G11.10",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,10,0
"TUBA1A",19,17,11,4,6,5,3,12,2,2,37,73,24,26,63,6,4,1,6,8,39,251,36
"TUBA1C",24,6,5,1,4,1,3,4,2,2,14,31,7,4,6,3,2,4,9,4,16,1550,8
"RP11-977B10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-161H23.5",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-161H23.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PRPH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"TROAP",0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,1,135,2
"DNAJC22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
"SPATS2",1,1,2,0,0,1,0,0,1,0,4,5,1,0,4,1,0,11,1,1,5,112,3
"MCRS1",7,3,2,0,2,2,1,1,1,1,5,18,3,1,9,1,0,3,1,0,5,137,2
"PRPF40B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15,0
"FMNL3",2,0,1,0,3,0,1,1,0,0,3,8,1,0,2,1,0,0,0,0,2,2,4
"TMBIM6",89,19,29,3,14,11,14,25,6,6,47,145,29,24,65,2,11,19,44,12,62,1916,23
"NCKAP5L",3,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,1,0,0,16,3
"BCDIN3D",0,1,0,0,0,0,0,0,0,0,2,1,1,3,4,1,1,1,0,1,1,24,0
"FAIM2",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10,0
"AQP5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AQP6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RACGAP1",3,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,2,0,85,3
"ASIC1",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0
"SMARCD1",1,2,1,0,1,1,0,3,1,1,5,15,3,1,2,1,0,1,0,0,6,79,10
"GPD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"COX14",19,6,11,1,8,10,3,22,4,2,40,88,18,9,38,6,5,15,10,5,31,905,19
"RP4-605O3.4",0,1,0,0,2,2,0,1,0,0,1,8,1,2,6,0,0,1,0,1,5,19,0
"CERS5",4,3,2,0,0,0,3,2,0,1,6,15,2,0,9,1,1,0,0,0,14,57,1
"LIMA1",5,0,0,1,1,1,0,6,0,0,1,13,0,1,2,0,0,3,0,2,3,347,17
"LARP4",5,0,1,0,1,1,0,1,0,0,2,3,2,0,1,0,1,0,0,0,3,121,4
"DIP2B",0,0,1,0,0,0,0,0,0,0,6,1,0,2,2,0,0,0,3,0,2,65,3
"ATF1",4,3,2,0,3,2,1,7,0,2,2,19,5,2,8,0,2,0,0,0,6,149,0
"METTL7A",3,1,3,0,0,0,0,0,0,0,1,0,0,6,0,1,0,4,5,0,5,19,2
"RP11-407N8.6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC11A2",2,1,1,1,0,0,1,2,1,0,2,4,2,0,2,1,0,0,0,0,4,230,0
"LETMD1",2,0,4,0,3,1,1,4,1,0,9,20,5,0,8,2,1,2,2,0,4,229,8
"CSRNP2",2,0,0,0,1,1,1,0,0,0,0,2,2,0,6,0,0,1,0,0,4,58,1
"TFCP2",3,1,3,0,2,1,0,1,0,0,0,5,0,0,2,2,0,0,0,0,1,76,1
"POU6F1",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"DAZAP2",51,29,30,8,16,15,11,45,8,7,78,190,33,60,72,14,22,11,42,9,87,1205,30
"SMAGP",2,1,1,1,0,1,1,2,0,0,14,14,3,4,13,1,1,1,3,0,5,420,5
"BIN2",3,3,4,0,5,5,4,7,1,1,3,27,2,3,15,4,3,3,0,2,7,23,0
"CELA1",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
"GALNT6",3,0,0,0,0,1,0,0,0,1,3,3,1,2,1,1,1,0,2,0,1,92,0
"SLC4A8",0,0,2,0,2,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,6,0
"SCN8A",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-923I11.6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ACVRL1",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,34
"ACVR1B",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,3
"GRASP",7,0,6,0,0,0,1,0,0,1,6,1,0,5,1,0,0,0,2,0,1,3,13
"NR4A1",43,5,19,0,2,0,1,9,0,4,44,17,7,17,14,4,4,6,7,1,8,1652,34
"RP11-1100L3.8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,13,0
"ATG101",2,2,6,0,1,3,1,2,0,3,21,19,4,5,10,2,2,5,1,2,8,297,8
"RP11-1100L3.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KRT80",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,64,1
"KRT7",0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,2,14,0
"KRT86",1,0,0,3,0,0,1,6,0,23,0,4,0,0,0,3,1,0,0,0,1,4,0
"KRT81",0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,1,0
"KRT83",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT6B",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,36,0
"KRT5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT8",19,12,21,2,9,10,9,12,1,3,40,79,23,17,44,9,8,16,10,1,37,10792,27
"KRT18",15,13,12,2,9,7,6,9,5,0,22,73,17,11,25,4,7,6,10,3,28,10915,16
"EIF4B",21,13,11,3,17,9,5,15,0,4,54,119,25,24,69,6,8,17,16,6,45,887,30
"RP11-983P16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0
"TNS2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
"SPRYD3",1,1,0,0,0,0,0,2,0,0,4,5,1,0,5,1,0,4,0,0,3,44,2
"IGFBP6",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,40,1
"CSAD",0,2,0,0,0,0,0,3,0,0,1,10,2,0,2,0,0,1,0,0,7,30,2
"ZNF740",1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,4,14,2
"ITGB7",22,4,2,2,7,2,4,5,3,2,6,30,14,2,12,5,2,13,0,2,8,7,1
"RARG",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,0,1,0,1,25,2
"MFSD5",0,3,0,0,0,0,0,0,2,0,2,7,1,1,1,2,0,0,1,0,0,67,0
"ESPL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1
"PFDN5",150,83,161,32,85,62,37,153,24,31,355,691,157,165,510,51,77,70,182,23,322,3514,109
"RP11-680A11.5",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"C12orf10",2,2,1,0,0,1,0,4,1,1,12,15,1,4,10,3,0,4,1,0,14,274,6
"AAAS",2,2,3,0,1,0,0,0,0,0,1,3,5,0,1,0,1,3,1,0,1,61,0
"SP1",2,0,0,0,0,0,0,1,1,0,0,5,0,0,2,0,0,0,1,0,2,104,1
"PRR13",40,14,26,5,3,7,8,29,6,4,51,116,21,16,45,12,12,8,33,4,57,1752,13
"PCBP2",56,30,58,8,19,12,16,27,15,13,79,208,47,35,104,9,22,22,42,17,82,1465,60
"MAP3K12",1,0,0,0,0,0,0,1,1,0,4,0,0,1,2,1,2,0,2,0,3,29,1
"RP11-793H13.11",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
"TARBP2",2,0,4,0,1,0,0,3,0,0,5,7,0,1,2,0,0,0,1,0,4,67,1
"ATF7",3,1,1,0,1,0,0,7,1,2,5,11,4,2,5,1,1,0,1,1,3,151,4
"RP11-793H13.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP5G2",127,70,104,17,40,33,17,98,19,24,138,409,97,83,203,30,33,72,70,19,228,4233,72
"CALCOCO1",1,1,2,0,1,2,0,0,0,0,3,8,2,1,1,2,1,5,2,0,8,34,4
