"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"ARHGAP39",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,2
"ZNF251",0,7,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,3,0,4,12,3
"ZNF34",0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,3,3
"RPL8",2323,5452,235,823,30,384,181,91,401,1379,555,450,115,945,235,233,290,891,3273,1261,8484,2453
"ZNF517",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2
"ZNF7",6,17,2,1,0,1,2,0,0,2,1,1,1,0,1,1,0,0,4,2,22,8
"COMMD5",34,68,4,8,0,3,1,0,5,9,5,6,1,3,6,1,3,8,35,13,47,22
"ZNF250",2,5,0,2,0,3,0,0,0,1,1,1,1,0,0,2,0,2,1,2,4,3
"ZNF16",2,8,0,1,0,4,1,0,1,3,1,0,0,0,1,0,0,0,1,0,5,4
"C8orf33",16,72,3,2,0,0,1,0,1,8,2,4,2,2,2,2,2,11,9,7,47,55
"WASH1",32,57,3,4,2,4,0,3,6,6,6,3,1,5,0,3,4,7,25,10,98,25
"XXyac-YRM2039.3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"PGM5P3-AS1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"CBWD1",25,29,3,12,0,8,4,0,2,7,6,3,1,6,0,4,4,7,29,6,75,14
"C9orf66",1,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
"DOCK8",72,0,3,10,5,13,3,0,7,25,11,0,0,9,7,4,3,2,53,22,6,11
"KANK1",18,9,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,4,11,0,37,12
"RP11-130C19.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DMRT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"DMRT2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SMARCA2",33,48,5,2,0,6,1,0,1,11,8,4,1,9,1,2,4,7,8,7,60,46
"VLDLR-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"VLDLR",0,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,16,0
"PUM3",7,33,3,3,0,4,1,0,6,15,8,5,1,3,0,2,3,10,7,12,98,22
"RFX3",3,5,1,0,0,0,0,0,0,3,1,0,0,1,0,0,1,3,1,3,6,22
"RFX3-AS1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RP11-509J21.2",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GLIS3",8,67,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,12,2,0,6,8
"GLIS3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC1A1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,28,0
"SPATA6L",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,1
"PLPP6",1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,13,3
"CDC37L1-AS1",1,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,5,3,13,4
"CDC37L1",9,46,3,2,0,7,4,1,1,10,8,6,0,4,3,4,0,6,8,20,55,14
"AK3",40,110,4,5,0,7,1,0,1,10,7,9,0,5,0,4,3,23,21,20,150,44
"RCL1",4,31,1,1,1,1,1,0,0,4,2,2,2,1,1,0,0,5,7,2,25,9
"JAK2",16,20,0,2,0,1,1,0,0,1,2,1,0,0,0,0,0,3,9,1,11,5
"RLN2",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0
"RLN1",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
"PLGRKT",104,105,1,18,1,8,3,1,2,16,8,4,0,10,4,2,5,15,64,30,171,25
"CD274",28,4,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,28,8,2,2
"PDCD1LG2",20,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
"RIC1",17,17,0,1,2,2,0,1,3,1,3,1,1,0,0,2,0,3,17,4,13,8
"ERMP1",7,3,0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,0,3,0,46,13
"KIAA2026",18,24,9,4,0,9,0,0,2,10,9,1,1,3,1,4,1,3,17,8,65,25
"RANBP6",4,9,1,0,0,4,0,0,0,3,1,2,0,0,0,1,0,1,3,3,11,9
"IL33",3,20,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,3,1,148,33
"UHRF2",12,27,4,2,1,7,5,1,5,7,4,2,0,5,1,1,1,4,9,20,29,33
"GLDC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-390F4.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0
"RP11-390F4.3",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
"KDM4C",11,10,6,0,0,2,0,1,5,7,3,1,1,2,2,2,2,4,13,3,38,9
"TMEM261",64,172,2,10,0,3,0,0,3,15,8,15,1,2,4,2,3,18,15,30,245,73
"PTPRD",1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PTPRD-AS1",1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TYRP1",0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"LURAP1L-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LURAP1L",1,25,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,46,1,1,165,4
"MPDZ",0,23,0,1,0,0,0,1,1,0,0,4,0,1,0,0,0,12,0,0,0,23
"LINC01235",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
"RP11-536O18.1",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,83
"NFIB",1,59,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,22,3,2,61,200
"RP11-408A13.4",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZDHHC21",13,12,0,0,1,2,1,3,3,2,2,0,0,0,0,0,1,3,2,5,29,13
"FREM1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"TTC39B",6,24,0,0,0,4,2,0,1,2,1,2,0,1,1,1,0,5,5,10,28,7
"SNAPC3",10,27,0,0,0,3,0,0,1,1,0,1,0,0,0,0,0,6,8,1,49,10
"PSIP1",26,48,10,8,1,13,9,4,7,31,13,12,2,11,6,7,7,19,13,31,35,58
"CCDC171",1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0
"C9orf92",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BNC2",15,135,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,2,0,2,21
"RP11-62F24.2",0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"CNTLN",14,37,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,6,0,1,13
"ADAMTSL1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"SAXO1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RRAGA",39,134,3,8,0,8,1,1,2,13,7,14,2,9,2,3,7,20,28,29,96,56
"HAUS6",11,16,2,1,0,5,0,0,2,4,2,1,0,2,0,0,0,4,1,1,18,11
"PLIN2",734,217,13,35,2,23,6,1,2,119,26,6,2,32,9,8,2,33,590,124,162,81
"DENND4C",16,12,3,1,0,2,1,0,0,3,2,0,0,2,3,0,0,5,6,3,40,14
"RP11-513M16.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-513M16.8",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"RPS6",2743,6911,422,851,57,643,338,145,658,2261,1001,629,165,1740,404,439,642,1108,2868,1791,10449,3798
"ACER2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"SLC24A2",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLLT3",3,27,3,0,2,9,2,1,0,8,12,6,0,4,4,4,1,1,0,15,54,7
"FOCAD",9,13,0,1,0,1,1,0,0,2,0,1,0,1,0,0,1,1,6,1,27,8
"FOCAD-AS1",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"HACD4",83,43,3,17,1,8,1,1,4,6,6,1,0,7,1,3,2,2,44,9,5,7
"IFNB1",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0
"KLHL9",12,16,0,1,0,2,1,1,0,4,2,0,0,5,0,0,1,3,8,5,30,12
"IFNE",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MTAP",18,37,0,0,0,1,2,0,0,1,0,5,0,1,0,2,1,5,7,6,79,13
"CDKN2A",7,63,3,4,0,7,0,0,0,13,3,0,1,0,0,0,0,1,9,13,149,2
"CDKN2B-AS1",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"CDKN2B",13,54,0,1,0,0,0,0,0,2,1,4,1,0,0,1,0,2,16,4,81,4
"DMRTA1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01239",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ELAVL2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3
"TUSC1",4,53,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,8,0,0,23,12
"CAAP1",11,17,5,2,0,4,0,0,2,7,5,2,1,1,0,1,1,5,16,9,18,9
"PLAA",14,19,1,3,0,3,2,0,2,4,5,1,0,1,0,0,3,4,20,6,48,11
"IFT74",5,14,0,1,0,3,0,0,2,0,1,3,0,0,0,0,0,2,3,1,16,6
"IFT74-AS1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LRRC19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
"TEK",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,60
"MOB3B",43,7,0,11,0,0,0,0,0,1,1,1,1,0,1,0,0,6,41,0,9,11
"C9orf72",61,4,2,7,0,4,0,0,3,2,1,2,0,5,3,0,1,1,99,6,11,10
"RP11-575I8.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINGO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ACO1",8,62,1,1,0,1,0,0,0,2,0,4,0,0,1,0,0,5,9,1,16,8
"DDX58",13,14,1,1,0,3,2,3,3,3,3,1,0,0,1,1,0,2,19,6,26,14
"TOPORS",30,46,10,7,2,9,4,2,2,16,11,3,1,13,6,4,4,18,25,27,32,43
"TOPORS-AS1",20,24,4,3,3,7,2,2,2,13,8,1,0,7,3,3,4,4,11,13,28,15
"NDUFB6",108,205,7,17,1,16,7,2,6,13,17,19,1,16,4,6,8,34,81,32,127,88
"GVQW1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAF1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"APTX",13,38,1,4,0,1,0,1,0,3,4,2,0,1,1,0,0,4,5,3,32,14
"DNAJA1",323,698,47,58,8,80,28,7,20,142,71,88,9,48,28,23,40,149,318,153,259,431
"SMU1",44,32,3,7,0,9,2,0,4,10,9,6,2,8,5,3,4,9,33,16,39,29
"B4GALT1",205,248,14,30,3,12,3,5,8,47,31,7,0,21,9,15,26,27,184,26,130,64
"B4GALT1-AS1",12,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2
"SPINK4",2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,0
"BAG1",90,125,5,9,2,14,2,2,6,28,11,10,1,7,3,5,31,35,63,32,180,124
"CHMP5",143,242,6,15,1,11,2,1,2,16,10,24,0,2,1,4,7,53,101,22,225,133
"NFX1",12,18,2,2,1,3,1,0,1,5,4,1,0,2,1,1,2,6,6,5,17,9
"AQP7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
"AQP3",10,8,0,4,4,6,1,0,1,60,8,2,0,29,0,3,1,1,3,52,74,8
"NOL6",1,12,1,2,0,2,1,0,1,1,1,0,0,0,0,0,0,0,3,1,11,3
"ANKRD18B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0
"LINC01251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PRSS3",11,12,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,21,3,745,8
"UBE2R2",88,112,3,9,1,6,1,1,1,9,5,6,0,7,3,3,2,25,73,7,100,65
"UBAP2",16,23,5,3,1,7,2,1,0,12,3,2,1,5,0,6,1,6,16,12,74,38
"DCAF12",22,25,1,0,0,10,3,1,0,2,2,2,0,4,2,3,2,1,10,6,43,15
"UBAP1",26,45,1,5,1,1,4,2,0,8,4,5,0,1,3,1,1,5,33,22,55,29
"KIF24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUDT2",13,79,1,0,0,0,2,0,0,3,3,2,0,1,1,1,2,11,7,3,32,20
"KIAA1161",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7
"C9orf24",1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,2
"FAM219A",7,13,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,4,2,1,5,28
"ENHO",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CNTFR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RPP25L",9,28,1,0,0,1,1,0,0,2,1,1,0,3,2,0,0,3,11,3,56,18
"DCTN3",64,213,7,14,2,18,2,2,2,30,21,9,0,21,7,11,8,29,50,46,98,78
"SIGMAR1",21,77,2,4,0,3,2,0,0,5,2,7,0,3,3,3,0,12,8,9,67,18
"GALT",12,16,5,1,2,7,1,0,1,5,5,4,0,3,2,3,0,4,12,7,28,9
"IL11RA",1,33,0,0,0,0,0,0,0,2,0,4,0,2,1,0,0,1,0,0,1,3
"CCL27",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-195F19.5",3,32,0,1,0,0,0,1,1,1,1,3,0,1,1,0,1,10,4,0,10,3
"RP11-195F19.9",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"CCL19",10,391,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,279,7,0,3,5
"CCL21",8,31,0,2,0,0,0,0,1,1,0,2,0,1,0,1,0,51,7,3,5,26
"DNAJB5-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"DNAJB5",6,13,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,7,10,1,1,3
"VCP",90,189,9,15,1,17,4,3,6,29,22,7,2,9,5,6,10,41,53,38,147,111
"FANCG",6,18,1,0,0,2,0,0,2,2,1,2,0,1,0,0,0,1,1,2,9,3
"PIGO",7,8,0,1,0,0,0,1,0,2,1,1,0,1,1,0,0,1,6,6,10,3
"RP11-182N22.8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"STOML2",75,216,6,20,0,9,1,2,6,20,6,12,0,6,3,7,6,38,39,23,202,95
"FAM214B",15,23,0,3,0,0,1,0,0,1,1,0,0,2,0,2,1,3,17,0,24,19
"UNC13B",1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,26,7
"RUSC2",2,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,4,8
"TESK1",16,14,0,1,1,0,0,1,0,0,2,1,0,1,1,2,1,0,14,5,26,21
"CD72",70,3,0,9,0,0,0,0,1,1,0,0,2,0,0,1,2,1,35,0,2,0
"RP11-331F9.4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"SIT1",3,2,1,1,0,12,4,1,3,6,4,0,0,6,0,4,2,0,1,28,0,0
"RMRP",2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"CCDC107",83,124,3,19,1,11,5,1,9,29,12,38,2,7,8,6,11,27,98,30,91,38
"ARHGEF39",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,13,1
"CA9",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0
"TPM2",36,3171,4,4,0,1,2,0,1,10,4,850,2,0,2,2,31,430,26,7,64,30
"TLN1",109,181,9,13,1,12,4,2,4,17,8,23,2,6,1,9,10,60,59,21,58,76
"CREB3",35,141,4,8,0,4,2,1,0,5,3,11,1,3,1,1,2,12,29,11,66,39
"GBA2",8,10,1,1,0,3,0,0,1,0,1,1,1,1,1,1,0,4,5,1,27,17
"RGP1",3,13,2,0,1,2,0,0,2,7,3,0,0,5,1,2,0,2,1,5,30,13
"MSMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"RP11-112J3.16",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0
"NPR2",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
"SPAG8",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"HINT2",60,108,1,7,0,8,2,0,2,15,8,6,0,7,2,2,10,21,35,19,145,23
"TMEM8B",0,11,0,2,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,11,0
"FAM221B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"HRCT1",1,11,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,34,14
"LINC00961",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5
"RECK",11,43,1,2,0,1,1,0,1,2,0,2,0,1,0,0,0,4,9,5,1,5
"GLIPR2",152,201,18,30,7,25,9,2,2,29,24,15,1,14,14,10,9,17,236,36,7,15
"CCIN",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLTA",304,524,14,24,0,26,10,2,14,35,32,52,0,20,6,14,16,84,156,54,551,265
"GNE",6,5,1,0,0,2,0,0,1,2,2,0,0,1,1,0,0,2,1,2,64,5
"RNF38",11,13,1,2,1,6,2,0,1,1,1,4,1,1,1,2,0,2,5,3,18,12
"MELK",3,7,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,1,9,3
"PAX5",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-220I1.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EBLN3",18,40,3,3,1,5,1,0,2,16,7,3,2,6,0,1,3,13,11,5,55,18
"ZCCHC7",11,46,0,3,0,1,0,0,7,11,3,6,1,1,1,1,3,7,12,5,48,17
"GRHPR",70,153,1,12,0,12,0,1,3,17,9,14,1,4,2,7,9,26,36,12,145,85
"ZBTB5",2,1,2,1,0,0,1,0,0,2,1,0,0,1,1,0,0,1,2,0,7,4
"POLR1E",6,25,1,0,1,3,4,0,1,16,3,3,1,7,2,2,1,2,2,3,13,3
"FBXO10",1,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
"TOMM5",39,88,3,7,0,6,5,1,9,25,19,6,1,13,4,7,1,10,27,25,107,62
"FRMPD1",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"TRMT10B",5,8,0,0,0,0,1,0,2,1,2,0,0,1,0,1,0,0,1,3,19,1
"EXOSC3",13,46,1,6,0,5,0,0,1,15,3,1,1,5,1,3,2,7,17,11,27,10
"DCAF10",15,35,1,2,0,4,0,1,0,1,2,2,1,2,2,1,3,6,10,8,28,18
"SLC25A51",6,11,0,5,0,1,0,0,1,6,1,0,0,1,0,2,0,1,4,1,9,2
"SHB",24,33,1,0,0,0,0,0,0,0,0,10,0,0,0,1,5,1,12,0,63,25
"ALDH1B1",2,67,0,0,0,0,1,0,0,1,0,25,0,0,0,0,0,5,3,2,10,4
"IGFBPL1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM95C",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ANKRD18A",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"FAM201A",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"CNTNAP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"GLIDR",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3
"FAM95B1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC129778.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
"BMS1P14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1
"CH17-80A12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BX255923.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CBWD7",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
"CNTNAP3B",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11
"RP11-475I24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FP325317.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM27C",0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0
"RP11-111F5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-111F5.4",2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,1,1,4
"RP11-211N8.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LINC01410",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-262H14.4",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"RP11-381O7.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKRD20A4",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"CBWD5",15,18,1,5,0,5,1,1,3,3,3,3,0,2,2,2,4,4,12,8,41,11
"ZNF658",2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"RP11-395E19.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-561O23.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CBWD3",7,2,2,1,0,3,0,0,4,3,1,1,0,0,0,1,0,1,6,3,19,5
"PGM5",2,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,24
"PGM5-AS1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-88I18.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"LINC01506",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"PIP5K1B",10,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,109,0
"FAM122A",13,24,0,2,0,1,1,0,0,6,3,2,0,5,2,2,2,11,14,8,11,20
"FXN",13,33,0,0,0,2,1,0,1,9,4,1,0,5,2,1,2,10,5,6,18,22
"TJP2",21,23,0,2,0,0,0,2,0,2,0,2,0,1,0,0,4,7,41,2,98,28
"BANCR",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"FAM189A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"APBA1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1
"PTAR1",9,20,2,3,1,12,5,3,4,19,4,1,0,6,4,3,9,4,18,16,10,25
"MAMDC2-AS1",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"MAMDC2",4,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,1
"SMC5-AS1",1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SMC5",25,51,2,2,2,8,0,1,1,7,8,7,1,5,2,1,5,5,13,18,36,23
"KLF9",25,148,2,2,2,5,0,1,1,4,6,7,0,5,1,4,1,72,17,6,14,83
"TRPM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TMEM2",42,55,10,2,2,18,8,0,2,15,22,3,1,14,10,6,1,13,32,22,69,77
"ABHD17B",11,23,5,7,0,6,1,1,2,5,4,1,1,0,3,4,2,6,24,11,24,9
"C9orf85",3,27,0,2,1,3,0,0,1,1,2,1,0,1,2,0,2,4,7,6,24,12
"C9orf57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GDA",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,51,1
"RP11-63P12.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LINC01504",6,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,1
"ZFAND5",465,300,14,66,1,23,8,7,7,39,25,27,4,13,16,10,18,66,304,96,256,240
"TMC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"LINC01474",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDH1A1",54,34,1,0,0,0,0,0,0,0,0,28,0,0,0,0,1,4,17,2,96,4
"ANXA1",1102,808,179,233,15,174,104,16,1,690,243,23,0,262,95,139,30,116,1579,81,721,437
"RORB",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
