"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"TJP2",14,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,38,1,241,10
"FAM189A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"APBA1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"RP11-470P21.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"PTAR1",8,6,2,4,2,2,3,4,7,6,3,9,3,8,1,5,2,1,2,7,11,46,5
"C9orf135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MAMDC2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"MAMDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SMC5-AS1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"SMC5",15,10,3,3,3,4,2,9,6,8,3,9,7,6,1,5,3,0,2,15,25,111,7
"KLF9",29,12,0,3,0,1,3,2,3,2,6,0,1,1,0,0,1,0,14,18,8,88,11
"TRPM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"TMEM2",31,15,7,0,2,5,3,3,18,4,9,10,6,2,0,13,3,1,2,22,20,183,32
"ABHD17B",8,2,3,1,3,1,0,4,9,3,6,4,4,1,0,2,2,1,1,15,13,71,3
"C9orf85",5,8,1,0,1,2,1,2,3,4,1,1,2,2,1,0,4,0,3,5,5,56,6
"C9orf57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"GDA",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0
"RP11-63P12.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"LINC01504",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,0
"ZFAND5",307,55,13,20,9,10,3,25,28,41,34,24,31,21,0,20,7,8,22,204,107,811,60
"ALDH1A1",28,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,0,5,15
"ANXA1",629,69,75,41,58,124,29,70,107,3,170,186,3,133,33,38,103,18,47,456,63,581,117
"RORB",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"TRPM6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
"C9orf40",1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,80,0
"C9orf41-AS1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"CARNMT1",5,2,1,2,1,0,0,3,3,0,1,0,1,3,0,0,1,1,0,2,1,65,8
"NMRK1",18,7,5,1,5,4,0,9,5,1,5,13,0,3,1,2,3,0,3,5,21,193,4
"OSTF1",141,9,10,16,15,21,6,20,32,28,29,34,12,17,1,22,19,10,19,110,42,264,24
"PCSK5",9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,8
"RFK",25,11,0,2,3,1,1,5,3,1,4,11,1,3,0,2,1,1,1,11,20,306,18
"GCNT1",5,0,0,0,1,1,2,1,4,1,0,0,2,0,0,1,1,0,0,1,23,132,0
"PRUNE2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,79,1
"VPS13A",8,3,2,0,1,2,1,3,2,2,8,4,3,6,0,3,5,0,1,1,13,167,5
"GNA14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3
"GNA14-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GNAQ",64,21,0,16,0,0,0,3,4,1,0,3,0,5,1,0,0,11,4,70,12,212,33
"CEP78",4,2,2,0,2,3,0,0,3,1,0,3,0,4,1,1,0,2,0,2,8,52,4
"PSAT1",5,2,1,0,2,1,1,1,3,0,2,1,0,2,0,3,0,1,0,1,4,507,0
"RP11-375O18.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TLE4",40,12,8,4,5,4,6,5,7,12,11,10,8,16,1,5,11,3,5,65,22,159,6
"TLE1",10,10,0,0,2,0,0,0,3,8,2,4,7,1,0,0,4,2,5,16,1,196,3
"RP11-383M4.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RASEF",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,131,0
"FRMD3",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0
"IDNK",6,0,1,0,1,0,0,0,4,1,0,1,1,2,0,2,1,0,1,0,3,16,0
"UBQLN1",54,17,5,4,1,3,4,13,10,12,9,9,11,6,1,4,4,5,3,45,34,303,17
"RP11-522I20.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"GKAP1",2,3,1,1,0,0,2,3,1,5,4,3,1,3,0,0,0,1,0,0,4,38,1
"KIF27",0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,16,0
"C9orf64",7,3,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,1,2,16,2
"HNRNPK",246,114,36,28,36,38,33,98,83,105,77,87,56,68,8,45,32,27,42,325,223,2052,110
"RP11-575L7.8",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0
"RMI1",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,1
"SLC28A3",3,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,2,94,1
"NTRK2",0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,5,1,0
"AGTPBP1",8,0,2,0,0,2,1,1,2,0,2,0,1,1,0,3,1,0,0,4,4,20,1
"NAA35",3,1,1,1,0,0,0,0,2,3,4,4,2,1,0,3,1,0,1,6,7,80,3
"GOLM1",12,64,3,0,0,0,0,1,4,2,0,1,0,0,0,3,1,0,4,17,2,476,27
"ISCA1",20,22,9,1,8,12,9,25,16,16,33,26,6,28,3,11,8,10,5,22,69,306,17
"ZCCHC6",18,4,4,1,0,5,1,6,3,1,6,6,6,5,0,0,1,0,0,18,33,93,10
"GAS1",1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"RP11-276H19.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"C9orf170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DAPK1",59,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,1,8,0
"CTSL",1495,79,1,1,1,1,2,10,6,2,15,6,2,12,0,4,2,1,14,898,15,146,43
"XXyac-YM21GA2.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"CDK20",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,0
"SPIN1",19,14,1,1,3,2,0,4,3,1,1,2,1,2,0,2,0,0,3,11,6,87,5
"NXNL2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C9orf47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"S1PR3",2,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,4,5,0,2,0
"SHC3",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CKS2",165,34,12,8,13,12,3,12,18,62,22,32,36,14,1,15,7,16,19,200,64,1476,54
"SECISBP2",24,16,4,0,4,4,0,6,5,9,3,6,6,6,0,0,4,5,0,20,15,205,9
"SEMA4D",26,0,1,0,6,4,2,8,13,8,2,11,2,7,1,4,7,3,0,24,13,32,0
"GADD45G",74,1,0,0,4,0,2,34,11,0,9,4,0,4,0,5,2,2,0,36,29,114,39
"UNQ6494",4,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0
"DIRAS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SYK",55,0,0,3,0,0,0,0,0,5,0,0,6,0,0,0,0,7,0,22,1,54,0
"RP11-305L7.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-305L7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"RP11-305L7.3",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00484",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RP11-305L7.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AUH",4,1,1,0,1,1,0,0,0,4,0,2,0,0,1,0,1,0,1,2,3,38,2
"NFIL3",67,5,0,2,2,0,0,3,3,0,2,3,1,0,0,1,0,1,5,55,3,48,3
"RP11-440G5.2",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ROR2",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SPTLC1",7,12,2,3,2,5,0,0,3,2,3,2,2,2,1,3,3,0,2,7,5,51,4
"LINC00475",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IARS",33,12,5,0,3,2,3,3,3,2,5,5,3,7,0,2,1,3,2,20,9,262,10
"NOL8",5,10,0,1,4,1,3,2,3,3,5,5,2,4,0,1,5,0,1,8,9,87,4
"CENPP",4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,2,0,8,0
"OGN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMD",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASPN",0,178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,6,0
"ECM2",0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1
"IPPK",2,0,0,0,0,1,0,3,0,0,2,0,0,1,0,1,1,2,0,3,1,27,1
"BICD2",20,6,0,1,0,1,0,0,1,2,1,2,0,1,0,1,2,1,1,9,5,24,3
"ZNF484",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,6,0
"FGD3",8,0,0,0,1,2,1,9,8,1,5,8,4,4,0,4,3,0,0,3,19,6,1
"SUSD3",8,2,3,1,8,5,1,13,9,3,6,17,2,7,0,3,1,0,0,4,38,7,0
"CARD19",87,29,5,9,13,6,1,9,20,3,9,30,3,6,0,11,4,1,5,104,23,323,14
"NINJ1",452,71,12,76,19,11,7,43,46,16,57,64,6,27,1,24,22,52,8,1330,100,388,23
"WNK2",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,103,0
"RP11-165J3.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"FAM120AOS",21,8,6,2,2,4,2,1,3,5,3,7,0,5,0,4,3,2,3,19,15,168,7
"FAM120A",58,21,6,5,1,4,2,5,7,3,3,5,7,7,0,1,3,3,5,45,19,417,20
"PHF2",4,0,1,1,4,1,0,1,1,1,2,0,0,1,1,0,1,2,2,4,1,21,8
"BARX1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
"PTPDC1",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,22,1
"RP11-2B6.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-2B6.2",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"ZNF169",1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,2,2
"RP11-307E17.8",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"MFSD14B",28,12,2,1,1,0,2,3,1,3,3,4,3,3,0,3,1,2,2,26,7,94,5
"PCAT7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0
"FBP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FBP1",157,3,0,8,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,88,3,21,0
"C9orf3",2,57,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,16,3,0,134,29
"FANCC",2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,21,1
"RP11-435O5.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"PTCH1",1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,38,0
"RP11-435O5.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-435O5.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"ERCC6L2",5,3,1,0,0,1,2,0,0,2,1,1,0,2,0,1,1,2,0,2,9,33,2
"LINC00092",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0
"HSD17B3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
"SLC35D2",5,8,0,1,2,1,1,3,2,2,1,3,0,1,0,0,0,1,2,6,7,149,2
"ZNF367",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,3
"HABP4",1,5,2,0,1,0,1,1,0,1,2,3,0,2,0,0,1,0,1,0,5,29,4
"CDC14B",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,19,2
"AAED1",46,25,2,4,2,6,1,8,10,8,6,12,8,8,0,6,5,3,16,56,11,61,16
"ZNF510",1,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,11,0
"ZNF782",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MFSD14C",2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,5,1
"CTSV",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,9,0
"RP11-498P14.5",0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
"CCDC180",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TDRD7",3,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,1,22,1
"TMOD1",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,4,0
"TSTD2",4,1,2,1,0,2,2,1,0,1,3,3,1,1,0,2,0,1,1,6,2,28,1
"NCBP1",12,2,0,2,1,0,0,1,0,3,3,1,1,2,0,1,1,1,0,4,1,48,3
"XPA",16,10,2,1,2,1,1,3,2,0,2,7,1,4,1,4,1,0,4,5,10,82,3
"TRMO",6,2,5,0,0,5,1,2,4,2,1,8,2,3,1,0,4,1,0,4,5,44,2
"ANP32B",73,49,10,12,17,13,10,29,14,30,26,41,15,37,3,9,5,12,12,84,86,861,33
"NANS",107,31,2,14,6,5,5,6,12,7,12,16,16,27,5,5,11,8,5,85,37,770,28
"TRIM14",16,1,3,0,1,2,1,5,2,0,0,1,0,2,0,1,0,2,0,4,11,53,1
"CORO2A",4,0,0,0,1,0,3,2,0,0,1,2,0,2,0,0,0,0,0,0,4,81,1
"TBC1D2",17,9,0,1,0,0,0,3,0,1,0,0,1,0,0,1,1,2,1,5,1,61,2
"ANKS6",1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,47,0
"GALNT12",3,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114,0
"COL15A1",1,68,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,4,244
"RP11-92C4.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"TGFBR1",22,12,0,1,0,0,1,0,3,0,0,2,3,1,0,3,2,14,3,19,1,33,4
"ALG2",17,9,2,2,2,4,1,5,3,2,0,5,2,1,1,1,1,12,3,27,6,116,5
"SEC61B",268,177,26,48,37,41,20,52,60,50,66,63,20,43,8,31,28,206,34,387,156,2084,119
"NR4A3",153,6,2,39,6,6,1,5,16,44,9,19,18,6,3,9,5,90,7,266,11,90,2
"STX17-AS1",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,14,0
"STX17",3,7,0,0,0,1,1,1,1,4,2,3,2,3,1,0,2,2,0,3,6,67,2
"ERP44",111,26,3,11,11,6,6,12,14,13,12,23,4,9,1,2,8,3,5,104,40,360,16
"INVS",5,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,6,1
"TEX10",5,2,0,2,1,1,0,1,0,4,0,2,3,2,0,0,0,0,4,5,3,21,3
"MSANTD3",29,11,0,1,0,1,0,0,1,1,0,0,2,0,0,2,0,0,6,21,2,100,14
"MURC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PLPPR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"BAAT",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"MRPL50",24,17,5,1,3,10,4,9,8,8,7,7,5,8,2,5,3,3,8,11,26,400,15
"ZNF189",3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,41,2
"ALDOB",1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,264,1
"TMEM246",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,63,2
"RNF20",7,7,1,0,2,1,0,3,3,3,2,5,2,2,0,2,1,1,1,6,3,82,4
"SMC2-AS1",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"SMC2",7,4,1,0,0,3,0,1,1,3,2,3,1,1,0,0,0,1,1,2,4,118,7
"NIPSNAP3A",16,12,0,4,2,2,0,1,6,0,1,1,1,2,0,0,0,1,1,20,2,56,11
"NIPSNAP3B",0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0
"ABCA1",151,33,0,0,0,0,1,1,1,6,0,0,3,0,0,1,2,0,3,147,1,15,6
"RP11-217B7.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"SLC44A1",45,33,0,1,0,0,0,2,0,0,3,0,1,2,1,3,1,5,2,72,4,286,15
"FSD1L",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,27,2
"RP11-235C23.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FKTN",7,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,18,0
"TAL2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"TMEM38B",20,3,0,2,0,0,0,0,1,5,0,2,1,1,1,1,2,1,1,22,6,71,2
"RP11-308N19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ZNF462",4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,56,3
"RAD23B",74,28,4,7,1,2,2,9,16,11,15,7,6,7,1,1,4,4,10,68,28,486,26
"KLF4",242,20,2,30,0,2,0,5,4,2,1,2,22,4,0,6,3,46,3,182,6,1605,40
"IKBKAP",10,1,0,0,1,0,1,2,2,1,3,3,0,1,1,1,2,0,0,3,2,34,4
"FAM206A",6,2,0,1,1,0,0,1,0,1,0,2,0,1,0,0,0,2,1,0,4,50,2
"CTNNAL1",3,11,0,1,2,1,2,2,3,3,5,5,0,1,1,4,2,1,0,12,16,94,24
"TMEM245",17,9,2,0,1,2,1,5,4,2,8,7,1,5,0,1,0,1,4,5,11,72,8
"EPB41L4B",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0
"PTPN3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,87,0
"PALM2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PALM2-AKAP2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKAP2",2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"C9orf152",3,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,2,353,0
"TXN",941,136,19,92,35,26,11,55,47,36,62,64,29,47,3,23,20,737,40,1032,189,6673,154
"SVEP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"RP11-410K21.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LPAR1",8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,21,0
"RP11-202G18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"KIAA0368",14,6,1,3,0,0,1,2,2,3,2,6,0,0,0,1,2,1,0,6,4,103,5
"ZNF483",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PTGR1",18,11,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,1,2,131,8
"DNAJC25",2,8,1,0,0,0,1,0,1,0,1,2,2,1,1,1,0,0,5,5,1,83,4
"DNAJC25-GNG10",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNG10",9,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,4,9,1,8,1
"UGCG",60,20,2,0,2,1,0,4,1,6,1,1,2,8,0,1,2,15,13,21,9,85,29
"SUSD1",11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,0,6,1,11,3
"PTBP3",43,14,2,4,3,10,3,1,8,8,4,16,7,6,0,1,7,3,4,44,15,444,15
"HSDL2",14,1,2,2,1,0,1,0,1,1,1,5,0,2,1,2,1,1,0,5,4,86,3
"C9orf147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KIAA1958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"INIP",19,5,2,1,1,1,1,5,3,4,3,1,1,5,0,0,1,0,0,13,22,85,9
"RP11-276E15.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SNX30",3,1,2,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,3,3,33,1
"SLC46A2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ZNF883",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZFP37",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"FAM225B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM225A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC31A2",118,7,0,17,2,0,1,3,0,0,3,1,1,2,0,0,0,1,0,91,5,5,3
"FKBP15",36,7,1,0,2,0,0,1,3,3,2,1,2,0,0,0,0,0,1,12,4,50,5
"SLC31A1",48,12,0,0,0,1,0,0,1,0,0,1,0,2,0,0,2,1,2,17,1,98,0
"CDC26",42,26,4,4,3,3,4,8,5,10,17,16,3,14,0,6,8,6,5,58,31,292,28
"PRPF4",7,2,2,2,0,2,1,1,1,6,0,4,5,3,0,3,1,5,1,5,6,103,4
"RNF183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"WDR31",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"BSPRY",3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,0,1,1,172,0
"HDHD3",6,2,1,0,1,2,0,3,2,4,4,2,4,3,0,1,2,1,2,6,10,309,5
"ALAD",6,6,0,1,1,0,1,1,0,0,1,1,0,0,0,1,3,0,2,3,5,25,4
"POLE3",24,21,5,5,7,5,3,7,10,11,12,12,11,11,0,5,6,6,8,18,32,266,14
"C9orf43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RGS3",7,31,3,0,0,0,0,1,2,2,1,1,1,2,0,1,1,0,5,5,2,82,244
"RP11-18B16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF618",10,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,4,0,76,14
"AMBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"KIF12",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,70,0
"COL27A1",1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,25,7
"AKNA",14,4,22,1,18,22,10,6,30,12,15,32,4,10,3,17,32,7,0,10,36,53,1
"RP11-9M16.2",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"DFNB31",6,4,3,0,7,4,1,2,6,1,8,10,3,2,0,4,6,0,0,8,17,62,0
"ATP6V1G1",329,130,33,31,44,24,18,64,51,81,53,89,27,50,7,32,24,23,41,351,227,1283,86
"C9orf91",7,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,7,1,17,2
"RP11-402G3.3",0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"TNFSF15",48,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,70,1,74,0
"TNFSF8",3,0,1,0,0,0,1,9,0,0,5,1,0,5,0,0,0,1,0,15,6,2,0
"TNC",3,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5,1,20,1
"DEC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PAPPA",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0
"PAPPA-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASTN2",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"TRIM32",0,3,1,0,1,0,0,1,1,2,0,0,1,2,0,0,1,0,0,1,2,15,4
"TLR4",26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,48,2
