"","Anti-inflammatory macro/mono","CXCL13+ CD8 Tcells","Double-Negative Tcells","gdTcells","IL17+ CD4 Tcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells"
"ZBTB3",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,33
"POLR2G",22,6,0,6,9,1,4,92,10,1,0,7,0,3,21,2184
"RP11-727F15.11",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17
"TAF6L",1,0,0,0,0,0,1,8,2,0,0,1,0,0,0,166
"TMEM223",4,2,0,2,2,1,0,20,3,0,7,1,0,0,7,609
"RP11-727F15.12",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,39
"TMEM179B",29,12,2,7,4,1,4,45,16,3,9,4,2,2,16,2132
"NXF1",15,4,0,1,3,1,8,29,8,2,4,4,0,1,11,618
"STX5",19,5,2,3,5,3,10,30,5,10,4,3,1,1,14,995
"RP11-727F15.9",0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,96
"WDR74",5,5,2,0,2,0,6,35,10,6,10,5,1,2,12,1306
"SLC3A2",60,12,2,4,11,0,10,88,27,3,11,8,4,2,42,6806
"CHRM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AP000438.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"SLC22A9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HRASLS5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LGALS12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RARRES3",28,67,12,17,42,5,8,404,90,1,40,34,19,4,78,746
"HRASLS2",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,60
"PLA2G16",8,14,2,4,5,1,3,42,25,1,2,11,2,1,15,2742
"ATL3",8,3,0,1,1,0,2,18,4,0,1,3,0,2,5,422
"RTN3",38,6,1,3,4,2,4,44,5,4,1,2,0,4,19,2596
"C11orf95",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,299
"C11orf84",2,1,0,0,0,0,0,4,0,0,0,1,0,0,0,215
"MARK2",1,0,0,0,2,0,0,11,8,0,1,4,1,0,2,782
"RCOR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"NAA40",0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,68
"COX8A",236,51,9,8,47,10,18,372,68,8,25,26,5,18,123,14781
"OTUB1",10,7,4,5,8,1,2,68,13,6,9,6,1,4,27,1776
"MACROD1",1,1,0,0,0,0,1,3,0,1,1,1,0,1,0,2412
"RP11-21A7A.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"STIP1",26,5,0,5,8,3,8,57,14,1,6,10,2,2,23,2006
"FERMT3",36,7,1,3,8,1,2,62,16,1,1,5,0,0,15,23
"TRPT1",12,1,0,0,0,0,1,9,2,0,1,2,1,0,0,815
"NUDT22",10,2,0,0,7,0,1,21,6,0,0,3,1,0,5,1021
"RP11-783K16.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"DNAJC4",15,2,0,0,1,2,3,36,7,3,2,2,1,2,7,681
"VEGFB",12,1,0,2,2,0,1,7,1,0,2,0,1,0,1,374
"FKBP2",106,11,1,7,12,4,13,112,17,6,8,8,3,7,22,5464
"PPP1R14B",11,2,0,0,3,0,6,20,5,2,1,4,0,0,4,5006
"RP11-783K16.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
"RP11-783K16.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"PLCB3",3,0,0,0,1,0,0,2,0,0,0,0,0,0,1,383
"BAD",15,3,1,0,3,0,1,43,5,0,2,3,0,0,9,1977
"GPR137",2,2,0,0,2,0,1,9,0,1,1,0,1,0,1,288
"TEX40",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
"ESRRA",8,0,0,0,2,0,1,10,2,0,0,2,0,1,2,1575
"TRMT112",90,25,5,16,19,7,21,190,44,12,25,20,4,9,97,8210
"PRDX5",124,35,9,13,24,10,22,203,50,10,22,21,8,8,91,33229
"AP003774.1",0,3,0,0,0,0,2,4,1,0,2,2,0,0,0,741
"CCDC88B",4,7,0,1,4,1,2,15,2,2,1,4,0,0,6,698
"RPS6KA4",8,3,0,2,0,0,0,9,2,0,0,0,0,1,1,594
"SLC22A11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"NRXN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"RASGRP2",3,0,1,0,2,0,9,16,0,1,5,0,0,0,2,5
"PYGM",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9
"SF1",37,14,6,5,19,6,36,204,26,10,39,14,4,3,64,5146
"AP001462.6",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12
"MAP4K2",3,0,0,0,5,0,3,18,2,0,3,0,0,0,8,107
"MEN1",3,0,0,0,0,0,2,1,0,0,0,0,0,1,1,208
"CDC42BPG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
"EHD1",39,6,1,6,7,1,13,63,10,5,9,8,2,17,12,2050
"MIR194-2HG",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,837
"ATG2A",6,9,1,1,6,0,3,47,17,0,6,5,0,2,14,1120
"PPP2R5B",3,1,0,1,0,1,1,9,1,0,0,0,0,0,4,517
"GPHA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"C11orf85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"BATF2",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,877
"ARL2",28,2,0,0,4,0,4,25,5,0,3,1,0,1,10,2343
"SNX15",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"SAC3D1",7,1,0,0,1,1,0,9,2,0,1,1,0,0,3,656
"NAALADL1",0,2,0,0,3,0,2,6,2,0,1,6,0,1,5,25
"CDCA5",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,270
"ZFPL1",8,0,0,0,2,0,0,13,5,0,1,1,1,1,9,916
"TMEM262",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"VPS51",12,6,1,0,8,1,6,54,10,4,4,2,3,2,16,3569
"AP003068.9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
"TM7SF2",1,1,0,0,2,0,0,3,1,0,0,0,0,0,2,470
"ZNHIT2",2,2,0,0,0,0,0,6,1,1,2,0,0,0,3,441
"FAU",511,187,57,75,191,46,371,1487,303,155,273,147,42,100,568,58438
"SYVN1",4,1,0,0,0,0,1,10,2,1,0,0,0,0,3,459
"MRPL49",2,5,0,0,2,0,1,10,2,0,2,0,0,0,7,750
"SPDYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"AP003068.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,321
"CAPN1",11,7,1,2,6,0,1,49,7,2,9,4,0,4,11,2800
"POLA2",6,0,0,0,0,0,0,1,1,0,0,0,0,0,3,155
"CDC42EP2",11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,231
"DPF2",4,3,1,0,3,0,4,24,2,2,3,1,0,0,5,318
"TIGD3",0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,38
"SLC25A45",4,2,0,1,1,0,0,19,1,3,2,0,0,0,5,163
"FRMD8",7,1,0,1,3,0,1,13,2,2,3,1,0,2,4,320
"NEAT1",1361,40,9,14,39,6,35,293,103,16,57,40,9,151,144,59963
"CMB9-22P13.1",2,0,0,0,0,0,0,5,2,0,0,0,0,0,1,119
"CMB9-22P13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"MALAT1",10519,3173,1105,969,3218,892,5803,25088,5964,2101,5182,1824,539,1549,14143,650204
"AP000769.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"AP000769.1",1,1,1,0,0,0,2,4,0,0,0,0,0,0,2,56
"SCYL1",5,3,0,1,2,0,1,16,5,0,2,2,0,0,1,816
"LTBP3",3,1,0,0,3,2,1,8,0,2,1,3,0,0,2,889
"SSSCA1",14,4,0,1,3,0,2,29,7,0,4,1,2,1,16,1225
"FAM89B",12,9,0,1,9,0,3,58,9,0,4,2,1,0,24,761
"EHBP1L1",22,0,0,1,0,0,0,7,0,0,0,0,0,0,2,423
"SIPA1",12,1,0,0,1,0,7,18,2,1,1,1,0,0,6,349
"KCNK7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"MAP3K11",18,1,0,1,1,0,3,8,4,0,1,3,1,0,5,985
"PCNXL3",3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,232
"RELA",13,7,0,1,3,0,1,24,10,0,5,2,0,2,14,1270
"KAT5",10,2,0,2,1,0,3,21,6,1,1,0,1,0,5,558
"RNASEH2C",46,7,2,4,11,2,3,89,13,5,8,10,2,2,24,1850
"AP5B1",11,1,0,0,0,0,1,4,2,0,0,2,0,0,1,112
"OVOL1",2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1656
"RP11-770G2.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
"CFL1",643,199,24,54,206,47,82,1715,374,42,125,143,31,76,414,40201
"SNX32",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"MUS81",1,1,0,0,1,0,2,7,2,0,0,1,0,0,1,444
"EFEMP2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
"CTSW",0,76,0,16,0,0,0,18,94,0,0,49,3,0,2,16
"FIBP",34,9,0,3,11,3,5,52,16,0,5,13,2,2,20,1840
"CCDC85B",40,22,3,10,15,3,6,117,37,3,7,16,5,0,38,3366
"FOSL1",7,1,1,1,0,0,1,2,3,0,1,1,0,1,4,3299
"C11orf68",3,1,0,0,0,0,0,4,1,0,2,1,1,0,3,345
"DRAP1",107,36,9,5,31,11,13,268,69,4,24,18,7,3,62,4993
"SART1",5,4,1,0,2,0,5,18,5,3,0,1,0,0,9,647
"EIF1AD",4,4,2,0,0,0,1,16,2,1,3,2,0,1,3,306
"BANF1",57,7,2,9,9,3,16,74,13,5,2,9,3,3,23,5128
"CST6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"CATSPER1",6,0,0,1,0,0,0,0,0,0,0,2,0,0,0,16
"SF3B2",32,9,5,8,8,1,12,93,27,7,12,12,3,2,49,3081
"RP11-1167A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PACS1",0,2,0,0,0,0,1,23,2,1,4,2,1,0,5,186
"RP11-755F10.1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6
"KLC2",0,1,1,0,2,0,0,4,0,0,0,0,0,0,5,241
"RP11-867G23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RAB1B",16,6,1,0,5,1,3,30,12,0,3,5,1,0,13,1044
"RP11-867G23.3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"RP11-867G23.4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
"CNIH2",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4
"YIF1A",35,5,1,0,9,1,5,38,6,1,5,3,0,2,15,3196
"TMEM151A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"CD248",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RIN1",3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,312
"BRMS1",13,5,1,0,4,1,5,22,11,2,5,0,1,1,15,1689
"B4GAT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
"RP11-867G23.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
"SLC29A2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,198
"MRPL11",25,2,0,4,4,0,8,57,15,1,9,8,2,2,12,3257
"PELI3",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,31
"CTD-3074O7.5",0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,224
"DPP3",6,4,0,3,5,1,2,19,6,0,2,2,0,0,7,791
"BBS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"ZDHHC24",12,1,0,0,1,0,6,20,2,0,1,0,0,2,5,637
"ACTN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTSF",3,0,0,0,0,0,0,3,0,0,1,0,0,0,2,717
"CCDC87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"CCS",17,2,0,2,3,3,5,31,3,2,2,4,0,0,10,946
"RBM14",5,7,1,1,4,1,4,39,7,1,4,4,1,0,8,875
"RBM14-RBM4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"RBM4",9,5,4,2,4,0,7,39,10,2,8,1,2,1,16,568
"RBM4B",2,2,1,0,1,0,1,10,5,0,0,1,0,1,2,195
"RP11-658F2.8",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,67
"SPTBN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
"C11orf80",0,1,1,0,2,0,0,4,1,0,1,0,0,0,1,254
"RCE1",5,2,1,1,0,0,2,20,9,1,3,0,2,1,4,878
"PC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
"LRFN4",2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,716
"C11orf86",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36
"SYT12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"RHOD",0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,789
"KDM2A",8,8,1,2,3,0,2,37,3,1,7,4,1,1,23,1066
"ADRBK1",15,6,1,2,2,2,4,23,3,1,4,2,1,1,4,804
"ANKRD13D",4,8,0,0,5,0,0,27,10,0,3,2,0,1,4,488
"SSH3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,467
"RAD9A",8,3,1,3,2,0,4,19,9,0,2,4,0,0,13,593
"POLD4",5,4,0,1,1,0,2,9,0,1,1,0,0,0,3,321
"CTC-1337H24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"CLCF1",4,0,0,0,0,0,0,1,1,1,0,0,0,0,1,285
"CTC-1337H24.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"PPP1CA",75,41,7,13,39,9,17,296,64,1,17,27,4,8,83,6217
"TBC1D10C",0,15,0,4,13,4,4,89,26,3,10,9,1,0,35,11
"CARNS1",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
"RPS6KB2",15,5,0,0,11,0,3,50,9,0,7,4,1,3,17,1353
"AP003419.16",0,0,0,2,0,0,1,4,2,0,0,0,0,0,0,34
"CORO1B",55,11,2,1,26,2,1,233,15,1,19,4,4,1,141,2626
"CABP4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"TMEM134",17,9,1,2,5,0,9,30,6,2,1,6,0,0,17,1710
"AIP",21,5,1,1,1,0,6,38,17,2,5,6,1,0,30,1084
"PITPNM1",4,0,0,2,0,1,0,10,1,0,1,1,0,1,0,485
"CDK2AP2",23,21,6,0,26,8,7,118,34,3,8,12,4,3,40,3003
"GSTP1",228,28,2,14,32,7,17,222,60,8,7,89,6,24,43,40880
"C11orf72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"NDUFV1",27,6,1,2,7,3,2,54,12,3,9,4,1,1,21,4138
"RP11-655M14.13",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10
"NUDT8",2,1,0,0,0,1,0,8,2,1,1,1,0,0,1,654
"TBX10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"ACY3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,194
"ALDH3B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"RP11-119D9.1",0,0,0,0,1,1,1,9,1,0,0,0,0,0,2,478
"RP5-903G2.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62
"UNC93B1",20,1,0,0,1,0,0,10,3,0,1,2,0,0,0,1325
"ALDH3B1",8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,135
"NDUFS8",73,12,1,4,17,4,3,119,26,1,13,14,1,4,28,4626
"TCIRG1",30,5,0,2,5,0,3,31,6,1,2,6,0,2,13,580
"RP11-802E16.3",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49
"CHKA",7,2,0,2,1,0,1,6,0,0,0,1,0,1,1,1163
"CTD-2655K5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"KMT5B",7,2,0,0,2,0,1,14,1,0,1,1,1,1,5,670
"C11orf24",3,1,0,3,0,0,0,4,0,0,1,1,0,1,2,443
"LRP5",0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,676
"PPP6R3",3,3,1,0,6,0,0,15,3,1,0,3,1,1,4,596
"GAL",1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1243
"MTL5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"CPT1A",4,0,0,0,0,0,0,3,0,0,1,1,0,0,2,388
"MRPL21",13,7,0,0,3,1,4,33,16,4,7,4,1,0,30,2045
"IGHMBP2",2,0,0,0,1,0,0,5,2,0,1,0,0,0,0,241
"MRGPRF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"TPCN2",1,0,0,0,0,0,0,3,1,0,0,0,0,0,2,87
"MYEOV",2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,812
"RP11-211G23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"AP000439.1",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AP000439.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"CCND1",16,0,0,0,0,0,3,2,0,1,1,0,0,0,2,3598
"ORAOV1",0,1,0,0,0,1,0,2,2,0,1,0,0,0,1,210
"FGF19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"FGF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"RP11-626H12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"ANO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
"FADD",3,2,0,1,1,1,1,15,4,0,3,1,0,0,6,386
"RP11-805J14.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"PPFIA1",6,1,0,0,0,0,2,1,3,0,1,0,1,2,1,611
"AP000487.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"AP000487.5",1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,51
"CTTN",1,1,0,0,0,0,1,2,0,0,0,0,0,0,1,2757
"SHANK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
"SHANK2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"SHANK2-AS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"DHCR7",2,2,0,0,2,1,1,25,2,0,2,0,1,0,5,922
"RP11-660L16.2",1,4,2,1,3,0,1,24,4,0,1,0,2,0,11,161
"NADSYN1",7,3,0,2,1,1,0,16,2,1,0,0,0,0,3,751
"KRTAP5-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KRTAP5-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-167J8.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"FAM86C1",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,92
"RP11-849H4.2",0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,60
"RNF121",4,0,0,0,3,0,0,5,2,1,0,1,0,0,2,251
"IL18BP",12,0,0,0,0,0,2,1,0,0,0,0,1,1,1,14
"NUMA1",8,7,0,2,1,1,1,11,5,0,2,1,1,1,6,763
"RP11-849H4.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"LRTOMT",3,0,0,0,0,1,0,1,0,0,0,0,0,0,2,108
"LAMTOR1",116,7,1,2,8,1,11,87,17,5,10,10,2,2,33,3816
"ANAPC15",14,8,0,0,4,2,3,45,7,0,1,4,1,1,14,2004
"FOLR3",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FOLR1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,262
"FOLR2",32,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"INPPL1",5,1,0,1,2,0,2,3,0,0,1,0,0,0,0,365
"CLPB",2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,204
"LINC01537",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-169D4.2",0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,0
"ARAP1",17,0,0,1,0,0,2,4,3,0,1,0,0,0,2,291
"ARAP1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"STARD10",8,0,0,0,0,1,4,11,1,0,2,0,0,1,6,3923
"ATG16L2",2,1,1,0,4,1,2,9,1,0,3,0,0,1,2,167
"FCHSD2",2,2,1,0,1,0,2,2,0,0,1,0,0,1,2,126
"RP11-800A3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"P2RY2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
"P2RY6",10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-800A3.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ARHGEF17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"RELT",9,2,1,0,7,0,1,22,2,4,1,4,0,0,4,213
"RP11-809N8.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"FAM168A",4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,78
"RP11-809N8.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"PLEKHB1",0,0,0,0,0,0,2,2,1,0,1,0,0,0,5,988
"RAB6A",19,5,2,0,12,1,3,26,8,1,3,5,2,1,18,1940
"RP11-707G14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPL48",4,4,1,2,2,3,1,32,6,3,2,1,0,0,12,2181
"COA4",11,2,0,3,3,2,1,41,5,3,4,0,0,1,9,2764
"PAAF1",1,1,0,0,0,0,0,6,0,0,0,0,0,0,3,330
"RP11-167N4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"UCP2",230,34,6,11,20,13,25,286,39,9,19,16,3,13,120,459
"UCP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"C2CD3",1,2,0,0,1,0,1,1,0,0,0,0,0,0,3,94
"PPME1",1,1,0,0,0,1,0,3,0,0,1,0,0,0,5,380
"P4HA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17
"PGM2L1",5,1,0,1,4,2,2,20,7,3,5,3,1,0,13,938
"KCNE3",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,304
"LIPT2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,52
"AP001372.2",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,62
"POLD3",4,0,0,0,1,1,0,3,0,0,1,0,0,0,2,134
"RNF169",4,0,0,0,0,0,0,5,2,0,3,1,0,0,1,349
"XRRA1",4,0,0,0,2,0,2,16,1,0,4,1,0,0,5,350
"SPCS2",86,26,4,6,20,2,12,187,31,9,18,13,5,9,56,5818
"NEU3",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,70
"SLCO2B1",50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,231
"TPBGL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARRB1",9,1,0,0,0,0,0,4,0,0,1,2,0,0,0,313
"RPS3",723,351,108,139,338,119,738,3051,661,238,683,282,85,97,1122,232396
"KLHL35",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
"GDPD5",0,0,1,0,0,0,0,3,1,1,0,0,0,0,1,633
"SERPINH1",17,0,1,0,5,0,0,2,3,0,0,0,0,0,0,1125
"CTD-2530H12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"MAP6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"MOGAT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"DGAT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355
"RP11-535A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"UVRAG",3,2,0,0,2,0,5,7,3,1,0,1,0,0,0,195
"WNT11",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,312
"PRKRIR",6,2,0,0,0,0,2,13,4,0,1,0,0,0,2,663
"RP11-111M22.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52
"RP11-111M22.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"RP11-111M22.3",0,0,0,1,0,0,1,4,0,0,0,0,0,0,2,433
"EMSY",6,1,0,0,2,0,3,12,0,0,0,0,1,0,2,211
"RP11-672A2.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LRRC32",0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,208
"TSKU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289
"RP11-21L23.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"ACER3",30,0,0,0,0,0,0,7,1,1,0,0,0,3,1,275
"CTD-2547H18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"B3GNT6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CAPN5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474
"MYO7A",1,0,0,0,0,2,0,3,1,0,0,0,0,0,1,30
"PAK1",34,2,0,0,1,0,2,22,3,0,0,2,0,0,4,959
"RP11-739B23.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"CLNS1A",21,11,3,2,8,0,7,58,11,3,11,3,1,1,20,3573
"AQP11",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33
"RSF1",9,4,1,6,13,1,7,42,10,2,4,7,1,0,15,1670
"AAMDC",9,1,0,1,1,0,0,13,1,0,1,0,0,2,4,1323
"RP11-91P24.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"INTS4",3,0,0,0,1,0,1,6,1,1,0,0,0,0,1,179
"KCTD14",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,250
"RP11-7I15.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NDUFC2-KCTD14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-7I15.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"THRSP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"NDUFC2",86,18,2,3,19,5,9,131,18,6,13,8,2,5,54,7658
"ALG8",6,3,0,0,0,0,1,7,1,1,0,0,0,0,3,584
"KCTD21-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"KCTD21",0,0,0,0,1,0,0,5,1,0,2,0,0,0,2,59
"USP35",0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,36
"GAB2",9,0,0,0,0,0,1,2,0,2,0,0,0,1,0,98
"RP11-452H21.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NARS2",5,1,1,0,0,0,0,5,1,0,0,0,0,0,3,371
"PRCP",29,5,0,0,3,0,1,5,1,0,0,1,0,2,2,878
"DDIAS",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,52
"RAB30",1,1,0,0,0,1,5,3,2,4,1,1,0,0,6,139
"RAB30-AS1",7,1,0,1,2,0,2,6,1,0,1,2,0,0,3,589
