"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"CAND1",34,12,2,5,0,4,1,3,1,0,3,2,32,9,2,8,1,2,3,2,7,18,150,9
"DYRK2",4,4,2,1,0,0,3,1,1,0,0,0,7,2,0,1,0,3,0,0,0,1,163,3
"LINC01479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"IFNG-AS1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFNG",2,0,24,0,16,22,8,2,13,0,4,0,15,65,1,1,10,16,0,0,0,4,5,0
"IL26",0,1,0,0,0,0,0,0,0,3,5,0,11,0,0,1,0,0,0,0,0,0,0,0
"IL22",0,0,0,0,0,0,0,0,0,22,83,1,47,0,0,0,0,0,0,0,0,0,2,0
"MDM1",5,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,1,0,3,7,2
"RP11-81H14.2",4,2,0,0,0,0,0,1,0,1,1,0,6,0,0,0,0,1,0,3,0,1,2,0
"RAP1B",86,6,2,10,1,6,4,2,4,9,9,2,92,6,1,25,7,6,3,4,53,20,201,12
"RP11-637A17.2",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0
"NUP107",13,2,0,0,1,0,1,2,0,1,0,1,18,2,2,7,1,0,0,1,6,7,82,0
"SLC35E3",14,2,0,1,0,0,0,0,0,0,0,1,6,3,0,3,1,0,0,1,6,5,23,1
"MDM2",26,5,1,4,0,0,1,1,1,1,4,0,14,4,1,2,1,0,0,3,15,5,44,2
"RP11-611O2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-611O2.5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"CPM",40,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,2,19,5
"CPSF6",35,1,1,5,0,5,2,2,3,2,0,2,23,3,2,8,1,1,1,3,13,16,154,4
"RP11-1143G9.5",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,4,0
"LYZ",6555,12,4,962,1,1,0,2,0,1,2,1,19,2,2,14,3,3,2,3,3487,14,745,2
"RP11-1143G9.4",1542,1,0,304,0,1,1,0,0,1,0,0,4,1,0,3,1,0,0,0,943,2,132,1
"YEATS4",11,5,0,1,0,2,0,2,0,2,0,0,35,3,0,6,1,1,1,2,3,24,77,2
"FRS2",4,4,0,0,1,0,0,0,0,1,0,1,3,2,0,0,0,0,0,0,0,1,24,2
"CCT2",39,10,5,6,2,4,5,3,2,2,8,1,47,9,2,17,7,3,10,3,26,27,570,12
"RP11-588G21.2",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0
"RAB3IP",2,0,0,1,1,0,2,0,0,1,0,1,11,0,0,3,1,0,0,0,3,5,145,0
"MYRFL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
"LINC01481",8,1,1,1,1,0,0,0,0,2,1,0,5,1,0,3,2,1,1,1,2,6,21,0
"RP11-320P7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"CNOT2",45,11,5,1,1,9,1,2,1,1,3,7,29,5,1,4,5,0,5,4,9,16,142,5
"AC092881.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"KCNMB4",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0
"RP11-588H23.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"PTPRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21
"RP11-785D18.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PTPRR",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,1
"TSPAN8",48,9,3,6,0,3,4,3,0,0,1,4,27,3,2,6,2,1,6,7,18,14,4400,4
"LGR5",0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,69,0
"ZFC3H1",26,1,1,1,1,0,4,1,3,1,1,0,18,2,1,5,0,1,0,2,8,16,149,0
"THAP2",223,4,0,24,0,2,0,1,0,1,1,1,11,1,1,0,1,2,1,14,104,8,87,3
"TMEM19",29,2,0,1,0,0,1,0,0,0,1,0,8,0,0,0,1,0,4,4,4,3,45,1
"RAB21",81,9,0,7,2,1,3,0,2,1,6,2,34,5,1,14,4,1,7,6,41,24,210,7
"TBC1D15",21,4,1,2,0,5,2,1,2,1,1,0,14,2,2,8,3,1,1,0,6,24,53,5
"TRHDE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ATXN7L3B",8,3,1,2,1,1,0,0,1,0,2,1,12,0,0,2,0,1,3,2,9,9,113,2
"CAPS2",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"GLIPR1L1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GLIPR1",132,7,8,34,4,9,3,5,8,10,11,5,125,19,10,46,11,4,17,6,66,44,46,0
"RP11-585P4.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0
"KRR1",10,2,1,2,1,5,2,1,1,0,0,2,30,6,4,5,2,2,3,2,5,17,167,3
"PHLDA1",302,187,6,31,3,5,0,15,3,29,13,1,99,4,1,16,7,0,4,4,174,135,1158,15
"RP11-290L1.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-290L1.2",7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,1,0,14,0
"NAP1L1",423,82,28,72,10,29,18,19,19,15,40,38,371,30,8,126,19,10,32,16,137,191,1322,61
"BBS10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1
"OSBPL8",69,14,6,22,0,5,4,1,4,2,4,1,46,8,1,15,1,1,2,1,29,20,119,4
"ZDHHC17",7,3,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,2,4,14,2
"CSRP2",5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,12
"E2F7",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,2
"NAV3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SYT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"RP11-390N6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP1-78O14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PAWR",1,1,0,0,0,1,0,0,0,0,0,2,3,0,2,1,0,0,0,0,2,1,296,0
"RP11-530C5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PPP1R12A",42,12,3,4,0,8,0,6,2,1,0,0,41,13,0,9,2,1,4,2,11,22,173,8
"RP11-84G21.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0
"LIN7A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
"ACSS3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPFIA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-362A1.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CCDC59",36,8,5,12,3,5,4,3,3,1,3,7,86,11,3,17,5,3,13,9,18,34,382,8
"METTL25",1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,9,0
"TMTC2",4,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,2,50,1
"LRRIQ1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RASSF9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"C12orf50",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"C12orf29",3,0,1,0,2,0,0,1,0,0,0,0,9,1,0,1,2,0,0,0,1,9,59,1
"CEP290",9,1,2,1,0,1,0,0,0,1,0,2,8,0,0,2,0,0,0,0,0,3,58,2
"TMTC3",3,3,0,0,1,1,0,0,0,1,0,1,2,0,0,1,0,0,1,0,1,2,21,4
"KITLG",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3
"DUSP6",145,13,0,5,0,1,2,1,0,2,0,0,16,1,0,0,0,0,1,2,112,3,265,26
"RP11-823E8.3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,5,0
"POC1B",16,1,0,4,0,1,1,0,1,1,4,1,8,0,0,3,2,0,2,0,3,3,100,0
"POC1B-GALNT4",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"GALNT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"RP11-734K2.4",2,1,0,0,0,0,0,0,0,0,0,0,6,1,0,3,0,0,1,1,0,3,50,1
"RP11-981P6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ATP2B1",104,16,5,30,1,2,2,2,3,1,2,14,64,5,8,27,5,1,3,12,159,22,230,6
"LINC00936",143,8,1,40,3,3,1,0,2,1,0,3,34,1,3,17,6,1,2,6,125,13,120,4
"RP11-567C2.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LUM",5,650,1,1,0,1,0,0,0,0,0,0,1,0,2,2,0,1,0,1,0,3,17,0
"DCN",4,244,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,5,0
"RP11-121E16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BTG1",1447,88,150,246,66,185,99,109,55,91,142,124,2102,339,92,816,108,70,15,28,1139,1782,2466,56
"RP11-796E2.4",41,3,0,4,1,1,3,1,2,1,5,1,23,10,0,6,0,1,1,1,28,20,54,0
"RP11-756G20.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CLLU1OS",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"CLLU1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-693J15.5",1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0,0
"C12orf74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PLEKHG7",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0
"EEA1",22,7,2,2,0,0,0,0,0,0,0,2,5,1,1,3,0,0,0,1,5,0,222,2
"RP11-511B23.1",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,10,0
"RP11-511B23.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"RP11-202G11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-486A14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NUDT4",40,9,1,4,2,3,4,5,3,5,2,1,56,9,7,12,3,2,4,4,14,26,1190,6
"UBE2N",74,15,7,16,4,8,6,8,3,8,13,11,116,10,2,24,11,3,2,5,41,61,499,13
"MRPL42",29,8,3,1,0,3,0,0,2,1,2,1,41,6,0,9,1,2,0,2,14,20,265,6
"SOCS2",20,2,0,1,0,0,0,0,0,2,2,0,17,0,0,0,0,0,0,0,4,6,27,4
"CRADD",15,0,0,1,0,0,1,0,0,3,0,0,16,1,0,2,2,0,0,1,20,36,30,0
"PLXNC1",81,3,1,4,0,0,0,0,0,1,0,1,3,0,0,1,0,0,1,0,17,0,2,0
"RP11-1105G2.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CEP83",4,3,2,1,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,5,4,51,1
"CEP83-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"TMCC3",20,1,0,4,0,0,0,0,0,0,0,2,4,1,0,0,0,1,1,0,11,0,93,1
"NDUFA12",103,17,7,20,2,4,5,0,4,1,6,2,70,20,2,21,8,4,6,10,54,35,778,18
"NR2C1",6,1,1,1,1,1,1,0,1,2,0,0,7,0,0,2,0,0,0,1,0,4,59,0
"FGD6",6,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,31,0
"VEZT",16,9,0,1,3,0,2,1,0,1,1,1,23,0,1,1,0,1,2,0,5,11,83,4
"METAP2",68,18,7,8,1,9,4,8,2,3,5,6,73,9,0,23,10,1,9,5,29,29,678,22
"USP44",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"NTN4",1,7,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,23,1
"SNRPF",102,23,16,26,6,10,7,4,9,6,15,4,121,11,3,56,13,2,10,11,76,61,1426,30
"AMDHD1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LTA4H",35,3,0,6,1,0,1,0,2,0,2,0,18,0,1,6,1,2,0,2,18,10,168,2
"ELK3",8,5,0,0,0,0,0,0,0,0,2,2,18,3,0,9,1,1,0,1,8,11,39,15
"CDK17",14,4,0,0,2,0,1,2,1,1,0,0,22,8,0,8,4,3,7,0,3,7,31,3
"CFAP54",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0
"NEDD1",3,1,1,0,0,2,0,1,0,0,0,1,11,4,0,1,0,0,0,0,1,5,29,1
"RP11-181C3.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0
"TMPO-AS1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,18,0
"TMPO",23,2,2,5,3,1,2,1,0,0,0,1,13,4,0,4,1,0,0,3,17,10,151,4
"SLC25A3",411,68,18,78,4,22,14,14,15,6,32,13,252,29,7,73,22,5,45,20,189,156,2187,52
"IKBIP",27,14,1,6,1,0,0,1,2,1,0,0,13,3,1,1,0,0,0,4,13,6,15,5
"APAF1",25,0,0,5,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,7,1,62,4
"ANKS1B",1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,5,1,0
"UHRF1BP1L",15,1,1,1,1,1,0,0,0,0,0,0,7,0,1,2,1,0,0,1,3,4,17,0
"ACTR6",12,0,3,1,1,2,0,1,0,1,1,1,13,2,0,5,2,0,0,0,1,6,56,0
"DEPDC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"SCYL2",24,1,1,6,0,1,0,0,0,0,1,1,8,2,0,2,1,1,1,1,14,1,115,2
"GAS2L3",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,37,1
"UTP20",3,2,0,0,0,1,0,0,0,0,1,1,6,0,0,2,0,0,0,0,0,1,36,0
"ARL1",29,9,1,0,0,0,1,1,0,1,2,1,18,4,0,7,2,1,2,4,8,9,227,3
"MYBPC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CHPT1",32,7,0,5,2,1,0,1,0,0,1,6,6,1,3,1,9,0,3,1,13,4,326,1
"SYCP3",0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"GNPTAB",57,8,2,7,0,3,0,1,3,0,1,2,11,5,1,4,3,1,1,3,15,10,52,1
"DRAM1",91,10,0,5,0,0,0,0,1,0,2,1,3,0,1,0,0,0,1,2,43,0,21,3
"RP11-554E23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CCDC53",19,1,1,1,0,3,4,2,3,1,1,0,16,4,0,6,0,1,1,3,7,14,167,5
"RP11-554E23.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"NUP37",6,1,0,1,0,2,1,0,0,0,0,0,7,1,1,0,0,0,1,1,5,8,144,5
"PARPBP",5,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,40,0
"IGF1",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1
"PAH",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASCL1",0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"C12orf42",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"NT5DC3",2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,64,0
"HSP90B1",451,47,7,28,4,8,5,5,7,3,12,12,93,15,3,32,11,3,80,62,153,42,1627,40
"C12orf73",9,1,0,0,0,0,1,0,0,1,0,0,4,0,0,1,1,0,0,0,6,4,108,3
"TDG",42,14,0,8,3,1,3,1,1,3,2,1,32,6,2,7,4,0,3,0,18,22,312,8
"GLT8D2",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"HCFC2",0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,3,0,0,0,0,1,2,7,0
"NFYB",9,6,0,3,0,0,1,0,0,0,0,0,9,3,0,0,0,0,0,0,4,5,72,1
"TXNRD1",33,4,0,4,0,0,0,0,0,1,1,1,5,3,1,3,3,1,0,0,7,6,232,3
"EID3",5,3,1,0,0,0,0,1,0,0,1,0,12,2,0,5,0,0,0,1,0,3,63,0
"CHST11",63,3,4,7,1,5,2,0,4,1,5,2,24,7,0,8,3,1,2,3,25,25,5,2
"SLC41A2",6,2,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,3,3,19,0
"C12orf45",26,2,0,4,1,1,1,1,0,0,1,1,9,2,1,6,1,1,12,0,9,5,238,1
"ALDH1L2",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-61E11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KIAA1033",51,3,3,0,0,2,1,1,0,0,1,3,18,2,4,6,0,0,4,1,14,10,78,2
"APPL2",18,2,0,0,0,1,4,0,0,0,0,0,6,0,0,3,1,0,0,0,2,3,81,0
"C12orf75",32,27,14,7,9,18,9,1,5,4,23,5,114,33,5,19,8,10,74,13,9,39,1377,3
"RP11-474B16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"NUAK1",2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,7
"CKAP4",2,17,0,0,0,0,0,1,1,0,0,1,2,0,0,2,1,0,0,9,14,0,103,3
"RP11-651L5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TCP11L2",2,0,0,0,0,1,1,0,0,0,0,1,8,0,0,4,1,1,0,1,2,7,6,4
"POLR3B",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
"RP11-482D24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RIC8B",11,0,1,0,0,1,1,0,0,1,0,0,5,0,0,3,1,0,2,2,2,3,18,1
"RP11-412D9.4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1
"TMEM263",9,19,1,1,1,2,0,1,1,2,3,1,18,4,1,4,4,1,1,2,1,8,65,5
"MTERF2",3,1,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,2,18,0
"CRY1",11,5,0,0,0,2,0,1,1,0,4,0,19,1,0,5,1,0,1,0,4,9,62,1
"BTBD11",0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,1,2,1
"PWP1",26,4,0,3,0,3,2,1,1,1,2,3,16,4,4,10,1,1,2,0,10,10,142,5
"PRDM4",5,1,1,2,0,1,0,0,0,1,0,1,3,1,0,3,0,2,1,1,2,9,40,0
"CMKLR1",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,1,1
"FICD",2,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,14,0
"SART3",1,1,1,1,0,0,0,0,1,0,1,0,4,2,0,3,2,0,0,0,4,8,41,2
"ISCU",172,33,8,12,6,14,5,16,4,5,12,11,142,20,4,42,8,7,17,19,37,99,304,20
"TMEM119",5,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0
"SELPLG",64,3,9,1,2,11,7,2,1,4,2,0,37,5,0,15,6,1,8,5,14,32,1,0
"RP11-689B22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CORO1C",106,13,0,8,1,0,0,0,0,0,0,0,4,1,0,2,1,1,13,0,31,3,259,6
"SSH1",55,4,0,3,2,0,1,0,3,2,0,0,12,2,1,2,6,2,3,0,13,11,27,8
"SVOP",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"USP30",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,20,1
"USP30-AS1",12,0,0,2,0,4,1,0,0,1,1,0,14,0,0,6,0,3,2,2,4,8,6,0
"ALKBH2",1,3,0,2,0,1,0,0,0,0,0,0,4,1,0,0,0,0,2,1,1,1,69,2
"UNG",6,6,0,0,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0,1,1,2,59,1
"ACACB",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2
"RP11-256L11.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"KCTD10",7,4,0,1,0,0,1,0,0,0,1,0,8,0,0,2,1,2,1,1,2,6,57,3
"UBE3B",11,0,0,0,0,0,0,1,0,0,1,1,7,2,0,2,0,0,1,0,9,2,44,2
"MMAB",18,3,0,0,0,0,2,0,1,0,1,0,7,0,0,3,0,0,1,3,8,4,196,3
"MVK",5,2,1,0,0,0,0,0,1,0,0,0,7,0,0,3,2,0,1,1,4,7,61,1
"FAM222A",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,1
"TRPV4",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"GLTP",29,10,2,4,1,0,3,2,2,2,5,0,39,10,0,10,2,0,0,4,16,27,80,5
"TCHP",6,3,0,0,1,1,0,0,1,0,1,0,3,2,0,1,0,1,0,1,2,2,43,0
"GIT2",32,2,2,2,1,2,3,0,0,1,1,1,22,7,1,8,2,1,1,1,5,7,20,2
"ANKRD13A",18,1,0,7,0,2,1,0,1,1,3,2,19,1,1,4,0,0,0,3,13,4,43,4
"C12orf76",10,2,0,0,0,0,0,0,0,0,1,0,12,1,0,4,1,1,0,0,3,8,33,5
"IFT81",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17,0
"ATP2A2",73,16,1,3,0,2,2,0,2,0,1,2,11,1,0,5,0,1,1,4,29,9,302,13
"ANAPC7",7,2,1,1,0,1,0,0,1,0,0,2,2,0,0,3,0,1,1,0,2,0,52,5
"ARPC3",701,32,48,127,16,51,25,19,23,19,53,27,368,56,8,110,37,12,27,29,332,170,1990,64
"GPN3",14,1,0,2,0,0,2,0,0,0,0,0,5,1,0,3,2,0,1,2,7,6,79,1
"FAM216A",2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1
"VPS29",142,13,1,14,2,2,2,6,1,2,12,4,52,4,0,12,3,1,5,6,66,29,505,17
"RAD9B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PPTC7",26,4,0,2,0,2,2,1,0,1,0,3,12,0,0,9,0,0,1,0,15,9,79,4
"TCTN1",5,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,43,2
"HVCN1",37,0,1,0,0,2,0,1,0,0,0,3,2,0,6,0,0,0,5,3,9,0,2,0
"PPP1CC",76,33,13,10,1,9,6,5,5,9,7,5,74,17,2,25,7,5,5,22,35,47,461,16
"CUX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FAM109A",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,41,1
"RP3-473L9.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"SH2B3",125,4,0,18,0,1,0,0,0,0,1,3,4,0,1,2,1,2,23,1,56,1,10,18
"ATXN2",12,7,0,2,1,3,0,1,1,1,1,0,16,1,0,2,1,0,0,1,1,11,87,3
"RP11-686G8.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"BRAP",7,1,1,1,0,0,1,1,0,0,1,0,11,0,1,2,1,1,0,0,3,5,29,0
"ACAD10",1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,2,0,16,0
"ALDH2",108,10,0,28,0,3,1,0,0,0,0,0,2,0,0,0,0,0,15,2,82,2,560,4
"MAPKAPK5-AS1",16,5,1,1,1,2,0,1,1,2,2,2,20,4,0,8,2,0,2,2,4,6,99,1
"MAPKAPK5",19,0,1,2,0,4,2,0,2,0,1,0,17,6,1,0,0,1,2,1,7,2,144,2
"TMEM116",5,0,1,0,0,0,0,0,1,0,0,0,7,2,0,4,1,0,0,0,1,4,19,0
"ERP29",203,15,10,23,5,15,6,5,2,2,12,14,139,25,3,54,8,4,32,20,73,44,507,22
"RP1-267L14.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAA25",7,7,0,1,0,4,1,1,0,0,0,0,8,3,1,3,1,2,0,2,3,8,89,3
