"","Anti-inflammatory macro/mono","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","IL17+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"CTD-2547H18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"B3GNT6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CAPN5",2,0,0,0,0,0,0,0,1,0,0,0,0,731,2
"MYO7A",0,0,6,0,4,0,4,1,0,0,0,1,0,20,0
"PAK1",17,1,1,1,4,1,3,0,0,0,0,4,1,961,0
"RP11-739B23.1",1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"CLNS1A",18,1,14,4,8,3,32,6,7,1,1,8,15,4776,9
"AQP11",0,0,0,0,0,0,0,0,0,0,0,0,0,157,0
"RSF1",9,0,3,3,10,1,18,2,1,0,0,0,5,1370,3
"AAMDC",5,1,2,1,1,3,2,0,1,0,0,0,4,1443,13
"RP11-91P24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"INTS4",1,0,0,0,2,0,1,1,1,0,0,1,0,177,0
"KCTD14",1,0,0,0,0,0,0,0,0,0,0,0,0,407,0
"RP11-7I15.3",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NDUFC2-KCTD14",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-7I15.4",0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"NDUFC2",62,5,14,4,19,4,36,10,5,1,0,6,25,7311,17
"ALG8",3,0,1,0,1,0,5,1,1,0,0,1,0,459,1
"KCTD21-AS1",1,0,0,1,0,0,1,0,0,0,0,0,1,35,0
"KCTD21",0,0,0,0,0,0,1,0,0,0,0,0,0,62,0
"USP35",0,0,1,0,0,0,1,0,1,0,0,0,0,47,0
"GAB2",5,0,0,0,0,0,0,0,1,0,0,3,1,151,1
"RP11-452H21.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NARS2",1,0,0,0,0,0,1,0,1,1,0,1,2,674,0
"TENM4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PRCP",26,0,4,0,5,0,5,1,0,0,1,2,4,773,23
"DDIAS",1,0,0,0,0,0,0,0,0,0,0,1,0,144,0
"RAB30",0,0,0,0,1,0,1,1,0,0,0,0,4,83,0
"RAB30-AS1",0,0,1,0,4,2,5,1,1,1,0,2,4,608,0
"PCF11",7,0,2,1,4,0,7,0,2,1,0,5,1,523,1
"PCF11-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ANKRD42",1,0,1,0,0,1,2,0,1,0,0,0,0,173,2
"CCDC90B",15,0,9,0,3,1,8,2,1,1,0,2,5,1282,3
"RP11-727A23.10",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DLG2",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"TMEM126B",12,1,6,0,3,0,15,4,2,1,2,3,10,1676,1
"TMEM126A",11,0,5,0,7,0,22,6,4,0,0,6,10,1569,4
"CREBZF",1,0,3,2,4,0,6,2,2,0,1,1,1,507,2
"CCDC89",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SYTL2",1,0,7,0,16,0,17,6,1,0,2,0,1,564,0
"PICALM",30,0,2,2,5,2,9,3,4,0,0,13,4,1261,9
"EED",2,0,5,0,4,1,8,2,2,0,0,0,4,117,0
"C11orf73",19,0,8,2,10,0,17,4,0,2,3,6,17,809,2
"CCDC81",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ME3",1,0,0,0,0,0,1,0,0,0,0,1,1,265,0
"CTD-2005H7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PRSS23",1,0,0,0,0,0,0,0,0,2,0,0,0,1769,35
"RP11-736K20.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"FZD4",0,0,0,0,0,0,0,0,0,0,0,0,0,12,3
"RP11-736K20.6",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"TMEM135",0,0,0,0,0,0,4,1,0,0,0,0,1,286,0
"RAB38",1,0,1,0,0,0,0,0,0,0,0,0,0,21,0
"CTSC",139,4,26,9,37,0,79,8,3,4,2,16,72,1953,3
"NOX4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CHORDC1",9,0,8,2,5,2,11,5,3,1,1,3,3,1040,0
"SLC36A4",2,0,0,0,1,0,2,0,0,0,0,1,1,135,3
"SMCO4",21,0,2,0,15,0,11,0,0,0,0,11,9,828,7
"CEP295",0,1,0,1,0,0,3,1,1,0,0,0,0,146,0
"TAF1D",20,4,11,5,7,4,38,4,6,2,1,5,15,5110,5
"C11orf54",2,0,1,0,2,0,3,1,0,0,0,0,0,297,1
"MED17",4,1,4,1,2,2,10,2,3,1,1,1,5,446,3
"VSTM5",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"PANX1",3,0,1,0,1,1,2,0,0,1,0,3,0,168,0
"GPR83",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MRE11A",1,1,0,0,2,1,4,1,1,2,0,0,1,354,1
"RP11-685N10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ANKRD49",2,2,2,1,2,0,5,0,1,0,1,1,2,249,0
"C11orf97",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PIWIL4",0,0,0,0,0,0,0,0,0,0,0,0,0,124,0
"FUT4",1,0,0,0,0,0,1,0,0,0,0,1,2,766,0
"RP11-867G2.8",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AMOTL1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CWC15",17,0,4,3,5,2,19,3,4,0,0,1,6,2190,8
"KDM4D",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SRSF8",3,3,3,1,5,2,10,5,6,1,3,1,15,1374,5
"ENDOD1",0,0,1,0,0,0,0,1,0,0,0,0,0,459,0
"RP11-712B9.2",0,0,0,0,0,0,0,0,0,0,0,0,2,9,0
"SESN3",4,1,0,0,1,3,1,1,1,0,0,0,4,357,2
"FAM76B",0,1,2,0,1,1,3,0,0,0,0,2,0,192,2
"CEP57",4,0,4,2,7,3,7,0,5,1,0,1,2,929,1
"MTMR2",5,0,1,0,1,1,4,1,1,0,0,1,2,283,1
"MAML2",8,0,0,0,0,1,1,1,0,0,0,1,2,219,1
"CCDC82",3,0,2,0,1,0,2,1,1,0,0,0,2,277,0
"JRKL",0,0,0,0,0,0,1,0,1,1,0,0,0,144,0
"CTD-2383M3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ARHGAP42",1,0,0,0,0,0,0,0,0,0,0,0,0,40,2
"TMEM133",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"TRPC6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEP126",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
"C11orf70",0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
"RP11-732A21.3",0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
"YAP1",1,0,0,0,1,0,1,0,0,0,0,0,0,905,2
"BIRC3",56,3,24,3,36,5,87,10,30,0,3,26,73,489,9
"BIRC2",14,2,6,2,4,0,10,4,4,0,1,11,3,715,9
"TMEM123",28,0,4,1,13,1,35,4,17,1,1,7,19,7256,13
"RP11-315O6.1",0,0,1,0,0,0,0,0,0,0,0,0,0,30,0
"MMP7",4,0,1,1,0,0,4,0,0,0,1,0,2,4829,2
"RP11-817J15.2",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"MMP10",1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"MMP1",9,0,0,0,0,0,0,0,0,0,0,2,0,6,1
"MMP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMP12",246,0,1,0,0,0,0,0,0,0,0,1,0,13,0
"MMP13",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"DCUN1D5",9,2,7,1,7,1,5,3,1,0,0,5,6,1667,2
"DYNC2H1",0,0,3,0,1,0,2,0,0,0,0,0,0,0,1
"PDGFD",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"CASP4",12,7,16,5,21,4,40,9,8,1,3,13,28,266,4
"CASP5",1,0,0,0,0,0,0,0,0,0,0,0,0,52,0
"CASP1",26,0,11,3,6,0,17,12,1,0,1,23,18,802,1
"CARD16",49,2,28,6,15,2,45,9,7,0,1,44,70,522,6
"CARD17",0,0,0,0,0,0,1,0,0,0,0,0,1,2,0
"MSANTD4",1,0,0,0,1,0,0,0,0,0,0,0,1,127,0
"KBTBD3",0,0,4,2,4,0,1,1,1,0,0,1,1,217,0
"AASDHPPT",2,0,2,3,3,0,7,0,2,0,0,0,5,621,1
"RP11-677I18.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GUCY1A2",0,0,0,0,0,0,0,0,0,0,0,0,0,196,0
"RP11-819C21.1",0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
"CWF19L2",2,0,3,2,2,0,4,3,3,0,0,0,1,339,0
"ALKBH8",1,0,0,1,0,0,1,0,0,0,0,0,0,55,0
"ELMOD1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLN",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SLC35F2",1,0,2,0,1,1,2,0,0,0,0,0,7,772,1
"RAB39A",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CUL5",5,1,4,0,2,1,6,1,0,0,1,1,5,643,2
"RP11-144G7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ACAT1",10,0,1,3,1,0,22,1,4,0,0,2,9,2864,6
"NPAT",0,0,2,1,2,0,1,0,0,0,0,0,1,161,0
"ATM",5,1,1,0,3,3,6,0,2,0,1,2,5,324,1
"C11orf65",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"KDELC2",0,1,1,0,0,0,1,0,0,0,0,0,1,321,3
"EXPH5",0,0,0,0,0,0,0,0,0,0,0,0,0,516,0
"DDX10",0,0,1,0,0,0,2,1,1,0,1,0,3,501,1
"ZC3H12C",1,0,1,0,0,0,1,0,0,0,0,2,0,5,1
"RDX",17,1,3,0,8,0,14,3,3,0,0,3,15,95,14
"FDX1",12,1,15,3,14,2,18,3,3,3,1,5,8,3711,2
"C11orf53",0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
"COLCA1",0,0,0,0,0,0,0,0,0,0,0,0,0,82,0
"COLCA2",0,0,0,0,0,0,0,0,0,0,0,0,0,52,0
"POU2AF1",0,0,0,0,0,4,0,0,0,0,0,0,1,10,0
"BTG4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-794P6.6",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"LAYN",0,0,9,0,7,0,9,3,0,0,0,0,20,1,0
"SIK2",4,1,0,0,0,0,3,0,0,0,0,1,0,192,3
"PPP2R1B",2,0,0,0,1,0,3,1,0,0,0,0,4,393,0
"ALG9",1,0,0,0,0,0,0,0,0,0,0,0,0,87,1
"FDXACB1",0,0,0,0,0,0,1,0,0,0,0,0,1,35,0
"C11orf1",4,0,4,0,2,0,4,1,1,0,1,0,1,1314,2
"CRYAB",0,0,0,0,0,0,1,0,0,0,0,0,0,641,0
"HSPB2",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"C11orf52",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"DIXDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
"DLAT",4,1,0,0,3,0,1,1,0,0,0,0,3,874,0
"PIH1D2",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"C11orf57",1,1,1,1,2,0,0,2,2,0,0,0,0,462,1
"TIMM8B",31,2,10,0,13,2,20,2,6,1,0,9,13,4970,3
"SDHD",25,0,7,3,8,2,17,3,4,0,1,4,10,3902,3
"IL18",13,0,0,0,0,0,2,0,1,1,0,1,0,1888,0
"TEX12",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"BCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"PTS",16,0,10,1,5,2,11,5,5,0,1,2,7,2038,6
"RP11-356J5.13",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-356J5.12",1,0,0,0,0,1,1,0,1,0,0,0,3,168,0
"NCAM1",0,0,0,0,0,0,1,0,0,0,0,0,3,10,0
"RP11-839D17.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TTC12",1,0,1,0,0,1,1,0,0,0,0,0,1,208,0
"ANKK1",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"DRD2",1,0,0,0,0,0,0,0,0,0,0,0,0,37,0
"TMPRSS5",1,0,0,0,0,1,2,0,0,0,0,0,0,223,0
"ZW10",4,0,0,0,1,0,1,0,0,0,0,0,2,254,1
"RP11-667M19.2",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"USP28",2,1,0,1,0,0,3,0,0,0,0,1,0,217,0
"ZBTB16",1,0,0,0,0,0,6,0,0,1,0,1,3,1,0
"NNMT",0,0,0,0,0,0,0,0,0,0,0,0,0,3,20
"C11orf71",1,0,1,1,0,0,0,0,0,0,0,0,2,345,0
"RBM7",7,0,4,0,2,2,9,1,5,0,2,2,9,934,2
"RP11-212D19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"REXO2",13,0,8,0,8,0,9,3,2,0,1,1,20,3753,11
"NXPE1",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"NXPE4",0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
"NXPE2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CADM1",2,0,2,0,0,0,4,1,0,0,0,0,6,7,0
"LINC00900",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BUD13",4,0,0,1,1,0,2,0,2,0,0,0,0,244,0
"AP006216.10",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"ZPR1",7,0,2,0,6,3,14,2,3,1,2,3,5,1321,2
"APOA1",0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
"SIK3",1,0,4,0,4,0,5,5,1,1,0,0,2,204,0
"AP000936.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PAFAH1B2",12,1,1,3,1,0,6,1,0,1,0,1,6,1500,2
"SIDT2",3,0,2,0,1,1,0,0,0,0,0,0,0,200,1
"TAGLN",1,0,1,0,0,0,0,0,0,0,1,0,0,251,19
"PCSK7",10,2,11,6,17,1,38,11,13,0,4,2,20,2569,5
"RNF214",1,1,2,0,1,0,5,1,2,0,0,0,1,288,1
"BACE1",1,0,0,0,0,0,0,0,0,0,0,0,0,114,3
"BACE1-AS",0,0,0,0,0,0,0,0,0,0,0,0,0,43,1
"CEP164",2,0,2,1,1,0,2,0,2,0,0,1,5,460,1
"DSCAML1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-35P15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"FXYD2",1,0,1,0,0,0,0,0,0,0,0,1,1,2,0
"FXYD6-FXYD2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FXYD6",2,0,0,0,0,0,0,0,0,0,0,4,0,3,3
"TMPRSS13",1,0,0,0,0,0,0,0,0,0,0,0,0,303,0
"IL10RA",28,1,8,2,8,0,15,5,8,2,1,21,17,38,0
"TMPRSS4",1,0,1,0,1,0,2,1,0,0,0,0,1,3140,0
"SCN4B",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"JAML",15,1,29,4,57,0,59,14,3,0,0,12,14,24,0
"MPZL3",0,0,2,2,4,1,4,1,2,0,0,0,2,193,0
"MPZL2",1,0,0,0,0,0,1,1,0,0,0,0,0,1348,5
"CD3E",3,10,83,19,158,0,254,60,35,2,11,0,144,41,0
"CD3D",8,21,224,49,311,1,561,108,93,0,14,1,280,111,0
"CD3G",1,3,39,4,97,0,87,26,23,0,2,0,56,8,0
"UBE4A",3,0,1,1,2,0,4,2,1,1,0,5,1,488,0
"RP11-770J1.5",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ATP5L",189,11,59,25,131,16,279,39,61,4,12,59,159,24342,45
"RP11-770J1.4",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"KMT2A",1,0,5,0,9,0,11,2,1,1,2,0,6,739,3
"RP11-770J1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"TTC36",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"TMEM25",0,0,0,0,0,0,1,1,0,0,0,0,2,68,1
"IFT46",1,0,0,0,1,0,2,0,0,0,0,0,0,219,2
"ARCN1",7,0,1,0,4,0,4,0,1,1,0,0,5,1055,5
"PHLDB1",1,0,1,0,1,0,0,0,1,0,0,0,0,139,4
"AP002954.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TREH",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"DDX6",3,4,9,1,19,3,26,3,7,2,3,2,17,1055,2
"RP11-158I9.8",2,0,1,0,0,0,1,0,1,0,0,0,0,85,0
"CXCR5",0,0,0,0,0,4,0,0,0,0,0,0,3,4,0
"BCL9L",2,0,0,0,2,0,2,1,2,0,1,0,0,409,3
"UPK2",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"RP11-110I1.12",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"CCDC84",1,0,0,0,0,1,4,0,2,0,0,2,3,301,1
"RP11-110I1.11",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"RPS25",446,45,271,84,373,219,989,197,373,35,45,232,511,84573,166
"TRAPPC4",3,1,6,1,7,2,11,3,4,0,1,0,15,1091,1
"SLC37A4",7,1,0,0,0,0,1,0,0,0,0,0,2,782,0
"RP11-110I1.6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HYOU1",4,0,1,0,2,1,3,0,0,0,0,3,3,1073,0
"RP11-110I1.14",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-110I1.13",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"VPS11",1,0,1,0,2,0,1,2,0,1,0,1,1,171,0
"HMBS",10,0,1,0,0,0,1,2,1,0,0,2,0,934,1
"H2AFX",8,1,8,0,4,0,8,2,1,2,1,0,4,1216,2
"DPAGT1",3,0,2,1,1,0,1,0,0,1,0,1,2,694,1
"C2CD2L",1,1,0,1,1,0,0,0,0,0,0,0,2,303,1
"HINFP",1,0,0,0,0,0,0,0,0,0,0,0,1,199,1
"NLRX1",0,0,0,1,0,0,1,0,0,0,0,0,0,149,0
"PDZD3",0,0,0,0,0,1,0,0,0,0,0,0,0,60,0
"CCDC153",1,0,0,0,0,0,0,0,0,0,0,1,0,34,1
"CBL",5,0,1,0,1,1,3,1,0,0,0,1,4,177,2
"MCAM",0,0,3,0,3,0,5,1,1,0,0,0,1,4,19
"RNF26",2,0,1,0,0,1,2,1,2,0,0,1,1,389,0
"RP11-334E6.10",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C1QTNF5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USP2",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"USP2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"THY1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
"PVRL1",0,0,0,0,0,0,0,0,1,0,0,0,1,390,1
"CTD-2523D13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"TRIM29",1,0,0,0,0,0,0,1,1,0,0,0,0,1263,0
"AP000679.2",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"OAF",3,0,0,0,0,0,0,0,0,0,0,2,0,1511,11
"POU2F3",0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
"TMEM136",0,0,0,0,4,0,0,0,0,0,0,0,2,19,0
"ARHGEF12",4,0,0,0,8,0,7,1,1,1,0,0,5,890,6
"GRIK4",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"TBCEL",2,0,0,0,0,0,0,0,0,0,0,0,0,59,0
"TECTA",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SC5D",3,2,3,0,3,4,14,1,7,1,0,0,8,1284,3
"SORL1",9,3,1,3,3,0,8,1,3,1,1,2,13,1083,0
"UBASH3B",6,0,5,0,1,0,6,4,2,0,0,0,1,9,0
"CRTAM",0,3,0,3,0,0,0,10,0,0,0,0,0,1,0
"C11orf63",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPA8",163,23,67,31,139,13,238,66,59,6,29,28,198,31555,32
"CLMP",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GRAMD1B",0,0,2,0,1,0,4,1,0,0,0,0,2,10,0
"SCN3B",0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
"ZNF202",0,0,0,0,1,0,1,0,0,0,0,0,0,151,0
"VWA5A",2,0,0,0,0,0,0,0,0,0,0,0,1,381,0
"TBRG1",13,0,3,0,11,1,11,4,3,0,0,2,10,654,6
"SIAE",0,0,0,0,0,0,0,0,0,0,0,1,0,938,0
"SPA17",1,0,0,0,0,0,2,0,0,0,0,0,3,314,1
"NRGN",0,0,1,0,1,0,0,0,0,0,0,0,0,63,1
"RP11-677M14.2",0,1,0,0,0,0,0,0,0,0,0,0,0,10,0
"VSIG2",0,0,0,0,0,0,0,0,0,0,0,0,0,46,1
"ESAM",0,0,0,0,0,0,0,0,0,0,0,0,0,43,23
"RP11-677M14.3",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
"MSANTD2",1,0,0,0,0,0,0,0,0,0,0,1,0,70,0
"AP000866.1",1,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"RP11-677M14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"ROBO3",0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
"ROBO4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"HEPACAM",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"HEPN1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CCDC15",1,0,0,0,0,0,1,0,0,0,0,0,0,53,0
"SLC37A2",4,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"TMEM218",9,0,5,1,2,1,2,3,0,0,0,1,3,446,2
"FEZ1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"AP000708.1",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"EI24",16,0,2,1,4,2,8,0,1,0,1,1,5,3795,8
"STT3A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"STT3A",13,1,2,0,3,0,2,0,0,0,0,2,2,1067,1
"CHEK1",5,0,1,0,0,0,2,0,1,0,0,0,2,546,0
"ACRV1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-680F20.10",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"HYLS1",1,0,0,0,0,0,0,0,0,0,0,0,1,51,0
"PUS3",1,0,1,0,1,0,1,0,0,0,0,0,1,277,0
"DDX25",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-680F20.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-680F20.6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CDON",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"RPUSD4",1,0,1,1,3,1,1,2,2,0,0,1,3,668,0
"RP11-50B3.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM118B",0,0,1,0,0,0,0,0,1,0,0,0,2,371,0
"SRPRA",4,0,3,0,9,0,17,0,3,0,1,1,8,702,1
"FOXRED1",0,1,0,0,1,0,2,0,0,0,0,0,2,520,1
"TIRAP",1,0,1,0,0,0,0,0,0,0,0,1,0,68,1
"RP11-712L6.5",0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
"DCPS",11,0,1,1,3,1,6,2,0,1,1,0,4,596,0
"ST3GAL4-AS1",0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
"ST3GAL4",1,0,0,0,3,0,3,0,0,0,1,1,2,202,3
"RP11-480C22.1",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETS1",3,1,14,3,12,1,21,1,2,4,0,0,9,93,8
"FLI1",2,0,5,0,4,1,9,0,1,0,2,3,8,7,3
"SENCR",0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"KCNJ5",1,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"C11orf45",3,0,0,0,0,0,0,0,0,0,0,0,0,9,1
"ARHGAP32",0,0,0,0,0,0,0,0,0,0,0,0,0,687,0
"BARX2",0,0,1,0,0,0,0,0,0,0,0,0,0,40,0
"TMEM45B",1,0,2,0,1,0,1,0,0,0,0,0,0,3970,0
"NFRKB",1,0,0,3,2,1,2,0,1,0,0,0,2,354,0
"PRDM10",0,0,0,0,0,0,0,0,0,0,0,0,0,54,1
"LINC00167",0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
"APLP2",39,0,6,0,0,0,5,3,1,0,2,28,8,5284,15
"ST14",30,0,0,0,2,0,7,0,1,0,0,3,1,8409,4
"ZBTB44",0,0,2,2,2,1,4,1,0,0,0,0,3,1081,0
"RP11-121M22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"ADAMTS15",0,0,0,0,0,0,0,0,0,0,0,0,0,63,0
"C11orf44",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-890B15.3",0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
"SNX19",0,0,1,0,0,0,3,0,1,0,0,0,2,274,3
"NTM",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OPCML",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RP11-713P17.3",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"JAM3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"NCAPD3",2,0,3,0,0,0,1,0,0,0,0,0,0,358,0
"VPS26B",8,1,5,1,5,1,10,4,3,0,0,1,4,745,2
"THYN1",10,0,5,1,11,1,22,5,2,0,0,0,10,1527,5
"ACAD8",5,0,3,0,1,0,0,1,0,0,1,0,2,354,0
"GLB1L3",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"GLB1L2",1,0,0,0,1,0,1,0,0,0,0,0,0,1025,0
"B3GAT1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TUBB8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZMYND11",5,0,1,0,2,2,3,2,0,0,0,0,1,505,4
"DIP2C",0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
"PRR26",0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
"LARP4B",3,0,0,0,0,0,2,1,0,0,0,3,1,785,1
"GTPBP4",4,1,0,0,1,0,12,2,2,0,1,2,4,1273,2
"IDI2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"IDI2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"IDI1",6,1,16,3,24,5,23,12,6,4,6,2,33,5781,5
"WDR37",1,0,0,0,1,0,1,2,1,0,0,0,2,123,1
"ADARB2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-118K6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"PFKP",9,0,6,3,4,0,14,0,3,0,0,2,6,1905,1
"PITRM1",2,0,1,0,2,0,3,0,1,0,0,0,0,768,1
"PITRM1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
