"","GSM2359397","GSM2359398","GSM2859440","GSM2859469","GSM2859498","GSM2859413","GSM2859441","GSM2859470","GSM2859499","GSM3109311","GSM3109312","GSM3109313","GSM3109314","GSM3109315","GSM3319754","GSM3319755","GSM3319793","GSM3319794","GSM3319828","GSM3319829","GSM3319863","GSM3319864"
"23646",1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
"122618",1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"29072",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
"201164",1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1
"590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80854",0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
"55750",0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
"387893",0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"84444",0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1
"4297",0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0
"91012",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
"204219",1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
"10715",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58508",0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0
"253782",0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"55870",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0
"29956",1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0
"10919",1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0
"6839",1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0
"79603",1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0
"64324",1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0
"56624",0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1
"6419",0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1
"170384",0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1
"23067",0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0
"56886",0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0
"54904",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"2526",0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1
"152586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148789",0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1
"200810",0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"55624",1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1
"64754",0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0
"56983",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1
"79723",1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1
"644378",1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"55904",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"644974",0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"8702",0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0
"9739",0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1
"8473",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55830",1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1
"7468",0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1
"3703",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
"83852",1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1
"8085",0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1
"283358",0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
"51111",1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1
"55757",1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
"60559",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"23478",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
"146664",0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
"28972",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2529",1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
"360203",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90701",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9789",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"57171",1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1
"4249",0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0
"25834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7837",1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"140687",0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0
"137902",1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"8708",0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1
"9677",1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0
"23262",0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1
"201595",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"26007",1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1
"83468",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"158584",0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0
"84752",1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
"283209",1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1
"145173",0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0
"23491",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"124872",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84750",1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1
"221223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338707",0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
"1066",1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1
"1208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146802",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"168391",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"55244",0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"345274",1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"116085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8707",0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
"123688",1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0
"51228",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51171",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"284004",1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1
"79411",0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"51741",1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0
"27090",1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0
"129807",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"441282",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2524",0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"10202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2527",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10553",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
"121214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374875",1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
"2528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"113612",0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"56898",0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1
"493869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1487",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
"64174",1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
"100288072",1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
"64180",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"93517",0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
"10728",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"84869",1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1
"340811",0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"91179",0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0
"133121",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"11102",0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0
"85007",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
"250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"8644",0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0
"10826",1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"266740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200931",0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0
"3930",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"123264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"79799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4645",1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"5446",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4864",0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1
"506",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3069",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"10632",1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1
"515",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10476",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1
"513",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1
"522",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"539",1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1
"9551",1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1
"516",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1
"509",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"518",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1
"27109",1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1
"514",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4905",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"517",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"521",1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1
"498",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"267020",1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"27089",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"10975",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
"7381",1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0
"4519",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
