"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","Normal Epithelial cells","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"RP13-39P12.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"DLG5",5,72,0,0,6,0,0,1,0,2,0,0,0,0,0,14,4,2,124,5,1
"POLR3A",6,23,0,1,2,0,0,1,0,2,0,0,0,0,1,4,2,3,99,9,2
"RPS24",3659,10649,78,193,1646,69,126,316,107,812,237,125,192,271,642,1059,1182,1109,29730,2405,522
"LINC00856",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZMIZ1-AS1",26,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,7,0,0
"ZMIZ1",90,126,0,0,14,0,1,2,0,0,0,0,0,1,0,18,32,2,148,23,4
"PPIF",164,95,1,3,11,0,0,0,2,2,0,0,0,2,3,10,104,5,499,7,1
"ZCCHC24",10,123,0,0,41,0,0,2,0,0,0,2,0,0,0,10,0,0,9,9,6
"EIF5AL1",17,56,0,0,3,0,0,1,0,4,2,0,1,1,6,5,7,3,412,12,3
"SFTPA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0
"RP11-589B3.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-506M13.3",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1
"NUTM2B-AS1",28,131,1,0,12,1,0,2,2,24,5,0,0,3,0,19,11,27,283,29,4
"RP11-182L21.6",2,29,0,0,10,0,3,1,1,5,1,0,0,0,0,11,2,8,35,9,2
"NUTM2E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"SFTPD",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SFTPD-AS1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"TMEM254-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0
"TMEM254",10,20,0,0,4,0,0,0,0,4,0,0,0,1,1,6,5,2,121,4,1
"PLAC9",4,129,0,0,183,0,0,19,0,1,0,0,0,0,0,203,0,0,7,18,161
"ANXA11",279,698,6,14,90,3,8,14,4,53,14,7,7,11,36,91,58,87,3091,85,76
"LINC00857",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
"MAT1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"DYDC2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM213A",63,47,0,1,16,0,0,32,2,3,1,0,0,1,6,36,7,1,297,99,5
"TSPAN14",111,29,4,4,4,3,8,12,0,38,11,0,3,6,1,14,34,41,323,93,7
"RP11-137H2.4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"NRG3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-338I21.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,162,0,0
"GHITM",255,593,3,13,73,3,7,25,2,59,7,7,9,11,56,87,71,59,2159,113,53
"C10orf99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"CDHR1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CCSER2",51,218,2,0,35,4,4,18,1,30,3,1,6,7,0,37,6,45,183,45,15
"GRID1",0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"WAPL",98,106,0,3,18,1,0,2,0,16,4,1,4,4,1,18,25,24,322,21,8
"RP11-77P6.2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,0
"OPN4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"LDB3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,13
"RP11-359E3.4",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
"BMPR1A",9,49,0,0,7,0,1,0,0,2,0,3,0,0,0,10,1,0,59,1,4
"MMRN2",0,4,0,0,2,0,0,3,0,1,0,0,1,0,1,1,0,1,12,168,2
"SNCG",2,33,0,0,15,0,0,28,0,0,0,0,0,1,0,40,1,0,17,119,126
"ADIRF",104,586,0,2,142,0,2,306,2,10,1,11,6,5,247,1096,28,32,7924,265,2073
"RP11-96C23.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"FAM25A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"GLUD1",109,170,1,5,31,1,3,5,3,10,3,1,1,2,9,38,18,15,621,32,15
"FAM35A",49,86,1,0,6,0,0,0,1,5,2,0,0,0,1,11,8,2,174,11,2
"NUTM2A-AS1",11,57,0,5,10,1,0,3,1,8,2,0,1,0,1,10,5,9,137,36,4
"LINC00863",3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,13,1,0
"NUTM2D",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MINPP1",28,92,0,0,5,0,0,2,0,4,2,0,0,1,2,6,3,2,146,13,3
"PAPSS2",76,133,0,0,12,0,0,0,0,1,0,0,0,0,2,11,9,3,131,10,1
"ATAD1",27,108,1,1,22,0,3,0,0,10,1,2,2,1,0,14,6,12,293,17,10
"KLLN",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,1
"PTEN",130,206,0,3,34,0,2,7,1,13,1,0,3,0,1,54,38,15,297,38,25
"RNLS",7,18,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"LIPN",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKRD22",24,3,0,0,4,0,0,0,0,0,1,0,0,0,1,0,15,2,185,0,0
"STAMBPL1",6,88,2,1,8,0,1,2,0,7,1,0,0,0,0,2,0,15,133,1,1
"ACTA2-AS1",1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,3,0,1
"ACTA2",70,4190,2,6,89,0,0,4,1,13,4,174,1,1,3,4390,18,24,219,26,2917
"FAS",10,120,0,2,28,0,1,1,0,3,1,2,0,1,0,29,2,40,50,0,9
"CH25H",179,91,0,14,24,0,0,2,0,8,0,1,7,0,0,1,22,5,4,0,5
"LIPA",475,91,2,2,10,0,3,8,1,13,2,1,5,5,4,21,34,13,252,41,3
"IFIT2",37,21,1,0,4,0,0,1,0,3,0,0,0,1,0,14,6,0,129,3,1
"IFIT3",101,68,0,1,21,0,0,3,0,0,0,2,1,2,1,21,10,0,243,20,4
"IFIT1",61,108,0,0,16,0,1,0,2,7,0,1,0,0,1,11,2,1,350,26,1
"IFIT5",35,47,0,1,6,0,2,2,1,3,1,3,0,1,0,19,5,3,136,12,5
"SLC16A12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PANK1",1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,79,2,6
"RP11-80H5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"RP11-80H5.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-80H5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"KIF20B",11,25,0,0,1,1,2,0,0,25,0,0,0,3,0,8,1,11,217,9,2
"LINC00865",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LINC01374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTR7",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPP30",52,144,0,2,21,1,0,4,0,9,2,1,1,1,0,16,9,12,120,31,4
"RP11-236B18.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"PCGF5",86,68,0,0,6,1,2,3,0,14,1,1,3,3,2,25,23,15,377,17,12
"HECTD2",9,28,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,9,2,1
"PPP1R3C",0,35,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,1,1,3
"TNKS2-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"TNKS2",74,85,0,5,11,1,0,1,3,7,1,1,0,2,0,11,8,6,216,36,3
"FGFBP3",2,8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,10,1,1
"RP11-402D21.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"BTAF1",7,37,0,0,7,0,0,0,0,3,1,0,1,0,0,7,7,6,93,7,2
"CPEB3",12,9,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,1,32,0,0
"MARCH5",37,137,1,3,16,0,0,4,0,6,2,2,2,1,0,17,10,11,270,29,8
"IDE",26,43,0,0,4,0,0,0,0,4,1,0,0,0,1,5,4,3,159,15,2
"KIF11",3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,3,0
"HHEX",37,3,0,1,0,0,0,10,2,0,0,0,0,0,0,0,9,0,1,81,1
"EXOC6",31,10,0,1,3,2,1,10,0,1,1,0,1,1,0,2,9,8,188,31,3
"CYP26A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MYOF",57,237,0,0,14,0,0,2,0,0,2,2,0,1,3,49,10,2,419,40,10
"CEP55",2,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,99,3,0
"FFAR4",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0
"RBP4",3,250,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0
"FRA10AC1",38,157,0,0,19,1,0,3,2,6,0,1,0,0,0,15,5,8,258,31,24
"SLC35G1",1,13,0,0,2,0,0,1,0,0,0,0,0,0,1,5,0,0,56,7,0
"PLCE1",5,12,0,0,3,0,0,4,0,1,0,1,0,0,0,19,0,3,23,5,15
"RP11-391J2.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-76P2.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"NOC3L",12,48,1,0,6,1,0,4,0,4,0,3,0,4,0,9,7,1,146,13,2
"TBC1D12",17,49,0,1,14,0,0,0,0,0,0,0,0,0,0,14,2,0,73,17,5
"HELLS",5,30,1,0,3,0,0,1,0,6,1,0,2,0,0,9,1,2,221,2,0
"CYP2C18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
"CYP2C19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"CYP2C9",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0
"PDLIM1",79,1290,0,5,100,0,1,123,0,3,0,7,2,4,30,404,12,6,2122,717,147
"SORBS1",1,19,0,0,1,0,1,0,0,0,0,8,0,0,0,16,0,1,31,2,20
"ALDH18A1",19,131,0,0,6,0,2,1,0,8,0,1,0,0,1,11,2,3,362,17,2
"TCTN3",15,178,0,1,24,3,2,15,0,9,3,0,0,3,2,17,2,6,179,22,12
"ENTPD1",95,228,0,9,24,0,9,0,0,42,3,0,0,4,0,47,17,80,6,160,17
"ENTPD1-AS1",7,67,1,0,4,1,0,1,0,2,0,1,0,1,0,3,0,1,29,4,1
"C10orf131",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
"RP11-690P14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CC2D2B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CCNJ",9,10,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,9,2,0
"ZNF518A",39,57,0,3,8,0,0,3,2,6,1,3,1,0,2,10,7,12,408,24,7
"BLNK",33,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,145,0,0
"TLL2",0,6,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,6,3,0
"TM9SF3",163,402,0,6,40,2,3,4,3,19,5,2,1,2,14,32,29,25,2201,100,15
"PIK3AP1",169,7,0,4,4,2,0,0,0,0,0,0,0,1,0,1,40,0,49,0,0
"LCOR",25,37,0,0,2,0,0,0,0,3,1,0,0,2,0,7,5,2,373,16,0
"C10orf12",8,8,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2,4,34,4,2
"RP11-175O19.4",8,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,55,4,2
"SLIT1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGAP19",7,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,26,7,0
"FRAT1",12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,5,0
"FRAT2",9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8,0,57,6,0
"RP11-452K12.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"RRP12",17,18,0,0,3,0,0,0,0,0,1,0,0,1,1,1,3,1,146,11,0
"RP11-452K12.7",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"PGAM1",375,1904,4,8,100,4,25,43,3,92,12,7,8,12,44,138,151,119,2205,222,55
"EXOSC1",42,147,1,1,23,0,3,4,0,23,6,2,5,3,9,18,13,32,302,40,8
"ZDHHC16",23,140,0,0,7,1,0,1,0,5,1,0,2,0,0,5,3,5,96,17,2
"MMS19",16,51,1,1,8,0,0,3,0,4,1,0,0,0,1,3,1,4,133,27,5
"UBTD1",30,158,0,2,13,0,1,10,0,1,0,0,0,0,0,3,8,0,22,64,2
"ANKRD2",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HOGA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"MORN4",5,18,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,0,44,1,3
"PI4K2A",42,29,0,1,7,0,0,0,0,1,0,0,0,0,0,1,2,0,31,3,0
"AVPI1",116,134,0,7,10,0,0,2,0,1,0,0,0,0,2,3,26,1,288,3,8
"MARVELD1",40,168,0,2,19,0,0,3,0,0,0,1,0,2,1,23,3,0,53,15,8
"ZFYVE27",7,35,0,0,4,1,1,1,0,5,2,0,0,1,0,4,6,5,191,12,1
"SFRP5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LINC00866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GOLGA7B",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,57,2,0
"CRTAC1",0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0
"R3HCC1L",16,23,0,2,2,1,0,0,0,6,1,0,0,2,1,5,5,7,63,6,1
"LOXL4",1,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"PYROXD2",19,18,0,0,5,1,0,2,1,2,0,0,1,1,1,0,0,0,61,2,2
"HPS1",99,154,0,3,22,1,3,2,1,12,7,4,2,1,3,13,21,13,530,9,6
"HPSE2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNNM1",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"GOT1",17,75,0,0,8,0,1,2,2,2,0,0,2,1,3,7,4,6,387,18,3
"RP11-441O15.3",1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
"LINC01475",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-129J12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NKX2-3",0,32,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0
"SLC25A28",16,31,0,0,2,0,0,1,0,2,0,0,0,0,0,0,3,2,73,11,4
"RP11-85A1.3",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,7,0,0
"RP11-483F11.7",0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENTPD7",1,20,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,16,2,0
"CUTC",23,50,1,3,17,0,1,6,1,4,0,1,2,1,1,5,7,11,118,17,9
"COX15",25,32,0,1,4,0,1,3,0,0,2,1,0,1,1,2,6,6,165,9,2
"ABCC2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1
"DNMBP",17,27,0,1,4,0,0,3,0,2,0,0,0,0,1,4,8,1,265,10,0
"DNMBP-AS1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,1
"ERLIN1",26,44,0,1,7,0,0,0,0,0,1,0,0,1,1,5,9,2,199,17,2
"CHUK",23,39,0,0,1,0,1,2,0,3,1,0,0,0,0,4,3,3,104,10,2
"CWF19L1",15,30,0,1,5,0,0,1,0,3,0,0,0,1,0,3,1,2,75,6,1
"BLOC1S2",196,202,1,5,29,2,7,5,5,21,3,3,2,3,3,16,34,29,409,46,2
"PKD2L1",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
"SCD",114,92,1,2,9,0,0,3,0,3,0,1,0,0,17,1,8,7,1922,26,5
"OLMALINC",0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,16,0,0
"RP11-285F16.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEC31B",6,6,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,2,16,2,0
"NDUFB8",370,876,7,13,117,4,9,34,6,65,14,12,9,11,81,129,70,129,2806,255,90
"HIF1AN",19,63,0,0,7,0,1,1,0,6,0,0,0,2,1,9,6,6,131,11,7
"RP11-179B2.2",1,8,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,15,3,3
"SLF2",23,60,0,2,12,0,1,1,2,4,1,1,1,3,0,3,4,8,154,25,4
"MRPL43",98,394,0,4,60,3,6,7,3,22,9,4,4,1,9,55,17,31,883,62,28
"SEMA4G",6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,278,2,1
"RP11-108L7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"C10orf2",5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,3,0
"LZTS2",15,83,0,1,18,0,0,1,0,2,1,0,1,1,0,18,1,0,128,20,7
"PDZD7",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,0
"SFXN3",69,141,1,2,17,0,2,6,2,16,3,1,0,3,4,20,10,10,277,33,11
"RP11-108L7.15",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0
"KAZALD1",7,16,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,125,0,2
"TLX1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"BTRC",12,42,0,0,2,0,1,2,0,1,0,1,1,0,0,4,1,2,43,11,0
"DPCD",23,146,0,1,13,0,1,1,1,0,0,4,0,0,6,13,4,1,351,25,5
"POLL",20,45,0,1,8,0,0,2,0,3,1,1,0,0,0,5,2,4,124,10,2
"FBXW4",9,49,0,1,7,1,1,3,0,3,0,1,0,1,1,13,3,3,152,5,6
"FGF8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"NPM3",42,219,2,4,19,0,1,5,2,8,1,0,0,4,8,17,7,7,412,29,2
"MGEA5",75,167,3,4,21,1,2,6,0,23,4,3,4,9,0,35,14,32,500,59,23
"KCNIP2-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"KCNIP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"C10orf76",17,21,0,0,1,1,1,1,0,5,0,1,0,1,0,3,5,3,99,7,1
"HPS6",11,25,0,1,2,0,1,1,0,2,1,0,0,1,0,4,3,1,66,8,0
"LDB1",16,23,0,0,1,1,0,0,0,3,1,0,0,1,0,1,3,1,22,8,1
"PPRC1",15,33,0,0,2,1,0,1,2,3,1,2,0,0,1,4,1,4,100,15,1
"NOLC1",36,119,1,1,18,0,3,1,0,3,2,1,1,2,0,17,8,14,544,31,6
"ELOVL3",1,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"GBF1",23,70,0,0,6,0,0,2,0,3,3,0,1,1,0,10,5,7,201,12,0
"NFKB2",31,81,0,1,13,0,1,3,0,9,2,1,1,3,1,21,12,32,209,27,2
"PSD",1,10,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,5,1,0
"FBXL15",117,185,0,1,42,2,3,5,0,16,3,1,1,5,5,20,30,24,516,34,18
"CUEDC2",85,351,0,1,48,2,3,11,2,18,6,2,0,1,6,45,32,28,436,69,17
"C10orf95",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0
"MFSD13A",27,5,0,0,2,0,0,0,0,0,0,0,0,1,0,1,4,4,84,4,1
"ACTR1A",81,266,1,2,28,0,5,6,2,9,4,1,2,6,3,32,12,11,281,74,8
"RP11-18I14.11",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SUFU",18,19,0,1,2,1,0,1,0,1,0,0,0,0,0,5,1,4,21,9,1
"RP11-47A8.5",3,9,1,0,5,0,0,1,1,1,0,0,0,0,0,4,0,0,26,1,2
"TRIM8",40,161,0,1,21,0,2,3,0,2,2,1,0,3,0,19,7,6,271,30,11
"ARL3",52,471,0,1,43,0,3,6,2,15,2,4,2,1,7,48,10,22,434,40,27
"SFXN2",6,4,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,22,0,1
"WBP1L",51,120,0,5,24,0,0,1,1,4,0,1,2,0,0,15,10,4,97,33,7
"CYP17A1-AS1",1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"RP11-753C18.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"BORCS7",36,196,0,2,36,0,1,16,0,7,3,2,0,0,3,10,14,8,283,22,11
"CNNM2",7,17,0,0,5,0,0,0,0,1,0,0,0,0,0,21,3,2,26,4,5
"NT5C2",56,45,0,0,6,0,2,2,0,2,0,0,0,2,3,10,16,10,311,18,4
"RPEL1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
"PCGF6",7,70,0,0,8,0,0,0,0,5,0,1,0,0,0,6,2,3,44,7,5
"TAF5",4,7,0,0,0,1,0,1,0,2,0,0,1,1,0,1,0,0,19,2,1
"USMG5",912,1458,7,24,140,6,15,57,20,113,22,17,14,19,210,213,154,125,6736,412,127
"PDCD11",23,39,0,0,6,0,1,2,0,0,1,0,0,0,0,5,0,6,156,11,1
"CALHM2",52,170,0,3,55,1,0,11,1,20,2,0,1,4,0,27,11,17,20,19,17
"RP11-225H22.7",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-225H22.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NEURL1",3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,2,0,30,0,0
"SH3PXD2A",30,317,1,0,32,0,1,3,1,4,1,0,0,0,4,18,1,11,173,29,12
"RP11-416N2.4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11,0,0
"SH3PXD2A-AS1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,107,2,0
"OBFC1",14,80,0,1,16,1,4,6,0,29,6,1,3,5,4,8,4,38,522,16,8
"SLK",34,79,0,3,12,0,1,5,1,5,1,2,0,4,0,9,9,8,553,47,4
"COL17A1",1,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,298,4,0
"SFR1",26,30,0,1,10,0,0,1,0,3,3,0,0,0,1,6,10,2,190,9,7
"CFAP43",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GSTO1",997,1507,5,25,99,1,10,29,9,45,8,13,7,5,36,99,321,101,2480,244,37
"GSTO2",0,7,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,1,188,1,1
"ITPRIP",44,105,1,2,20,1,0,7,0,0,0,0,0,1,1,7,16,2,40,92,1
"CFAP58-AS1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SORCS1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"XPNPEP1",38,112,1,2,24,0,1,6,1,4,1,0,0,0,4,10,3,2,539,39,4
"ADD3",43,227,0,3,63,1,1,30,1,10,3,0,6,5,3,18,9,14,769,68,4
"MXI1",28,60,0,1,3,1,0,2,0,1,0,0,0,0,0,7,4,5,91,12,8
"SMNDC1",49,90,0,3,9,1,2,3,0,9,3,0,3,2,0,17,17,13,216,32,9
"RP11-525A16.4",0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0
"DUSP5",14,36,0,0,6,0,0,3,0,1,2,0,1,0,0,4,8,5,157,21,2
"SMC3",98,194,2,1,34,2,6,13,2,31,8,0,5,5,3,38,18,45,647,66,19
"RBM20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PDCD4-AS1",5,9,0,0,0,0,1,0,0,4,0,0,2,0,0,0,2,2,19,3,0
"PDCD4",51,92,3,6,18,5,7,2,6,37,10,0,6,12,0,6,15,28,347,57,5
"BBIP1",42,133,0,2,14,0,2,4,2,8,1,0,3,1,4,32,16,17,371,25,10
"RP11-348N5.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-348N5.7",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1
"SHOC2",79,109,0,3,12,2,0,7,0,11,3,0,3,3,1,28,23,15,267,61,14
"ADRA2A",0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,15,0,0,18,0,7
"GPAM",1,19,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,23,3,2
"ACSL5",50,27,0,2,16,0,1,3,0,17,0,0,3,3,6,1,16,9,1034,34,2
"RP11-324O2.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ZDHHC6",50,111,0,1,13,1,1,5,0,7,1,1,1,3,1,12,12,14,266,26,4
"VTI1A",28,37,0,2,2,0,1,0,0,1,1,1,1,2,0,4,5,5,89,12,6
"TCF7L2",23,118,0,0,42,1,0,8,0,2,0,2,0,0,0,28,9,1,633,26,15
"RP11-57H14.2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"HABP2",1,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,186,0,0
"NRAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CASP7",39,97,0,1,15,0,0,2,0,7,4,1,0,0,3,16,16,9,424,24,6
