"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Fibroblasts","Follicular CD4 Tcells","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"RP11-406H21.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"TRDMT1",5,5,0,0,0,7,0,0,2,1,0,0,1,1,2,1,2,66,5,0
"VIM-AS1",21,2,0,0,0,1,0,0,3,3,0,2,0,0,0,4,6,7,1,0
"VIM",6035,2321,42,100,49,3526,119,68,361,210,81,109,29,9,2164,1190,570,405,4006,283
"RP11-124N14.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ST8SIA6-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"HACD1",4,9,0,0,0,2,0,0,0,0,3,1,0,0,8,0,29,3,6,3
"STAM-AS1",0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,38,0,0
"STAM",28,15,1,2,0,9,0,0,8,1,2,2,0,0,3,5,46,167,12,1
"TMEM236",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"MRC1",640,1,0,0,0,3,0,0,1,1,2,0,0,0,1,91,0,15,1,0
"CACNB2",0,1,0,0,0,3,1,0,0,0,0,0,0,0,6,0,0,3,0,0
"RP11-499P20.2",2,1,0,0,0,6,0,0,0,0,0,0,1,0,9,0,3,9,0,3
"RP11-383B4.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"NSUN6",23,10,0,1,1,2,1,0,3,1,3,4,2,1,5,18,15,234,15,0
"ARL5B",27,12,0,1,0,12,0,0,2,5,1,1,0,0,2,12,4,371,17,0
"MALRD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0
"RP11-354E11.2",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"PLXDC2",301,76,0,0,0,91,0,0,1,0,0,0,0,0,0,70,0,66,22,0
"RP11-575A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"NEBL",5,2,0,0,2,0,0,0,1,0,0,0,0,5,0,0,1,638,2,0
"C10orf113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"NEBL-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47,0,0
"CASC10",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"SKIDA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"MLLT10",41,8,1,1,0,15,3,0,6,6,4,4,0,0,6,11,8,275,36,0
"DNAJC1",88,56,5,10,1,82,5,2,20,14,3,14,2,9,29,22,35,1278,65,1
"COMMD3",131,55,2,3,2,54,6,2,12,9,6,5,0,7,15,37,34,1274,37,5
"BMI1",41,12,3,1,1,15,2,0,3,0,1,3,1,1,9,9,2,284,17,1
"RP11-573G6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-573G6.8",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"RP11-573G6.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"SPAG6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PIP4K2A",63,6,3,4,3,12,2,0,8,4,7,15,0,0,11,24,18,132,19,2
"ARMC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"MSRB2",113,87,0,0,1,94,0,1,5,1,0,0,0,31,36,43,13,2062,52,3
"OTUD1",32,4,0,0,0,6,0,0,0,0,0,0,0,0,3,7,4,49,12,0
"KIAA1217",3,30,0,0,0,12,0,0,0,0,1,0,0,0,11,0,1,433,9,3
"ARHGAP21",25,20,0,1,0,30,0,0,0,1,1,0,0,0,10,5,1,397,34,0
"PRTFDC1",1,11,0,0,0,16,0,0,1,0,0,0,0,4,12,1,0,227,2,0
"RP11-165A20.3",1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,25,0,0
"ENKUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"THNSL1",0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,67,3,0
"GPR158",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"MYO3A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APBB1IP",99,3,6,5,3,14,10,1,21,23,4,10,1,0,0,45,57,6,0,0
"PDSS1",17,4,2,0,0,1,0,0,0,2,0,0,0,5,1,9,3,345,7,0
"RP13-16H11.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ABI1",188,23,2,3,0,17,5,0,13,11,6,6,2,3,17,31,32,786,35,2
"ANKRD26",10,11,1,0,0,2,1,0,3,3,0,2,1,0,9,1,8,61,15,0
"YME1L1",149,40,6,4,3,37,8,3,22,12,3,14,2,5,25,59,52,1006,48,0
"MASTL",8,2,0,0,1,1,1,0,0,0,1,0,0,0,6,2,0,82,3,0
"ACBD5",51,4,2,1,0,7,1,0,0,5,1,1,0,4,7,9,7,1063,12,1
"RAB18",172,56,1,4,0,49,3,3,16,8,6,5,0,5,31,34,30,1061,59,5
"MKX",0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKX-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MPP7",0,1,1,0,0,0,0,0,3,2,0,1,0,0,0,1,2,93,0,0
"RP11-351M16.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"WAC-AS1",25,12,1,2,0,14,4,0,3,7,4,1,0,0,8,11,8,238,23,1
"WAC",114,43,1,2,2,39,3,1,10,9,5,6,1,3,25,31,26,838,48,3
"BAMBI",1,14,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,177,1,0
"SVIL-AS1",14,11,0,0,1,7,0,0,1,0,0,0,0,3,8,1,2,140,8,2
"SVIL",20,54,0,0,0,25,0,0,1,0,1,2,1,0,12,7,1,296,55,7
"KIAA1462",0,16,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,62,0
"MTPAP",15,11,0,0,1,1,0,0,0,1,2,1,1,0,5,8,2,219,12,1
"MAP3K8",137,37,0,0,0,11,1,2,1,1,0,12,0,1,7,67,9,100,18,1
"RP11-253D19.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF438",24,2,0,1,0,4,1,0,0,1,0,2,0,0,2,1,0,95,4,1
"RP11-192P3.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ZEB1-AS1",2,5,1,1,1,7,0,0,2,2,0,1,0,2,5,0,1,122,9,0
"ZEB1",2,23,0,0,0,24,3,0,12,6,4,2,1,0,20,0,22,42,81,1
"RP11-472N13.3",17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,0
"ARHGAP12",27,10,1,0,1,10,0,0,1,1,1,1,0,0,10,1,5,538,9,1
"KIF5B",272,79,10,5,1,59,3,4,21,19,13,9,6,13,72,67,55,2696,111,7
"EPC1",48,15,1,4,3,22,6,2,15,5,8,16,3,0,17,17,50,471,46,2
"RP11-135A24.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CCDC7",4,1,0,1,1,2,0,0,0,0,0,1,1,0,0,2,0,31,0,0
"CCDC7.1",1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,80,0,0
"RP11-479G22.8",0,6,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,17,2,0
"ITGB1",417,593,1,11,0,201,9,2,31,17,23,31,5,32,360,75,52,3086,496,29
"RP11-462L8.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0
"RP11-342D11.3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"NRP1",304,42,0,0,0,50,0,0,1,0,0,0,0,0,46,42,0,98,156,2
"RP11-342D11.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"PARD3",1,8,0,0,0,9,0,0,0,0,0,0,0,0,6,0,3,159,2,0
"PARD3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"CUL2",30,10,2,1,0,8,1,0,3,2,5,4,1,2,10,11,9,264,15,1
"RP11-297A16.2",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"CREM",291,16,2,11,0,27,9,3,34,11,19,13,0,3,11,78,156,253,100,0
"CCNY",40,13,1,1,1,13,0,0,4,1,2,0,1,5,8,18,4,310,37,1
"RP11-324I22.4",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,23,0,0
"GJD4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-425A6.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"FZD8",0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCAT5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-258F22.1",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"ZNF248",4,3,0,0,0,2,1,0,0,1,0,0,0,0,1,0,1,49,4,1
"RP11-162G10.5",3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,9,1,0
"ZNF25",15,5,1,1,0,8,0,1,0,0,2,0,0,0,5,2,3,17,5,1
"ZNF33A",36,15,1,0,1,14,2,0,10,4,3,3,0,1,4,3,10,406,18,0
"ZNF37A",16,8,0,0,0,11,2,2,2,2,2,1,1,0,7,2,6,173,14,1
"RP11-508N22.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"RP11-508N22.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LINC00839",0,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,5,0
"ZNF33B",11,5,1,3,0,1,0,0,2,3,1,3,1,2,5,0,5,289,13,1
"AL022344.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BMS1",27,21,3,0,1,21,0,1,2,3,0,2,0,5,5,12,8,592,39,2
"RET",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0
"RP11-351D16.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
"CSGALNACT2",70,22,0,0,0,17,1,1,1,2,0,0,0,0,15,21,7,56,7,1
"RASGEF1A",12,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0
"FXYD4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
"HNRNPF",291,93,15,13,8,96,15,1,54,42,22,24,8,10,77,120,115,3275,129,3
"RP11-517P14.2",1,5,0,0,0,4,0,0,1,0,0,0,0,0,0,2,1,7,2,0
"ZNF487",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,70,0,0
"ZNF239",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,36,0,0
"ZNF485",3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,33,0,0
"RP11-402L1.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ZNF32",48,21,2,3,0,26,0,0,3,4,2,4,1,0,15,6,8,213,23,2
"LINC00619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"LINC00840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-20J15.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"CXCL12",57,53,0,0,0,226,0,0,1,0,0,0,0,0,34,1,0,18,122,6
"RASSF4",251,3,0,0,0,3,2,0,1,0,0,4,0,0,7,70,2,34,4,0
"C10orf10",38,241,0,0,0,25,0,0,0,2,0,0,0,0,384,3,4,437,172,28
"C10orf25",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,3,1
"ZNF22",73,24,2,3,2,47,3,2,7,11,7,8,1,1,44,18,14,629,80,4
"ALOX5",159,4,1,0,0,2,0,4,1,0,1,1,0,12,1,64,0,529,3,0
"MARCH8",15,3,0,0,0,3,0,0,0,0,1,1,0,0,2,6,1,61,2,0
"ZFAND4",6,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,1,25,0,0
"FAM21C",49,11,1,1,1,11,0,0,5,4,1,2,1,1,3,11,5,148,11,0
"AGAP4",3,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,41,2,0
"TIMM23",47,30,0,0,0,22,2,0,3,2,0,3,1,3,6,3,6,525,23,0
"NCOA4",229,19,1,1,0,20,1,2,3,5,4,5,1,10,20,59,20,975,62,1
"MSMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,1,0
"ANXA8L1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"GPRIN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
"SYT15",3,1,0,0,0,2,0,0,0,1,0,0,0,0,2,0,1,22,10,0
"RP11-38L15.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"PTPN20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GDF10",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RBP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"ZNF488",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,1,0
"AGAP9",1,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,83,2,1
"LINC00864",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH17-360D5.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"CH17-360D5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FRMPD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MAPK8",16,16,0,0,0,7,1,0,3,1,0,1,1,2,5,6,12,392,21,0
"ARHGAP22",37,5,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,14,4,0
"WDFY4",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"VSTM4",0,26,0,0,0,11,2,0,0,0,0,0,0,0,22,0,0,7,0,1
"C10orf128",68,0,0,0,0,0,1,2,2,0,1,0,0,0,3,22,11,7,55,0
"DRGX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-123B3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ERCC6",4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,49,2,0
"PGBD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ERCC6-PGBD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"C10orf53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"PARG",13,6,0,1,0,4,1,0,0,0,1,1,0,1,2,2,3,147,2,0
"TIMM23B",10,4,2,1,0,1,0,0,3,1,1,2,0,0,2,2,3,67,4,0
"AGAP6",5,1,0,0,0,0,0,0,1,0,0,2,0,1,5,2,1,97,9,0
"FAM21A",42,4,1,0,1,4,1,0,2,1,0,1,0,1,3,7,6,135,12,1
"ASAH2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0,0
"SGMS1",45,4,0,2,0,2,2,0,3,2,0,0,1,1,4,11,6,166,14,2
"SGMS1-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0
"ASAH2B",1,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,1,71,1,0
"A1CF",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,254,0,0
"PRKG1",0,16,0,0,0,4,0,0,0,0,0,0,0,0,23,1,0,34,0,3
"RP11-96B5.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"CSTF2T",26,7,3,0,1,18,1,0,5,5,4,3,0,0,5,5,10,173,17,1
"DKK1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-556E13.1",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-257I14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZWINT",23,7,0,1,0,2,0,0,0,0,2,0,0,5,10,2,4,670,16,0
"IPMK",18,5,0,0,0,2,0,0,0,0,0,0,0,0,0,8,1,83,4,0
"CISD1",72,117,1,2,3,72,1,0,8,7,3,3,2,53,32,22,20,2564,93,3
"RP11-179B15.6",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBE2D1",323,32,0,1,1,32,0,1,7,3,2,5,1,2,18,103,15,431,34,2
"TFAM",56,13,0,2,0,15,1,0,5,3,5,4,0,0,10,15,12,631,31,1
"BICC1",0,59,0,0,0,35,0,0,0,1,0,0,0,0,2,0,0,2,1,0
"FAM13C",3,1,0,0,0,23,0,0,0,0,0,0,0,0,41,0,0,1,34,1
"RP11-135D11.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC16A9",0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,5,2,0
"MRLN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"CCDC6",43,23,0,0,0,17,2,0,4,5,1,1,1,5,15,6,10,479,37,0
"LINC01553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ANK3",0,1,2,2,2,0,0,0,4,0,4,1,0,1,1,1,0,96,0,0
"RP11-388P9.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CDK1",23,4,0,0,0,1,0,0,2,1,1,1,0,5,32,2,1,396,16,0
"RHOBTB1",12,18,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,35,14,0
"TMEM26",7,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"C10orf107",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,1,2
"ARID5B",120,192,5,3,4,179,10,0,41,10,14,3,2,0,117,10,145,286,91,16
"RTKN2",2,0,0,0,0,0,0,0,8,0,6,0,0,0,4,1,89,107,0,0
"RP11-120C12.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF365",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADO",20,5,0,0,0,5,1,0,2,0,1,0,0,0,0,6,1,153,13,1
"EGR2",26,13,1,0,0,7,0,1,0,1,0,1,0,0,2,7,2,15,5,0
"NRBF2",71,48,3,4,0,34,2,0,6,4,2,7,0,0,12,12,10,396,19,3
"JMJD1C",115,35,3,3,1,19,3,0,11,9,4,10,4,0,17,29,38,744,65,0
"JMJD1C-AS1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,1,0
"REEP3",152,124,1,3,3,70,1,0,11,3,4,4,0,11,63,44,26,1310,74,4
"RP11-170M17.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0
"CTNNA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0
"DNAJC12",4,11,0,0,0,10,0,0,0,0,0,0,0,2,4,2,0,408,13,0
"RP11-57G10.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"SIRT1",23,6,0,0,0,5,0,0,2,1,0,2,0,0,1,9,3,86,5,0
"HERC4",37,21,2,0,1,16,3,0,2,4,4,2,1,0,5,10,18,346,34,0
"MYPN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ATOH7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"RP11-153K11.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"PBLD",6,4,0,1,0,3,0,1,0,0,0,1,0,1,3,1,2,120,2,0
"HNRNPH3",139,66,6,6,3,59,5,2,21,14,12,15,3,14,45,34,60,1606,72,3
"RUFY2",11,7,0,0,0,7,0,0,3,2,0,1,0,0,5,2,2,109,22,1
"DNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,38,2,0
"SLC25A16",18,10,0,2,0,4,0,0,3,2,2,0,0,1,4,5,3,86,10,1
"TET1",0,4,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,5,0
"CCAR1",86,39,1,4,0,32,2,1,10,11,3,7,0,6,32,17,22,1073,63,7
"STOX1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"DDX50",39,20,2,5,1,26,3,1,18,5,3,1,0,1,13,8,14,382,28,3
"DDX21",224,65,6,7,3,60,3,1,24,8,12,11,0,17,40,116,36,2358,118,4
"KIF1BP",25,13,0,0,0,8,0,0,3,2,1,0,0,3,24,1,5,214,19,1
"SRGN",5557,31,81,93,44,25,147,48,384,234,141,333,69,4,22,2601,1123,267,361,0
"VPS26A",120,20,1,6,3,23,5,0,12,21,4,7,2,4,15,18,19,738,45,4
"SUPV3L1",7,6,1,1,0,7,0,0,3,4,0,1,0,0,1,3,5,135,7,1
"RP11-227H15.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"HKDC1",13,3,0,0,0,3,1,0,0,1,1,1,0,10,1,4,1,771,2,0
"HK1",99,30,6,4,0,6,2,0,5,6,0,4,0,0,20,33,17,204,37,0
"TACR2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0
"TSPAN15",34,9,0,0,1,2,1,0,1,1,1,0,0,5,14,7,5,1809,77,0
"C10orf35",6,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,8,48,0,0
"RP11-242G20.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"COL13A1",0,13,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,1,30,0
"H2AFY2",26,22,0,0,0,14,0,0,2,0,0,1,0,0,4,1,2,3,0,0
"AIFM2",29,22,0,0,0,8,0,0,2,1,0,0,1,5,6,3,3,373,2,1
"TYSND1",12,4,1,0,1,4,1,0,2,3,1,6,0,1,3,1,3,85,8,0
"SAR1A",160,82,1,0,0,63,4,2,11,10,2,8,1,17,33,57,23,1506,72,7
