"REACTION","SUBSYSTEM"
"6HSMVACIDhep","Drug metabolism"
"FVSteb","Drug metabolism"
"CRVSM1hr","Drug metabolism"
"3ISPVStep","Drug metabolism"
"5OHFVSGLUhc","Drug metabolism"
"LSTN1GLUCtev","Drug metabolism"
"CRVSM1SPhc","Drug metabolism"
"1513DTACRhr","Drug metabolism"
"LSTNtu","Drug metabolism"
"5OHFVShc","Drug metabolism"
"6BHGLZtev","Drug metabolism"
"GLC3MEACPtev","Drug metabolism"
"TMDM1hr","Drug metabolism"
"56DHPVStev","Drug metabolism"
"OXYPthc","Drug metabolism"
"PROFVStev","Drug metabolism"
"LVSTACIDitr","Drug metabolism"
"AM4N9CStev","Drug metabolism"
"6HMSMVACIDteb","Drug metabolism"
"GTACMPtev","Drug metabolism"
"GLZitr","Drug metabolism"
"NFDNPYtep","Drug metabolism"
"56EPPVStev","Drug metabolism"
"AM4NCSteb","Drug metabolism"
"13DMTtep","Drug metabolism"
"GLZABCteb","Drug metabolism"
"FVSGLUChc","Drug metabolism"
"4HMDGLUCitr","Drug metabolism"
"5OHFVSitr","Drug metabolism"
"ACMPShc","Drug metabolism"
"6HLVSTthep","Drug metabolism"
"6AHGLZitr","Drug metabolism"
"CRGLZitr","Drug metabolism"
"IBUP_SCYPCARhep","Drug metabolism"
"SMVACIDATPteb","Drug metabolism"
"CRGLZhr","Drug metabolism"
"AM1A4NCShc","Drug metabolism"
"7BHGLZGLCABCt","Drug metabolism"
"DELACCRVSM23hc","Drug metabolism"
"MHGLZhr","Drug metabolism"
"7AHGLZitr","Drug metabolism"
"ATVLACtdhc","Drug metabolism"
"FVStep","Drug metabolism"
"13DMTitr","Drug metabolism"
"3HPVShc","Drug metabolism"
"6CSMVitr","Drug metabolism"
"IBUP_SCYP3hep","Drug metabolism"
"6EPSteb","Drug metabolism"
"3ISPVSthc","Drug metabolism"
"FVSCOAitx","Drug metabolism"
"ACMPdt","Drug metabolism"
"3HPVSCOAhc","Drug metabolism"
"IBUPGLUCitr","Drug metabolism"
"3HPVSTETCOAhcx","Drug metabolism"
"DSPVStev","Drug metabolism"
"CVM23GLUChc","Drug metabolism"
"AM19CSALThr","Drug metabolism"
"TAURIBUP_Sthv","Drug metabolism"
"NDERSVhc","Drug metabolism"
"SMVtv","Drug metabolism"
"IBUPGLUCtpvb","Drug metabolism"
"NFDOXDhc","Drug metabolism"
"7BHGLZtev","Drug metabolism"
"5OHFVSteb","Drug metabolism"
"15KPROSTGF2c","Eicosanoid metabolism"
"HMR_8545","Eicosanoid metabolism"
"HMR_8546","Eicosanoid metabolism"
"HMR_8547","Eicosanoid metabolism"
"HMR_8548","Eicosanoid metabolism"
"HMR_8549","Eicosanoid metabolism"
"HMR_8550","Eicosanoid metabolism"
"HMR_8552","Eicosanoid metabolism"
"HMR_8554","Eicosanoid metabolism"
"HMR_8555","Eicosanoid metabolism"
"HMR_8556","Eicosanoid metabolism"
"HMR_8557","Eicosanoid metabolism"
"HMR_8558","Eicosanoid metabolism"
"HMR_8559","Eicosanoid metabolism"
"HMR_8560","Eicosanoid metabolism"
"HMR_8561","Eicosanoid metabolism"
"P450LTB4r","Eicosanoid metabolism"
"RE2050R","Eicosanoid metabolism"
"RE2051G","Eicosanoid metabolism"
"RE2051R","Eicosanoid metabolism"
"RE2078M","Eicosanoid metabolism"
"RE3335M","Eicosanoid metabolism"
"RE3335R","Eicosanoid metabolism"
"RE3335X","Eicosanoid metabolism"
"RE3338C","Eicosanoid metabolism"
"RE3339C","Eicosanoid metabolism"
"RE3340C","Eicosanoid metabolism"
"RE3343C","Eicosanoid metabolism"
"RE3421M","Eicosanoid metabolism"
"RE3421R","Eicosanoid metabolism"
"RE3434C","Eicosanoid metabolism"
"RE3434R","Eicosanoid metabolism"
"RE3444C","Eicosanoid metabolism"
"RE3446M","Eicosanoid metabolism"
"RE3446R","Eicosanoid metabolism"
"RE3446X","Eicosanoid metabolism"
"RE3448C","Eicosanoid metabolism"
"RE3449C","Eicosanoid metabolism"
"RE3452C","Eicosanoid metabolism"
"RE3455C","Eicosanoid metabolism"
"RE3458C","Eicosanoid metabolism"
"RE3477C1","Eicosanoid metabolism"
"RE3490C","Eicosanoid metabolism"
"RE3503N","Eicosanoid metabolism"
"RE3532M","Eicosanoid metabolism"
"RE3532R","Eicosanoid metabolism"
"RE3533M","Eicosanoid metabolism"
"RE3533R","Eicosanoid metabolism"
"RE3534M","Eicosanoid metabolism"
"RE3534R","Eicosanoid metabolism"
"RE3535R","Eicosanoid metabolism"
"RE3554M","Eicosanoid metabolism"
"RE3554R","Eicosanoid metabolism"
"RE3557M","Eicosanoid metabolism"
"RE3557R","Eicosanoid metabolism"
"RE3560C","Eicosanoid metabolism"
"RE3564C","Eicosanoid metabolism"
"RE3587N","Eicosanoid metabolism"
"RE3596M","Eicosanoid metabolism"
"RE3596X","Eicosanoid metabolism"
"TXB2c","Eicosanoid metabolism"
"HMR_2029","Estrogen metabolism"
"HMR_2030","Estrogen metabolism"
"HMR_2031","Estrogen metabolism"
"HMR_2032","Estrogen metabolism"
"HMR_2033","Estrogen metabolism"
"HMR_2034","Estrogen metabolism"
"HMR_2036","Estrogen metabolism"
"HMR_2037","Estrogen metabolism"
"HMR_2038","Estrogen metabolism"
"HMR_2042","Estrogen metabolism"
"HMR_2043","Estrogen metabolism"
"HMR_2044","Estrogen metabolism"
"HMR_2045","Estrogen metabolism"
"HMR_2046","Estrogen metabolism"
"HMR_2047","Estrogen metabolism"
"HMR_2048","Estrogen metabolism"
"HMR_2049","Estrogen metabolism"
"HMR_2050","Estrogen metabolism"
"HMR_2051","Estrogen metabolism"
"HMR_2052","Estrogen metabolism"
"HMR_2053","Estrogen metabolism"
"HMR_2054","Estrogen metabolism"
"HMR_2055","Estrogen metabolism"
"HMR_2056","Estrogen metabolism"
"HMR_2057","Estrogen metabolism"
"HMR_2058","Estrogen metabolism"
"HMR_2059","Estrogen metabolism"
"HMR_2060","Estrogen metabolism"
"HMR_2061","Estrogen metabolism"
"HMR_2062","Estrogen metabolism"
"HMR_2063","Estrogen metabolism"
"HMR_2064","Estrogen metabolism"
"HMR_2068","Estrogen metabolism"
"HMR_2069","Estrogen metabolism"
"HMR_2070","Estrogen metabolism"
"HMR_2071","Estrogen metabolism"
"HMR_2072","Estrogen metabolism"
"HMR_2073","Estrogen metabolism"
"HMR_2074","Estrogen metabolism"
"HMR_2075","Estrogen metabolism"
"HMR_2076","Estrogen metabolism"
"HMR_2077","Estrogen metabolism"
"HMR_2078","Estrogen metabolism"
"HMR_2079","Estrogen metabolism"
"HMR_2083","Estrogen metabolism"
"HMR_2084","Estrogen metabolism"
"HMR_2085","Estrogen metabolism"
"HMR_2086","Estrogen metabolism"
"HMR_2088","Estrogen metabolism"
"HMR_2089","Estrogen metabolism"
"HMR_2091","Estrogen metabolism"
"HMR_2095","Estrogen metabolism"
"HMR_2096","Estrogen metabolism"
"HMR_2097","Estrogen metabolism"
"HMR_2098","Estrogen metabolism"
"HMR_2099","Estrogen metabolism"
"HMR_2100","Estrogen metabolism"
"HMR_2102","Estrogen metabolism"
"HMR_2106","Estrogen metabolism"
"HMR_2107","Estrogen metabolism"
"HMR_2108","Estrogen metabolism"
"HMR_2109","Estrogen metabolism"
"HMR_2110","Estrogen metabolism"
"HMR_2111","Estrogen metabolism"
"HMR_2112","Estrogen metabolism"
"HMR_2113","Estrogen metabolism"
"HMR_0703","Ether lipid metabolism"
"HMR_0705","Ether lipid metabolism"
"HMR_0706","Ether lipid metabolism"
"HMR_0708","Ether lipid metabolism"
"HMR_10061","Ether lipid metabolism"
"HMR_7598","Ether lipid metabolism"
"HMR_7600","Ether lipid metabolism"
"HMR_7602","Ether lipid metabolism"
"HMR_7603","Ether lipid metabolism"
"HMR_7604","Ether lipid metabolism"
"HMR_7605","Ether lipid metabolism"
"HMR_7606","Ether lipid metabolism"
"HMR_7607","Ether lipid metabolism"
"HMR_7610","Ether lipid metabolism"
"HMR_7614","Ether lipid metabolism"
"HMR_7615","Ether lipid metabolism"
"HMR_9088","Exchange/demand reactions"
"EX_ibup_S[e]","Exchange/demand reactions"
"EX_hismetgln[e]","Exchange/demand reactions"
"HMR_9050","Exchange/demand reactions"
"EX_HC02204[e]","Exchange/demand reactions"
"EX_CE2915[e]","Exchange/demand reactions"
"HMR_7122","Exchange/demand reactions"
"EX_pcholn281_hs[e]","Exchange/demand reactions"
"EX_M00117[e]","Exchange/demand reactions"
"HMR_9277","Exchange/demand reactions"
"EX_forglu[e]","Exchange/demand reactions"
"EX_gncore1[e]","Exchange/demand reactions"
"HMR_9166","Exchange/demand reactions"
"HMR_9301","Exchange/demand reactions"
"HMR_9202","Exchange/demand reactions"
"EX_CE1554[e]","Exchange/demand reactions"
"EX_tetdec2crn[e]","Exchange/demand reactions"
"EX_M02035[e]","Exchange/demand reactions"
"HMR_9032","Exchange/demand reactions"
"EX_L2aadp[e]","Exchange/demand reactions"
"HMR_9164","Exchange/demand reactions"
"HMR_9149","Exchange/demand reactions"
"EX_aspvalasn[e]","Exchange/demand reactions"
"EX_glcr[e]","Exchange/demand reactions"
"EX_xolest181_hs[e]","Exchange/demand reactions"
"EX_leusertrp[e]","Exchange/demand reactions"
"EX_hislysval[e]","Exchange/demand reactions"
"EX_CE5854[e]","Exchange/demand reactions"
"EX_tettet6[e]","Exchange/demand reactions"
"EX_HC02193[e]","Exchange/demand reactions"
"EX_psyltchol[e]","Exchange/demand reactions"
"HMR_9707","Exchange/demand reactions"
"EX_hyochol[e]","Exchange/demand reactions"
"EX_HC02180[e]","Exchange/demand reactions"
"EX_C11695[e]","Exchange/demand reactions"
"EX_pchol2linl_hs[e]","Exchange/demand reactions"
"HMR_9062","Exchange/demand reactions"
"EX_ileargile[e]","Exchange/demand reactions"
"EX_M01571[e]","Exchange/demand reactions"
"EX_Lkynr[e]","Exchange/demand reactions"
"EX_ptrc[e]","Exchange/demand reactions"
"EX_xolest183_hs[e]","Exchange/demand reactions"
"EX_trpphe[e]","Exchange/demand reactions"
"EX_sphmyln18121_hs[e]","Exchange/demand reactions"
"EX_gudac[e]","Exchange/demand reactions"
"HMR_9453","Exchange/demand reactions"
"HMR_9226","Exchange/demand reactions"
"EX_subgly[e]","Exchange/demand reactions"
"EX_sphmyln180241_hs[e]","Exchange/demand reactions"
"HMR_9705","Exchange/demand reactions"
"EX_pcholn204_hs[e]","Exchange/demand reactions"
"HMR_9813","Exchange/demand reactions"
"EX_hisphearg[e]","Exchange/demand reactions"
"EX_leuktrB4wcooh[e]","Exchange/demand reactions"
"HMR_9711","Exchange/demand reactions"
"EX_1513tacr[e]","Exchange/demand reactions"
"HMR_9064","Exchange/demand reactions"
"EX_argsuc[e]","Exchange/demand reactions"
"HMR_9374","Exchange/demand reactions"
"HMR_10085","Exchange/demand reactions"
"EX_c5dc[e]","Exchange/demand reactions"
"HMR_9145","Exchange/demand reactions"
"HMR_9023","Exchange/demand reactions"
"EX_atvacid[e]","Exchange/demand reactions"
"HMR_9430","Exchange/demand reactions"
"HMR_9385","Exchange/demand reactions"
"HMR_9304","Exchange/demand reactions"
"EX_xolest226_hs[e]","Exchange/demand reactions"
"EX_lstnm7[e]","Exchange/demand reactions"
"EX_xol27oh[e]","Exchange/demand reactions"
"HMR_9440","Exchange/demand reactions"
"EX_HC02205[e]","Exchange/demand reactions"
"EX_CE7083[e]","Exchange/demand reactions"
"HMR_9103","Exchange/demand reactions"
"EX_CE6031[e]","Exchange/demand reactions"
"EX_pe_hs[e]","Exchange/demand reactions"
"EX_pcholn15_hs[e]","Exchange/demand reactions"
"EX_gca3s[e]","Exchange/demand reactions"
"EX_M00010[e]","Exchange/demand reactions"
"EX_valtrpval[e]","Exchange/demand reactions"
"HMR_10029","Exchange/demand reactions"
"EX_HC02213[e]","Exchange/demand reactions"
"EX_pe12_hs[e]","Exchange/demand reactions"
"HMR_9042","Exchange/demand reactions"
"HMR_9341","Exchange/demand reactions"
"EX_xoltri25[e]","Exchange/demand reactions"
"EX_pcholn19_hs[e]","Exchange/demand reactions"
"EX_ocdcea[e]","Exchange/demand reactions"
"EX_ocdca[e]","Exchange/demand reactions"
"EX_cmpacna[e]","Exchange/demand reactions"
"EX_dgtp[e]","Exchange/demand reactions"
"HMR_9809","Exchange/demand reactions"
"HMR_9721","Exchange/demand reactions"
"EX_sucsal[e]","Exchange/demand reactions"
"EX_cu2[e]","Exchange/demand reactions"
"EX_acleu_L[e]","Exchange/demand reactions"
"EX_dmgly[e]","Exchange/demand reactions"
"EX_asnmetpro[e]","Exchange/demand reactions"
"EX_xol25oh[e]","Exchange/demand reactions"
"EX_tsacmsul[e]","Exchange/demand reactions"
"EX_4aabutn[e]","Exchange/demand reactions"
"EX_aspglupro[e]","Exchange/demand reactions"
"EX_glc3meacp[e]","Exchange/demand reactions"
"EX_coa[e]","Exchange/demand reactions"
"EX_CE5869[e]","Exchange/demand reactions"
"EX_progly[e]","Exchange/demand reactions"
"EX_tmndnc[e]","Exchange/demand reactions"
"HMR_9324","Exchange/demand reactions"
"HMR_9097","Exchange/demand reactions"
"EX_xan[e]","Exchange/demand reactions"
"EX_xol24oh[e]","Exchange/demand reactions"
"EX_protrpthr[e]","Exchange/demand reactions"
"EX_M00260[e]","Exchange/demand reactions"
"EX_HC02200[e]","Exchange/demand reactions"
"EX_crvsm1[e]","Exchange/demand reactions"
"EX_M03153[e]","Exchange/demand reactions"
"EX_mev_R[e]","Exchange/demand reactions"
"EX_CE4881[e]","Exchange/demand reactions"
"EX_tetdeca511ac[e]","Exchange/demand reactions"
"HMR_9214","Exchange/demand reactions"
"EX_HC00007[e]","Exchange/demand reactions"
"EX_cysacmp[e]","Exchange/demand reactions"
"HMR_9452","Exchange/demand reactions"
"HMR_9037","Exchange/demand reactions"
"HMR_9443","Exchange/demand reactions"
"EX_maltttr[e]","Exchange/demand reactions"
"HMR_7110","Exchange/demand reactions"
"EX_ch4s[e]","Exchange/demand reactions"
"EX_dhap[e]","Exchange/demand reactions"
"HMR_9068","Exchange/demand reactions"
"EX_hca24g[e]","Exchange/demand reactions"
"EX_hisglylys[e]","Exchange/demand reactions"
"EX_prohis[e]","Exchange/demand reactions"
"EX_M01820[e]","Exchange/demand reactions"
"EX_CE1939[e]","Exchange/demand reactions"
"EX_glutcon[e]","Exchange/demand reactions"
"EX_3hsmvacid[e]","Exchange/demand reactions"
"EX_2hydog[e]","Exchange/demand reactions"
"EX_trpglyleu[e]","Exchange/demand reactions"
"HMR_9158","Exchange/demand reactions"
"EX_selmeth[e]","Exchange/demand reactions"
"EX_atp[e]","Exchange/demand reactions"
"HMR_9378","Exchange/demand reactions"
"HMR_9234","Exchange/demand reactions"
"HMR_9367","Exchange/demand reactions"
"EX_glnlystrp[e]","Exchange/demand reactions"
"EX_ca24g[e]","Exchange/demand reactions"
"EX_gluglu[e]","Exchange/demand reactions"
"EX_3hibup_R[e]","Exchange/demand reactions"
"EX_HC02217[e]","Exchange/demand reactions"
"EX_HC02197[e]","Exchange/demand reactions"
"EX_glyphe[e]","Exchange/demand reactions"
"EX_3hdececrn[e]","Exchange/demand reactions"
"EX_CE2838[e]","Exchange/demand reactions"
"EX_ctp[e]","Exchange/demand reactions"
"EX_xolest_hs[e]","Exchange/demand reactions"
"EX_lyspheile[e]","Exchange/demand reactions"
"EX_asnphecys[e]","Exchange/demand reactions"
"EX_3bcrn[e]","Exchange/demand reactions"
"EX_34dhpha[e]","Exchange/demand reactions"
"HMR_9095","Exchange/demand reactions"
"HMR_9116","Exchange/demand reactions"
"EX_HC00005[e]","Exchange/demand reactions"
"EX_lstnm5[e]","Exchange/demand reactions"
"HMR_9422","Exchange/demand reactions"
"HMR_9273","Exchange/demand reactions"
"EX_valtrpphe[e]","Exchange/demand reactions"
"EX_provalgln[e]","Exchange/demand reactions"
"HMR_9808","Exchange/demand reactions"
"EX_6bhglzglc[e]","Exchange/demand reactions"
"HMR_9125","Exchange/demand reactions"
"EX_ptvstlac[e]","Exchange/demand reactions"
"HMR_9056","Exchange/demand reactions"
"EX_CE2516[e]","Exchange/demand reactions"
"HMR_9338","Exchange/demand reactions"
"EX_3hibupglu_S[e]","Exchange/demand reactions"
"EX_serlyshis[e]","Exchange/demand reactions"
"HMR_9684","Exchange/demand reactions"
"HMR_9462","Exchange/demand reactions"
"EX_lineth[e]","Exchange/demand reactions"
"EX_5ohfvsglu[e]","Exchange/demand reactions"
"HMR_9307","Exchange/demand reactions"
"EX_Lcyst[e]","Exchange/demand reactions"
"EX_5eipenc[e]","Exchange/demand reactions"
"HMR_9143","Exchange/demand reactions"
"EX_arachcoa[e]","Exchange/demand reactions"
"EX_sertrphis[e]","Exchange/demand reactions"
"EX_gluasnleu[e]","Exchange/demand reactions"
"HMR_9052","Exchange/demand reactions"
"EX_hca6g[e]","Exchange/demand reactions"
"EX_ptth[e]","Exchange/demand reactions"
"EX_trideceth[e]","Exchange/demand reactions"
"EX_C14769[e]","Exchange/demand reactions"
"HMR_10090","Exchange/demand reactions"
"EX_HC01852[e]","Exchange/demand reactions"
"EX_3hivac[e]","Exchange/demand reactions"
"EX_HC02160[e]","Exchange/demand reactions"
"EX_valarggly[e]","Exchange/demand reactions"
"EX_eandrstrn[e]","Exchange/demand reactions"
"EX_pcholn203_hs[e]","Exchange/demand reactions"
"EX_glutrpala[e]","Exchange/demand reactions"
"EX_serargala[e]","Exchange/demand reactions"
"EX_CE1950[e]","Exchange/demand reactions"
"HMR_9041","Exchange/demand reactions"
"EX_saccrp_L[e]","Exchange/demand reactions"
"HMR_9709","Exchange/demand reactions"
"HMR_9692","Exchange/demand reactions"
"EX_pendecaeth[e]","Exchange/demand reactions"
"EX_3mop[e]","Exchange/demand reactions"
"EX_pcholn28_hs[e]","Exchange/demand reactions"
"EX_pcholmyr_hs[e]","Exchange/demand reactions"
"EX_pcholhep_hs[e]","Exchange/demand reactions"
"HMR_9138","Exchange/demand reactions"
"EX_pcholn201_hs[e]","Exchange/demand reactions"
"HMR_9083","Exchange/demand reactions"
"HMR_9043","Exchange/demand reactions"
"EX_carn[e]","Exchange/demand reactions"
"EX_3ohglutac[e]","Exchange/demand reactions"
"EX_12dhchol[e]","Exchange/demand reactions"
"HMR_9292","Exchange/demand reactions"
"EX_CE4969[e]","Exchange/demand reactions"
"EX_fmn[e]","Exchange/demand reactions"
"HMR_9152","Exchange/demand reactions"
"EX_phelysala[e]","Exchange/demand reactions"
"EX_hLkynr[e]","Exchange/demand reactions"
"EX_arglysasp[e]","Exchange/demand reactions"
"EX_HC02195[e]","Exchange/demand reactions"
"HMR_9379","Exchange/demand reactions"
"EX_mag_hs[e]","Exchange/demand reactions"
"HMR_9242","Exchange/demand reactions"
"HMR_9224","Exchange/demand reactions"
"HMR_7126","Exchange/demand reactions"
"HMR_9055","Exchange/demand reactions"
"EX_odecrn[e]","Exchange/demand reactions"
"HMR_9428","Exchange/demand reactions"
"EX_M02745[e]","Exchange/demand reactions"
"HMR_9139","Exchange/demand reactions"
"HMR_9080","Exchange/demand reactions"
"HMR_9206","Exchange/demand reactions"
"EX_trpproleu[e]","Exchange/demand reactions"
"EX_hxcoa[e]","Exchange/demand reactions"
"EX_Nacasp[e]","Exchange/demand reactions"
"EX_c6dc[e]","Exchange/demand reactions"
"EX_3dhdchol[e]","Exchange/demand reactions"
"EX_2hibupglu_S[e]","Exchange/demand reactions"
"EX_am1ccs[e]","Exchange/demand reactions"
"EX_uchol[e]","Exchange/demand reactions"
"EX_CE5304[e]","Exchange/demand reactions"
"EX_aracheth[e]","Exchange/demand reactions"
"EX_dgmp[e]","Exchange/demand reactions"
"EX_alaarggly[e]","Exchange/demand reactions"
"HMR_9065","Exchange/demand reactions"
"HMR_9119","Exchange/demand reactions"
"EX_arachd[e]","Exchange/demand reactions"
"HMR_9035","Exchange/demand reactions"
"EX_thrmetarg[e]","Exchange/demand reactions"
"EX_magole_hs[e]","Exchange/demand reactions"
"HMR_9323","Exchange/demand reactions"
"EX_tetdecaeth[e]","Exchange/demand reactions"
"HMR_9356","Exchange/demand reactions"
"HMR_9294","Exchange/demand reactions"
"EX_mdz[e]","Exchange/demand reactions"
"EX_glysar[e]","Exchange/demand reactions"
"EX_lgnc[e]","Exchange/demand reactions"
"HMR_9395","Exchange/demand reactions"
"EX_1hibup_S[e]","Exchange/demand reactions"
"EX_4hatvacid[e]","Exchange/demand reactions"
"EX_lysvaltrp[e]","Exchange/demand reactions"
"EX_2pg[e]","Exchange/demand reactions"
"EX_procys[e]","Exchange/demand reactions"
"EX_C10164[e]","Exchange/demand reactions"
"EX_3mglutac[e]","Exchange/demand reactions"
"EX_3mglutr[e]","Exchange/demand reactions"
"EX_gltdechol[e]","Exchange/demand reactions"
"EX_M02837[e]","Exchange/demand reactions"
"EX_fad[e]","Exchange/demand reactions"
"HMR_9308","Exchange/demand reactions"
"EX_M02447[e]","Exchange/demand reactions"
"EX_tyrasparg[e]","Exchange/demand reactions"
"EX_hisglu[e]","Exchange/demand reactions"
"EX_3hpvstet[e]","Exchange/demand reactions"
"EX_phetyrlys[e]","Exchange/demand reactions"
"HMR_9054","Exchange/demand reactions"
"EX_5cysdopa[e]","Exchange/demand reactions"
"HMR_9076","Exchange/demand reactions"
"EX_subeac[e]","Exchange/demand reactions"
"EX_pcholste_hs[e]","Exchange/demand reactions"
"EX_M02053[e]","Exchange/demand reactions"
"EX_cortsn[e]","Exchange/demand reactions"
"EX_glnlyslys[e]","Exchange/demand reactions"
"HMR_9150","Exchange/demand reactions"
"EX_gluthrlys[e]","Exchange/demand reactions"
"EX_dchac[e]","Exchange/demand reactions"
"EX_pe226_hs[e]","Exchange/demand reactions"
"HMR_9305","Exchange/demand reactions"
"EX_gdca3s[e]","Exchange/demand reactions"
"EX_aspmetasp[e]","Exchange/demand reactions"
"EX_sphings[e]","Exchange/demand reactions"
"HMR_9426","Exchange/demand reactions"
"EX_31dmt[e]","Exchange/demand reactions"
"HMR_9209","Exchange/demand reactions"
"EX_leugly[e]","Exchange/demand reactions"
"EX_hislysala[e]","Exchange/demand reactions"
"EX_15dmt[e]","Exchange/demand reactions"
"EX_crglz[e]","Exchange/demand reactions"
"HMR_9085","Exchange/demand reactions"
"HMR_9141","Exchange/demand reactions"
"EX_hpdca[e]","Exchange/demand reactions"
"EX_3hpvs[e]","Exchange/demand reactions"
"EX_pheproarg[e]","Exchange/demand reactions"
"EX_CE1297[e]","Exchange/demand reactions"
"HMR_9444","Exchange/demand reactions"
"EX_ileasnhis[e]","Exchange/demand reactions"
"EX_hmcarn[e]","Exchange/demand reactions"
"EX_tyrphetyr[e]","Exchange/demand reactions"
"EX_aspalaarg[e]","Exchange/demand reactions"
"EX_34hpl[e]","Exchange/demand reactions"
"HMR_9045","Exchange/demand reactions"
"EX_nfdnpy[e]","Exchange/demand reactions"
"EX_udca3s[e]","Exchange/demand reactions"
"EX_ileasp[e]","Exchange/demand reactions"
"EX_HC02207[e]","Exchange/demand reactions"
"HMR_9368","Exchange/demand reactions"
"EX_fucfuc12gal14acglcgalgluside_hs[e]","Exchange/demand reactions"
"EX_mhista[e]","Exchange/demand reactions"
"EX_dcsptn1[e]","Exchange/demand reactions"
"EX_7dhchsterol[e]","Exchange/demand reactions"
"EX_lysvalphe[e]","Exchange/demand reactions"
"EX_15HPET[e]","Exchange/demand reactions"
"EX_phephe[e]","Exchange/demand reactions"
"EX_4mop[e]","Exchange/demand reactions"
"EX_proargcys[e]","Exchange/demand reactions"
"HMR_9438","Exchange/demand reactions"
"EX_CE5853[e]","Exchange/demand reactions"
"EX_cdpea[e]","Exchange/demand reactions"
"EX_sphmyln_hs[e]","Exchange/demand reactions"
"EX_hislysthr[e]","Exchange/demand reactions"
"HMR_10031","Exchange/demand reactions"
"EX_idl_hs[e]","Exchange/demand reactions"
"EX_leutrparg[e]","Exchange/demand reactions"
"EX_xoldiolone[e]","Exchange/demand reactions"
