"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"RP11-452K12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"RRP12",8,7,2,0,1,0,0,8,0,0,1,1,3,2,6,0,1,0,0,0,3,5,3,2,3,3,3,18,13,0
"RP11-452K12.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PGAM1",172,112,10,8,71,3,3,53,20,1,37,21,38,60,83,4,5,14,4,5,141,26,31,44,125,89,98,254,187,3
"EXOSC1",16,28,4,0,24,2,1,14,9,0,10,5,18,11,27,1,5,10,5,2,27,11,4,9,27,13,41,94,34,3
"ZDHHC16",9,12,0,0,3,0,0,5,1,0,1,1,6,4,2,1,0,0,0,0,11,4,1,3,8,1,5,19,22,1
"MMS19",12,14,2,0,4,0,1,8,0,0,2,0,3,0,5,0,1,2,0,0,8,2,2,1,3,2,4,21,17,1
"UBTD1",14,16,0,0,0,0,0,8,0,0,1,0,1,1,0,0,1,0,0,0,9,1,1,0,0,0,2,0,36,0
"ANKRD2",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HOGA1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0
"MORN4",1,1,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,6,4,1
"PI4K2A",16,2,1,0,2,1,1,1,1,0,3,2,0,3,5,0,0,0,0,1,3,0,1,1,2,1,4,8,2,0
"AVPI1",21,9,0,5,2,2,1,9,0,0,0,1,2,1,6,0,1,0,1,0,8,4,5,0,5,2,2,33,3,1
"MARVELD1",12,28,0,1,1,0,2,21,0,0,0,1,0,0,1,2,1,0,0,0,20,0,4,0,0,0,0,23,22,1
"ZFYVE27",5,4,1,0,6,0,0,6,2,0,2,1,4,4,7,0,1,1,2,0,11,2,0,0,1,3,6,27,16,0
"GOLGA7B",1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0
"CRTAC1",0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"R3HCC1L",7,4,0,0,5,1,1,3,0,0,0,4,5,5,5,0,1,1,1,0,3,3,0,0,7,7,14,12,14,1
"LOXL4",0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PYROXD2",3,3,0,0,0,0,0,3,1,0,0,1,0,5,0,0,1,0,0,1,3,0,0,0,0,1,1,2,3,0
"HPS1",23,14,0,4,10,1,1,4,1,0,4,3,32,9,11,0,6,5,2,0,19,9,2,10,19,13,20,79,21,1
"HPSE2",0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"CNNM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"GOT1",10,12,0,0,3,0,2,3,0,0,3,5,2,2,1,0,1,2,1,0,10,3,0,5,2,6,5,73,11,0
"RP11-441O15.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0
"LINC01475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-129J12.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NKX2-3",0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0
"SLC25A28",6,2,1,1,6,0,0,5,2,0,1,2,4,5,4,0,4,0,0,0,5,3,1,2,3,4,5,13,11,0
"RP11-85A1.3",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
"RP11-483F11.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENTPD7",1,7,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,2,1,0,0,0,0,2,6,6,0
"CUTC",8,6,0,0,9,0,1,15,3,0,3,4,8,6,7,0,5,0,2,2,14,6,2,2,6,6,7,23,27,1
"COX15",17,7,1,0,5,1,0,7,0,0,1,6,12,5,5,0,3,0,0,2,11,4,1,2,3,5,11,47,18,1
"ABCC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"DNMBP",5,6,0,0,1,0,1,4,0,0,0,0,3,0,0,1,1,0,0,0,9,1,3,0,0,2,0,47,14,0
"DNMBP-AS1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0
"ERLIN1",9,9,0,0,6,0,2,4,1,0,0,0,1,3,2,0,2,0,0,0,5,0,1,1,2,4,3,50,21,1
"CHUK",15,7,0,0,3,1,0,2,0,0,0,3,4,2,6,0,0,1,1,0,7,1,5,4,10,7,5,12,9,0
"CWF19L1",3,2,2,0,8,0,0,0,1,0,0,0,10,2,3,0,1,2,1,0,2,2,2,0,1,3,4,14,9,1
"BLOC1S2",68,33,4,1,25,0,0,17,7,1,11,17,32,17,32,2,19,8,5,1,19,5,16,13,27,20,47,40,53,1
"PKD2L1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCD",43,6,0,0,4,0,0,0,1,0,3,1,5,2,3,0,0,0,0,0,2,2,0,0,7,3,3,171,12,0
"OLMALINC",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0
"RP11-285F16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"SEC31B",2,2,0,0,5,0,1,2,0,0,0,0,4,2,4,0,0,0,0,0,5,1,1,0,4,3,5,4,3,0
"NDUFB8",161,112,9,14,51,4,1,71,13,3,28,28,54,35,65,6,15,20,11,1,123,46,33,19,68,47,114,468,169,7
"HIF1AN",13,10,1,0,7,1,1,3,3,0,7,0,7,3,6,0,2,5,2,1,10,4,0,2,7,2,7,25,12,0
"RP11-179B2.2",1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,3,2,0,1,1,0,1,3,6,0
"SLF2",13,17,3,0,14,2,0,15,0,1,5,7,8,6,13,0,2,2,1,0,22,5,4,5,14,11,17,35,38,0
"MRPL43",35,50,4,2,17,1,0,25,3,2,6,4,18,14,13,1,9,1,1,0,55,13,3,5,22,8,29,96,72,5
"SEMA4G",1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,3,0
"C10orf2",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,20,3,0
"LZTS2",4,12,0,0,1,0,0,12,0,0,0,1,3,2,3,3,2,0,1,0,15,1,1,0,3,1,2,20,22,2
"PDZD7",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,2,1,0
"SFXN3",9,22,1,0,6,0,0,17,3,0,3,6,3,5,9,1,1,2,1,2,11,1,1,0,6,1,19,10,50,1
"RP11-108L7.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,1,2,8,0,0
"KAZALD1",1,2,0,0,1,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,35,4,0
"TLX1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"BTRC",2,5,0,0,6,0,0,4,0,0,2,2,4,3,6,0,0,2,1,0,6,1,0,2,0,2,3,6,12,0
"DPCD",10,20,0,0,2,0,0,10,0,0,0,1,1,2,2,0,0,1,0,0,11,3,2,0,1,0,2,62,21,0
"POLL",2,8,0,0,2,0,0,6,0,0,0,1,6,6,6,1,3,1,3,0,4,1,0,0,3,1,2,27,13,2
"FBXW4",7,3,2,0,5,0,1,3,0,0,3,3,6,9,3,0,3,0,1,0,9,6,3,1,5,6,4,33,7,2
"NPM3",20,27,3,1,4,0,0,23,2,0,5,7,6,4,6,1,1,3,0,0,21,7,4,0,7,3,8,140,40,1
"MGEA5",45,47,18,1,59,9,1,26,10,4,27,22,113,54,110,1,35,34,5,7,46,32,5,16,55,51,114,169,128,4
"KCNIP2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"C10orf76",11,5,1,1,2,0,0,3,1,0,5,0,8,4,3,0,2,1,0,1,5,1,2,0,5,1,10,14,21,0
"HPS6",1,2,0,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,4,0,2,0,1,4,0,11,1,0
"LDB1",2,5,1,0,7,0,1,6,1,0,2,1,3,6,2,0,2,0,1,1,7,4,1,0,4,3,8,7,16,0
"PPRC1",8,13,0,0,6,0,0,1,2,0,1,0,2,0,5,0,2,1,1,0,11,1,2,1,4,0,2,21,12,0
"NOLC1",12,23,1,0,6,0,2,8,4,0,5,3,17,7,12,1,3,4,1,3,23,12,3,5,9,4,11,121,52,2
"ELOVL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GBF1",7,10,1,1,11,1,0,4,5,0,7,0,5,2,9,0,2,3,1,0,17,3,2,2,4,4,11,16,16,0
"NFKB2",23,20,8,4,11,1,2,4,8,3,10,8,30,26,24,1,8,11,4,3,12,10,10,4,17,12,53,16,34,1
"PSD",1,0,0,0,0,0,0,2,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"FBXL15",32,35,2,0,13,1,0,18,5,1,8,6,15,17,24,3,3,6,3,3,24,7,7,2,10,4,44,51,66,4
"CUEDC2",38,39,1,1,9,1,0,28,2,0,7,8,19,10,13,3,4,7,1,0,55,6,4,6,20,13,22,70,80,0
"C10orf95",0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,0,0,0,1,0,0,1,1,3,2,1,0
"MFSD13A",14,1,0,0,4,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,13,9,0
"ACTR1A",33,33,1,0,8,0,1,11,6,0,4,8,8,11,9,1,1,3,2,3,34,7,5,2,13,7,22,43,74,1
"RP11-18I14.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SUFU",2,3,0,0,4,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,4,0,0,1,1,1,3,5,12,0
"RP11-47A8.5",1,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,1,0,0,0,3,2,0
"TRIM8",11,37,0,0,5,0,0,11,4,1,1,4,7,5,17,2,0,6,2,2,29,6,2,0,11,11,9,27,41,3
"ARL3",24,73,2,3,24,0,2,18,7,0,18,4,5,21,36,0,3,6,0,0,72,7,8,2,18,40,11,72,63,5
"SFXN2",0,2,0,0,5,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,1,2,0,2,2,2,1,8,5,0
"WBP1L",15,27,1,2,4,2,0,17,0,0,3,6,7,7,6,1,0,0,1,1,16,0,5,0,3,4,2,28,62,2
"BORCS7",31,69,1,2,5,2,0,42,4,1,10,14,26,12,21,1,5,4,3,1,56,11,10,2,14,12,19,112,101,7
"CNNM2",2,4,0,1,2,0,0,3,0,0,0,0,3,0,3,0,2,0,0,0,28,0,0,0,1,1,0,4,2,0
"NT5C2",16,19,1,2,3,1,0,5,0,0,0,6,2,3,9,1,4,1,1,0,11,7,6,0,5,7,8,42,25,1
"PCGF6",6,6,0,0,3,0,0,5,3,0,3,0,4,1,3,0,3,2,0,0,9,2,2,1,9,5,3,16,15,3
"TAF5",6,2,0,1,1,1,0,1,0,0,3,0,3,2,3,1,0,1,1,0,1,1,0,6,3,7,3,10,6,0
"USMG5",233,115,12,14,65,4,3,82,16,5,35,39,67,75,82,5,12,29,6,2,219,62,43,34,58,58,103,1011,312,19
"PDCD11",8,11,1,1,8,0,0,7,1,1,3,2,9,6,14,0,3,0,1,1,6,1,1,3,10,4,10,64,23,1
"CALHM2",20,22,3,0,10,0,2,20,3,1,9,4,8,14,10,0,0,5,2,0,33,1,4,0,15,7,14,2,60,0
"RP11-225H22.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CALHM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"NEURL1",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2,0,1,1,0
"SH3PXD2A",15,93,0,0,3,0,9,52,0,0,2,2,7,3,3,0,1,2,1,0,92,3,0,0,10,6,11,70,58,5
"RP11-416N2.4",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,4,0
"SH3PXD2A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"OBFC1",16,8,0,1,9,0,1,2,2,0,16,1,8,17,22,0,5,7,3,1,12,8,2,2,16,15,40,36,27,0
"SLK",22,34,1,2,14,0,1,7,1,1,7,5,18,18,19,2,3,5,0,2,30,6,10,1,25,13,16,80,129,3
"COL17A1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,66,9,0
"SFR1",14,3,0,1,8,0,1,6,1,0,0,5,4,1,5,0,0,1,0,0,10,0,1,3,5,11,8,14,8,0
"GSTO1",225,128,5,12,45,1,5,40,7,2,20,33,42,38,56,5,7,10,4,5,103,14,38,17,69,39,87,522,242,4
"GSTO2",0,6,0,0,2,0,0,1,0,1,0,1,0,2,1,0,2,0,0,0,2,0,0,0,0,3,2,108,6,0
"ITPRIP",10,18,1,0,4,0,0,13,1,0,0,0,1,3,4,1,0,1,0,0,6,1,3,1,4,2,9,4,100,2
"RP11-127L20.3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP58-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"SORCS3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SORCS1",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"XPNPEP1",15,16,2,2,3,0,0,11,2,0,1,7,6,5,9,0,3,3,1,2,14,3,1,8,2,2,11,87,28,0
"ADD3",17,77,8,0,11,0,11,71,7,0,9,12,81,21,18,0,35,25,9,5,38,8,4,9,26,31,50,297,98,1
"MXI1",8,6,1,0,0,0,1,10,1,0,0,1,10,2,1,1,1,5,0,0,21,2,4,0,1,3,6,28,19,2
"SMNDC1",18,22,3,1,14,2,0,6,2,0,9,6,14,8,16,0,7,7,1,0,21,5,6,8,17,14,25,54,46,2
"RP11-525A16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUSP5",6,11,2,0,9,0,1,2,3,0,7,1,3,10,15,1,3,2,2,0,4,19,1,0,5,9,9,23,80,0
"SMC3",67,47,6,2,39,3,1,30,12,1,19,19,45,52,62,8,15,17,3,2,68,25,10,43,91,96,113,184,111,7
"RBM20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"PDCD4-AS1",3,1,1,0,1,0,0,0,2,0,1,2,4,4,4,0,2,3,0,0,2,1,1,0,4,3,7,7,3,0
"PDCD4",32,23,16,1,30,3,1,9,12,1,25,17,86,41,51,0,31,33,6,8,29,19,10,2,25,20,45,149,112,2
"BBIP1",20,10,4,2,8,0,1,12,3,0,4,5,10,14,9,2,6,11,5,0,24,8,2,6,7,8,16,39,42,2
"RP11-348N5.9",1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,1,2,1,0
"RP11-348N5.7",1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,2,0,0,0,3,3,1,0,0
"SHOC2",31,29,3,5,12,0,2,12,2,0,8,16,34,22,30,0,8,11,0,1,50,6,12,14,20,16,31,73,106,2
"ADRA2A",0,12,0,0,0,0,0,11,0,0,0,3,1,1,2,0,0,0,0,0,28,0,0,0,0,0,1,15,1,3
"GPAM",2,1,0,0,2,0,0,2,1,0,1,1,0,2,6,0,0,1,0,0,7,0,1,1,0,1,1,16,4,0
"ACSL5",16,6,2,1,10,0,0,3,2,1,6,5,3,17,15,0,2,0,3,0,5,4,5,3,7,10,12,245,38,0
"RP11-324O2.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"ZDHHC6",23,9,2,0,11,0,0,5,2,0,5,3,16,8,13,1,5,2,0,3,11,5,1,5,13,8,25,64,20,0
"VTI1A",11,12,0,0,2,0,0,3,1,0,4,2,13,5,4,1,4,6,1,0,3,4,1,4,10,2,11,36,17,0
"TCF7L2",17,39,0,0,0,0,1,27,2,0,1,1,4,0,0,1,0,1,0,0,31,1,7,0,0,2,1,156,90,3
"RP11-57H14.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0
"CASP7",9,13,0,0,1,1,2,6,3,1,4,0,2,4,8,1,0,1,1,1,16,3,3,0,9,7,7,47,27,1
"PLEKHS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,36,2,0
"DCLRE1A",1,2,0,0,5,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,1,2,1,1,2,2,1,10,4,0
"NHLRC2",6,11,0,1,10,1,1,4,1,1,2,1,7,2,16,0,4,1,0,0,12,1,2,5,6,10,0,38,33,3
"ADRB1",0,0,0,0,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"CCDC186",21,36,6,1,22,1,2,21,5,1,10,5,24,14,29,0,9,13,4,1,22,25,0,7,22,12,30,190,75,4
"TDRD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"VWA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"AFAP1L2",1,6,0,0,25,0,3,1,0,0,0,1,1,2,21,0,0,0,0,0,45,1,0,0,0,15,1,3,10,2
"ABLIM1",1,7,4,0,9,1,2,12,3,0,3,1,16,14,8,0,5,10,3,0,2,3,1,4,8,7,11,99,128,0
"RP11-106M7.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM160B1",8,8,3,0,7,3,1,2,4,0,5,0,3,2,8,1,1,2,1,2,11,3,1,1,8,11,19,10,36,0
"TRUB1",10,4,0,0,3,0,1,0,0,0,1,2,4,3,2,0,2,0,0,0,8,0,1,0,2,2,4,24,8,1
"GFRA1",0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"C10orf82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-498B4.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"HSPA12A",0,16,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
"RP11-539I5.1",1,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0,2,0,0,0,2,0,0,1,3,0,6,5,1,0
"ENO4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"SHTN1",54,9,0,9,1,0,0,6,1,0,1,0,1,1,1,0,0,1,0,0,11,1,7,0,1,0,6,35,2,0
"RP11-501J20.5",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC18A2",0,0,0,0,0,0,0,0,0,0,0,94,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"RP11-129M16.4",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"PDZD8",9,11,1,0,2,0,0,14,1,0,1,3,8,4,13,0,2,3,2,1,23,2,3,2,2,3,11,100,28,2
"EMX2OS",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,1,0
"EMX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"RAB11FIP2",12,21,0,1,2,1,0,6,3,0,3,2,12,5,6,0,4,2,1,0,23,7,2,0,3,5,8,26,15,0
"CASC2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0
"FAM204A",41,61,4,3,24,2,2,27,10,2,13,14,31,19,19,5,13,7,3,3,55,16,14,8,30,17,35,133,90,3
"CACUL1",42,18,1,2,9,0,1,3,2,0,5,10,24,6,6,3,4,3,0,1,36,4,10,4,7,9,15,73,43,2
"NANOS1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
"EIF3A",143,88,8,16,58,5,1,56,11,1,37,30,79,60,101,6,26,24,10,4,129,66,51,37,95,66,137,500,219,5
"FAM45A",35,22,2,4,26,0,0,13,1,1,6,7,4,7,27,0,1,5,3,1,22,9,8,6,19,18,25,48,35,1
"SFXN4",13,3,0,0,8,0,0,6,0,0,2,2,2,2,11,0,1,0,1,0,9,7,1,3,3,1,5,57,14,0
"PRDX3",99,36,2,7,24,1,1,16,9,2,16,17,33,26,19,1,6,7,0,2,56,22,11,22,43,29,33,227,105,0
"GRK5",5,12,2,0,2,0,0,8,1,0,0,1,11,3,3,0,2,3,1,0,53,1,2,1,3,1,5,1,46,4
"RP11-79M19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RGS10",362,57,5,30,49,4,0,30,21,4,43,56,42,66,69,3,6,26,7,4,39,17,44,20,81,37,138,27,9,4
"TIAL1",33,31,1,6,22,2,0,17,9,0,14,12,22,23,22,0,6,12,2,2,37,16,9,18,28,24,35,109,85,0
"BAG3",120,107,0,1,18,1,0,19,4,0,9,0,4,17,15,2,0,7,1,0,40,2,11,1,53,35,18,95,150,3
"INPP5F",5,4,1,1,16,0,0,2,7,0,2,1,13,2,8,1,6,2,0,0,1,2,2,5,9,12,31,12,13,0
"MCMBP",21,16,2,1,9,0,0,5,1,0,2,3,8,4,12,0,0,3,1,0,24,5,8,6,20,9,12,44,43,0
"SEC23IP",21,15,1,2,7,2,0,8,3,0,4,3,5,6,12,1,3,2,3,0,10,4,3,5,8,5,8,43,36,2
"PLPP4",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01561",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WDR11-AS1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0
"WDR11",22,20,2,2,13,4,2,18,1,1,4,6,23,13,18,0,7,6,0,2,24,8,8,5,12,12,24,73,65,3
"FGFR2",0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATE1",12,6,2,0,8,0,0,4,3,0,1,1,10,4,9,1,0,3,0,1,22,5,1,1,3,3,7,33,38,1
"ATE1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0
"NSMCE4A",23,12,3,0,11,2,1,10,2,0,2,3,21,6,8,3,4,8,1,1,22,7,2,5,25,10,23,64,31,0
"RP11-500G22.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TACC2",0,5,0,0,0,0,1,4,0,0,0,0,2,1,1,1,0,0,0,0,21,1,0,0,1,1,3,66,26,0
"BTBD16",0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,0,0
"PLEKHA1",15,24,1,1,39,0,0,8,4,1,2,3,18,8,37,5,9,6,2,4,23,2,2,0,10,19,16,89,242,1
"HTRA1",7,122,1,0,2,0,0,98,0,0,0,0,0,3,9,6,2,0,0,0,27,1,0,0,2,11,1,2,325,5
"CUZD1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"FAM24B",2,4,0,0,1,0,0,0,1,0,1,1,2,0,2,0,0,1,0,0,1,0,0,2,2,4,3,0,5,1
"C10orf88",2,3,0,0,0,0,0,5,0,0,1,0,2,2,3,0,1,1,1,0,8,0,0,0,2,3,6,8,12,0
"PSTK",5,3,0,0,2,0,0,3,1,0,0,0,1,1,1,0,0,2,1,1,5,0,0,0,2,1,2,14,4,0
"IKZF5",8,8,1,0,9,0,1,4,0,0,5,6,4,3,8,0,1,2,2,1,4,1,0,0,2,3,10,10,10,2
"ACADSB",3,5,0,0,3,0,1,1,1,0,0,0,6,6,1,0,2,1,0,0,6,0,0,0,1,0,7,13,11,1
"BUB3",44,43,4,3,40,3,4,11,8,1,17,7,28,46,63,1,17,16,1,1,27,21,9,17,53,92,75,199,73,0
"CPXM2",0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,36,0
"CHST15",6,8,0,0,0,0,0,8,0,0,0,2,6,0,1,1,1,0,0,0,9,11,7,0,0,0,0,0,37,1
"OAT",55,77,4,2,7,0,1,47,0,0,1,14,6,8,10,0,2,3,3,2,55,6,10,4,10,13,11,71,52,5
"LHPP",10,5,0,1,2,0,2,1,1,1,1,4,17,1,1,0,10,1,1,0,7,4,2,4,8,8,4,12,2,0
"FAM53B",8,5,2,0,1,1,0,2,0,0,4,3,8,9,5,0,5,2,2,0,4,0,3,3,5,5,15,11,13,1
